sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
16,1,"Anfernee Simons","Portland Trail Blazers",57,238,41.7,327,1.374,238,109,129,45.8,68.7,0,0,0,0,45.8,1,0,1,0,237,109,128,46,1
17,44,"Patrick Williams","Chicago Bulls",22,46,49.5,63,1.37,46,21,25,45.7,68.5,0,0,0,0,45.7,1,0,1,0,45,21,24,46.7,0.98
18,3,"CJ McCollum","New Orleans Pelicans",34,112,26.3,153,1.366,112,53,59,47.3,68.3,0,0,0,0,47.3,11,6,5,54.5,101,47,54,46.5,0.9
19,35,"Didi Louzada","Portland Trail Blazers",7,17,73.9,23,1.353,17,8,9,47.1,67.6,0,0,0,0,47.1,1,1,0,100,16,7,9,43.8,0.94
20,5,"Luke Kennard","Los Angeles Clippers",70,341,63.3,459,1.346,341,154,187,45.2,67.2,0,0.3,0,0.3,45.2,11,4,7,36.4,330,150,180,45.5,0.97
21,0,"Tyrese Haliburton","Indiana Pacers",26,44,24.6,59,1.341,44,20,24,45.5,67,0,0,0,0,45.5,1,1,0,100,43,19,24,44.2,0.98
22,30,"Olivier Sarr","Oklahoma City Thunder",22,33,100,44,1.333,33,15,18,45.5,65.2,0,3,0.03,3,45.5,4,2,2,50,29,13,16,44.8,0.88
22,26,"Spencer Dinwiddie","Dallas Mavericks",41,99,40.6,132,1.333,99,44,55,44.4,66.7,0,1,0.01,1,44.4,1,0,1,0,98,44,54,44.9,0.99
22,22,"Zeke Nnaji","Denver Nuggets",43,87,93.5,116,1.333,87,40,47,46,66.7,0,0,0,0,46,9,4,5,44.4,78,36,42,46.2,0.9
25,18,"Cory Joseph","Detroit Pistons",65,124,53.2,165,1.331,124,55,69,44.4,66.5,0,0,0,0,44.4,0,0,0,,124,55,69,44.4,1
26,11,"Trae Young","Atlanta Hawks",83,94,10.2,125,1.33,93,41,52,44.1,66.1,0,1.1,0.03,1.1,44.7,2,0,2,0,91,41,50,45.1,0.98
27,22,"Desmond Bane","Memphis Grizzlies",88,369,44.6,486,1.317,369,166,203,45,65.9,0,0.3,0,0.3,45,22,12,10,54.5,347,154,193,44.4,0.94
28,9,"Davon Reed","Denver Nuggets",48,73,63.5,96,1.315,73,32,41,43.8,65.8,0,0,0,0,43.8,2,0,2,0,71,32,39,45.1,0.97
29,24,"Norman Powell","Portland Trail Blazers",40,158,52.1,207,1.31,158,69,89,43.7,64.9,0,1.3,0.01,1.3,43.7,7,2,5,28.6,151,67,84,44.4,0.96
30,45,"Denzel Valentine","Cleveland Cavaliers",22,39,81.3,51,1.308,39,17,22,43.6,65.4,0,0,0,0,43.6,0,0,0,,39,17,22,43.6,1
30,7,"Josh Richardson","San Antonio Spurs",22,91,63.6,119,1.308,90,40,50,44.4,64.4,0,1.1,0.03,1.1,45.1,7,4,3,57.1,83,36,47,43.4,0.92
32,0,"Tyrese Maxey","Philadelphia 76ers",87,214,37.9,279,1.304,214,93,121,43.5,65.2,0,0,0,0,43.5,1,0,1,0,213,93,120,43.7,1
33,8,"Rui Hachimura","Washington Wizards",42,129,56.6,168,1.302,129,57,72,44.2,64.7,0,0.8,0.02,0.8,44.2,12,4,8,33.3,117,53,64,45.3,0.91
34,4,"Derrick Rose","New York Knicks",26,58,43.3,75,1.293,58,25,33,43.1,64.7,0,0,0,0,43.1,0,0,0,,58,25,33,43.1,1
35,23,"Robert Covington","Los Angeles Clippers",25,100,82.6,129,1.29,100,43,57,43,64.5,0,0,0,0,43,0,0,0,,100,43,57,43,1
35,0,"Tyrese Haliburton","Sacramento Kings",51,107,30.6,138,1.29,107,46,61,43,64.5,0,0,0,0,43,1,0,1,0,106,46,60,43.4,0.99
37,20,"Jabari Parker","Boston Celtics",12,14,63.6,18,1.286,14,6,8,42.9,64.3,0,0,0,0,42.9,1,0,1,0,13,6,7,46.2,0.93
37,2,"Wayne Ellington","Los Angeles Lakers",43,154,71.3,198,1.286,154,66,88,42.9,64.3,0,0,0,0,42.9,0,0,0,,154,66,88,42.9,1
37,54,"Sandro Mamukelashvili","Milwaukee Bucks",41,49,92.5,63,1.286,49,21,28,42.9,64.3,0,0,0,0,42.9,0,0,0,,49,21,28,42.9,1
37,40,"Harrison Barnes","Sacramento Kings",77,273,66.9,351,1.286,273,117,156,42.9,64.3,0,0,0,0,42.9,0,0,0,,273,117,156,42.9,1
41,10,"Eric Gordon","Houston Rockets",57,192,61.7,246,1.281,192,82,110,42.7,64.1,0,0,0,0,42.7,1,0,1,0,191,82,109,42.9,0.99
42,12,"Isaiah Livers","Detroit Pistons",19,61,81.3,78,1.279,61,26,35,42.6,63.9,0,0,0,0,42.6,0,0,0,,61,26,35,42.6,1
43,1,"LaMelo Ball","Charlotte Hornets",76,344,49.8,439,1.276,344,147,197,42.7,63.8,0,0,0,0,42.7,3,2,1,66.7,341,145,196,42.5,0.99
43,31,"Seth Curry","Philadelphia 76ers",45,163,38.1,208,1.276,162,69,93,42.6,63,0,1.2,0.02,1.2,42.9,7,3,4,42.9,155,66,89,42.6,0.96
45,8,"Patty Mills","Brooklyn Nets",86,463,64,589,1.272,463,197,266,42.5,63.4,0,0.4,0,0.4,42.5,5,4,1,80,458,193,265,42.1,0.99
45,23,"Fred VanVleet","Toronto Raptors",69,331,36.3,421,1.272,328,138,190,42.1,62.8,0,1.2,0.03,1.2,42.6,7,2,5,28.6,321,136,185,42.4,0.98
47,3,"Kevin Huerter","Atlanta Hawks",81,345,54.9,438,1.27,344,147,197,42.7,63.2,0,0.9,0.01,0.9,42.9,10,6,4,60,334,141,193,42.2,0.97
48,55,"Isaiah Hartenstein","Los Angeles Clippers",70,26,78.8,33,1.269,26,11,15,42.3,63.5,0,0,0,0,42.3,1,0,1,0,25,11,14,44,0.96
49,1,"Rajon Rondo","Cleveland Cavaliers",23,45,60.8,57,1.267,45,19,26,42.2,63.3,0,0,0,0,42.2,0,0,0,,45,19,26,42.2,1
50,0,"Donte DiVincenzo","Sacramento Kings",25,109,67.7,138,1.266,109,46,63,42.2,63.3,0,0,0,0,42.2,1,0,1,0,108,46,62,42.6,0.99
51,30,"Sam Hauser","Boston Celtics",33,38,80.9,48,1.263,38,16,22,42.1,63.2,0,0,0,0,42.1,0,0,0,,38,16,22,42.1,1
51,2,"Lonzo Ball","Chicago Bulls",35,190,62.5,240,1.263,190,80,110,42.1,62.9,0,0.5,0.01,0.5,42.1,3,1,2,33.3,187,79,108,42.2,0.98
53,11,"Malik Monk","Los Angeles Lakers",76,268,54.3,338,1.261,268,113,155,42.2,63.1,0,0,0,0,42.2,2,1,1,50,266,112,154,42.1,0.99
54,18,"Alec Burks","New York Knicks",81,255,50.8,320,1.255,254,107,147,42.1,62,0,1.2,0.02,1.2,42.4,14,6,8,42.9,240,101,139,42.1,0.94
54,12,"Grant Williams","Boston Celtics",101,314,85.6,394,1.255,314,132,182,42,62.7,0,0,0,0,42,2,2,0,100,312,130,182,41.7,0.99
56,14,"Terance Mann","Los Angeles Clippers",83,122,34.3,153,1.254,122,51,71,41.8,62.7,0,0,0,0,41.8,1,0,1,0,121,51,70,42.1,0.99
57,7,"Bryn Forbes","San Antonio Spurs",40,131,56.7,164,1.252,129,54,75,41.9,60.9,0,3.1,0.06,3.1,42.7,9,5,4,55.6,120,49,71,40.8,0.93
57,6,"Quentin Grimes","New York Knicks",46,155,74.5,194,1.252,155,65,90,41.9,62.6,0,0,0,0,41.9,1,1,0,100,154,64,90,41.6,0.99
59,95,"DeAndre' Bembry","Brooklyn Nets",48,36,97.3,45,1.25,36,15,21,41.7,62.5,0,0,0,0,41.7,0,0,0,,36,15,21,41.7,1
60,46,"John Konchar","Memphis Grizzlies",80,121,80.1,151,1.248,121,51,70,42.1,62.4,0,0,0,0,42.1,3,2,1,66.7,118,49,69,41.5,0.98
61,33,"Mike Muscala","Oklahoma City Thunder",43,178,96.7,222,1.247,178,75,103,42.1,61.8,0,1.1,0.01,1.1,42.1,16,5,11,31.3,162,70,92,43.2,0.91
62,11,"Monte Morris","Denver Nuggets",80,278,50.8,346,1.245,278,116,162,41.7,61.9,0,0.7,0.01,0.7,41.7,10,4,6,40,268,112,156,41.8,0.96
63,17,"Rodney McGruder","Detroit Pistons",51,131,83.4,163,1.244,131,55,76,42,62.2,0,0,0,0,42,3,2,1,66.7,128,53,75,41.4,0.98
64,41,"Juancho Hernangomez","Utah Jazz",22,58,95.1,72,1.241,58,24,34,41.4,62.1,0,0,0,0,41.4,0,0,0,,58,24,34,41.4,1
64,13,"Evan Fournier","New York Knicks",80,406,55.5,504,1.241,406,171,235,42.1,62.1,0,0.5,0,0.5,42.1,17,9,8,52.9,389,162,227,41.6,0.96
66,23,"Cameron Johnson","Phoenix Suns",79,431,85.2,534,1.239,430,177,253,41.2,61.6,0,0.7,0.01,0.7,41.3,10,1,9,10,420,176,244,41.9,0.98
67,14,"Gary Harris","Orlando Magic",61,256,67.7,317,1.238,256,107,149,41.8,61.9,0,0,0,0,41.8,5,4,1,80,251,103,148,41,0.98
68,12,"Grayson Allen","Milwaukee Bucks",78,342,75.2,423,1.237,341,140,201,41.1,61.6,0,0.3,0.01,0.3,41.2,1,0,1,0,340,140,200,41.2,1
68,17,"P.J. Tucker","Miami Heat",89,241,94.1,298,1.237,241,100,141,41.5,61.8,0,0,0,0,41.5,7,2,5,28.6,234,98,136,41.9,0.97
70,34,"Justin Robinson","Detroit Pistons",5,17,65.4,21,1.235,17,7,10,41.2,61.8,0,0,0,0,41.2,0,0,0,,17,7,10,41.2,1
70,39,"Dwight Howard","Los Angeles Lakers",60,17,85,21,1.235,17,7,10,41.2,61.8,0,0,0,0,41.2,5,0,5,0,12,7,5,58.3,0.71
72,1,"Devin Booker","Phoenix Suns",78,286,25.2,353,1.234,286,124,162,43.4,61.5,0,0.3,0,0.3,43.4,45,20,25,44.4,241,104,137,43.2,0.84
73,3,"Keldon Johnson","San Antonio Spurs",76,369,76.7,455,1.233,368,151,217,41,61.4,0,0.5,0.01,0.5,41.2,3,1,2,33.3,365,150,215,41.1,0.99
74,6,"Bryn Forbes","Denver Nuggets",40,143,67.8,176,1.231,143,59,84,41.3,60.5,0,2.1,0.02,2.1,41.3,12,4,8,33.3,131,55,76,42,0.92
75,14,"Danny Green","Philadelphia 76ers",74,301,84.8,370,1.229,301,123,178,40.9,61.3,0,0.3,0,0.3,40.9,1,0,1,0,300,123,177,41,1
76,3,"Caris LeVert","Cleveland Cavaliers",21,44,30.8,54,1.227,44,18,26,40.9,61.4,0,0,0,0,40.9,0,0,0,,44,18,26,40.9,1
77,13,"Paul George","Los Angeles Clippers",32,131,28.3,160,1.221,131,58,73,44.3,61.1,0,0,0,0,44.3,26,14,12,53.8,105,44,61,41.9,0.8
78,17,"Doug McDermott","San Antonio Spurs",51,219,78.2,267,1.219,216,88,128,40.7,60.4,0,1.4,0.04,1.4,41.6,10,3,7,30,206,85,121,41.3,0.95
78,33,"Nicolas Batum","Los Angeles Clippers",61,265,82.8,323,1.219,265,110,155,41.5,60.8,0,0.4,0,0.4,41.5,12,8,4,66.7,253,102,151,40.3,0.95
78,4,"Duane Washington Jr.","Indiana Pacers",48,160,64.8,195,1.219,160,65,95,40.6,60.9,0,0,0,0,40.6,2,0,2,0,158,65,93,41.1,0.99
81,11,"Payton Pritchard","Boston Celtics",95,223,57.6,271,1.215,223,91,132,40.8,60.5,0,0.4,0,0.4,40.8,6,3,3,50,217,88,129,40.6,0.97
82,22,"Khris Middleton","Milwaukee Bucks",68,248,34.5,301,1.214,245,99,146,40.4,59.2,0,2.4,0.05,2.4,41.1,18,7,11,38.9,227,92,135,40.5,0.93
83,8,"Kemba Walker","New York Knicks",37,76,28.4,92,1.211,76,31,45,40.8,60.5,0,0,0,0,40.8,2,1,1,50,74,30,44,40.5,0.97
84,2,"Shai Gilgeous-Alexander","Oklahoma City Thunder",56,53,10.7,64,1.208,53,22,31,41.5,60.4,0,0,0,0,41.5,3,2,1,66.7,50,20,30,40,0.94
85,21,"Tyus Jones","Memphis Grizzlies",85,188,59.7,227,1.207,188,76,112,40.4,60.4,0,0,0,0,40.4,1,1,0,100,187,75,112,40.1,0.99
85,22,"Malachi Flynn","Toronto Raptors",50,58,46.4,70,1.207,58,23,35,39.7,59.5,0,1.7,0.02,1.7,39.7,0,0,0,,58,23,35,39.7,1
87,1,"Kentavious Caldwell-Pope","Washington Wizards",77,350,54.9,422,1.206,350,146,204,41.7,60.1,0,0.3,0,0.3,41.7,34,17,17,50,316,129,187,40.8,0.9
88,21,"Jrue Holiday","Milwaukee Bucks",79,127,20,153,1.205,127,52,75,40.9,60.2,0,0,0,0,40.9,5,3,2,60,122,49,73,40.2,0.96
88,10,"Dorian Finney-Smith","Dallas Mavericks",98,518,92,624,1.205,518,209,309,40.3,60.2,0,0,0,0,40.3,9,3,6,33.3,509,206,303,40.5,0.98
90,11,"Kyrie Irving","Brooklyn Nets",34,157,31.2,189,1.204,157,64,93,40.8,59.9,0,0.6,0.01,0.6,40.8,8,4,4,50,149,60,89,40.3,0.95
91,5,"Anthony Edwards","Minnesota Timberwolves",79,276,33.8,332,1.203,276,112,164,40.6,60.1,0,0,0,0,40.6,8,4,4,50,268,108,160,40.3,0.97
92,31,"Max Strus","Miami Heat",86,479,79.7,575,1.2,479,191,288,39.9,59.8,0,0.4,0,0.4,39.9,0,0,0,,479,191,288,39.9,1
92,22,"Richaun Holmes","Sacramento Kings",45,10,62.5,12,1.2,10,5,5,50,60,0,0,0,0,50,5,3,2,60,5,2,3,40,0.5
92,14,"Ish Smith","Charlotte Hornets",37,10,8.8,12,1.2,10,4,6,40,60,0,0,0,0,40,1,0,1,0,9,4,5,44.4,0.9
95,3,"CJ McCollum","Portland Trail Blazers",36,146,32.9,175,1.199,146,59,87,40.4,59.9,0,0,0,0,40.4,4,2,2,50,142,57,85,40.1,0.97
96,24,"Pat Connaughton","Milwaukee Bucks",77,420,94.4,503,1.198,420,167,253,39.8,59.6,0,0.5,0,0.5,39.8,3,0,3,0,417,167,250,40,0.99
97,3,"Chris Duarte","Indiana Pacers",55,152,36.4,182,1.197,152,62,90,40.8,59.9,0,0,0,0,40.8,8,4,4,50,144,58,86,40.3,0.95
97,14,"Tyler Herro","Miami Heat",81,259,30.9,310,1.197,258,105,153,40.7,59.5,0,1.2,0.02,1.2,40.9,13,8,5,61.5,245,97,148,39.6,0.95
99,20,"Avery Bradley","Los Angeles Lakers",62,185,70.6,221,1.195,185,76,109,41.1,59.7,0,0,0,0,41.1,8,7,1,87.5,177,69,108,39,0.96
100,4,"Moses Moody","Golden State Warriors",65,119,84.4,142,1.193,119,48,71,40.3,59.2,0,0.8,0.01,0.8,40.3,5,3,2,60,114,45,69,39.5,0.96
100,23,"Tre Mann","Oklahoma City Thunder",60,119,34.6,142,1.193,119,47,72,39.5,59.2,0,0.8,0.01,0.8,39.5,0,0,0,,119,47,72,39.5,1
102,33,"Gary Trent Jr.","Toronto Raptors",76,350,38.8,417,1.191,350,139,211,39.7,59.6,0,0,0,0,39.7,3,0,3,0,347,139,208,40.1,0.99
103,41,"Trey Lyles","Sacramento Kings",24,58,76.3,69,1.19,58,23,35,39.7,59.5,0,0,0,0,39.7,0,0,0,,58,23,35,39.7,1
104,3,"OG Anunoby","Toronto Raptors",54,270,58.2,321,1.189,270,108,162,40,59.4,0,0,0,0,40,5,3,2,60,265,105,160,39.6,0.98
105,0,"Damian Lillard","Portland Trail Blazers",29,85,22.7,101,1.188,85,35,50,41.2,59.4,0,0,0,0,41.2,8,4,4,50,77,31,46,40.3,0.91
105,21,"Tony Snell","New Orleans Pelicans",16,48,90.6,57,1.188,48,19,29,39.6,59.4,0,0,0,0,39.6,1,0,1,0,47,19,28,40.4,0.98
105,24,"Haywood Highsmith","Miami Heat",27,32,91.4,38,1.188,32,13,19,40.6,59.4,0,0,0,0,40.6,2,1,1,50,30,12,18,40,0.94
108,8,"Josh Richardson","Boston Celtics",44,161,67.1,191,1.186,161,65,96,40.4,59.3,0,0,0,0,40.4,10,4,6,40,151,61,90,40.4,0.94
109,3,"Jordan Poole","Golden State Warriors",98,416,49.8,493,1.185,415,163,252,39.3,58.7,0,1,0.01,1,39.4,4,2,2,50,411,161,250,39.2,0.99
110,4,"Isaiah Thomas","Charlotte Hornets",18,38,49.4,45,1.184,38,15,23,39.5,59.2,0,0,0,0,39.5,1,0,1,0,37,15,22,40.5,0.97
111,25,"Danuel House Jr.","Utah Jazz",31,82,79.6,97,1.183,82,32,50,39,58.5,0,1.2,0.01,1.2,39,1,0,1,0,81,32,49,39.5,0.99
112,30,"Devin Cannady","Orlando Magic",5,33,80.5,39,1.182,33,13,20,39.4,59.1,0,0,0,0,39.4,0,0,0,,33,13,20,39.4,1
113,20,"Georges Niang","Philadelphia 76ers",88,408,91.1,482,1.181,408,161,247,39.5,59.1,0,0,0,0,39.5,3,1,2,33.3,405,160,245,39.5,0.99
113,1,"Bruce Brown","Brooklyn Nets",77,116,84.7,137,1.181,116,46,70,39.7,59.1,0,0,0,0,39.7,7,1,6,14.3,109,45,64,41.3,0.94
115,22,"Cameron Reddish","Atlanta Hawks",34,112,49.3,132,1.179,112,44,68,39.3,58.9,0,0,0,0,39.3,6,0,6,0,106,44,62,41.5,0.95
116,44,"Bojan Bogdanovic","Utah Jazz",75,382,65.2,450,1.178,382,150,232,39.3,58.8,0,0.3,0,0.3,39.3,2,1,1,50,380,149,231,39.2,0.99
116,22,"Isaiah Roby","Oklahoma City Thunder",45,90,78.9,106,1.178,90,36,54,40,58.9,0,0,0,0,40,6,2,4,33.3,84,34,50,40.5,0.93
118,22,"Larry Nance Jr.","New Orleans Pelicans",17,17,81,20,1.176,17,7,10,41.2,58.8,0,0,0,0,41.2,1,1,0,100,16,6,10,37.5,0.94
118,0,"Coby White","Chicago Bulls",67,301,64.6,354,1.176,301,118,183,39.2,58.8,0,0,0,0,39.2,2,0,2,0,299,118,181,39.5,0.99
120,14,"Jaylen Hoard","Oklahoma City Thunder",7,23,74.2,27,1.174,23,9,14,39.1,58.7,0,0,0,0,39.1,0,0,0,,23,9,14,39.1,1
121,25,"Trey Murphy III","New Orleans Pelicans",70,209,93.3,245,1.172,209,82,127,39.2,58.6,0,0,0,0,39.2,4,1,3,25,205,81,124,39.5,0.98
121,24,"Buddy Hield","Sacramento Kings",55,320,56.8,375,1.172,319,125,194,39.2,58.3,0,0.3,0.01,0.3,39.4,6,3,3,50,313,122,191,39,0.98
123,3,"Terry Rozier","Charlotte Hornets",74,418,52.4,489,1.17,417,162,255,38.8,58,0,1,0.01,1,39,5,2,3,40,412,160,252,38.8,0.99
124,16,"Caleb Martin","Miami Heat",77,175,75.8,204,1.166,175,69,106,39.4,58.3,0,0,0,0,39.4,9,3,6,33.3,166,66,100,39.8,0.95
125,7,"Amir Coffey","Los Angeles Clippers",71,220,73.3,256,1.164,220,85,135,38.6,58,0,0.5,0,0.5,38.6,2,0,2,0,218,85,133,39,0.99
126,4,"Devonte' Graham","New Orleans Pelicans",84,358,51.9,416,1.162,357,138,219,38.7,57.8,0,0.6,0.01,0.6,38.8,5,1,4,20,352,137,215,38.9,0.99
127,5,"Kyle Guy","Miami Heat",19,31,67.4,36,1.161,31,12,19,38.7,58.1,0,0,0,0,38.7,0,0,0,,31,12,19,38.7,1
127,7,"Buddy Hield","Indiana Pacers",26,149,51.7,173,1.161,149,58,91,38.9,58.1,0,0.7,0.01,0.7,38.9,3,1,2,33.3,146,57,89,39,0.98
127,6,"Lou Williams","Atlanta Hawks",56,56,27.1,65,1.161,56,22,34,39.3,58,0,0,0,0,39.3,2,1,1,50,54,21,33,38.9,0.96
130,8,"Justin Holiday","Indiana Pacers",49,268,68.7,311,1.16,268,104,164,38.8,58,0,0,0,0,38.8,4,1,3,25,264,103,161,39,0.99
131,8,"Marcus Morris Sr.","Los Angeles Clippers",56,270,51.1,313,1.159,269,106,163,39.4,56.9,0,1.9,0.03,1.9,39.6,24,12,12,50,245,94,151,38.4,0.91
131,0,"Gary Payton II","Golden State Warriors",83,132,95,153,1.159,132,51,81,38.6,58,0,0,0,0,38.6,0,0,0,,132,51,81,38.6,1
133,0,"Kevin Love","Cleveland Cavaliers",76,442,78.5,512,1.158,440,173,267,39.3,57.5,0,0.7,0.02,0.7,39.6,39,13,26,33.3,401,160,241,39.9,0.91
133,24,"Devin Vassell","San Antonio Spurs",72,355,61.2,411,1.158,355,139,216,39.2,57.6,0,0.6,0.01,0.6,39.2,15,8,7,53.3,340,131,209,38.5,0.96
135,0,"Eric Paschall","Utah Jazz",62,108,92.3,125,1.157,108,42,66,38.9,57.9,0,0,0,0,38.9,1,1,0,100,107,41,66,38.3,0.99
135,0,"De'Anthony Melton","Memphis Grizzlies",83,305,62,353,1.157,305,118,187,38.7,57.7,0,0.3,0,0.3,38.7,7,2,5,28.6,298,116,182,38.9,0.98
137,30,"Stephen Curry","Golden State Warriors",86,435,38.2,503,1.156,435,170,265,39.1,57.6,0,0.7,0.01,0.7,39.1,15,9,6,60,420,161,259,38.3,0.97
138,45,"Chaundee Brown Jr.","Atlanta Hawks",3,13,72.2,15,1.154,13,5,8,38.5,57.7,0,0,0,0,38.5,0,0,0,,13,5,8,38.5,1
138,25,"Garrison Mathews","Houston Rockets",65,332,84.9,383,1.154,328,121,207,36.9,55,0,4.5,0.07,4.5,37.7,4,2,2,50,324,119,205,36.7,0.99
140,6,"Jalen McDaniels","Charlotte Hornets",56,111,83.5,128,1.153,111,43,68,38.7,57.7,0,0,0,0,38.7,3,1,2,33.3,108,42,66,38.9,0.97
141,22,"Andrew Wiggins","Golden State Warriors",95,433,59.1,499,1.152,433,168,265,38.8,57.6,0,0,0,0,38.8,12,5,7,41.7,421,163,258,38.7,0.97
141,11,"Mike Conley","Utah Jazz",78,145,30,167,1.152,145,56,89,38.6,57.6,0,0,0,0,38.6,1,1,0,100,144,55,89,38.2,0.99
143,25,"Reggie Bullock","Dallas Mavericks",86,485,87.4,558,1.151,485,187,298,38.6,57.4,0,0.2,0,0.2,38.6,5,4,1,80,480,183,297,38.1,0.99
144,28,"Lindell Wigginton","Milwaukee Bucks",19,20,76.9,23,1.15,19,7,12,36.8,55.3,0,10,0.21,10,40,0,0,0,,19,7,12,36.8,1
145,32,"Karl-Anthony Towns","Minnesota Timberwolves",81,404,82.3,464,1.149,403,161,242,40,57.1,0,0.5,0.01,0.5,40.1,60,23,37,38.3,343,138,205,40.2,0.85
146,0,"Jayson Tatum","Boston Celtics",100,396,34.8,454,1.146,395,156,239,39.5,57.1,0,0.3,0.01,0.3,39.6,44,17,27,38.6,351,139,212,39.6,0.89
146,25,"Jalen Smith","Indiana Pacers",22,89,90.8,102,1.146,89,36,53,40.4,57.3,0,0,0,0,40.4,8,6,2,75,81,30,51,37,0.91
146,5,"Will Barton","Denver Nuggets",76,302,51,346,1.146,302,116,186,38.4,57.1,0,0.3,0,0.3,38.4,11,3,8,27.3,291,113,178,38.8,0.96
149,8,"Danilo Gallinari","Atlanta Hawks",73,310,66.7,355,1.145,310,124,186,40,57.3,0,0,0,0,40,41,17,24,41.5,269,107,162,39.8,0.87
149,13,"R.J. Hampton","Orlando Magic",64,131,59,150,1.145,131,50,81,38.2,57.3,0,0,0,0,38.2,0,0,0,,131,50,81,38.2,1
151,0,"Delon Wright","Atlanta Hawks",84,98,66.2,112,1.143,97,37,60,38.1,56.2,0,1,0.03,1,38.8,5,2,3,40,92,35,57,38,0.95
152,44,"Davis Bertans","Dallas Mavericks",40,127,92,145,1.142,127,48,79,37.8,56.3,0,1.6,0.02,1.6,37.8,1,1,0,100,126,47,79,37.3,0.99
152,13,"Jalen Brunson","Dallas Mavericks",97,219,29.5,250,1.142,219,84,135,38.4,57.1,0,0.5,0,0.5,38.4,6,2,4,33.3,213,82,131,38.5,0.97
154,22,"Patrick Beverley","Minnesota Timberwolves",65,198,68,226,1.141,198,75,123,37.9,56.8,0,0.5,0.01,0.5,37.9,2,0,2,0,196,75,121,38.3,0.99
155,11,"Mohamed Bamba","Orlando Magic",71,292,89.6,332,1.137,292,113,179,38.7,56.8,0,0,0,0,38.7,20,7,13,35,272,106,166,39,0.93
156,7,"Kevin Durant","Brooklyn Nets",60,242,27.6,275,1.136,241,108,133,44.8,56.2,0,1.2,0.02,1.2,45,88,53,35,60.2,153,55,98,35.9,0.63
157,14,"Landry Shamet","Phoenix Suns",81,296,68,336,1.135,295,112,183,38,56.1,0,1,0.02,1,38.2,11,5,6,45.5,284,107,177,37.7,0.96
157,12,"De'Andre Hunter","Atlanta Hawks",60,230,58.4,261,1.135,230,89,141,38.7,56.7,0,0.4,0,0.4,38.7,22,6,16,27.3,208,83,125,39.9,0.9
159,13,"Bogdan Bogdanovic","Atlanta Hawks",69,365,55.1,414,1.134,364,142,222,39,56.5,0,0.3,0.01,0.3,39.2,29,15,14,51.7,335,127,208,37.9,0.92
