sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
160,8,"Naji Marshall","New Orleans Pelicans",32,72,72.7,84,1.167,72,28,44,38.9,58.3,0,0,0,0,38.9,0,0,0,,72,28,44,38.9,1
160,7,"Amir Coffey","Los Angeles Clippers",54,54,83.1,63,1.167,53,20,33,37.7,56.6,0,1.9,0.06,1.9,38.9,1,0,1,0,52,20,32,38.5,0.98
163,22,"Khris Middleton","Milwaukee Bucks",91,332,32.7,387,1.166,332,135,197,40.7,58,0,0.6,0.01,0.6,40.7,52,20,32,38.5,280,115,165,41.1,0.84
164,8,"Danilo Gallinari","Atlanta Hawks",69,333,70.7,388,1.165,332,134,198,40.4,58.1,0,0.3,0.01,0.3,40.5,49,16,33,32.7,283,118,165,41.7,0.85
164,26,"Aaron Nesmith","Boston Celtics",52,109,81.3,127,1.165,108,42,66,38.9,57.9,0,0.9,0.03,0.9,39.4,1,1,0,100,107,41,66,38.3,0.99
166,33,"Nicolas Batum","Los Angeles Clippers",86,330,84.2,384,1.164,330,129,201,39.1,57.9,0,0.6,0.01,0.6,39.1,13,5,8,38.5,317,124,193,39.1,0.96
167,10,"Nassir Little","Portland Trail Blazers",51,62,60.2,72,1.161,62,24,38,38.7,58.1,0,0,0,0,38.7,1,0,1,0,61,24,37,39.3,0.98
168,5,"D.J. Wilson","Milwaukee Bucks",12,25,80.6,29,1.16,25,10,15,40,58,0,0,0,0,40,1,1,0,100,24,9,15,37.5,0.96
169,1,"Kentavious Caldwell-Pope","Los Angeles Lakers",73,278,70.9,322,1.158,278,108,170,38.8,57.7,0,0.4,0,0.4,38.8,7,3,4,42.9,271,105,166,38.7,0.97
169,20,"Doug McDermott","Indiana Pacers",68,228,72.6,264,1.158,228,88,140,38.6,57.7,0,0.9,0.01,0.9,38.6,3,1,2,33.3,225,87,138,38.7,0.99
171,99,"Jae Crowder","Phoenix Suns",82,489,83.4,566,1.157,488,191,297,39.1,57,0,2,0.02,2,39.3,40,17,23,42.5,448,174,274,38.8,0.92
171,5,"Will Barton","Denver Nuggets",59,178,49.7,206,1.157,178,69,109,38.8,57.6,0,0.6,0.01,0.6,38.8,5,2,3,40,173,67,106,38.7,0.97
173,15,"Mychal Mulder","Golden State Warriors",62,205,92.3,237,1.156,205,79,126,38.5,57.8,0,0,0,0,38.5,0,0,0,,205,79,126,38.5,1
173,23,"Lou Williams","Los Angeles Clippers",42,77,29.7,89,1.156,77,31,46,40.3,57.8,0,0,0,0,40.3,8,4,4,50,69,27,42,39.1,0.9
175,5,"De Aaron Fox","Sacramento Kings",58,97,16.6,112,1.155,97,38,59,39.2,57.7,0,0,0,0,39.2,3,2,1,66.7,94,36,58,38.3,0.97
176,11,"Monte Morris","Denver Nuggets",57,124,45.1,143,1.153,124,48,76,38.7,57.7,0,0.8,0.01,0.8,38.7,3,1,2,33.3,121,47,74,38.8,0.98
176,23,"Cameron Johnson","Phoenix Suns",81,386,85.2,445,1.153,386,149,237,38.6,57.5,0,0.5,0.01,0.5,38.6,6,3,3,50,380,146,234,38.4,0.98
176,20,"John Collins","Atlanta Hawks",81,275,83.8,317,1.153,275,109,166,39.6,57.6,0,0,0,0,39.6,21,10,11,47.6,254,99,155,39,0.92
179,3,"Jordan Poole","Golden State Warriors",53,218,66.3,251,1.151,215,81,134,37.7,56.5,0,2.3,0.05,2.3,38.5,0,0,0,,215,81,134,37.7,1
180,3,"Aaron Holiday","Indiana Pacers",68,133,63.3,153,1.15,133,51,82,38.3,57.5,0,0,0,0,38.3,2,0,2,0,131,51,80,38.9,0.98
180,4,"Harry Giles III","Portland Trail Blazers",39,20,60.6,23,1.15,20,8,12,40,57.5,0,0,0,0,40,2,1,1,50,18,7,11,38.9,0.9
180,33,"Dakota Mathias","Philadelphia 76ers",8,20,45.5,23,1.15,20,8,12,40,57.5,0,0,0,0,40,2,1,1,50,18,7,11,38.9,0.9
180,44,"Patrick Williams","Chicago Bulls",71,127,46.5,146,1.15,127,49,78,38.6,57.5,0,0,0,0,38.6,5,1,4,20,122,48,74,39.3,0.96
184,27,"Daniel Theis","Boston Celtics",42,114,92.7,131,1.149,114,49,65,43,57.5,0,0,0,0,43,25,16,9,64,89,33,56,37.1,0.78
185,24,"Pat Connaughton","Milwaukee Bucks",92,359,95,412,1.148,359,138,221,38.4,57.4,0,0,0,0,38.4,4,2,2,50,355,136,219,38.3,0.99
186,6,"Hamidou Diallo","Detroit Pistons",20,34,59.6,39,1.147,34,13,21,38.2,57.4,0,0,0,0,38.2,0,0,0,,34,13,21,38.2,1
186,9,"Mason Jones","Houston Rockets",26,34,45.9,39,1.147,34,13,21,38.2,57.4,0,2.9,0.03,2.9,38.2,0,0,0,,34,13,21,38.2,1
188,3,"Kevin Huerter","Atlanta Hawks",87,360,55,412,1.144,360,138,222,38.3,57.2,0,0,0,0,38.3,2,2,0,100,358,136,222,38,0.99
189,24,"Dillon Brooks","Memphis Grizzlies",74,286,38.9,327,1.143,286,111,175,38.8,57.2,0,0,0,0,38.8,11,6,5,54.5,275,105,170,38.2,0.96
189,14,"D.J. Augustin","Houston Rockets",20,42,41.2,48,1.143,42,16,26,38.1,57.1,0,0,0,0,38.1,1,0,1,0,41,16,25,39,0.98
191,1,"LaMelo Ball","Charlotte Hornets",52,155,48.7,177,1.142,154,58,96,37.7,56.5,0,0.6,0.02,0.6,38.1,0,0,0,,154,58,96,37.7,1
192,6,"Kenyon Martin Jr.","Houston Rockets",45,92,92,105,1.141,92,35,57,38,57.1,0,0,0,0,38,0,0,0,,92,35,57,38,1
193,23,"Fred VanVleet","Toronto Raptors",52,263,43.4,299,1.137,263,101,162,38.4,56.8,0,0,0,0,38.4,6,4,2,66.7,257,97,160,37.7,0.98
194,18,"Alec Burks","New York Knicks",54,155,41.1,176,1.135,155,59,96,38.1,56.8,0,0,0,0,38.1,1,1,0,100,154,58,96,37.7,0.99
194,10,"Justin James","Sacramento Kings",36,37,72.5,42,1.135,37,14,23,37.8,56.8,0,0,0,0,37.8,1,0,1,0,36,14,22,38.9,0.97
196,25,"Chris Boucher","Toronto Raptors",60,231,89.9,262,1.134,231,88,143,38.1,56.7,0,0,0,0,38.1,5,2,3,40,226,86,140,38.1,0.98
196,14,"Tyler Herro","Miami Heat",58,172,35,195,1.134,172,65,107,37.8,56.1,0,1.2,0.01,1.2,37.8,10,2,8,20,162,63,99,38.9,0.94
198,33,"George Hill","Philadelphia 76ers",28,30,52.6,34,1.133,30,11,19,36.7,55,0,3.3,0.03,3.3,36.7,0,0,0,,30,11,19,36.7,1
199,9,"Nikola Vucevic","Orlando Magic",44,417,90.8,471,1.129,417,177,240,42.4,56.5,0,0.2,0,0.2,42.4,129,60,69,46.5,288,117,171,40.6,0.69
199,18,"Shake Milton","Philadelphia 76ers",75,147,36.6,166,1.129,147,55,92,37.4,55.8,0,1.4,0.01,1.4,37.4,4,1,3,25,143,54,89,37.8,0.97
201,37,"Semi Ojeleye","Boston Celtics",59,148,84.6,167,1.128,148,56,92,37.8,56.4,0,0,0,0,37.8,4,1,3,25,144,55,89,38.2,0.97
202,4,"Jevon Carter","Phoenix Suns",67,127,64.1,143,1.126,127,48,79,37.8,56.3,0,0,0,0,37.8,1,1,0,100,126,47,79,37.3,0.99
203,4,"Derrick White","San Antonio Spurs",36,186,65,209,1.124,185,69,116,37.3,55.7,0,1.1,0.02,1.1,37.6,2,1,1,50,183,68,115,37.2,0.99
204,3,"Jaden McDaniels","Minnesota Timberwolves",63,179,78.2,201,1.123,179,67,112,37.4,55.9,0,1.1,0.01,1.1,37.4,2,1,1,50,177,66,111,37.3,0.99
204,31,"Tomas Satoransky","Chicago Bulls",58,106,62,119,1.123,106,40,66,37.7,56.1,0,0,0,0,37.7,2,1,1,50,104,39,65,37.5,0.98
206,12,"Grant Williams","Boston Celtics",69,124,86.1,139,1.121,124,46,78,37.1,55.6,0,0.8,0.01,0.8,37.1,0,0,0,,124,46,78,37.1,1
206,0,"Donte DiVincenzo","Milwaukee Bucks",69,257,65.1,288,1.121,257,96,161,37.4,56,0,0.4,0,0.4,37.4,1,0,1,0,256,96,160,37.5,1
208,13,"R.J. Hampton","Orlando Magic",26,50,42,56,1.12,50,19,31,38,56,0,0,0,0,38,2,1,1,50,48,18,30,37.5,0.96
209,8,"Justin Holiday","Indiana Pacers",74,372,73.5,416,1.118,372,138,234,37.1,55.6,0,0.8,0.01,0.8,37.1,2,0,2,0,370,138,232,37.3,0.99
210,22,"Andrew Wiggins","Golden State Warriors",73,291,48.6,325,1.117,291,110,181,37.8,55.8,0,0,0,0,37.8,8,5,3,62.5,283,105,178,37.1,0.97
211,21,"Moritz Wagner","Orlando Magic",11,43,97.7,48,1.116,43,16,27,37.2,55.8,0,0,0,0,37.2,0,0,0,,43,16,27,37.2,1
212,1,"Lonnie Walker IV","San Antonio Spurs",61,221,54.8,246,1.113,221,83,138,37.6,55.7,0,0,0,0,37.6,7,3,4,42.9,214,80,134,37.4,0.97
213,21,"Kelan Martin","Indiana Pacers",37,54,61.4,60,1.111,54,20,34,37,55.6,0,0,0,0,37,0,0,0,,54,20,34,37,1
213,24,"Norman Powell","Portland Trail Blazers",33,108,50.5,120,1.111,108,40,68,37,55.6,0,0,0,0,37,2,0,2,0,106,40,66,37.7,0.98
215,10,"Tyler Johnson","Brooklyn Nets",47,130,76.9,144,1.108,130,49,81,37.7,55.4,0,0,0,0,37.7,4,3,1,75,126,46,80,36.5,0.97
216,0,"Miles Bridges","Charlotte Hornets",67,218,67.7,241,1.106,218,81,137,37.2,55.3,0,0,0,0,37.2,10,2,8,20,208,79,129,38,0.95
217,46,"John Konchar","Memphis Grizzlies",44,58,90.6,64,1.103,58,22,36,37.9,55.2,0,0,0,0,37.9,2,2,0,100,56,20,36,35.7,0.97
218,8,"Wayne Ellington","Detroit Pistons",46,177,59,195,1.102,177,65,112,36.7,55.1,0,0.6,0.01,0.6,36.7,2,0,2,0,175,65,110,37.1,0.99
219,5,"Luguentz Dort","Oklahoma City Thunder",52,263,72.3,289,1.099,263,97,166,36.9,54.9,0,0,0,0,36.9,2,2,0,100,261,95,166,36.4,0.99
220,17,"Jonas Valanciunas","Memphis Grizzlies",69,93,84.5,102,1.097,93,39,54,41.9,54.8,0,0,0,0,41.9,26,15,11,57.7,67,24,43,35.8,0.72
221,0,"Coby White","Chicago Bulls",69,336,57,368,1.095,336,123,213,36.6,54.6,0,0.3,0,0.3,36.6,3,2,1,66.7,333,121,212,36.3,0.99
222,0,"Markus Howard","Denver Nuggets",46,55,50,60,1.091,55,20,35,36.4,54.5,0,0,0,0,36.4,0,0,0,,55,20,35,36.4,1
222,1,"John Wall","Houston Rockets",40,143,36.4,156,1.091,143,52,91,36.4,54.5,0,0.7,0.01,0.7,36.4,1,0,1,0,142,52,90,36.6,0.99
222,21,"James Nunnally","New Orleans Pelicans",9,11,84.6,12,1.091,11,4,7,36.4,54.5,0,0,0,0,36.4,0,0,0,,11,4,7,36.4,1
225,12,"De'Andre Hunter","Atlanta Hawks",28,101,56.1,110,1.089,99,37,62,37.4,53.5,0,2,0.06,2,38.6,8,5,3,62.5,91,32,59,35.2,0.92
226,0,"Torrey Craig","Phoenix Suns",54,113,79,123,1.088,113,41,72,36.3,54.4,0,0,0,0,36.3,2,0,2,0,111,41,70,36.9,0.98
226,32,"Dean Wade","Cleveland Cavaliers",63,205,90.3,223,1.088,205,74,131,36.1,54.1,0,0.5,0,0.5,36.1,1,0,1,0,204,74,130,36.3,1
226,21,"Joel Embiid","Philadelphia 76ers",62,240,52.7,261,1.088,240,100,140,41.7,54.2,0,0.4,0,0.4,41.7,85,40,45,47.1,155,60,95,38.7,0.65
229,6,"Kristaps Porzingis","Dallas Mavericks",50,281,72.8,305,1.085,281,105,176,37.4,54.3,0,0,0,0,37.4,23,10,13,43.5,258,95,163,36.8,0.92
229,13,"Jordan Nwora","Milwaukee Bucks",35,47,47,51,1.085,47,17,30,36.2,54.3,0,0,0,0,36.2,1,0,1,0,46,17,29,37,0.98
229,0,"Kyle Kuzma","Los Angeles Lakers",75,354,70.9,384,1.085,354,131,223,37,54.2,0,0,0,0,37,18,9,9,50,336,122,214,36.3,0.95
232,25,"Chasson Randle","Orlando Magic",41,74,47.4,80,1.081,74,27,47,36.5,54.1,0,0,0,0,36.5,2,1,1,50,72,26,46,36.1,0.97
233,7,"Rajon Rondo","Atlanta Hawks",27,25,46.3,27,1.08,25,9,16,36,54,0,0,0,0,36,0,0,0,,25,9,16,36,1
234,33,"Mike Muscala","Oklahoma City Thunder",35,190,92.2,205,1.079,190,69,121,36.3,53.4,0,1.1,0.01,1.1,36.3,11,4,7,36.4,179,65,114,36.3,0.94
235,31,"Terrence Ross","Orlando Magic",46,180,37.7,194,1.078,179,66,113,36.9,53.4,0,1.1,0.02,1.1,37.2,18,7,11,38.9,161,59,102,36.6,0.9
236,21,"Jrue Holiday","Milwaukee Bucks",82,181,27.7,195,1.077,181,66,115,36.5,53.9,0,0,0,0,36.5,7,3,4,42.9,174,63,111,36.2,0.96
236,7,"Victor Oladipo","Houston Rockets",20,78,33.9,84,1.077,78,28,50,35.9,53.2,0,1.3,0.01,1.3,35.9,2,1,1,50,76,27,49,35.5,0.97
238,22,"Larry Nance Jr","Cleveland Cavaliers",35,120,90.9,129,1.075,120,45,75,37.5,53.8,0,0,0,0,37.5,10,6,4,60,110,39,71,35.5,0.92
238,8,"Rui Hachimura","Washington Wizards",64,201,56.8,216,1.075,201,80,121,39.8,53.7,0,0,0,0,39.8,47,24,23,51.1,154,56,98,36.4,0.77
240,14,"Gary Harris","Denver Nuggets",19,69,79.3,74,1.072,69,25,44,36.2,53.6,0,0,0,0,36.2,3,1,2,33.3,66,24,42,36.4,0.96
241,8,"Austin Rivers","New York Knicks",21,56,67.5,60,1.071,56,20,36,35.7,53.6,0,0,0,0,35.7,0,0,0,,56,20,36,35.7,1
241,18,"Cory Joseph","Detroit Pistons",19,28,35,30,1.071,28,10,18,35.7,53.6,0,0,0,0,35.7,1,0,1,0,27,10,17,37,0.96
241,9,"Jerami Grant","Detroit Pistons",54,294,55.6,315,1.071,293,106,187,36.2,53.2,0,1,0.02,1,36.4,17,6,11,35.3,276,100,176,36.2,0.94
241,54,"Patrick Patterson","Los Angeles Clippers",38,113,93.4,121,1.071,113,41,72,36.3,53.5,0,0,0,0,36.3,3,2,1,66.7,110,39,71,35.5,0.97
241,1,"Kyle Anderson","Memphis Grizzlies",76,241,64.4,258,1.071,240,87,153,36.3,52.9,0,0.8,0.02,0.8,36.5,11,7,4,63.6,229,80,149,34.9,0.95
246,9,"Serge Ibaka","Los Angeles Clippers",43,142,88.2,152,1.07,142,57,85,40.1,53.5,0,0,0,0,40.1,30,19,11,63.3,112,38,74,33.9,0.79
247,17,"Dennis Schroder","Los Angeles Lakers",68,216,47.6,231,1.069,215,78,137,36.3,53,0,0.5,0.01,0.5,36.6,12,6,6,50,203,72,131,35.5,0.94
248,5,"Eric Bledsoe","New Orleans Pelicans",71,284,60.9,303,1.067,284,103,181,36.3,53.3,0,0,0,0,36.3,10,6,4,60,274,97,177,35.4,0.96
249,0,"Jordan Clarkson","Utah Jazz",79,316,38.8,337,1.066,315,111,204,35.2,52.7,0,0.9,0.02,0.9,35.4,5,1,4,20,310,110,200,35.5,0.98
250,11,"Trae Young","Atlanta Hawks",79,107,15.3,114,1.065,107,38,69,35.5,53.3,0,0,0,0,35.5,2,0,2,0,105,38,67,36.2,0.98
250,8,"Trevor Ariza","Miami Heat",34,138,83.6,147,1.065,138,49,89,35.5,53.3,0,0,0,0,35.5,0,0,0,,138,49,89,35.5,1
252,11,"Naz Reid","Minnesota Timberwolves",70,172,95,183,1.064,172,61,111,35.5,53.2,0,0,0,0,35.5,1,0,1,0,171,61,110,35.7,0.99
253,1,"Devin Booker","Phoenix Suns",89,274,23.9,291,1.062,274,105,169,38.3,52.9,0,0.4,0,0.4,38.3,51,25,26,49,223,80,143,35.9,0.81
253,12,"LaMarcus Aldridge","San Antonio Spurs",21,146,88,155,1.062,146,65,81,44.5,53.1,0,0,0,0,44.5,77,40,37,51.9,69,25,44,36.2,0.47
255,4,"Skylar Mays","Atlanta Hawks",40,33,62.3,35,1.061,33,12,21,36.4,53,0,0,0,0,36.4,1,1,0,100,32,11,21,34.4,0.97
256,10,"Evan Fournier","Orlando Magic",26,102,43.8,108,1.059,102,36,66,35.3,52.9,0,0,0,0,35.3,2,0,2,0,100,36,64,36,0.98
257,31,"Max Strus","Miami Heat",41,137,91.3,145,1.058,137,48,89,35,52.6,0,0.7,0.01,0.7,35,1,0,1,0,136,48,88,35.3,0.99
258,28,"Andre Iguodala","Miami Heat",67,160,78.8,169,1.056,160,57,103,35.6,52.8,0,0,0,0,35.6,4,2,2,50,156,55,101,35.3,0.98
259,3,"Bradley Beal","Washington Wizards",67,258,30.8,272,1.054,258,95,163,36.8,52.5,0,0.4,0,0.4,36.8,37,14,23,37.8,221,81,140,36.7,0.86
259,14,"Gary Harris","Orlando Magic",20,37,34.3,39,1.054,37,13,24,35.1,51.4,0,2.7,0.03,2.7,35.1,4,1,3,25,33,12,21,36.4,0.89
261,8,"Frank Kaminsky","Phoenix Suns",57,97,86.6,102,1.052,97,35,62,36.1,52.6,0,0,0,0,36.1,10,3,7,30,87,32,55,36.8,0.9
262,6,"Jalen McDaniels","Charlotte Hornets",48,100,78.1,105,1.05,100,35,65,35,52.5,0,0,0,0,35,0,0,0,,100,35,65,35,1
262,3,"Trey Burke","Dallas Mavericks",64,140,55.6,147,1.05,140,50,90,35.7,52.5,0,0,0,0,35.7,3,3,0,100,137,47,90,34.3,0.98
262,21,"Tyus Jones","Memphis Grizzlies",77,120,64.5,126,1.05,120,43,77,35.8,52.5,0,0,0,0,35.8,6,3,3,50,114,40,74,35.1,0.95
265,33,"Gary Trent Jr.","Toronto Raptors",17,62,32.3,65,1.048,62,22,40,35.5,52.4,0,0,0,0,35.5,3,1,2,33.3,59,21,38,35.6,0.95
266,13,"Kira Lewis Jr.","New Orleans Pelicans",54,86,60.6,90,1.047,86,30,56,34.9,52.3,0,0,0,0,34.9,0,0,0,,86,30,56,34.9,1
267,11,"Theo Maledon","Oklahoma City Thunder",65,204,52.6,213,1.044,204,71,133,34.8,52.2,0,0,0,0,34.8,0,0,0,,204,71,133,34.8,1
268,2,"Xavier Tillman","Memphis Grizzlies",64,73,89,76,1.041,73,26,47,35.6,52.1,0,0,0,0,35.6,4,2,2,50,69,24,45,34.8,0.95
269,9,"Nikola Vucevic","Chicago Bulls",26,202,92.2,210,1.04,202,76,126,37.6,52,0,0,0,0,37.6,51,18,33,35.3,151,58,93,38.4,0.75
270,20,"Dario Saric","Phoenix Suns",64,158,92.4,164,1.038,158,56,102,35.4,51.9,0,0,0,0,35.4,11,4,7,36.4,147,52,95,35.4,0.93
270,6,"Nickeil Alexander-Walker","New Orleans Pelicans",47,185,68,192,1.038,185,64,121,34.6,51.9,0,0,0,0,34.6,3,0,3,0,182,64,118,35.2,0.98
270,4,"Russell Westbrook","Washington Wizards",72,186,25.3,193,1.038,186,69,117,37.1,51.9,0,0,0,0,37.1,24,14,10,58.3,162,55,107,34,0.87
273,1,"Mike Scott","Philadelphia 76ers",56,161,89.9,167,1.037,161,56,105,34.8,51.9,0,0,0,0,34.8,2,1,1,50,159,55,104,34.6,0.99
273,23,"LeBron James","Los Angeles Lakers",52,162,33.8,168,1.037,162,58,104,35.8,51.9,0,0,0,0,35.8,19,6,13,31.6,143,52,91,36.4,0.88
275,13,"Thomas Bryant","Washington Wizards",10,28,90.3,29,1.036,28,10,18,35.7,51.8,0,0,0,0,35.7,7,1,6,14.3,21,9,12,42.9,0.75
276,36,"Marcus Smart","Boston Celtics",54,237,58.8,244,1.03,237,81,156,34.2,51.3,0,0.4,0,0.4,34.2,0,0,0,,237,81,156,34.2,1
277,42,"Al Horford","Oklahoma City Thunder",28,186,92.1,191,1.027,186,68,118,36.6,51.3,0,0,0,0,36.6,39,13,26,33.3,147,55,92,37.4,0.79
278,3,"Keldon Johnson","San Antonio Spurs",70,159,69.4,163,1.025,158,54,104,34.2,50.9,0,0.6,0.02,0.6,34.6,3,1,2,33.3,155,53,102,34.2,0.98
279,22,"Malachi Flynn","Toronto Raptors",47,85,36.2,87,1.024,85,29,56,34.1,51.2,0,0,0,0,34.1,0,0,0,,85,29,56,34.1,1
280,17,"Garrett Temple","Chicago Bulls",56,172,69.6,176,1.023,172,59,113,34.3,51.2,0,0,0,0,34.3,7,1,6,14.3,165,58,107,35.2,0.96
280,7,"Chimezie Metu","Sacramento Kings",36,44,66.7,45,1.023,44,17,27,38.6,51.1,0,0,0,0,38.6,12,6,6,50,32,11,21,34.4,0.73
282,17,"P.J. Tucker","Milwaukee Bucks",43,91,98.9,93,1.022,91,31,60,34.1,51.1,0,0,0,0,34.1,0,0,0,,91,31,60,34.1,1
283,14,"Svi Mykhailiuk","Oklahoma City Thunder",30,94,53.1,96,1.021,94,33,61,35.1,51.1,0,0,0,0,35.1,4,3,1,75,90,30,60,33.3,0.96
283,24,"Devin Vassell","San Antonio Spurs",63,144,59.3,147,1.021,144,49,95,34,51,0,0.7,0.01,0.7,34,4,0,4,0,140,49,91,35,0.97
285,16,"Ben McLemore","Houston Rockets",32,123,66.8,125,1.016,123,42,81,34.1,50.8,0,0,0,0,34.1,3,1,2,33.3,120,41,79,34.2,0.98
285,45,"Denzel Valentine","Chicago Bulls",62,188,66,191,1.016,188,64,124,34,50.8,0,0,0,0,34,4,1,3,25,184,63,121,34.2,0.98
287,11,"Brook Lopez","Milwaukee Bucks",93,352,90.5,356,1.011,351,119,232,33.9,50.1,0,0.6,0.01,0.6,34.1,10,5,5,50,341,114,227,33.4,0.97
288,7,"Isaiah Joe","Philadelphia 76ers",45,96,77.4,97,1.01,95,31,64,32.6,48.9,0,2.1,0.04,2.1,33.3,2,0,2,0,93,31,62,33.3,0.98
288,33,"Myles Turner","Indiana Pacers",47,198,89.6,200,1.01,198,67,131,33.8,50.5,0,0,0,0,33.8,3,1,2,33.3,195,66,129,33.8,0.98
290,4,"Jaylen Nowell","Minnesota Timberwolves",43,109,50.5,110,1.009,109,37,72,33.9,50.5,0,0,0,0,33.9,3,1,2,33.3,106,36,70,34,0.97
291,19,"Svi Mykhailiuk","Detroit Pistons",36,135,75,136,1.007,135,46,89,34.1,50.4,0,0,0,0,34.1,2,2,0,100,133,44,89,33.1,0.99
292,3,"Torrey Craig","Milwaukee Bucks",18,18,75,18,1,18,6,12,33.3,50,0,0,0,0,33.3,0,0,0,,18,6,12,33.3,1
292,13,"R.J. Hampton","Denver Nuggets",24,15,55.6,15,1,15,5,10,33.3,50,0,0,0,0,33.3,0,0,0,,15,5,10,33.3,1
292,4,"Danuel House","Houston Rockets",36,105,59,105,1,105,35,70,33.3,50,0,1,0.01,1,33.3,2,0,2,0,103,35,68,34,0.98
292,35,"Christian Wood","Houston Rockets",41,194,72.7,194,1,194,66,128,34,50,0,0,0,0,34,23,4,19,17.4,171,62,109,36.3,0.88
292,77,"Luka Doncic","Dallas Mavericks",73,107,11.9,107,1,107,36,71,33.6,50,0,0,0,0,33.6,3,1,2,33.3,104,35,69,33.7,0.97
292,23,"Blake Griffin","Detroit Pistons",20,62,46.3,62,1,62,21,41,33.9,50,0,0,0,0,33.9,2,1,1,50,60,20,40,33.3,0.97
292,81,"Miye Oni","Utah Jazz",62,87,93.5,87,1,87,29,58,33.3,50,0,0,0,0,33.3,0,0,0,,87,29,58,33.3,1
292,1,"Chandler Hutchison","Washington Wizards",22,20,62.5,20,1,20,7,13,35,50,0,0,0,0,35,2,1,1,50,18,6,12,33.3,0.9
292,0,"Robert Franks","Orlando Magic",7,15,78.9,15,1,15,5,10,33.3,50,0,0,0,0,33.3,1,0,1,0,14,5,9,35.7,0.93
292,2,"Taurean Prince","Brooklyn Nets",12,33,67.3,33,1,33,11,22,33.3,50,0,0,0,0,33.3,0,0,0,,33,11,22,33.3,1
292,34,"Wendell Carter Jr.","Chicago Bulls",32,36,90,36,1,36,14,22,38.9,50,0,0,0,0,38.9,14,6,8,42.9,22,8,14,36.4,0.61
292,21,"Damyean Dotson","Cleveland Cavaliers",46,121,55.3,121,1,121,42,79,34.7,50,0,0,0,0,34.7,11,5,6,45.5,110,37,73,33.6,0.91
292,6,"JaVale McGee","Cleveland Cavaliers",33,19,59.4,19,1,19,7,12,36.8,50,0,0,0,0,36.8,3,2,1,66.7,16,5,11,31.3,0.84
305,41,"Juancho Hernangomez","Minnesota Timberwolves",52,161,94.7,160,0.994,160,53,107,33.1,49.7,0,1.2,0.03,1.2,32.9,0,0,0,,160,53,107,33.1,1
305,4,"Paul Millsap","Denver Nuggets",65,160,84.7,159,0.994,158,52,106,32.9,49.4,0,1.3,0.04,1.3,33.8,1,0,1,0,157,52,105,33.1,0.99
307,5,"Anthony Edwards","Minnesota Timberwolves",72,275,42.1,273,0.993,275,91,184,33.1,49.6,0,0,0,0,33.1,4,0,4,0,271,91,180,33.6,0.99
307,0,"Kevin Love","Cleveland Cavaliers",25,137,78.7,136,0.993,136,46,90,33.8,49.3,0,0.7,0.01,0.7,34.3,9,4,5,44.4,127,42,85,33.1,0.93
309,9,"Wesley Matthews","Los Angeles Lakers",65,197,81.1,195,0.99,197,65,132,33,49.5,0,0,0,0,33,1,0,1,0,196,65,131,33.2,0.99
310,22,"Caris LeVert","Indiana Pacers",35,84,23.8,83,0.988,84,28,56,33.3,49.4,0,0,0,0,33.3,3,1,2,33.3,81,27,54,33.3,0.96
311,9,"Dylan Windler","Cleveland Cavaliers",31,76,95,75,0.987,76,25,51,32.9,49.3,0,0,0,0,32.9,0,0,0,,76,25,51,32.9,1
311,28,"Isaiah Stewart","Detroit Pistons",68,76,95,75,0.987,76,27,49,35.5,49.3,0,0,0,0,35.5,13,6,7,46.2,63,21,42,33.3,0.83
311,9,"Timothe Luwawu-Cabarrot","Brooklyn Nets",65,224,81.8,221,0.987,224,74,150,33,49.3,0,0.4,0,0.4,33,4,1,3,25,220,73,147,33.2,0.98
314,3,"Josh Hart","New Orleans Pelicans",47,184,85.6,181,0.984,184,61,123,33.2,49.2,0,0,0,0,33.2,3,2,1,66.7,181,59,122,32.6,0.98
315,0,"Josh Richardson","Dallas Mavericks",66,238,53.8,234,0.983,238,79,159,33.2,49.2,0,0,0,0,33.2,7,3,4,42.9,231,76,155,32.9,0.97
316,50,"Cole Anthony","Orlando Magic",47,109,41.1,107,0.982,109,36,73,33,49.1,0,0,0,0,33,4,1,3,25,105,35,70,33.3,0.96
317,12,"Kelly Oubre Jr.","Golden State Warriors",55,239,65.5,234,0.979,239,78,161,32.6,49,0,0,0,0,32.6,0,0,0,,239,78,161,32.6,1
318,9,"Cory Joseph","Sacramento Kings",44,89,59.3,87,0.978,89,29,60,32.6,48.9,0,0,0,0,32.6,0,0,0,,89,29,60,32.6,1
319,15,"DeMarcus Cousins","Houston Rockets",25,114,96.6,111,0.974,114,37,77,32.5,48.7,0,0,0,0,32.5,1,0,1,0,113,37,76,32.7,0.99
320,13,"James Harden","Brooklyn Nets",45,37,10.5,36,0.973,37,12,25,32.4,48.6,0,0,0,0,32.4,0,0,0,,37,12,25,32.4,1
321,10,"Eric Gordon","Houston Rockets",27,145,67.8,141,0.972,144,46,98,31.9,47.9,0,0.7,0.02,0.7,32.4,0,0,0,,144,46,98,31.9,1
