sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
15,23,"Cameron Johnson","Phoenix Suns",17,87,69.6,120,1.379,87,40,47,46,69,0,0,0,0,46,1,0,1,0,86,40,46,46.5,0.99
17,13,"Jordan Nwora","Indiana Pacers",24,84,67.2,114,1.357,84,38,46,45.2,67.9,0,0,0,0,45.2,0,0,0,,84,38,46,45.2,1
18,11,"Kris Dunn","Utah Jazz",22,31,67.4,42,1.355,31,14,17,45.2,67.7,0,0,0,0,45.2,1,0,1,0,30,14,16,46.7,0.97
19,10,"Damion Lee","Phoenix Suns",82,246,78.3,332,1.35,245,110,135,44.9,67.1,0,0.4,0.01,0.4,45.1,5,1,4,20,240,109,131,45.4,0.98
20,11,"Jalen Brunson","New York Knicks",79,152,19.7,204,1.342,152,68,84,44.7,67.1,0,0,0,0,44.7,1,0,1,0,151,68,83,45,0.99
21,44," Bojan Bogdanovic","Detroit Pistons",59,265,48.3,354,1.336,264,119,145,45.1,66.1,0,1.5,0.02,1.5,45.3,11,8,3,72.7,253,111,142,43.9,0.96
22,38,"Saben Lee","Phoenix Suns",23,18,47.4,24,1.333,18,8,10,44.4,66.7,0,0,0,0,44.4,0,0,0,,18,8,10,44.4,1
23,17,"Shaedon Sharpe","Portland Trail Blazers",80,157,41,209,1.331,157,70,87,44.6,66.6,0,0,0,0,44.6,4,1,3,25,153,69,84,45.1,0.97
24,3,"Aaron Holiday","Atlanta Hawks",64,61,51.3,81,1.328,61,27,34,44.3,66.4,0,0,0,0,44.3,0,0,0,,61,27,34,44.3,1
25,35,"Kevin Durant","Phoenix Suns",19,75,30.4,99,1.32,75,35,40,46.7,66,0,0,0,0,46.7,16,6,10,37.5,59,29,30,49.2,0.79
26,8,"Kevon Harris","Orlando Magic",34,32,68.1,42,1.313,32,14,18,43.8,65.6,0,0,0,0,43.8,0,0,0,,32,14,18,43.8,1
26,20,"A.J. Green","Milwaukee Bucks",35,80,69.6,105,1.313,80,35,45,43.8,65.6,0,0,0,0,43.8,0,0,0,,80,35,45,43.8,1
28,21,"Jrue Holiday","Milwaukee Bucks",72,145,22.2,190,1.31,145,64,81,44.1,65.5,0,0,0,0,44.1,4,2,2,50,141,62,79,44,0.97
29,20,"Day'Ron Sharpe","Brooklyn Nets",50,13,81.3,17,1.308,13,6,7,46.2,65.4,0,0,0,0,46.2,3,1,2,33.3,10,5,5,50,0.77
30,9,"A.J. Lawson","Dallas Mavericks",14,23,92,30,1.304,23,10,13,43.5,65.2,0,0,0,0,43.5,0,0,0,,23,10,13,43.5,1
31,1,"James Harden","Philadelphia 76ers",69,127,19.8,165,1.299,127,55,72,43.3,65,0,0,0,0,43.3,0,0,0,,127,55,72,43.3,1
32,5,"Kentavious Caldwell-Pope","Denver Nuggets",96,376,64.3,486,1.293,376,166,210,44.1,64.4,0,0.5,0.01,0.5,44.1,27,14,13,51.9,349,152,197,43.6,0.93
33,5,"Will Barton","Washington Wizards",40,89,47.1,115,1.292,89,39,50,43.8,64.6,0,0,0,0,43.8,7,2,5,28.6,82,37,45,45.1,0.92
34,14,"Gary Harris","Orlando Magic",48,187,80.3,241,1.289,187,80,107,42.8,64.2,0,0.5,0.01,0.5,42.8,0,0,0,,187,80,107,42.8,1
35,24,"Corey Kispert","Washington Wizards",74,355,88.8,457,1.287,355,152,203,42.8,64.1,0,0.6,0.01,0.6,42.8,2,1,1,50,353,151,202,42.8,0.99
35,5,"Jevon Carter","Milwaukee Bucks",85,209,45.2,269,1.287,209,90,119,43.1,64.4,0,0,0,0,43.1,1,1,0,100,208,89,119,42.8,1
37,28,"Lindell Wigginton","Milwaukee Bucks",7,14,63.6,18,1.286,14,6,8,42.9,64.3,0,0,0,0,42.9,0,0,0,,14,6,8,42.9,1
37,31,"Goran Dragic","Milwaukee Bucks",9,14,53.8,18,1.286,14,6,8,42.9,64.3,0,0,0,0,42.9,1,0,1,0,13,6,7,46.2,0.93
39,4,"Devonte' Graham","San Antonio Spurs",20,68,40.2,87,1.279,67,28,39,41.8,62.7,0,1.5,0.04,1.5,42.6,0,0,0,,67,28,39,41.8,1
40,30,"Stephen Curry","Golden State Warriors",69,359,37.9,458,1.276,356,150,206,42.1,62.5,0,2.2,0.04,2.2,42.6,9,5,4,55.6,347,145,202,41.8,0.97
41,13,"Malcolm Brogdon","Boston Celtics",86,216,43.6,275,1.273,216,92,124,42.6,63.7,0,0,0,0,42.6,3,1,2,33.3,213,91,122,42.7,0.99
41,10,"Svi Mykhailiuk","Charlotte Hornets",19,55,50,70,1.273,55,24,31,43.6,63.6,0,0,0,0,43.6,2,2,0,100,53,22,31,41.5,0.96
41,26,"Spencer Dinwiddie","Dallas Mavericks",53,165,41.3,210,1.273,165,70,95,42.4,63.6,0,0,0,0,42.4,1,0,1,0,164,70,94,42.7,0.99
41,34,"Stanley Johnson","San Antonio Spurs",30,33,58.9,42,1.273,33,14,19,42.4,63.6,0,0,0,0,42.4,0,0,0,,33,14,19,42.4,1
45,24,"Norman Powell","Los Angeles Clippers",65,220,53.1,279,1.268,220,93,127,42.3,63.4,0,0,0,0,42.3,5,0,5,0,215,93,122,43.3,0.98
46,12,"Joe Harris","Brooklyn Nets",78,308,83.9,389,1.263,307,129,178,42,62.5,0,1,0.02,1,42.2,7,3,4,42.9,300,126,174,42,0.98
47,11,"Isaiah Joe","Oklahoma City Thunder",75,319,68.9,402,1.26,319,134,185,42,62.9,0,0.3,0,0.3,42,4,1,3,25,315,133,182,42.2,0.99
48,1,"Reggie Jackson","Los Angeles Clippers",52,166,56.5,209,1.259,166,70,96,42.2,63,0,0,0,0,42.2,3,1,2,33.3,163,69,94,42.3,0.98
49,13,"Jordan Nwora","Milwaukee Bucks",38,89,70.6,112,1.258,89,37,52,41.6,62.4,0,1.1,0.01,1.1,41.6,2,0,2,0,87,37,50,42.5,0.98
49,3,"Kevin Porter Jr.","Houston Rockets",59,120,22.5,151,1.258,120,50,70,41.7,62.5,0,0.8,0.01,0.8,41.7,0,0,0,,120,50,70,41.7,1
49,30,"Sam Hauser","Boston Celtics",95,333,90,419,1.258,333,140,193,42,62.9,0,0,0,0,42,4,1,3,25,329,139,190,42.2,0.99
52,24,"Cam Thomas","Brooklyn Nets",59,51,18.3,64,1.255,51,22,29,43.1,62.7,0,0,0,0,43.1,5,2,3,40,46,20,26,43.5,0.9
53,10,"Darius Garland","Cleveland Cavaliers",74,201,29.4,252,1.254,201,84,117,41.8,62.7,0,0,0,0,41.8,5,0,5,0,196,84,112,42.9,0.98
54,0,"Donte DiVincenzo","Golden State Warriors",85,364,82.2,456,1.253,364,152,212,41.8,62.6,0,0,0,0,41.8,1,0,1,0,363,152,211,41.9,1
55,18,"Shake Milton","Philadelphia 76ers",82,116,50.2,145,1.25,116,49,67,42.2,62.5,0,0,0,0,42.2,2,2,0,100,114,47,67,41.2,0.98
55,13,"Thomas Bryant","Denver Nuggets",19,16,94.1,20,1.25,16,8,8,50,62.5,0,0,0,0,50,7,4,3,57.1,9,4,5,44.4,0.56
57,27,"Jamal Murray","Denver Nuggets",85,253,27.5,316,1.249,253,106,147,41.9,62.5,0,0,0,0,41.9,4,2,2,50,249,104,145,41.8,0.98
57,22,"Desmond Bane","Memphis Grizzlies",64,241,43.4,301,1.249,241,101,140,41.9,62.2,0,0.4,0,0.4,41.9,9,3,6,33.3,232,98,134,42.2,0.96
59,1,"Jaden Hardy","Dallas Mavericks",48,101,52.3,126,1.248,101,42,59,41.6,62.4,0,0,0,0,41.6,0,0,0,,101,42,59,41.6,1
60,7,"Buddy Hield","Indiana Pacers",80,489,61.7,610,1.247,487,202,285,41.5,62.1,0,0.4,0.01,0.4,41.7,4,1,3,25,483,201,282,41.6,0.99
60,1,"Michael Porter Jr.","Denver Nuggets",82,478,64.1,596,1.247,478,205,273,42.9,62,0,0.8,0.01,0.8,42.9,36,22,14,61.1,442,183,259,41.4,0.92
62,24,"Devin Vassell","San Antonio Spurs",38,195,42.6,243,1.246,195,82,113,42.1,62.1,0,0.5,0.01,0.5,42.1,15,4,11,26.7,180,78,102,43.3,0.92
63,15,"Austin Reaves","Los Angeles Lakers",81,233,52.8,290,1.245,232,96,136,41.4,61.4,0,1.3,0.02,1.3,41.6,4,3,1,75,228,93,135,40.8,0.98
64,20,"Georges Niang","Philadelphia 76ers",89,381,91.1,474,1.244,381,158,223,41.5,62.1,0,0.3,0,0.3,41.5,2,1,1,50,379,157,222,41.4,0.99
64,12,"Grayson Allen","Milwaukee Bucks",77,295,71.3,367,1.244,294,121,173,41.2,61.7,0,1,0.02,1,41.4,0,0,0,,294,121,173,41.2,1
66,14,"Danny Green","Cleveland Cavaliers",12,29,80.6,36,1.241,29,12,17,41.4,62.1,0,0,0,0,41.4,1,0,1,0,28,12,16,42.9,0.97
66,13,"Kira Lewis Jr.","New Orleans Pelicans",26,29,67.4,36,1.241,29,12,17,41.4,62.1,0,0,0,0,41.4,1,0,1,0,28,12,16,42.9,0.97
66,16,"Usman Garuba","Houston Rockets",75,58,98.3,72,1.241,58,24,34,41.4,62.1,0,0,0,0,41.4,0,0,0,,58,24,34,41.4,1
69,18,"Cory Joseph","Detroit Pistons",62,121,51.1,150,1.24,121,50,71,41.3,62,0,0,0,0,41.3,1,0,1,0,120,50,70,41.7,0.99
70,11,"Mike Conley","Utah Jazz",43,88,38.9,109,1.239,88,37,51,42,61.9,0,0,0,0,42,3,2,1,66.7,85,35,50,41.2,0.97
71,14,"Landry Shamet","Phoenix Suns",50,160,58.8,198,1.238,160,66,94,41.3,61.6,0,1.3,0.01,1.3,41.3,2,1,1,50,158,65,93,41.1,0.99
72,44,"Patrick Williams","Chicago Bulls",84,272,64.5,336,1.235,271,111,160,41,61.4,0,0.4,0.01,0.4,41.2,6,0,6,0,265,111,154,41.9,0.98
72,17,"Doug McDermott","San Antonio Spurs",64,255,78.7,315,1.235,254,105,149,41.3,61.6,0,0.4,0.01,0.4,41.6,5,2,3,40,249,103,146,41.4,0.98
72,5,"Skylar Mays","Portland Trail Blazers",6,17,45.9,21,1.235,17,7,10,41.2,61.8,0,0,0,0,41.2,0,0,0,,17,7,10,41.2,1
75,12,"Taurean Prince","Minnesota Timberwolves",61,188,68.6,232,1.234,188,77,111,41,61.4,0,0.5,0.01,0.5,41,0,0,0,,188,77,111,41,1
76,31,"Keita Bates-Diop","San Antonio Spurs",67,134,90.5,165,1.231,134,55,79,41,61.6,0,0,0,0,41,0,0,0,,134,55,79,41,1
77,12,"Max Christie","Los Angeles Lakers",50,61,71.8,75,1.23,61,25,36,41,61.5,0,0,0,0,41,0,0,0,,61,25,36,41,1
78,8,"Josh Green","Dallas Mavericks",60,162,81.4,199,1.228,162,66,96,40.7,61.1,0,0.6,0.01,0.6,40.7,1,0,1,0,161,66,95,41,0.99
79,41,"Garrett Temple","New Orleans Pelicans",25,22,75.9,27,1.227,22,9,13,40.9,61.4,0,0,0,0,40.9,1,0,1,0,21,9,12,42.9,0.95
80,14,"Alec Burks","Detroit Pistons",51,134,38.2,164,1.224,133,54,79,40.6,60.2,0,1.5,0.03,1.5,41,5,2,3,40,128,52,76,40.6,0.96
81,13,"Bogdan Bogdanovic","Atlanta Hawks",61,337,61.8,412,1.223,336,143,193,42.6,61.2,0,0.3,0.01,0.3,42.7,29,18,11,62.1,307,125,182,40.7,0.91
82,6,"Nickeil Alexander-Walker","Utah Jazz",36,54,50,66,1.222,54,22,32,40.7,61.1,0,0,0,0,40.7,0,0,0,,54,22,32,40.7,1
83,30,"Julian Champagnie","San Antonio Spurs",15,77,88.5,94,1.221,77,31,46,40.3,60.4,0,1.3,0.01,1.3,40.3,1,0,1,0,76,31,45,40.8,0.99
84,22,"Jimmy Butler","Miami Heat",88,118,24.3,144,1.22,118,50,68,42.4,60.6,0,0.8,0.01,0.8,42.4,12,7,5,58.3,106,43,63,40.6,0.9
85,25,"Trey Murphy III","New Orleans Pelicans",80,468,87.3,569,1.216,467,190,277,40.7,60.6,0,0.2,0.01,0.2,40.8,13,4,9,30.8,454,186,268,41,0.97
86,2,"Kawhi Leonard","Los Angeles Clippers",54,195,32.8,237,1.215,195,86,109,44.1,60.8,0,0.5,0.01,0.5,44.1,48,21,27,43.8,147,65,82,44.2,0.75
87,13,"Keegan Murray","Sacramento Kings",87,500,86.1,607,1.214,500,203,297,40.6,60.7,0,0,0,0,40.6,6,2,4,33.3,494,201,293,40.7,0.99
87,8,"De'Anthony Melton","Philadelphia 76ers",88,346,71,420,1.214,346,141,205,40.8,60.7,0,0,0,0,40.8,5,3,2,60,341,138,203,40.5,0.99
89,11,"Mohamed Bamba","Orlando Magic",40,108,96.4,131,1.213,108,44,64,40.7,60.6,0,0,0,0,40.7,5,1,4,20,103,43,60,41.7,0.95
89,7,"Goran Dragic","Chicago Bulls",51,94,46.3,114,1.213,94,38,56,40.4,60.6,0,1.1,0.01,1.1,40.4,1,0,1,0,93,38,55,40.9,0.99
91,42,"Al Horford","Boston Celtics",83,424,95.3,514,1.212,424,172,252,40.6,60.6,0,0,0,0,40.6,13,2,11,15.4,411,170,241,41.4,0.97
92,6,"Kristaps Porzingis","Washington Wizards",65,344,67.9,416,1.209,343,142,201,41.4,59.8,0,1.2,0.02,1.2,41.6,30,16,14,53.3,313,126,187,40.3,0.91
92,22,"Franz Wagner","Orlando Magic",80,225,52.6,272,1.209,225,91,134,40.4,60.4,0,0,0,0,40.4,5,1,4,20,220,90,130,40.9,0.98
92,14,"Terance Mann","Los Angeles Clippers",86,158,57.9,191,1.209,158,64,94,40.5,60.4,0,0,0,0,40.5,2,1,1,50,156,63,93,40.4,0.99
95,8,"Zach Lavine","Chicago Bulls",79,264,30.6,319,1.208,264,108,156,40.9,60.4,0,0,0,0,40.9,15,5,10,33.3,249,103,146,41.4,0.94
96,41,"Saddiq Bey","Atlanta Hawks",32,132,76.7,159,1.205,132,53,79,40.2,59.8,0,0.8,0.01,0.8,40.2,5,1,4,20,127,52,75,40.9,0.96
97,30,"Seth Curry","Brooklyn Nets",64,186,46.2,224,1.204,186,76,110,40.9,59.7,0,1.1,0.01,1.1,40.9,13,6,7,46.2,173,70,103,40.5,0.93
98,0,"Torrey Craig","Phoenix Suns",90,273,83.5,328,1.201,273,110,163,40.3,60.1,0,0,0,0,40.3,6,2,4,33.3,267,108,159,40.4,0.98
98,5,"Anthony Edwards","Minnesota Timberwolves",86,244,27,293,1.201,244,99,145,40.6,60,0,0,0,0,40.6,11,4,7,36.4,233,95,138,40.8,0.95
100,7,"Joe Ingles","Milwaukee Bucks",51,155,67.4,186,1.2,154,61,93,39.6,59.4,0,0.6,0.02,0.6,40,1,0,1,0,153,61,92,39.9,0.99
100,20,"Kevin Knox II","Detroit Pistons",42,105,83.3,126,1.2,105,42,63,40,60,0,0,0,0,40,1,0,1,0,104,42,62,40.4,0.99
100,51,"Ryan Arcidiacono","Portland Trail Blazers",9,15,60,18,1.2,15,6,9,40,60,0,0,0,0,40,0,0,0,,15,6,9,40,1
103,23,"Lauri Markkanen","Utah Jazz",66,472,78.1,566,1.199,471,190,281,40.3,59.7,0,0.6,0.01,0.6,40.5,15,8,7,53.3,456,182,274,39.9,0.97
103,1,"LaMelo Ball","Charlotte Hornets",36,196,44.1,235,1.199,196,78,118,39.8,59.7,0,0.5,0.01,0.5,39.8,0,0,0,,196,78,118,39.8,1
105,31,"Thomas Bryant","Los Angeles Lakers",41,66,90.4,79,1.197,66,29,37,43.9,59.8,0,0,0,0,43.9,18,8,10,44.4,48,21,27,43.8,0.73
106,35,"Christian Wood","Dallas Mavericks",67,270,78.5,323,1.196,270,112,158,41.5,59.6,0,0.4,0,0.4,41.5,29,14,15,48.3,241,98,143,40.7,0.89
107,23,"Robert Covington","Los Angeles Clippers",50,128,88.9,153,1.195,128,51,77,39.8,59.8,0,0,0,0,39.8,0,0,0,,128,51,77,39.8,1
107,17,"Rodney McGruder","Detroit Pistons",32,82,79.6,98,1.195,81,32,49,39.5,59.3,0,1.2,0.04,1.2,40.2,1,0,1,0,80,32,48,40,0.99
109,0,"D'Angelo Russell","Minnesota Timberwolves",54,222,41,265,1.194,222,89,133,40.1,59.7,0,0,0,0,40.1,2,2,0,100,220,87,133,39.5,0.99
110,4,"Moses Moody","Golden State Warriors",75,140,81.9,167,1.193,140,55,85,39.3,58.9,0,1.4,0.01,1.4,39.3,0,0,0,,140,55,85,39.3,1
110,1,"Anfernee Simons","Portland Trail Blazers",62,301,43.4,359,1.193,301,120,181,39.9,59.6,0,0,0,0,39.9,1,1,0,100,300,119,181,39.7,1
110,0,"Coby White","Chicago Bulls",76,296,70.5,353,1.193,295,117,178,39.7,59.3,0,0.3,0.01,0.3,39.9,1,1,0,100,294,116,178,39.5,1
113,3,"OG Anunoby","Toronto Raptors",68,333,70.4,397,1.192,333,134,199,40.2,59.6,0,0,0,0,40.2,5,5,0,100,328,129,199,39.3,0.98
114,0,"Jayson Tatum","Boston Celtics",95,445,45,530,1.191,445,182,263,40.9,59.2,0,0.7,0.01,0.7,40.9,35,19,16,54.3,410,163,247,39.8,0.92
115,6,"Quentin Grimes","New York Knicks",80,389,84.2,463,1.19,389,154,235,39.6,59.3,0,1,0.01,1,39.6,3,1,2,33.3,386,153,233,39.6,0.99
115,14,"Brandon Ingram","New Orleans Pelicans",46,153,27.3,182,1.19,153,65,88,42.5,59.2,0,0.7,0.01,0.7,42.5,32,14,18,43.8,121,51,70,42.1,0.79
117,3,"Caris LeVert","Cleveland Cavaliers",80,238,48.1,283,1.189,238,94,144,39.5,59.2,0,0.4,0,0.4,39.5,0,0,0,,238,94,144,39.5,1
117,2,"Cameron Johnson","Brooklyn Nets",29,164,68,195,1.189,164,65,99,39.6,59.1,0,0.6,0.01,0.6,39.6,3,1,2,33.3,161,64,97,39.8,0.98
119,9,"Jerami Grant","Portland Trail Blazers",63,362,72.7,430,1.188,362,147,215,40.6,58.8,0,1.4,0.01,1.4,40.6,30,15,15,50,332,132,200,39.8,0.92
120,12,"Grant Williams","Boston Celtics",94,271,78.3,321,1.185,271,107,164,39.5,59.2,0,0,0,0,39.5,0,0,0,,271,107,164,39.5,1
121,10,"Tim Hardaway Jr.","Dallas Mavericks",71,445,67.4,527,1.184,444,176,268,39.6,58.8,0,0.9,0.01,0.9,39.8,10,6,4,60,434,170,264,39.2,0.98
122,9,"Derrick White","Boston Celtics",102,399,73.1,471,1.18,399,157,242,39.3,59,0,0,0,0,39.3,1,0,1,0,398,157,241,39.4,1
123,3,"Jaden McDaniels","Minnesota Timberwolves",79,246,68.7,290,1.179,246,97,149,39.4,58.9,0,0,0,0,39.4,1,1,0,100,245,96,149,39.2,1
124,11,"Klay Thompson","Golden State Warriors",82,686,57.9,808,1.178,686,274,412,39.9,58.7,0,0.4,0,0.4,39.9,54,17,37,31.5,632,257,375,40.7,0.92
124,55,"Darius Bazley","Oklahoma City Thunder",36,45,78.9,53,1.178,45,18,27,40,58.9,0,0,0,0,40,1,1,0,100,44,17,27,38.6,0.98
126,1,"Jonathan Isaac","Orlando Magic",11,17,81,20,1.176,17,7,10,41.2,58.8,0,0,0,0,41.2,2,1,1,50,15,6,9,40,0.88
127,7,"Jalen McDaniels","Philadelphia 76ers",32,40,75.5,47,1.175,40,16,24,40,58.8,0,0,0,0,40,2,1,1,50,38,15,23,39.5,0.95
127,12,"Tobias Harris","Philadelphia 76ers",85,332,68.7,390,1.175,332,131,201,39.5,58.7,0,0,0,0,39.5,9,3,6,33.3,323,128,195,39.6,0.97
129,4,"Lonnie Walker IV","Los Angeles Lakers",69,235,65.1,276,1.174,235,93,142,39.6,58.5,0,0.4,0,0.4,39.6,6,4,2,66.7,229,89,140,38.9,0.97
129,24,"Drew Eubanks","Portland Trail Blazers",78,23,76.7,27,1.174,23,10,13,43.5,58.7,0,0,0,0,43.5,5,3,2,60,18,7,11,38.9,0.78
131,25,"Reggie Bullock","Dallas Mavericks",78,377,90.6,442,1.172,377,147,230,39,58.5,0,0.3,0,0.3,39,1,0,1,0,376,147,229,39.1,1
132,1,"DAngelo Russell","Los Angeles Lakers",34,117,39.4,137,1.171,117,46,71,39.3,58.5,0,0,0,0,39.3,2,1,1,50,115,45,70,39.1,0.98
133,0,"Royce O'Neale","Brooklyn Nets",80,364,80.7,426,1.17,364,142,222,39,58.5,0,0,0,0,39,2,0,2,0,362,142,220,39.2,0.99
133,99,"Jae Crowder","Milwaukee Bucks",22,53,73.6,62,1.17,53,21,32,39.6,58.5,0,0,0,0,39.6,2,1,1,50,51,20,31,39.2,0.96
135,10,"Eric Gordon","Los Angeles Clippers",27,118,80.3,138,1.169,118,46,72,39,58.5,0,0,0,0,39,0,0,0,,118,46,72,39,1
136,24,"Garrison Mathews","Atlanta Hawks",9,18,66.7,21,1.167,18,7,11,38.9,58.3,0,0,0,0,38.9,1,0,1,0,17,7,10,41.2,0.94
136,41,"Gorgui Dieng","San Antonio Spurs",31,54,62.8,63,1.167,54,22,32,40.7,58.3,0,0,0,0,40.7,3,3,0,100,51,19,32,37.3,0.94
136,2,"Trendon Watford","Portland Trail Blazers",62,66,95.7,77,1.167,66,26,40,39.4,58.3,0,0,0,0,39.4,2,1,1,50,64,25,39,39.1,0.97
136,1,"Kyle Anderson","Minnesota Timberwolves",75,108,65.1,126,1.167,108,42,66,38.9,58.3,0,0,0,0,38.9,5,0,5,0,103,42,61,40.8,0.95
136,8,"Jamal Cain","Miami Heat",18,18,75,21,1.167,18,7,11,38.9,58.3,0,0,0,0,38.9,1,0,1,0,17,7,10,41.2,0.94
141,3,"CJ McCollum","New Orleans Pelicans",76,347,39.1,404,1.164,347,136,211,39.2,58.1,0,0.3,0,0.3,39.2,22,5,17,22.7,325,131,194,40.3,0.94
142,33,"Gary Trent Jr.","Toronto Raptors",67,312,45.7,363,1.163,311,120,191,38.6,57.7,0,1,0.02,1,38.8,7,1,6,14.3,304,119,185,39.1,0.98
142,14,"Tyler Herro","Miami Heat",70,289,38,336,1.163,288,112,176,38.9,57.6,0,0.7,0.01,0.7,39.1,4,4,0,100,284,108,176,38,0.99
144,11,"Kyrie Irving","Dallas Mavericks",20,80,32.4,93,1.163,80,32,48,40,58.1,0,0,0,0,40,6,3,3,50,74,29,45,39.2,0.93
145,34,"Kenrich Williams","Oklahoma City Thunder",53,124,68.9,144,1.161,124,49,75,39.5,58.1,0,0,0,0,39.5,4,3,1,75,120,46,74,38.3,0.97
145,6,"Jaylin Williams","Oklahoma City Thunder",51,143,97.9,166,1.161,143,59,84,41.3,58,0,0,0,0,41.3,21,11,10,52.4,122,48,74,39.3,0.85
147,17,"P.J. Tucker","Philadelphia 76ers",86,181,97.3,210,1.16,181,71,110,39.2,58,0,0,0,0,39.2,5,3,2,60,176,68,108,38.6,0.97
148,37,"Matt Ryan","Minnesota Timberwolves",22,44,86.3,51,1.159,44,17,27,38.6,58,0,0,0,0,38.6,1,0,1,0,43,17,26,39.5,0.98
149,13,"Markieff Morris","Brooklyn Nets",27,51,82.3,59,1.157,51,20,31,39.2,57.8,0,0,0,0,39.2,4,1,3,25,47,19,28,40.4,0.92
150,22,"Andrew Wiggins","Golden State Warriors",50,256,65.6,296,1.156,256,100,156,39.1,57.8,0,0,0,0,39.1,6,4,2,66.7,250,96,154,38.4,0.98
150,11,"Kyrie Irving","Brooklyn Nets",40,180,31,208,1.156,180,71,109,39.4,57.2,0,1.1,0.01,1.1,39.4,14,7,7,50,166,64,102,38.6,0.92
152,40,"Anthony Lamb","Golden State Warriors",68,187,86.6,216,1.155,187,73,114,39,57.8,0,0,0,0,39,4,3,1,75,183,70,113,38.3,0.98
153,22,"Monte Morris","Washington Wizards",62,136,43.6,157,1.154,136,52,84,38.2,57,0,1.5,0.01,1.5,38.2,3,1,2,33.3,133,51,82,38.3,0.98
153,4,"Matisse Thybulle","Portland Trail Blazers",22,78,90.7,90,1.154,78,30,48,38.5,57.7,0,0,0,0,38.5,0,0,0,,78,30,48,38.5,1
153,3,"Nah'Shon Hyland","Denver Nuggets",42,117,42.5,135,1.154,117,45,72,38.5,57.7,0,0,0,0,38.5,0,0,0,,117,45,72,38.5,1
156,15,"Nikola Jokic","Denver Nuggets",89,243,74.3,280,1.152,242,102,140,42.1,57.4,0,0.4,0.01,0.4,42.4,55,28,27,50.9,187,74,113,39.6,0.77
156,14,"Blake Wesley","San Antonio Spurs",37,46,47.4,53,1.152,46,18,28,39.1,57.6,0,0,0,0,39.1,2,1,1,50,44,17,27,38.6,0.96
156,31,"Terrence Ross","Orlando Magic",42,132,54.5,152,1.152,132,51,81,38.6,57.6,0,1.5,0.02,1.5,38.6,8,1,7,12.5,124,50,74,40.3,0.94
159,44,"Davis Bertans","Dallas Mavericks",45,127,88.8,146,1.15,127,49,78,38.6,57.5,0,0,0,0,38.6,1,1,0,100,126,48,78,38.1,0.99
