sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
37,1,"Mike Scott","Philadelphia 76ers",37,150,86.2,188,1.253,150,64,86,42.7,62.7,0,0,0,0,42.7,8,4,4,50,142,60,82,42.3,0.95
37,45,"Ryan Broekhoff","Dallas Mavericks",42,83,81.4,104,1.253,83,35,48,42.2,62.7,0,0,0,0,42.2,1,1,0,100,82,34,48,41.5,0.99
39,15,"Sam Dekker","Cleveland Cavaliers",9,12,63.2,15,1.25,12,5,7,41.7,62.5,0,0,0,0,41.7,2,0,2,0,10,5,5,50,0.83
39,22,"Jerian Grant","Orlando Magic",64,76,41.8,95,1.25,76,32,44,42.1,62.5,0,0,0,0,42.1,1,1,0,100,75,31,44,41.3,0.99
39,9,"Brad Wanamaker","Boston Celtics",40,24,38.7,30,1.25,24,10,14,41.7,62.5,0,0,0,0,41.7,1,0,1,0,23,10,13,43.5,0.96
42,20,"Justise Winslow","Miami Heat",66,225,60.3,281,1.249,225,95,130,42.2,62.4,0,0,0,0,42.2,4,4,0,100,221,91,130,41.2,0.98
43,8,"Danilo Gallinari","Los Angeles Clippers",74,330,52.1,412,1.248,330,140,190,42.4,62.3,0,0.3,0,0.3,42.4,30,9,21,30,300,131,169,43.7,0.91
44,4,"Danuel House","Houston Rockets",46,158,74.2,197,1.247,157,65,92,41.4,61.8,0,1.3,0.02,1.3,41.8,1,1,0,100,156,64,92,41,0.99
44,13,"James Harden","Houston Rockets",89,73,5.9,91,1.247,73,30,43,41.1,61.6,0,1.4,0.01,1.4,41.1,0,0,0,,73,30,43,41.1,1
46,10,"Alec Burks","Cleveland Cavaliers",34,65,36.5,81,1.246,65,27,38,41.5,62.3,0,1.5,0.02,1.5,41.5,2,0,2,0,63,27,36,42.9,0.97
47,2,"Darren Collison","Indiana Pacers",80,135,28.5,168,1.244,135,58,77,43,62.2,0,0,0,0,43,13,6,7,46.2,122,52,70,42.6,0.9
47,11,"Kyrie Irving","Boston Celtics",76,287,33.4,357,1.244,287,124,163,43.2,62,0,0.3,0,0.3,43.2,42,16,26,38.1,245,108,137,44.1,0.85
49,23,"Wesley Matthews","Indiana Pacers",27,111,64.5,138,1.243,111,46,65,41.4,61.7,0,0.9,0.01,0.9,41.4,1,1,0,100,110,45,65,40.9,0.99
50,23,"Ben McLemore","Sacramento Kings",19,33,62.3,41,1.242,32,13,19,40.6,60.9,0,3,0.09,3,42.4,2,0,2,0,30,13,17,43.3,0.94
51,21,"Patrick Beverly","Los Angeles Clippers",84,230,70.3,285,1.239,230,95,135,41.3,62,0,0,0,0,41.3,0,0,0,,230,95,135,41.3,1
52,3,"George Hill","Cleveland Cavaliers",13,21,35,26,1.238,21,9,12,42.9,61.9,0,0,0,0,42.9,3,1,2,33.3,18,8,10,44.4,0.86
53,40,"Harrison Barnes","Sacramento Kings",28,105,64,129,1.229,105,43,62,41,61.4,0,0,0,0,41,3,0,3,0,102,43,59,42.2,0.97
54,34,"Tobias Harris","Los Angeles Clippers",55,193,41.4,237,1.228,193,80,113,41.5,61.4,0,0,0,0,41.5,9,3,6,33.3,184,77,107,41.8,0.95
55,17,"JJ Redick","Philadelphia 76ers",88,477,46.9,585,1.226,476,201,275,42.2,60.3,0,1.9,0.02,1.9,42.3,72,29,43,40.3,404,172,232,42.6,0.85
56,23,"Royce ONeale","Utah Jazz",87,178,85.2,218,1.225,178,73,105,41,61.2,0,0,0,0,41,3,1,2,33.3,175,72,103,41.1,0.98
57,13,"Malcolm Miller","Toronto Raptors",20,27,93.1,33,1.222,27,11,16,40.7,61.1,0,0,0,0,40.7,1,0,1,0,26,11,15,42.3,0.96
58,10,"Tim Frazier","New Orleans Pelicans",47,59,50.9,72,1.22,59,25,34,42.4,61,0,0,0,0,42.4,4,3,1,75,55,22,33,40,0.93
58,12,"T.J. McConnell","Philadelphia 76ers",85,41,14,50,1.22,41,18,23,43.9,61,0,0,0,0,43.9,7,4,3,57.1,34,14,20,41.2,0.83
60,24,"Dillon Brooks","Memphis Grizzlies",18,32,53.3,39,1.219,32,13,19,40.6,60.9,0,0,0,0,40.6,1,0,1,0,31,13,18,41.9,0.97
61,23,"Wesley Matthews","Dallas Mavericks",44,193,64.8,235,1.218,193,79,114,40.9,60.9,0,0,0,0,40.9,4,2,2,50,189,77,112,40.7,0.98
62,8,"Bogdan Bogdanovic","Sacramento Kings",70,263,47.2,320,1.217,261,110,151,42.1,60.2,0,1.1,0.02,1.1,42.6,31,16,15,51.6,230,94,136,40.9,0.88
62,30,"Mike Scott","Los Angeles Clippers",52,120,75.9,146,1.217,120,49,71,40.8,60.8,0,0,0,0,40.8,4,1,3,25,116,48,68,41.4,0.97
64,22,"Wilson Chandler","Philadelphia 76ers",36,111,79.9,135,1.216,111,45,66,40.5,60.8,0,0,0,0,40.5,1,0,1,0,110,45,65,40.9,0.99
65,23,"Fred VanVleet","Toronto Raptors",88,256,49.5,311,1.215,255,104,151,40.8,60.4,0,0.4,0.01,0.4,41,7,4,3,57.1,248,100,148,40.3,0.97
66,0,"Jeff Teague","Minnesota Timberwolves",42,42,24.6,51,1.214,42,17,25,40.5,60.7,0,0,0,0,40.5,0,0,0,,42,17,25,40.5,1
66,1,"Reggie Jackson","Detroit Pistons",86,346,52.3,420,1.214,346,140,206,40.5,60.5,0,0.3,0,0.3,40.5,2,1,1,50,344,139,205,40.4,0.99
68,24,"Norman Powell","Toronto Raptors",83,183,64.9,222,1.213,182,74,108,40.7,61,0.5,0,0,0,40.4,5,0,5,0,177,74,103,41.8,0.97
69,1,"Landry Shamet","Philadelphia 76ers",54,194,68.6,235,1.211,194,78,116,40.2,59.8,0,1.5,0.02,1.5,40.2,5,2,3,40,189,76,113,40.2,0.97
69,8,"Nemanja Bjelica","Sacramento Kings",77,232,82.3,281,1.211,232,95,137,40.9,60.6,0,0,0,0,40.9,7,4,3,57.1,225,91,134,40.4,0.97
69,8,"Patty Mills","San Antonio Spurs",89,280,50.3,339,1.211,280,114,166,40.7,60.4,0,0.4,0,0.4,40.7,17,4,13,23.5,263,110,153,41.8,0.94
72,3,"CJ McCollum","Portland Trail Blazers",86,287,29.1,347,1.209,287,118,169,41.1,60.3,0,0.3,0,0.3,41.1,21,8,13,38.1,266,110,156,41.4,0.93
73,35,"Kevin Durant","Golden State Warriors",90,309,29.9,373,1.207,308,139,169,45.1,59.9,0,0.6,0.01,0.6,45.3,87,48,39,55.2,221,91,130,41.2,0.72
73,25,"Reggie Bullock","Detroit Pistons",44,266,76.2,321,1.207,266,107,159,40.2,59.6,0,1.5,0.02,1.5,40.2,6,4,2,66.7,260,103,157,39.6,0.98
75,11,"Monte Morris","Denver Nuggets",96,191,45.4,230,1.204,191,77,114,40.3,60.2,0,0,0,0,40.3,9,1,8,11.1,182,76,106,41.8,0.95
76,22,"Rudy Gay","San Antonio Spurs",76,182,41.2,219,1.203,182,75,107,41.2,60.2,0,0,0,0,41.2,13,6,7,46.2,169,69,100,40.8,0.93
77,12,"Tyreke Evans","Indiana Pacers",73,129,39.1,155,1.202,129,52,77,40.3,60.1,0,0,0,0,40.3,1,1,0,100,128,51,77,39.8,0.99
78,21,"Tony Snell","Milwaukee Bucks",83,195,84.4,234,1.2,195,78,117,40,59.7,0,1.5,0.02,1.5,40,5,1,4,20,190,77,113,40.5,0.97
78,18,"Omri Casspi","Memphis Grizzlies",36,35,76.1,42,1.2,35,14,21,40,60,0,0,0,0,40,0,0,0,,35,14,21,40,1
78,1,"Nik Stauskas","Cleveland Cavaliers",24,40,50,48,1.2,40,16,24,40,60,0,0,0,0,40,0,0,0,,40,16,24,40,1
78,5,"JR Smith","Cleveland Cavaliers",11,25,37.3,30,1.2,25,10,15,40,60,0,0,0,0,40,0,0,0,,25,10,15,40,1
78,20,"Tyler Lydon","Denver Nuggets",25,10,100,12,1.2,10,4,6,40,60,0,0,0,0,40,0,0,0,,10,4,6,40,1
78,5,"Daniel Hamilton","Atlanta Hawks",19,20,71.4,24,1.2,20,8,12,40,60,0,0,0,0,40,0,0,0,,20,8,12,40,1
84,11,"Mike Conley","Memphis Grizzlies",70,204,34.2,244,1.196,204,84,120,41.2,59.8,0,0,0,0,41.2,15,8,7,53.3,189,76,113,40.2,0.93
85,9,"Channing Frye","Cleveland Cavaliers",36,72,77.4,86,1.194,72,29,43,40.3,59.7,0,0,0,0,40.3,5,1,4,20,67,28,39,41.8,0.93
85,13,"Marcus Morris","Boston Celtics",84,371,59.1,443,1.194,371,150,221,40.4,59.4,0,0.8,0.01,0.8,40.4,14,9,5,64.3,357,141,216,39.5,0.96
87,31,"Tomas Satoransky","Washington Wizards",80,157,69.2,187,1.191,157,63,94,40.1,59.6,0,0,0,0,40.1,6,2,4,33.3,151,61,90,40.4,0.96
88,20,"Doug McDermott","Indiana Pacers",80,231,83.4,275,1.19,230,94,136,40.9,58.9,0,1.3,0.02,1.3,41.1,29,11,18,37.9,201,83,118,41.3,0.87
89,6,"Nik Stauskas","Portland Trail Blazers",44,75,45.5,89,1.187,75,30,45,40,59.3,0,0,0,0,40,3,1,2,33.3,72,29,43,40.3,0.96
90,11,"Dion Waiters","Miami Heat",44,210,61.6,249,1.186,210,85,125,40.5,59,0,0.5,0,0.5,40.5,10,7,3,70,200,78,122,39,0.95
91,2,"Shai Gilgeous-Alexander","Los Angeles Clippers",88,130,28.8,154,1.185,130,52,78,40,59.2,0,0,0,0,40,3,2,1,66.7,127,50,77,39.4,0.98
92,44,"Justin Jackson","Dallas Mavericks",29,76,73.8,90,1.184,76,30,46,39.5,59.2,0,0,0,0,39.5,1,0,1,0,75,30,45,40,0.99
93,2,"Kawhi Leonard","Toronto Raptors",84,235,24.4,278,1.183,235,95,140,40.4,59.1,0,0,0,0,40.4,18,7,11,38.9,217,88,129,40.6,0.92
93,5,"Bruno Caboclo","Memphis Grizzlies",34,115,83.3,136,1.183,115,46,69,40,59.1,0,0,0,0,40,2,2,0,100,113,44,69,38.9,0.98
95,33,"Robert Covington","Minnesota Timberwolves",22,122,70.9,144,1.18,121,48,73,39.7,58.3,0,0.8,0.02,0.8,40.2,5,3,2,60,116,45,71,38.8,0.96
96,33,"Robert Covington","Philadelphia 76ers",13,74,81.3,87,1.176,74,29,45,39.2,58.8,0,0,0,0,39.2,3,0,3,0,71,29,42,40.8,0.96
96,17,"PJ Tucker","Houston Rockets",93,433,95.8,509,1.176,433,170,263,39.3,58.8,0,0,0,0,39.3,3,1,2,33.3,430,169,261,39.3,0.99
98,15,"Vince Carter","Atlanta Hawks",76,268,78.1,315,1.175,268,106,162,39.6,58.6,0,0.4,0,0.4,39.6,10,4,6,40,258,102,156,39.5,0.96
98,3,"Jeremy Lamb","Charlotte Hornets",79,240,45.9,282,1.175,240,97,143,40.4,58.3,0,0.8,0.01,0.8,40.4,18,11,7,61.1,222,86,136,38.7,0.93
100,22,"Alex Poythress","Atlanta Hawks",21,23,95.8,27,1.174,23,9,14,39.1,58.7,0,0,0,0,39.1,1,0,1,0,22,9,13,40.9,0.96
101,10,"Alec Burks","Utah Jazz",17,29,46.8,34,1.172,29,12,17,41.4,58.6,0,0,0,0,41.4,2,2,0,100,27,10,17,37,0.93
102,33,"Marc Gasol","Toronto Raptors",50,175,91.6,205,1.171,175,74,101,42.3,58.3,0,0.6,0.01,0.6,42.3,35,18,17,51.4,140,56,84,40,0.8
103,11,"Trae Young","Atlanta Hawks",81,135,23.9,158,1.17,135,53,82,39.3,58.5,0,0,0,0,39.3,3,1,2,33.3,132,52,80,39.4,0.98
103,5,"Nicolas Batum","Charlotte Hornets",75,224,56.1,262,1.17,224,90,134,40.2,58.5,0,0.4,0,0.4,40.2,15,8,7,53.3,209,82,127,39.2,0.93
105,45,"Donovan Mitchell","Utah Jazz",82,246,30.1,287,1.167,245,95,150,38.8,57.8,0,0.8,0.02,0.8,39,5,2,3,40,240,93,147,38.8,0.98
106,32,"Karl-Anthony Towns","Minnesota Timberwolves",78,355,73.2,414,1.166,355,145,210,40.8,58.2,0,0.3,0,0.3,40.8,43,22,21,51.2,312,123,189,39.4,0.88
107,13,"Cameron Reynolds","Minnesota Timberwolves",19,49,84.5,57,1.163,49,19,30,38.8,58.2,0,0,0,0,38.8,1,0,1,0,48,19,29,39.6,0.98
107,77,"Luka Doncic","Dallas Mavericks",72,129,20.5,150,1.163,129,50,79,38.8,58.1,0,0,0,0,38.8,0,0,0,,129,50,79,38.8,1
109,22,"Thabo Sefolosha","Utah Jazz",54,80,75.5,93,1.163,80,31,49,38.8,58.1,0,0,0,0,38.8,2,0,2,0,78,31,47,39.7,0.98
109,31,"Georges Niang","Utah Jazz",64,111,88.8,129,1.162,111,43,68,38.7,58.1,0,0,0,0,38.7,1,0,1,0,110,43,67,39.1,0.99
109,9,"Jerami Grant","Oklahoma City Thunder",85,327,92.1,380,1.162,327,129,198,39.4,58.1,0,0,0,0,39.4,18,7,11,38.9,309,122,187,39.5,0.94
112,3,"Aaron Holiday","Indiana Pacers",53,62,34.8,72,1.161,62,24,38,38.7,58.1,0,0,0,0,38.7,0,0,0,,62,24,38,38.7,1
112,18,"Marco Belinelli","San Antonio Spurs",86,323,55.8,375,1.161,321,127,194,39.6,56.5,0,2.5,0.04,2.5,39.9,45,18,27,40,276,109,167,39.5,0.86
114,40,"Harrison Barnes","Dallas Mavericks",49,262,64.7,304,1.16,262,103,159,39.3,58,0,0,0,0,39.3,14,5,9,35.7,248,98,150,39.5,0.95
114,26,"Kyle Korver","Cleveland Cavaliers",16,50,73.5,58,1.16,50,20,30,40,58,0,0,0,0,40,8,2,6,25,42,18,24,42.9,0.84
114,2,"Joe  Ingles","Utah Jazz",87,344,63.8,399,1.16,343,132,211,38.5,57.6,0,0.6,0.01,0.6,38.7,5,1,4,20,338,131,207,38.8,0.99
114,14,"Gerald Green","Houston Rockets",84,351,66.7,407,1.16,351,136,215,38.7,57.8,0,0.6,0.01,0.6,38.7,3,2,1,66.7,348,134,214,38.5,0.99
118,5,"De Aaron Fox","Sacramento Kings",81,88,17.2,102,1.159,88,34,54,38.6,58,0,0,0,0,38.6,2,0,2,0,86,34,52,39.5,0.98
119,33,"Allen Crabbe","Brooklyn Nets",43,234,76,271,1.158,234,91,143,38.9,57.9,0,0.9,0.01,0.9,38.9,6,2,4,33.3,228,89,139,39,0.97
120,10,"Eric Gordon","Houston Rockets",79,521,72.4,603,1.157,521,201,320,38.6,57.9,0,0,0,0,38.6,0,0,0,,521,201,320,38.6,1
121,0,"Jayson Tatum","Boston Celtics",88,224,35.2,259,1.156,224,87,137,38.8,57.6,0,0.4,0,0.4,38.8,9,3,6,33.3,215,84,131,39.1,0.96
122,6,"CJ Miles","Memphis Grizzlies",13,58,73.4,67,1.155,58,23,35,39.7,57.8,0,0,0,0,39.7,3,2,1,66.7,55,21,34,38.2,0.95
123,4,"Paul Millsap","Denver Nuggets",84,176,66.4,203,1.153,176,68,108,38.6,56.8,0,1.7,0.02,1.7,38.6,5,4,1,80,171,64,107,37.4,0.97
124,27,"Jamal Murray","Denver Nuggets",89,245,27.9,281,1.147,244,95,149,38.9,57,0,0.8,0.01,0.4,39.2,12,7,5,58.3,232,88,144,37.9,0.95
125,55,"Delon Wright","Toronto Raptors",49,55,48.7,63,1.145,55,21,34,38.2,57.3,0,0,0,0,38.2,0,0,0,,55,21,34,38.2,1
125,3,"Trevor Ariza","Phoenix Suns",26,110,74.8,126,1.145,110,42,68,38.2,57.3,0,0,0,0,38.2,1,0,1,0,109,42,67,38.5,0.99
125,31,"Mike Muscala","Los Angeles Lakers",17,62,98.4,71,1.145,62,25,37,40.3,57.3,0,0,0,0,40.3,5,4,1,80,57,21,36,36.8,0.92
125,11,"Klay Thompson","Golden State Warriors",99,780,59,893,1.145,779,321,458,41.2,57.1,0,0.6,0.01,0.6,41.3,173,74,99,42.8,606,247,359,40.8,0.78
125,3,"Kevin Huerter","Atlanta Hawks",75,235,55.6,269,1.145,235,90,145,38.3,57.2,0,0,0,0,38.3,2,1,1,50,233,89,144,38.2,0.99
130,36,"Dario Saric","Minnesota Timberwolves",68,257,81.3,294,1.144,257,100,157,38.9,57,0,0.4,0,0.4,38.9,23,7,16,30.4,234,93,141,39.7,0.91
131,14,"Jonathon Simmons","Philadelphia 76ers",22,21,44.7,24,1.143,21,8,13,38.1,54.8,0,4.8,0.05,4.8,38.1,1,1,0,100,20,7,13,35,0.95
131,3,"Chris Paul","Houston Rockets",69,63,9.6,72,1.143,63,24,39,38.1,57.1,0,0,0,0,38.1,2,0,2,0,61,24,37,39.3,0.97
133,14,"Dewayne Dedmon","Atlanta Hawks",64,232,88.5,265,1.142,232,92,140,39.7,57.1,0,0,0,0,39.7,21,11,10,52.4,211,81,130,38.4,0.91
133,43,"Anthony Tolliver","Minnesota Timberwolves",65,211,95.5,241,1.142,210,80,130,38.1,56.7,0,1.4,0.02,1.4,38.4,4,2,2,50,206,78,128,37.9,0.98
135,13,"Paul George","Oklahoma City Thunder",82,474,41.7,541,1.141,474,183,291,38.6,56.9,0,0.4,0,0.4,38.6,30,10,20,33.3,444,173,271,39,0.94
136,41,"Juan Hernangomez","Denver Nuggets",75,178,92.2,203,1.14,178,67,111,37.6,56.2,0,1.7,0.02,1.7,37.6,2,1,1,50,176,66,110,37.5,0.99
137,26,"Spencer Dinwiddie","Brooklyn Nets",73,158,35.1,180,1.139,156,58,98,37.2,55.4,0,2.5,0.05,2.5,38,1,1,0,100,155,57,98,36.8,0.99
138,1,"Austin Rivers","Washington Wizards",29,58,53.2,66,1.138,58,22,36,37.9,56.9,0,0,0,0,37.9,0,0,0,,58,22,36,37.9,1
139,26,"Kyle Korver","Utah Jazz",58,249,64.7,283,1.137,249,101,148,40.6,56.6,0,0.8,0.01,0.8,40.6,34,21,13,61.8,215,80,135,37.2,0.86
140,23,"Blake Griffin","Detroit Pistons",77,207,34.8,235,1.135,206,78,128,37.9,56.3,0,0.5,0.01,0.5,38.2,5,2,3,40,201,76,125,37.8,0.98
140,7,"Goran Dragic","Miami Heat",36,104,42.6,118,1.135,104,39,65,37.5,55.8,0,1.9,0.02,1.9,37.5,5,1,4,20,99,38,61,38.4,0.95
142,0,"Josh Richardson","Miami Heat",73,361,51.3,409,1.133,361,140,221,38.8,56.6,0,0.3,0,0.3,38.8,29,11,18,37.9,332,129,203,38.9,0.92
142,23,"Sterling Brown","Milwaukee Bucks",69,143,76.1,162,1.133,143,54,89,37.8,56.3,0,0.7,0.01,0.7,37.8,1,1,0,100,142,53,89,37.3,0.99
144,5,"Rodney Hood","Portland Trail Blazers",43,84,39.3,95,1.131,84,32,52,38.1,56,0,1.2,0.01,1.2,38.1,4,2,2,50,80,30,50,37.5,0.95
145,1,"Damion Lee","Golden State Warriors",32,62,71.3,70,1.129,62,24,38,38.7,56.5,0,0,0,0,38.7,4,2,2,50,58,22,36,37.9,0.94
145,0,"JaMychal Green","Memphis Grizzlies",41,124,89.9,140,1.129,124,51,73,41.1,56,0,0.8,0.01,0.8,41.1,32,14,18,43.8,92,37,55,40.2,0.74
147,2,"Marvin  Williams","Charlotte Hornets",75,379,92.2,427,1.127,378,144,234,38.1,56.1,0,0.3,0.01,0.3,38.3,14,8,6,57.1,364,136,228,37.4,0.96
147,9,"Iman Shumpert","Sacramento Kings",42,166,57.2,187,1.127,166,63,103,38,56,0,0.6,0.01,0.6,38,12,3,9,25,154,60,94,39,0.93
149,7,"Kyle Lowry","Toronto Raptors",89,372,50.7,419,1.126,372,140,232,37.6,56.3,0,0,0,0,37.6,6,1,5,16.7,366,139,227,38,0.98
149,36,"Marcus Smart","Boston Celtics",82,278,68.3,313,1.126,277,104,173,37.5,56.1,0,0.4,0.01,0.4,37.8,4,1,3,25,273,103,170,37.7,0.99
149,23,"Terrance Ferguson","Oklahoma City Thunder",79,302,88.3,340,1.126,302,115,187,38.1,56.3,0,0,0,0,38.1,11,5,6,45.5,291,110,181,37.8,0.96
152,22,"Patrick McCaw","Toronto Raptors",37,24,77.4,27,1.125,24,9,15,37.5,56.3,0,0,0,0,37.5,0,0,0,,24,9,15,37.5,1
153,1,"DAngelo Russell","Brooklyn Nets",86,285,25.9,320,1.123,284,107,177,37.7,56,0,0.4,0.01,0.4,37.9,8,3,5,37.5,276,104,172,37.7,0.97
154,32,"Jeff Green","Washington Wizards",77,287,75.5,322,1.122,287,109,178,38,55.9,0,0.3,0,0.3,38,13,6,7,46.2,274,103,171,37.6,0.95
155,1,"Malik Monk","Charlotte Hornets",73,225,56.1,252,1.12,225,84,141,37.3,56,0,0,0,0,37.3,5,0,5,0,220,84,136,38.2,0.98
156,3,"Nikola Mirotic","New Orleans Pelicans",32,202,72.9,226,1.119,202,76,126,37.6,55.9,0,0,0,0,37.6,6,2,4,33.3,196,74,122,37.8,0.97
156,11,"Avery Bradley","Los Angeles Clippers",49,160,53.9,179,1.119,160,63,97,39.4,55.9,0,0,0,0,39.4,20,10,10,50,140,53,87,37.9,0.88
