sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
16,24,"Daniss Jenkins","Detroit Pistons",33,46,38.3,65,1.413,46,22,24,47.8,70.7,0,0,0,0,47.8,2,1,1,50,44,21,23,47.7,0.96
17,24,"Cam Spencer","Memphis Grizzlies",40,103,40.7,145,1.408,102,47,55,46.1,69.1,0,1.9,0.04,1.9,46.6,2,0,2,0,100,47,53,47,0.98
18,8,"Collin Sexton","Charlotte Hornets",34,68,40.2,95,1.397,68,32,36,47.1,69.9,0,0,0,0,47.1,2,1,1,50,66,31,35,47,0.97
19,20,"Jaylon Tyson","Cleveland Cavaliers",39,168,95.5,234,1.393,168,78,90,46.4,69.6,0,0,0,0,46.4,3,0,3,0,165,78,87,47.3,0.98
20,4,"Anfernee Simons","Boston Celtics",42,143,40.1,198,1.385,143,66,77,46.2,69.2,0,0,0,0,46.2,0,0,0,,143,66,77,46.2,1
20,0,"Bradley Beal","Los Angeles Clippers",6,13,40.6,18,1.385,13,6,7,46.2,69.2,0,0,0,0,46.2,0,0,0,,13,6,7,46.2,1
22,5,"Sam Merrill","Cleveland Cavaliers",24,139,69.2,192,1.381,139,64,75,46,69.1,0,0,0,0,46,1,0,1,0,138,64,74,46.4,0.99
23,3,"Jaden McDaniels","Minnesota Timberwolves",42,103,46.4,141,1.369,103,47,56,45.6,68.4,0,0,0,0,45.6,1,0,1,0,102,47,55,46.1,0.99
24,20,"A.J. Green","Milwaukee Bucks",39,200,71.2,273,1.365,199,90,109,45.2,67.8,0,0.5,0.02,0.5,45.5,1,0,1,0,198,90,108,45.5,0.99
25,2,"Keaton Wallace","Atlanta Hawks",36,55,50.9,75,1.364,55,25,30,45.5,68.2,0,0,0,0,45.5,0,0,0,,55,25,30,45.5,1
25,12,"Taurean Prince","Milwaukee Bucks",8,22,75.9,30,1.364,22,10,12,45.5,68.2,0,0,0,0,45.5,0,0,0,,22,10,12,45.5,1
27,17,"Tari Eason","Houston Rockets",22,93,79.5,126,1.355,93,42,51,45.2,67.7,0,0,0,0,45.2,4,0,4,0,89,42,47,47.2,0.96
28,27,"Jamal Murray","Denver Nuggets",40,109,23.2,147,1.349,109,49,60,45,67,0,0.9,0.01,0.9,45,1,1,0,100,108,48,60,44.4,0.99
29,27,"Vit Krejci","Atlanta Hawks",41,189,76.2,254,1.344,189,85,104,45,66.9,0,0.5,0.01,0.5,45,2,2,0,100,187,83,104,44.4,0.99
30,11,"Jason Richardson","Orlando Magic",29,38,61.3,51,1.342,38,17,21,44.7,67.1,0,0,0,0,44.7,0,0,0,,38,17,21,44.7,1
31,77,"Jamison Battle","Toronto Raptors",32,41,80.4,55,1.341,41,19,22,46.3,67.1,0,0,0,0,46.3,2,2,0,100,39,17,22,43.6,0.95
32,18,"Kyshawn George","Washington Wizards",33,110,42,147,1.336,110,49,61,44.5,66.8,0,0,0,0,44.5,0,0,0,,110,49,61,44.5,1
32,1,"Victor Wembanyama","San Antonio Spurs",31,119,48.8,159,1.336,118,57,61,48.3,66.1,0,0.8,0.03,0.8,48.7,23,15,8,65.2,95,42,53,44.2,0.81
34,25,"Kasparas Jakucionis","Miami Heat",18,36,85.7,48,1.333,36,16,20,44.4,66.7,0,0,0,0,44.4,0,0,0,,36,16,20,44.4,1
34,11,"Jalen Brunson","New York Knicks",39,129,25.5,172,1.333,129,56,73,43.4,64.7,0,3.9,0.04,3.9,43.4,2,1,1,50,127,55,72,43.3,0.98
34,4,"Rob Dillingham","Minnesota Timberwolves",32,18,26.9,24,1.333,18,8,10,44.4,66.7,0,0,0,0,44.4,0,0,0,,18,8,10,44.4,1
37,8,"Peyton Watson","Denver Nuggets",42,118,61.1,156,1.322,118,52,66,44.1,66.1,0,0,0,0,44.1,0,0,0,,118,52,66,44.1,1
38,24,"Norman Powell","Miami Heat",38,172,50.7,227,1.32,170,75,95,44.1,65.3,0,1.2,0.04,0.6,44.8,4,3,1,75,166,72,94,43.4,0.98
39,12,"Zach Collins","Chicago Bulls",10,22,95.7,29,1.318,22,10,12,45.5,65.9,0,0,0,0,45.5,1,1,0,100,21,9,12,42.9,0.95
40,9,"Bobby Portis","Milwaukee Bucks",42,196,80.3,258,1.316,196,90,106,45.9,65.8,0,0,0,0,45.9,31,12,19,38.7,165,78,87,47.3,0.84
40,8,"Zach Lavine","Sacramento Kings",32,114,39,150,1.316,114,50,64,43.9,65.4,0,0.9,0.01,0.9,43.9,6,1,5,16.7,108,49,59,45.4,0.95
40,14,"Asa Newell","Atlanta Hawks",33,57,98.3,75,1.316,57,25,32,43.9,65.8,0,0,0,0,43.9,0,0,0,,57,25,32,43.9,1
43,7,"Kevin Porter Jr.","Milwaukee Bucks",23,51,29.7,67,1.314,51,22,29,43.1,64.7,0,2,0.02,2,43.1,1,0,1,0,50,22,28,44,0.98
44,35,"Marvin Bagley III","Washington Wizards",36,16,72.7,21,1.313,16,7,9,43.8,65.6,0,0,0,0,43.8,0,0,0,,16,7,9,43.8,1
45,20,"John Collins","Los Angeles Clippers",40,126,83.4,165,1.31,126,55,71,43.7,65.5,0,0,0,0,43.7,2,0,2,0,124,55,69,44.4,0.98
46,0,"Malik Monk","Sacramento Kings",36,101,43.3,132,1.307,101,44,57,43.6,65.3,0,0,0,0,43.6,0,0,0,,101,44,57,43.6,1
47,29,"Quenton Jackson","Indiana Pacers",21,36,60,47,1.306,36,16,20,44.4,65.3,0,0,0,0,44.4,2,1,1,50,34,15,19,44.1,0.94
48,0,"Tyrese Maxey","Philadelphia 76ers",40,164,34.8,214,1.305,164,72,92,43.9,65.2,0,0,0,0,43.9,2,2,0,100,162,70,92,43.2,0.99
49,24,"Jalen Pickett","Denver Nuggets",29,56,52.3,73,1.304,56,25,31,44.6,65.2,0,0,0,0,44.6,6,2,4,33.3,50,23,27,46,0.89
50,7,"Kel'el Ware","Miami Heat",43,119,89.5,155,1.303,119,52,67,43.7,64.7,0,0.8,0.01,0.8,43.7,4,2,2,50,115,50,65,43.5,0.97
51,11,"Ayo Dosunmu","Chicago Bulls",37,140,86.4,182,1.3,139,60,79,43.2,64.7,0,0.7,0.02,0.7,43.6,1,0,1,0,138,60,78,43.5,0.99
52,11,"Isaiah Joe","Oklahoma City Thunder",35,167,80.7,217,1.299,166,71,95,42.8,64.2,0,1.2,0.02,1.2,43.1,2,0,2,0,164,71,93,43.3,0.99
53,10,"Svi Mykhailiuk","Utah Jazz",37,114,61.6,148,1.298,114,49,65,43,64.5,0,0.9,0.01,0.9,43,1,0,1,0,113,49,64,43.4,0.99
54,25,"Trey Murphy III","New Orleans Pelicans",41,211,56.4,273,1.294,211,92,119,43.6,64.7,0,0,0,0,43.6,3,3,0,100,208,89,119,42.8,0.99
55,11,"Trae Young","Atlanta Hawks",10,14,19.2,18,1.286,14,6,8,42.9,64.3,0,0,0,0,42.9,0,0,0,,14,6,8,42.9,1
56,28,"Rui Hachimura","Los Angeles Lakers",32,124,61.1,159,1.282,124,54,70,43.5,64.1,0,0,0,0,43.5,3,3,0,100,121,51,70,42.1,0.98
56,8,"Josh Minott","Boston Celtics",29,71,93.4,91,1.282,71,30,41,42.3,63.4,0,1.4,0.01,1.4,42.3,1,0,1,0,70,30,40,42.9,0.99
56,15,"Austin Reaves","Los Angeles Lakers",23,71,30.7,91,1.282,71,30,41,42.3,63.4,0,1.4,0.01,1.4,42.3,0,0,0,,71,30,41,42.3,1
59,7,"Nickeil Alexander-Walker","Atlanta Hawks",43,270,64.6,345,1.278,267,112,155,41.9,62.7,0,1.9,0.04,1.9,42.6,1,1,0,100,266,111,155,41.7,1
60,3,"Keyonte George","Utah Jazz",43,162,39,206,1.272,162,69,93,42.6,63,0,1.2,0.01,1.2,42.6,7,3,4,42.9,155,66,89,42.6,0.96
61,11,"Bryce McGowens","New Orleans Pelicans",28,45,67.2,57,1.267,45,19,26,42.2,63.3,0,2.2,0.02,2.2,42.2,0,0,0,,45,19,26,42.2,1
62,21,"Aaron Wiggins","Oklahoma City Thunder",31,114,72.6,144,1.263,114,48,66,42.1,63.2,0,0,0,0,42.1,1,0,1,0,113,48,65,42.5,0.99
62,15,"Myron Gardner","Miami Heat",16,19,86.4,24,1.263,19,8,11,42.1,63.2,0,0,0,0,42.1,0,0,0,,19,8,11,42.1,1
64,22,"Andrew Wiggins","Miami Heat",40,168,64.4,212,1.262,167,70,97,41.9,62.6,0,1.2,0.02,0.6,42.3,4,1,3,25,163,69,94,42.3,0.98
65,8,"Egor Demin","Brooklyn Nets",36,138,55.6,174,1.261,138,58,80,42,62.7,0,0.7,0.01,0.7,42,2,1,1,50,136,57,79,41.9,0.99
65,2,"Miles McBride","New York Knicks",32,161,57.1,203,1.261,160,67,93,41.9,62.8,0,0.6,0.02,0.6,42.2,1,0,1,0,159,67,92,42.1,0.99
67,4,"Moses Moody","Golden State Warriors",43,216,78.3,271,1.255,215,90,125,41.9,62.3,0,0.5,0.01,0.5,42.1,3,2,1,66.7,212,88,124,41.5,0.99
67,26,"Duop Reath","Portland Trail Blazers",32,55,100,69,1.255,55,23,32,41.8,62.7,0,0,0,0,41.8,0,0,0,,55,23,32,41.8,1
69,0,"Royce O'Neale","Phoenix Suns",44,242,78.1,303,1.252,242,101,141,41.7,62.6,0,0.4,0,0.4,41.7,0,0,0,,242,101,141,41.7,1
70,55,"Duncan Robinson","Detroit Pistons",39,209,72.6,261,1.249,209,86,123,41.1,61.7,0,2.9,0.03,2.9,41.1,0,0,0,,209,86,123,41.1,1
71,4,"Jalen Suggs","Orlando Magic",23,77,45.3,96,1.247,77,32,45,41.6,62.3,0,0,0,0,41.6,0,0,0,,77,32,45,41.6,1
72,2,"Andrew Nembhard","Indiana Pacers",34,95,29.6,118,1.242,95,40,55,42.1,62.1,0,0,0,0,42.1,4,2,2,50,91,38,53,41.8,0.96
73,3,"Keldon Johnson","San Antonio Spurs",45,125,87.4,155,1.24,125,52,73,41.6,62,0,0,0,0,41.6,1,1,0,100,124,51,73,41.1,0.99
74,24,"Garrison Mathews","Indiana Pacers",15,42,91.3,52,1.238,42,17,25,40.5,60.7,0,2.4,0.02,2.4,40.5,0,0,0,,42,17,25,40.5,1
74,31,"Tidjane Salaun","Charlotte Hornets",28,63,96.9,78,1.238,63,26,37,41.3,61.9,0,0,0,0,41.3,0,0,0,,63,26,37,41.3,1
74,23,"Jaden Ivey","Detroit Pistons",26,63,56.8,78,1.238,63,26,37,41.3,61.9,0,0,0,0,41.3,0,0,0,,63,26,37,41.3,1
74,3,"Myles Turner","Milwaukee Bucks",41,223,85.1,276,1.238,223,94,129,42.2,61.9,0,0,0,0,42.2,10,6,4,60,213,88,125,41.3,0.96
78,3,"Will Richard","Golden State Warriors",40,106,79.7,131,1.236,106,44,62,41.5,61.3,0,1.9,0.02,1.9,41.5,3,2,1,66.7,103,42,61,40.8,0.97
79,8,"Grayson Allen","Phoenix Suns",27,146,56.6,180,1.233,146,60,86,41.1,61.6,0,0,0,0,41.1,0,0,0,,146,60,86,41.1,1
79,8,"Deni Avdija","Portland Trail Blazers",41,172,54.1,212,1.233,172,71,101,41.3,61.3,0,0.6,0.01,0.6,41.3,4,2,2,50,168,69,99,41.1,0.98
81,7,"Kon Knueppel","Charlotte Hornets",42,266,64.7,327,1.229,266,110,156,41.4,61.5,0,0,0,0,41.4,8,3,5,37.5,258,107,151,41.5,0.97
81,32,"Aaron Gordon","Denver Nuggets",21,70,56.9,86,1.229,70,29,41,41.4,61.4,0,0,0,0,41.4,4,1,3,25,66,28,38,42.4,0.94
83,0,"Coby White","Chicago Bulls",22,97,55.4,119,1.227,97,40,57,41.2,60.8,0,1,0.01,1,41.2,2,2,0,100,95,38,57,40,0.98
84,5,"Derrick Jones Jr.","Los Angeles Clippers",17,53,89.8,65,1.226,53,22,31,41.5,61.3,0,0,0,0,41.5,2,1,1,50,51,21,30,41.2,0.96
84,45,"Donovan Mitchell","Cleveland Cavaliers",40,164,32.9,201,1.226,164,69,95,42.1,61.3,0,0,0,0,42.1,10,6,4,60,154,63,91,40.9,0.94
86,11,"Naz Reid","Minnesota Timberwolves",44,240,84.5,294,1.225,240,98,142,40.8,61.3,0,0,0,0,40.8,1,0,1,0,239,98,141,41,1
87,33,"Nicolas Batum","Los Angeles Clippers",42,147,94.2,180,1.224,146,60,86,41.1,61,0,0.7,0.02,0.7,41.5,4,2,2,50,142,58,84,40.8,0.97
87,22,"Franz Wagner","Orlando Magic",26,58,43.3,71,1.224,58,24,34,41.4,61.2,0,0,0,0,41.4,1,1,0,100,57,23,34,40.4,0.98
89,15,"Reed Sheppard","Houston Rockets",41,180,52.8,220,1.222,180,73,107,40.6,60.8,0,0.6,0.01,0.6,40.6,1,0,1,0,179,73,106,40.8,0.99
90,1,"LaMelo Ball","Charlotte Hornets",33,168,49.3,205,1.22,168,68,100,40.5,60.7,0,0.6,0.01,0.6,40.5,0,0,0,,168,68,100,40.5,1
91,17,"Karlo Matkovic","New Orleans Pelicans",32,32,97,39,1.219,32,13,19,40.6,60.9,0,0,0,0,40.6,0,0,0,,32,13,19,40.6,1
92,11,"Micah Potter","Indiana Pacers",13,37,97.4,45,1.216,37,15,22,40.5,60.8,0,0,0,0,40.5,1,0,1,0,36,15,21,41.7,0.97
93,25,"Marcus Sasser","Detroit Pistons",11,14,41.2,17,1.214,14,6,8,42.9,60.7,0,0,0,0,42.9,1,1,0,100,13,5,8,38.5,0.93
94,9,"T.J. McConnell","Indiana Pacers",31,33,16.7,40,1.212,33,15,18,45.5,60.6,0,0,0,0,45.5,7,5,2,71.4,26,10,16,38.5,0.79
95,24,"Corey Kispert","Washington Wizards",19,62,79.5,75,1.21,62,25,37,40.3,60.5,0,0,0,0,40.3,0,0,0,,62,25,37,40.3,1
96,9,"Kevin McCullar Jr.","New York Knicks",12,10,71.4,12,1.2,10,4,6,40,60,0,0,0,0,40,0,0,0,,10,4,6,40,1
96,18,"Isaiah Livers","Phoenix Suns",23,25,78.1,30,1.2,25,10,15,40,60,0,0,0,0,40,0,0,0,,25,10,15,40,1
96,10,"Javon Small","Memphis Grizzlies",14,10,30.3,12,1.2,10,4,6,40,60,0,0,0,0,40,0,0,0,,10,4,6,40,1
96,34,"Kenrich Williams","Oklahoma City Thunder",24,45,68.2,54,1.2,45,18,27,40,60,0,0,0,0,40,0,0,0,,45,18,27,40,1
96,55,"Baylor Scheierman","Boston Celtics",37,55,83.3,66,1.2,55,22,33,40,60,0,0,0,0,40,0,0,0,,55,22,33,40,1
96,7,"Carlton Carrington","Washington Wizards",42,105,37.1,126,1.2,105,42,63,40,60,0,0,0,0,40,2,0,2,0,103,42,61,40.8,0.98
102,9,"Jerami Grant","Portland Trail Blazers",28,161,77.8,193,1.199,161,63,98,39.1,58.7,0,3.1,0.03,3.1,39.1,1,0,1,0,160,63,97,39.4,0.99
103,2,"Kawhi Leonard","Los Angeles Clippers",30,126,30.4,151,1.198,125,52,73,41.6,59.2,0,1.6,0.02,0.8,42.1,19,8,11,42.1,106,44,62,41.5,0.85
103,23,"Cameron Johnson","Denver Nuggets",28,111,70.3,133,1.198,111,45,66,40.5,59.9,0,0,0,0,40.5,6,2,4,33.3,105,43,62,41,0.95
105,25,"Mikal Bridges","New York Knicks",44,239,61.9,286,1.197,238,95,143,39.9,59.5,0,0.4,0.01,0.4,40.2,8,2,6,25,230,93,137,40.4,0.97
106,21,"Spencer Jones","Denver Nuggets",39,97,96,116,1.196,97,39,58,40.2,59.8,0,0,0,0,40.2,1,1,0,100,96,38,58,39.6,0.99
107,42,"Kevin Love","Utah Jazz",24,87,80.6,104,1.195,86,34,52,39.5,58.7,0,1.1,0.03,1.1,40.2,2,1,1,50,84,33,51,39.3,0.98
108,17,"Michael Porter Jr.","Brooklyn Nets",33,248,59.5,296,1.194,248,101,147,40.7,59.3,0,1.2,0.01,1.2,40.7,24,9,15,37.5,224,92,132,41.1,0.9
109,13,"Ryan Rollins","Milwaukee Bucks",42,144,43.2,171,1.188,144,57,87,39.6,59.4,0,0,0,0,39.6,0,0,0,,144,57,87,39.6,1
110,7,"Kevin Durant","Houston Rockets",39,171,33.5,203,1.187,171,73,98,42.7,59.4,0,0,0,0,42.7,29,16,13,55.2,142,57,85,40.1,0.83
111,8,"Paul George","Philadelphia 76ers",23,113,51.1,134,1.186,113,46,67,40.7,59.3,0,0.9,0.01,0.9,40.7,8,4,4,50,105,42,63,40,0.93
112,20,"Nick Smith Jr","Los Angeles Lakers",23,38,38.8,45,1.184,38,15,23,39.5,59.2,0,0,0,0,39.5,1,0,1,0,37,15,22,40.5,0.97
113,44,"Landry Shamet","New York Knicks",18,60,67.4,71,1.183,59,23,36,39,57.6,0,1.7,0.05,1.7,40,1,1,0,100,58,22,36,37.9,0.98
113,1,"James Harden","Los Angeles Clippers",40,82,19,97,1.183,81,31,50,38.3,57.4,0,2.4,0.05,2.4,39,2,0,2,0,79,31,48,39.2,0.98
113,3,"Jordan Poole","New Orleans Pelicans",26,104,49.8,123,1.183,104,41,63,39.4,59.1,0,0,0,0,39.4,0,0,0,,104,41,63,39.4,1
116,31,"Jock Landale","Memphis Grizzlies",39,116,92.8,137,1.181,116,47,69,40.5,59.1,0,0,0,0,40.5,8,4,4,50,108,43,65,39.8,0.93
117,45,"Davion Mitchell","Miami Heat",40,84,56.8,99,1.179,84,33,51,39.3,58.9,0,0,0,0,39.3,0,0,0,,84,33,51,39.3,1
117,0,"Aaron Holiday","Houston Rockets",30,84,78.5,99,1.179,84,33,51,39.3,58.9,0,0,0,0,39.3,0,0,0,,84,33,51,39.3,1
119,5,"Jevon Carter","Chicago Bulls",21,51,67.1,60,1.176,51,20,31,39.2,58.8,0,0,0,0,39.2,0,0,0,,51,20,31,39.2,1
119,10,"Josh Green","Charlotte Hornets",19,51,96.2,60,1.176,51,20,31,39.2,58.8,0,0,0,0,39.2,0,0,0,,51,20,31,39.2,1
119,10,"Tim Hardaway Jr.","Denver Nuggets",43,244,69.3,287,1.176,244,97,147,39.8,58.4,0,1.2,0.01,1.2,39.8,7,6,1,85.7,237,91,146,38.4,0.97
122,7,"Chet Holmgren","Oklahoma City Thunder",38,134,69.1,157,1.172,134,54,80,40.3,58.6,0,0,0,0,40.3,11,5,6,45.5,123,49,74,39.8,0.92
123,5,"Gary Trent Jr.","Milwaukee Bucks",39,164,66.4,192,1.171,163,63,100,38.7,58,0,1.2,0.02,1.2,39,0,0,0,,163,63,100,38.7,1
124,14,"Ja'Kobe Walter","Toronto Raptors",37,113,90.4,132,1.168,113,44,69,38.9,58.4,0,0,0,0,38.9,0,0,0,,113,44,69,38.9,1
124,0,"Anthony Black","Orlando Magic",42,125,50.4,146,1.168,125,49,76,39.2,58.4,0,0,0,0,39.2,3,1,2,33.3,122,48,74,39.3,0.98
126,12,"Trendon Watford","Philadelphia 76ers",21,18,81.8,21,1.167,18,7,11,38.9,58.3,0,0,0,0,38.9,0,0,0,,18,7,11,38.9,1
126,0,"Jordan McLaughlin","San Antonio Spurs",18,18,94.7,21,1.167,18,7,11,38.9,58.3,0,0,0,0,38.9,0,0,0,,18,7,11,38.9,1
126,1,"Cam Whitmore","Washington Wizards",21,18,26.1,21,1.167,18,7,11,38.9,58.3,0,0,0,0,38.9,0,0,0,,18,7,11,38.9,1
129,0,"Donte DiVincenzo","Minnesota Timberwolves",44,298,79.7,347,1.164,298,116,182,38.9,58.2,0,0,0,0,38.9,1,1,0,100,297,115,182,38.7,1
130,3,"Josh Giddey","Chicago Bulls",30,111,63.8,129,1.162,111,43,68,38.7,58.1,0,0,0,0,38.7,2,0,2,0,109,43,66,39.4,0.98
131,7,"Dalen Terry","Chicago Bulls",28,31,88.6,36,1.161,31,12,19,38.7,58.1,0,0,0,0,38.7,0,0,0,,31,12,19,38.7,1
131,61,"Pat Spencer","Golden State Warriors",30,31,35.6,36,1.161,31,12,19,38.7,58.1,0,0,0,0,38.7,0,0,0,,31,12,19,38.7,1
131,7,"Buddy Hield","Golden State Warriors",38,124,69.7,144,1.161,124,48,76,38.7,58.1,0,0,0,0,38.7,1,0,1,0,123,48,75,39,0.99
131,12,"Tre Johnson","Washington Wizards",35,118,45.9,137,1.161,118,46,72,39,58.1,0,0,0,0,39,2,1,1,50,116,45,71,38.8,0.98
135,2,"Brandin Podziemski","Golden State Warriors",45,131,48.5,152,1.16,131,51,80,38.9,58,0,0,0,0,38.9,1,1,0,100,130,50,80,38.5,0.99
136,5,"Jarace Walker","Indiana Pacers",44,139,61.8,161,1.158,139,54,85,38.8,57.9,0,0,0,0,38.8,1,1,0,100,138,53,85,38.4,0.99
136,5,"Paolo Banchero","Orlando Magic",32,76,35.5,88,1.158,76,30,46,39.5,57.9,0,0,0,0,39.5,3,2,1,66.7,73,28,45,38.4,0.96
138,77,"VJ Edgecombe","Philadelphia 76ers",38,162,54.5,187,1.154,162,62,100,38.3,57.4,0,0.6,0.01,0.6,38.3,1,0,1,0,161,62,99,38.5,0.99
138,21,"Pat Connaughton","Charlotte Hornets",20,26,92.9,30,1.154,26,10,16,38.5,57.7,0,0,0,0,38.5,0,0,0,,26,10,16,38.5,1
138,24,"Devin Vassell","San Antonio Spurs",33,208,58.3,240,1.154,207,80,127,38.6,56.5,0,2.4,0.03,2.4,38.9,11,6,5,54.5,196,74,122,37.8,0.95
141,30,"Sam Hauser","Boston Celtics",41,216,76.1,249,1.153,216,83,133,38.4,57.6,0,0,0,0,38.4,0,0,0,,216,83,133,38.4,1
142,8,"Kris Dunn","Los Angeles Clippers",43,125,91.9,144,1.152,125,48,77,38.4,57.6,0,0,0,0,38.4,1,0,1,0,124,48,76,38.7,0.99
143,4,"Kobe Sanders","Los Angeles Clippers",35,86,65.6,99,1.151,86,33,53,38.4,57.6,0,0,0,0,38.4,1,0,1,0,85,33,52,38.8,0.99
143,8,"Jaren Jackson Jr.","Memphis Grizzlies",39,159,87.4,183,1.151,159,61,98,38.4,57.5,0,0.6,0.01,0.6,38.4,0,0,0,,159,61,98,38.4,1
145,30,"Julian Champagnie","San Antonio Spurs",45,276,89.9,317,1.149,274,102,172,37.2,55.8,0,2.9,0.05,2.9,37.7,0,0,0,,274,102,172,37.2,1
146,2,"Danny Wolf","Brooklyn Nets",27,76,80,87,1.145,76,29,47,38.2,57.2,0,0,0,0,38.2,0,0,0,,76,29,47,38.2,1
146,9,"Kelly Oubre Jr.","Philadelphia 76ers",20,83,68.6,95,1.145,83,32,51,38.6,57.2,0,0,0,0,38.6,1,1,0,100,82,31,51,37.8,0.99
148,22,"Jordan Miller","Los Angeles Clippers",22,42,80.8,48,1.143,42,16,26,38.1,57.1,0,0,0,0,38.1,0,0,0,,42,16,26,38.1,1
149,24,"Brandon Miller","Charlotte Hornets",26,155,54,177,1.142,155,59,96,38.1,56.8,0,0.6,0.01,0.6,38.1,2,1,1,50,153,58,95,37.9,0.99
150,12,"Johnny Furphy","Indiana Pacers",26,50,92.6,57,1.14,50,19,31,38,57,0,0,0,0,38,0,0,0,,50,19,31,38,1
151,5,"Immanuel Quickley","Toronto Raptors",42,208,58.4,237,1.139,208,80,128,38.5,57,0,0,0,0,38.5,8,3,5,37.5,200,77,123,38.5,0.96
151,44,"Patrick Williams","Chicago Bulls",39,108,72,123,1.139,108,41,67,38,56.9,0,0,0,0,38,0,0,0,,108,41,67,38,1
153,14,"DaRon Holmes II","Denver Nuggets",11,29,96.7,33,1.138,29,11,18,37.9,56.9,0,0,0,0,37.9,0,0,0,,29,11,18,37.9,1
153,5,"Quentin Grimes","Philadelphia 76ers",40,160,61.3,182,1.138,160,60,100,37.5,56.3,0,1.3,0.01,1.3,37.5,0,0,0,,160,60,100,37.5,1
155,7,"Paul Reed","Detroit Pistons",31,22,81.5,25,1.136,22,9,13,40.9,56.8,0,0,0,0,40.9,3,2,1,66.7,19,7,12,36.8,0.86
155,54,"Sandro Mamukelashvili","Toronto Raptors",43,140,95.2,159,1.136,140,53,87,37.9,56.8,0,0,0,0,37.9,0,0,0,,140,53,87,37.9,1
157,10,"Mike Conley","Minnesota Timberwolves",38,74,62.7,84,1.135,74,28,46,37.8,56.8,0,0,0,0,37.8,0,0,0,,74,28,46,37.8,1
158,14,"Terance Mann","Brooklyn Nets",37,68,52.7,77,1.132,68,26,42,38.2,56.6,0,0,0,0,38.2,3,1,2,33.3,65,25,40,38.5,0.96
159,23,"Tristan da Silva","Orlando Magic",37,130,77.8,147,1.131,130,49,81,37.7,56.5,0,0,0,0,37.7,1,0,1,0,129,49,80,38,0.99
160,24,"Cam Thomas","Brooklyn Nets",18,31,19.9,35,1.129,30,11,19,36.7,55,0,3.2,0.1,3.2,38.7,0,0,0,,30,11,19,36.7,1
161,9,"RJ Barrett","Toronto Raptors",23,117,87.3,132,1.128,117,44,73,37.6,56.4,0,0,0,0,37.6,0,0,0,,117,44,73,37.6,1
