sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
31,3,"CJ McCollum","Portland Trail Blazers",91,341,31,430,1.261,341,145,196,42.5,63,0,0,0,0,42.5,19,5,14,26.3,322,140,182,43.5,0.94
32,6,"Alan Anderson","Washington Wizards",13,31,72.1,39,1.258,31,13,18,41.9,61.3,0,6.5,0.06,6.5,41.9,1,1,0,100,30,12,18,40,0.97
33,3,"Jose Calderon","New York Knicks",72,182,45.8,228,1.253,182,80,102,44,62.6,0,0,0,0,44,25,12,13,48,157,68,89,43.3,0.86
34,10,"Tim Frazier","New Orleans Pelicans",16,12,12.5,15,1.25,12,5,7,41.7,62.5,0,0,0,0,41.7,1,0,1,0,11,5,6,45.5,0.92
35,5,"J.J. Barea","Dallas Mavericks",78,122,28.8,152,1.246,122,52,70,42.6,62.3,0,0,0,0,42.6,6,4,2,66.7,116,48,68,41.4,0.95
36,4,"Brandon Rush","Golden State Warriors",86,154,72.6,191,1.24,154,65,89,42.2,62,0,0,0,0,42.2,7,4,3,57.1,147,61,86,41.5,0.95
36,11,"Klay Thompson","Golden State Warriors",104,859,66,1065,1.24,859,375,484,43.7,62,0,0,0,0,43.7,136,60,76,44.1,723,315,408,43.6,0.84
36,7,"Kyle Lowry","Toronto Raptors",97,359,36.8,445,1.24,358,149,209,41.6,61.7,0,0.6,0.01,0.6,41.8,12,5,7,41.7,346,144,202,41.6,0.97
39,52,"Maurice  Williams","Cleveland Cavaliers",54,81,29.5,100,1.235,81,36,45,44.4,61.7,0,0,0,0,44.4,14,8,6,57.1,67,28,39,41.8,0.83
40,25,"Reggie Bullock","Detroit Pistons",39,60,81.1,74,1.233,60,25,35,41.7,61.7,0,0,0,0,41.7,4,1,3,25,56,24,32,42.9,0.93
40,8,"Zach LaVine","Minnesota Timberwolves",82,176,29.2,217,1.233,176,75,101,42.6,61.6,0,0,0,0,42.6,17,8,9,47.1,159,67,92,42.1,0.9
42,25,"Chandler Parsons","Dallas Mavericks",61,224,61.7,276,1.232,222,93,129,41.9,60.6,0,1.3,0.03,1.3,42.4,28,10,18,35.7,194,83,111,42.8,0.87
43,23,"Allen Crabbe","Portland Trail Blazers",92,345,59.3,424,1.229,345,150,195,43.5,61.2,0,0.6,0.01,0.6,43.5,55,28,27,50.9,290,122,168,42.1,0.84
44,2,"Joe  Ingles","Utah Jazz",81,171,69.8,209,1.222,171,70,101,40.9,60.8,0,0.6,0.01,0.6,40.9,7,2,5,28.6,164,68,96,41.5,0.96
45,1,"Lance Stephenson","Los Angeles Clippers",43,37,40.2,45,1.216,37,15,22,40.5,60.8,0,0,0,0,40.5,0,0,0,,37,15,22,40.5,1
45,10,"Alec Burks","Utah Jazz",31,51,28,62,1.216,50,20,30,40,59,0,3.9,0.08,3.9,41.2,3,1,2,33.3,47,19,28,40.4,0.94
47,10,"Evan Fournier","Orlando Magic",79,327,61.2,397,1.214,327,137,190,41.9,60.7,0,0,0,0,41.9,28,14,14,50,299,123,176,41.1,0.91
48,12,"DJ Augustin","Denver Nuggets",28,47,33.1,57,1.213,47,19,28,40.4,60.6,0,0,0,0,40.4,2,0,2,0,45,19,26,42.2,0.96
49,26,"Kyle Korver","Atlanta Hawks",90,417,67,505,1.211,417,177,240,42.4,60.4,0.2,0.5,0,0.5,42.4,57,27,30,47.4,360,150,210,41.7,0.86
49,2,"Patrick Beverley","Houston Rockets",76,247,64.3,299,1.211,247,100,147,40.5,60.5,0,0,0,0,40.5,2,1,1,50,245,99,146,40.4,0.99
51,19,"Leandro Barbosa","Golden State Warriors",91,138,62.2,167,1.21,138,60,78,43.5,60.5,0,0,0,0,43.5,21,13,8,61.9,117,47,70,40.2,0.85
52,22,"Khris Middleton","Milwaukee Bucks",79,339,44.7,410,1.209,339,144,195,42.5,60.3,0,0.6,0.01,0.6,42.5,61,23,38,37.7,278,121,157,43.5,0.82
53,3,"Trey Burke","Utah Jazz",64,193,43.4,233,1.207,193,78,115,40.4,60.4,0,0,0,0,40.4,4,1,3,25,189,77,112,40.7,0.98
54,12,"Kirk Hinrich","Chicago Bulls",35,34,44.2,41,1.206,34,14,20,41.2,60.3,0,0,0,0,41.2,1,1,0,100,33,13,20,39.4,0.97
55,8,"Nemanja Bjelica","Minnesota Timberwolves",60,110,79.7,132,1.2,110,44,66,40,60,0,0,0,0,40,3,0,3,0,107,44,63,41.1,0.97
55,0,"Aaron Brooks","Chicago Bulls",69,85,33.6,102,1.2,85,34,51,40,60,0,0,0,0,40,2,0,2,0,83,34,49,41,0.98
57,11,"Doug  McDermott","Chicago Bulls",81,266,73.9,319,1.199,266,107,159,40.2,59.4,0,1.1,0.01,1.1,40.2,25,5,20,20,241,102,139,42.3,0.91
58,25,"Raul Neto","Utah Jazz",81,133,50.8,159,1.195,133,54,79,40.6,59.4,0,0.8,0.01,0.8,40.6,5,4,1,80,128,50,78,39.1,0.96
59,13,"Shabazz Napier","Orlando Magic",55,57,36.3,68,1.193,57,23,34,40.4,59.6,0,0,0,0,40.4,3,1,2,33.3,54,22,32,40.7,0.95
60,13,"James Harden","Houston Rockets",87,268,26.5,319,1.19,268,107,161,39.9,59.3,0,0.4,0,0.4,39.9,9,3,6,33.3,259,104,155,40.2,0.97
60,0,"Damian Lillard","Portland Trail Blazers",86,274,26.1,326,1.19,274,111,163,40.5,59.3,0,0.4,0,0.4,40.5,24,8,16,33.3,250,103,147,41.2,0.91
60,44,"Nikola Mirotic","Chicago Bulls",66,332,80.2,395,1.19,332,134,198,40.4,59.5,0,0,0,0,40.4,23,7,16,30.4,309,127,182,41.1,0.93
63,23,"Kevin Martin","San Antonio Spurs",21,37,52.1,44,1.189,37,15,22,40.5,59.5,0,0,0,0,40.5,3,1,2,33.3,34,14,20,41.2,0.92
64,15,"Donald Sloan","Brooklyn Nets",61,85,49.7,101,1.188,85,34,51,40,58.8,0,1.2,0.01,1.2,40,10,2,8,20,75,32,43,42.7,0.88
65,18,"Omri Casspi","Sacramento Kings",69,220,77.2,261,1.186,220,87,133,39.5,59.3,0,0,0,0,39.5,1,0,1,0,219,87,132,39.7,1
66,8,"Luke Babbitt","New Orleans Pelicans",47,108,66.7,128,1.185,108,45,63,41.7,59.3,0,0,0,0,41.7,10,7,3,70,98,38,60,38.8,0.91
66,7,"Darren Collison","Sacramento Kings",74,162,35.4,192,1.185,162,65,97,40.1,59.3,0,0,0,0,40.1,13,3,10,23.1,149,62,87,41.6,0.92
68,41,"Kelly Olynyk","Boston Celtics",73,212,72.1,250,1.179,211,85,126,40.3,58.5,0,0.5,0.01,0.5,40.6,22,8,14,36.4,189,77,112,40.7,0.9
69,23,"Wesley Matthews","Dallas Mavericks",83,431,63.7,507,1.176,430,171,259,39.8,58.7,0,0.2,0,0.2,39.9,16,8,8,50,414,163,251,39.4,0.96
70,24,"Norman Powell","Toronto Raptors",67,103,58.5,121,1.175,102,40,62,39.2,58.3,0,1,0.03,1,39.8,9,1,8,11.1,93,39,54,41.9,0.91
71,8,"Patty Mills","San Antonio Spurs",91,281,50.8,328,1.167,281,110,171,39.1,58,0,1.4,0.01,1.4,39.1,16,4,12,25,265,106,159,40,0.94
71,19,"Beno Udrih","Memphis Grizzlies",8,12,37.5,14,1.167,12,5,7,41.7,58.3,0,0,0,0,41.7,4,1,3,25,8,4,4,50,0.67
71,2,"Marvin  Williams","Charlotte Hornets",88,456,91.2,532,1.167,456,186,270,40.8,58.2,0,0.2,0,0.2,40.8,67,27,40,40.3,389,159,230,40.9,0.85
74,9,"Andre Iguodala","Golden State Warriors",89,187,58.3,217,1.16,186,73,113,39.2,57.8,0,1.1,0.02,1.1,39.6,15,4,11,26.7,171,69,102,40.4,0.92
75,8,"Jeff Green","Los Angeles Clippers",33,82,64.1,95,1.159,82,33,49,40.2,57.9,0,0,0,0,40.2,10,4,6,40,72,29,43,40.3,0.88
76,1,"Courtney Lee","Charlotte Hornets",35,101,56.7,117,1.158,101,41,60,40.6,57.4,0,1,0.01,1,40.6,17,7,10,41.2,84,34,50,40.5,0.83
77,1,"Jared Dudley","Washington Wizards",81,356,88.6,412,1.157,355,155,200,43.7,57.6,0,0.3,0.01,0.3,43.8,120,56,64,46.7,235,99,136,42.1,0.66
78,35,"Mirza Teletovic","Phoenix Suns",79,454,82.7,524,1.154,453,178,275,39.3,57.5,0,0.2,0.01,0.2,39.4,31,13,18,41.9,422,165,257,39.1,0.93
79,23,"Draymond Green","Golden State Warriors",104,348,88.1,401,1.152,348,135,213,38.8,57.6,0,0,0,0,38.8,14,4,10,28.6,334,131,203,39.2,0.96
79,24,"Richard Jefferson","Cleveland Cavaliers",95,198,79.2,228,1.152,198,78,120,39.4,57.6,0,0,0,0,39.4,10,6,4,60,188,72,116,38.3,0.95
81,7,"Joe Johnson","Brooklyn Nets",57,188,48.1,216,1.149,188,73,115,38.8,57.4,0,0,0,0,38.8,10,3,7,30,178,70,108,39.3,0.95
82,8,"Danilo Gallinari","Denver Nuggets",53,209,49.3,240,1.148,209,84,125,40.2,57.4,0,0,0,0,40.2,36,12,24,33.3,173,72,101,41.6,0.83
82,5,"Rodney Hood","Utah Jazz",81,298,42.3,342,1.148,298,115,183,38.6,57.4,0,0,0,0,38.6,6,3,3,50,292,112,180,38.4,0.98
84,31,"Terrence Ross","Toronto Raptors",93,387,62.4,444,1.147,387,153,234,39.5,57.1,0,0.5,0.01,0.5,39.5,46,17,29,37,341,136,205,39.9,0.88
85,8,"Channing Frye","Orlando Magic",44,140,94.6,160,1.143,140,56,84,40,57.1,0,0,0,0,40,20,8,12,40,120,48,72,40,0.86
86,15,"Vince Carter","Memphis Grizzlies",64,169,67.3,193,1.142,169,67,102,39.6,57.1,0,0,0,0,39.6,16,8,8,50,153,59,94,38.6,0.91
87,8,"Shelvin Mack","Utah Jazz",28,50,32.9,57,1.14,50,19,31,38,57,0,0,0,0,38,0,0,0,,50,19,31,38,1
88,11,"Meyers Leonard","Portland Trail Blazers",61,276,88.2,314,1.138,276,114,162,41.3,56.9,0,0,0,0,41.3,53,28,25,52.8,223,86,137,38.6,0.81
89,13,"Quincy Acy","Sacramento Kings",59,73,85.9,83,1.137,73,32,41,43.8,56.2,0,1.4,0.01,1.4,43.8,26,14,12,53.8,47,18,29,38.3,0.64
89,35,"Kevin Durant","Oklahoma City Thunder",91,438,38.7,498,1.137,436,181,255,41.5,56.4,0,0.5,0.01,0.5,41.8,101,51,50,50.5,335,130,205,38.8,0.77
89,34,"Mike Dunleavy","Chicago Bulls",31,95,77.9,108,1.137,95,36,59,37.9,56.8,0,0,0,0,37.9,7,0,7,0,88,36,52,40.9,0.93
92,11,"Mike Conley","Memphis Grizzlies",56,127,34.9,144,1.134,127,50,77,39.4,56.3,0,0.8,0.01,0.8,39.4,12,7,5,58.3,115,43,72,37.4,0.91
93,2,"Kyrie Irving","Cleveland Cavaliers",74,181,23.1,205,1.133,181,71,110,39.2,56.6,0,0,0,0,39.2,21,8,13,38.1,160,63,97,39.4,0.88
94,13,"Paul George","Indiana Pacers",88,462,40.5,523,1.132,462,183,279,39.6,56.4,0,0.6,0.01,0.6,39.6,66,28,38,42.4,396,155,241,39.1,0.86
94,3,"Dion Waiters","Oklahoma City Thunder",96,250,48,283,1.132,250,98,152,39.2,56.6,0,0,0,0,39.2,24,11,13,45.8,226,87,139,38.5,0.9
96,2,"Anthony Morrow","Oklahoma City Thunder",82,204,67.8,230,1.127,203,79,124,38.9,56.4,0,0.5,0.01,0.5,39.2,12,8,4,66.7,191,71,120,37.2,0.94
97,1,"Trevor Ariza","Houston Rockets",86,444,70.6,500,1.126,443,167,276,37.7,56.1,0,0.2,0.01,0.2,37.8,7,4,3,57.1,436,163,273,37.4,0.98
97,32,"Mike Scott","Atlanta Hawks",85,199,93.4,224,1.126,199,78,121,39.2,56.3,0,0,0,0,39.2,29,10,19,34.5,170,68,102,40,0.85
99,7,"Isaiah Canaan","Philadelphia 76ers",77,304,55.8,342,1.125,304,113,191,37.2,55.8,0,1,0.01,1,37.2,5,0,5,0,299,113,186,37.8,0.98
99,44,"Bojan  Bogdanovic","Brooklyn Nets",79,305,67.8,343,1.125,305,118,187,38.7,56.2,0,0,0,0,38.7,20,11,9,55,285,107,178,37.5,0.93
101,44,"Solomon Hill","Indiana Pacers",66,97,76.4,109,1.124,97,37,60,38.1,56.2,0,0,0,0,38.1,7,2,5,28.6,90,35,55,38.9,0.93
102,25,"Austin Rivers","Los Angeles Clippers",73,138,49.1,155,1.123,138,52,86,37.7,56.2,0,0,0,0,37.7,2,1,1,50,136,51,85,37.5,0.99
103,13,"Marcus Morris","Detroit Pistons",84,286,43.1,321,1.122,286,109,177,38.1,55.8,0,0.7,0.01,0.7,38.1,31,8,23,25.8,255,101,154,39.6,0.89
104,31,"Hollis Thompson","Philadelphia 76ers",77,413,80.2,462,1.119,412,159,253,38.6,55.7,0,0.7,0.01,0.7,38.7,42,18,24,42.9,370,141,229,38.1,0.9
105,22,"Brian  Roberts","Charlotte Hornets",30,17,23,19,1.118,17,7,10,41.2,55.9,0,0,0,0,41.2,3,2,1,66.7,14,5,9,35.7,0.82
106,14,"Ronnie Price","Phoenix Suns",62,145,59.7,162,1.117,145,54,91,37.2,55.9,0,0,0,0,37.2,4,0,4,0,141,54,87,38.3,0.97
107,5,"Ray McCallum","Memphis Grizzlies",10,26,44.1,29,1.115,26,10,16,38.5,55.8,0,0,0,0,38.5,4,1,3,25,22,9,13,40.9,0.85
107,33,"Robert Covington","Philadelphia 76ers",67,426,83,475,1.115,426,159,267,37.3,55.6,0,0.2,0,0.2,37.3,8,3,5,37.5,418,156,262,37.3,0.98
109,2,"Joe Johnson","Miami Heat",38,105,45.5,117,1.114,105,39,66,37.1,55.7,0,0,0,0,37.1,3,0,3,0,102,39,63,38.2,0.97
110,2,"John Wall","Washington Wizards",77,192,22.3,213,1.109,192,71,121,37,55.5,0,0,0,0,37,2,0,2,0,190,71,119,37.4,0.99
110,8,"Jonas Jerebko","Boston Celtics",84,147,83.1,163,1.109,146,56,90,38.4,55.5,0,0.7,0.02,0.7,38.8,18,6,12,33.3,128,50,78,39.1,0.88
112,11,"Jamal Crawford","Los Angeles Clippers",85,223,27.8,247,1.108,223,83,140,37.2,54.5,0,2.2,0.02,2.2,37.2,19,6,13,31.6,204,77,127,37.7,0.91
113,16,"Kostas Papanikolaou","Denver Nuggets",26,28,71.8,31,1.107,28,11,17,39.3,55.4,0,0,0,0,39.3,4,2,2,50,24,9,15,37.5,0.86
113,5,"DeMarre Carroll","Toronto Raptors",46,178,76.4,197,1.107,178,66,112,37.1,55.3,0,0,0,0,37.1,3,1,2,33.3,175,65,110,37.1,0.98
115,1,"Devin Booker","Phoenix Suns",76,245,44.2,271,1.106,245,99,146,40.4,55.1,0,0.4,0,0.4,40.4,62,27,35,43.5,183,72,111,39.3,0.75
116,8,"Al Farouq Aminu","Portland Trail Blazers",93,415,79.3,458,1.104,415,157,258,37.8,55.2,0,0,0,0,37.8,24,13,11,54.2,391,144,247,36.8,0.94
117,8,"Tyler Johnson","Miami Heat",41,97,67.4,107,1.103,97,39,58,40.2,55.2,0,0,0,0,40.2,23,10,13,43.5,74,29,45,39.2,0.76
118,7,"Ersan Ilyasova","Orlando Magic",22,49,68.1,54,1.102,49,19,30,38.8,54.1,0,2,0.02,2,38.8,13,4,9,30.8,36,15,21,41.7,0.73
118,0,"Kevin Love","Cleveland Cavaliers",97,569,82.8,627,1.102,569,219,350,38.5,54.9,0,0.4,0,0.4,38.5,65,32,33,49.2,504,187,317,37.1,0.89
120,15,"Nikola Jokic","Denver Nuggets",80,99,72.3,109,1.101,99,41,58,41.4,55.1,0,0,0,0,41.4,27,14,13,51.9,72,27,45,37.5,0.73
121,22,"Otto Porter Jr.","Washington Wizards",75,341,72.1,375,1.1,340,140,200,41.2,54.9,0,0.3,0.01,0.3,41.3,90,47,43,52.2,250,93,157,37.2,0.74
122,3,"Bradley Beal","Washington Wizards",55,212,41.5,233,1.099,212,81,131,38.2,54.7,0,0.5,0,0.5,38.2,31,11,20,35.5,181,70,111,38.7,0.85
123,11,"Jrue Holiday","New Orleans Pelicans",65,72,13.7,79,1.097,72,28,44,38.9,54.9,0,0,0,0,38.9,9,5,4,55.6,63,23,40,36.5,0.88
123,1,"Ish Smith","Philadelphia 76ers",50,62,15.9,68,1.097,62,23,39,37.1,54.8,0,0,0,0,37.1,3,1,2,33.3,59,22,37,37.3,0.95
125,33,"Ryan Anderson","New Orleans Pelicans",66,334,61.4,366,1.096,334,125,209,37.4,54.8,0,0,0,0,37.4,23,9,14,39.1,311,116,195,37.3,0.93
126,42,"Lance Thomas","New York Knicks",59,128,59,140,1.094,128,50,78,39.1,54.7,0,0,0,0,39.1,30,10,20,33.3,98,40,58,40.8,0.77
127,1,"DAngelo  Russell","Los Angeles Lakers",80,238,37.1,260,1.092,238,89,149,37.4,54.6,0,0,0,0,37.4,15,7,8,46.7,223,82,141,36.8,0.94
127,1,"James Jones","Cleveland Cavaliers",60,109,75.7,119,1.092,109,40,69,36.7,53.7,0,1.8,0.02,1.8,36.7,9,3,6,33.3,100,37,63,37,0.92
129,14,"Gary Harris","Denver Nuggets",76,279,68,304,1.09,279,103,176,36.9,54.3,0,0.4,0,0.4,36.9,16,6,10,37.5,263,97,166,36.9,0.94
130,21,"Ian Clark","Golden State Warriors",82,68,51.1,74,1.088,68,25,43,36.8,54.4,0,0,0,0,36.8,3,1,2,33.3,65,24,41,36.9,0.96
131,1,"Tyreke Evans","New Orleans Pelicans",25,46,35.7,50,1.087,46,17,29,37,54.3,0,0,0,0,37,4,1,3,25,42,16,26,38.1,0.91
132,11,"Brandon Knight","Phoenix Suns",52,162,27.9,176,1.086,162,59,103,36.4,54.3,0,0,0,0,36.4,14,1,13,7.1,148,58,90,39.2,0.91
132,14,"Danny Green","San Antonio Spurs",89,382,77.3,415,1.086,381,141,240,37,54.1,0,0.8,0.01,0.8,37.2,35,11,24,31.4,346,130,216,37.6,0.91
132,40,"Harrison Barnes","Golden State Warriors",90,337,68.5,366,1.086,337,130,207,38.6,54.3,0,0,0,0,38.6,52,24,28,46.2,285,106,179,37.2,0.85
135,10,"Damjan Rudez","Minnesota Timberwolves",33,47,94,51,1.085,47,17,30,36.2,54.3,0,0,0,0,36.2,0,0,0,,47,17,30,36.2,1
136,1,"Reggie Jackson","Detroit Pistons",83,131,20.8,142,1.084,131,48,83,36.6,54.2,0,0,0,0,36.6,6,2,4,33.3,125,46,79,36.8,0.95
136,8,"Deron Williams","Dallas Mavericks",68,227,47.4,246,1.084,227,88,139,38.8,54,0,0.4,0,0.4,38.8,41,19,22,46.3,186,69,117,37.1,0.82
138,14,"Xavier Munford","Memphis Grizzlies",18,24,43.6,26,1.083,24,9,15,37.5,54.2,0,0,0,0,37.5,1,1,0,100,23,8,15,34.8,0.96
138,10,"Marcus Thornton","Houston Rockets",47,169,55,183,1.083,169,62,107,36.7,54.1,0,0,0,0,36.7,6,3,3,50,163,59,104,36.2,0.96
140,0,"CJ Miles","Indiana Pacers",71,355,69.5,384,1.082,354,129,225,36.4,53.5,0,1.4,0.02,1.4,36.6,22,8,14,36.4,332,121,211,36.4,0.94
140,5,"Kendall Marshall","Philadelphia 76ers",30,49,59,53,1.082,49,19,30,38.8,54.1,0,0,0,0,38.8,5,4,1,80,44,15,29,34.1,0.9
142,14,"Gary Neal","Washington Wizards",40,86,35.2,93,1.081,86,33,53,38.4,54.1,0,0,0,0,38.4,16,6,10,37.5,70,27,43,38.6,0.81
142,20,"Gordon Hayward","Utah Jazz",80,333,42.9,360,1.081,333,124,209,37.2,53.9,0,0.3,0,0.3,37.2,32,13,19,40.6,301,111,190,36.9,0.9
144,11,"Nik Stauskas","Philadelphia 76ers",73,239,62.4,258,1.079,238,85,153,35.7,53.6,0,0.4,0.01,0.4,36,2,0,2,0,236,85,151,36,0.99
144,23,"Kevin Martin","Minnesota Timberwolves",39,114,50.2,123,1.079,113,43,70,38.1,52.7,0,1.8,0.04,1.8,38.6,32,10,22,31.3,81,33,48,40.7,0.72
146,4,"Nick Collison","Oklahoma City Thunder",68,13,72.2,14,1.077,13,7,6,53.8,53.8,0,0,0,0,53.8,11,7,4,63.6,2,0,2,0,0.15
147,34,"Tobias Harris","Detroit Pistons",31,105,59,113,1.076,105,39,66,37.1,53.8,0,0,0,0,37.1,8,4,4,50,97,35,62,36.1,0.92
148,4,"Isaiah Thomas","Boston Celtics",88,281,36,302,1.075,281,102,179,36.3,53.7,0,0.4,0,0.4,36.3,18,4,14,22.2,263,98,165,37.3,0.94
149,41,"Trey Lyles","Utah Jazz",80,164,71.6,176,1.073,164,64,100,39,53.7,0,0,0,0,39,41,16,25,39,123,48,75,39,0.75
150,30,"CJ Wilcox","Los Angeles Clippers",25,28,54.9,30,1.071,28,11,17,39.3,53.6,0,0,0,0,39.3,8,3,5,37.5,20,8,12,40,0.71
151,31,"Jason Terry","Houston Rockets",77,259,75.5,277,1.069,259,95,164,36.7,53.3,0,0.4,0,0.4,36.7,17,9,8,52.9,242,86,156,35.5,0.93
151,23,"Louis Williams","Los Angeles Lakers",67,159,31.7,170,1.069,158,57,101,36.1,53.2,0,0.6,0.01,0.6,36.5,10,3,7,30,148,54,94,36.5,0.94
153,34,"Devin Harris","Dallas Mavericks",69,148,66.7,158,1.068,148,54,94,36.5,53.4,0,0,0,0,36.5,5,4,1,80,143,50,93,35,0.97
154,5,"Courtney Lee","Memphis Grizzlies",51,164,57.3,175,1.067,164,63,101,38.4,53.4,0,0,0,0,38.4,35,14,21,40,129,49,80,38,0.79
155,24,"Kent  Bazemore","Atlanta Hawks",85,295,64.7,314,1.064,295,107,188,36.3,53.2,0,0,0,0,36.3,18,7,11,38.9,277,100,177,36.1,0.94
155,40,"Glenn Robinson III","Indiana Pacers",49,47,55.3,50,1.064,47,18,29,38.3,53.2,0,0,0,0,38.3,12,4,8,33.3,35,14,21,40,0.74
