sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
86,5,"Caron Butler","Los Angeles Clippers",84,368,62.6,421,1.144,368,146,222,39.7,56.9,0,0.8,0.01,0.8,39.7,53,19,34,35.8,315,127,188,40.3,0.86
87,12,"Leandro Barbosa","Boston Celtics",41,42,54.5,48,1.143,42,16,26,38.1,57.1,0,0,0,0,38.1,2,0,2,0,40,16,24,40,0.95
88,8,"Patty Mills","San Antonio Spurs",67,155,79.1,177,1.142,155,63,92,40.6,57.1,0,0,0,0,40.6,25,12,13,48,130,51,79,39.2,0.84
89,11,"Jamal Crawford","Los Angeles Clippers",82,388,47.5,442,1.139,388,154,234,39.7,56.2,0,1.8,0.02,1.8,39.7,60,26,34,43.3,328,128,200,39,0.85
90,11,"Mike Conley","Memphis Grizzlies",95,270,47.1,307,1.137,270,105,165,38.9,56.7,0,0.4,0,0.4,38.9,16,9,7,56.3,254,96,158,37.8,0.94
91,3,"George Hill","Indiana Pacers",94,322,45.7,365,1.134,322,123,199,38.2,56.4,0,0.6,0.01,0.6,38.2,16,6,10,37.5,306,117,189,38.2,0.95
92,7,"Jannero Pargo","Atlanta Hawks",7,15,41.7,17,1.133,15,6,9,40,56.7,0,0,0,0,40,3,1,2,33.3,12,5,7,41.7,0.8
92,92,"Deshawn Stevenson","Atlanta Hawks",60,211,86.5,239,1.133,211,81,130,38.4,56.6,0,0,0,0,38.4,8,4,4,50,203,77,126,37.9,0.96
94,22,"Charles Jenkins","Golden State Warriors",47,38,57.6,43,1.132,38,21,17,55.3,56.6,0,0,0,0,55.3,36,20,16,55.6,2,1,1,50,0.05
95,36,"Omri Casspi","Cleveland Cavaliers",43,61,58.7,69,1.131,61,24,37,39.3,56.6,0,0,0,0,39.3,4,3,1,75,57,21,36,36.8,0.93
95,4,"Dorell Wright","Philadelphia 76ers",79,328,70.4,371,1.131,327,123,204,37.6,56.1,0,0.6,0.01,0.6,37.8,13,2,11,15.4,314,121,193,38.5,0.96
97,8,"Deron Williams","Brooklyn Nets",85,403,50.9,455,1.129,402,162,240,40.3,55.7,0,1.5,0.02,1.5,40.4,89,38,51,42.7,313,124,189,39.6,0.78
98,20,"Gordon Hayward","Utah Jazz",73,322,65.1,363,1.127,322,135,187,41.9,56.4,0,0,0,0,41.9,113,42,71,37.2,209,93,116,44.5,0.65
99,3,"Bradley Beal","Washington Wizards",56,269,55.5,303,1.126,269,111,158,41.3,56.3,0,0,0,0,41.3,75,30,45,40,194,81,113,41.8,0.72
99,11,"Courtney Lee","Boston Celtics",82,190,57.2,214,1.126,190,78,112,41.1,56.3,0,0,0,0,41.1,46,20,26,43.5,144,58,86,40.3,0.76
101,3,"Jared Dudley","Phoenix Suns",79,393,79.9,442,1.125,391,165,226,42.2,55.6,0,0.8,0.02,0.5,42.7,129,60,69,46.5,262,105,157,40.1,0.67
102,8,"JR Smith","New York Knicks",91,398,39.4,447,1.123,398,156,242,39.2,56,0,0.3,0,0.3,39.2,39,22,17,56.4,359,134,225,37.3,0.9
102,9,"Tony Parker","San Antonio Spurs",87,114,17.8,128,1.123,114,49,65,43,56.1,0,0,0,0,43,36,19,17,52.8,78,30,48,38.5,0.68
104,40,"Harrison Barnes","Golden State Warriors",93,177,48,198,1.119,177,68,109,38.4,55.9,0,0,0,0,38.4,10,6,4,60,167,62,105,37.1,0.94
104,7,"Jimmer Fredette","Sacramento Kings",69,118,45.2,132,1.119,118,46,72,39,55.9,0,0,0,0,39,18,6,12,33.3,100,40,60,40,0.85
104,0,"Damian Lillard","Portland Trail Blazers",82,253,29.9,283,1.119,253,99,154,39.1,55.9,0,0,0,0,39.1,35,14,21,40,218,85,133,39,0.86
107,23,"Marcus Thornton","Sacramento Kings",72,326,62,364,1.117,326,124,202,38,55.4,0,0.6,0.01,0.3,38.3,30,11,19,36.7,296,113,183,38.2,0.91
108,15,"Jordan Crawford","Washington Wizards",44,121,32.7,135,1.116,121,48,73,39.7,55.8,0,0,0,0,39.7,19,9,10,47.4,102,39,63,38.2,0.84
108,8,"Ben Gordon","Charlotte Hornets",75,268,50.9,299,1.116,268,107,161,39.9,55.4,0,1.1,0.01,1.1,39.9,66,24,42,36.4,202,83,119,41.1,0.75
110,2,"Kawhi Leonard","San Antonio Spurs",89,244,62.7,272,1.115,244,93,151,38.1,55.7,0,0,0,0,38.1,24,7,17,29.2,220,86,134,39.1,0.9
111,9,"Rashard Lewis","Miami Heat",68,141,75.8,157,1.113,141,54,87,38.3,55.7,0,0.7,0.01,0.7,38.3,13,5,8,38.5,128,49,79,38.3,0.91
111,22,"Brian Roberts","New Orleans Pelicans",78,97,28.9,108,1.113,97,40,57,41.2,55.7,0,0,0,0,41.2,31,12,19,38.7,66,28,38,42.4,0.68
113,2,"Marcus Morris","Houston Rockets",54,191,72.6,212,1.11,191,71,120,37.2,55.5,0,0,0,0,37.2,8,1,7,12.5,183,70,113,38.3,0.96
113,34,"Paul Pierce","Boston Celtics",83,428,54,475,1.11,427,165,262,38.6,54.9,0,0.9,0.01,0.9,38.8,57,26,31,45.6,370,139,231,37.6,0.87
115,25,"Chandler Parsons","Houston Rockets",82,402,74,446,1.109,402,151,251,37.6,55.5,0,0.2,0,0.2,37.6,26,7,19,26.9,376,144,232,38.3,0.94
115,13,"Paul George","Indiana Pacers",98,476,50.9,528,1.109,475,180,295,37.9,55.2,0,0.8,0.01,0.8,38,51,16,35,31.4,424,164,260,38.7,0.89
117,8,"Danilo Gallinari","Denver Nuggets",71,337,61.3,373,1.107,337,130,207,38.6,55.3,0,0.3,0,0.3,38.6,45,17,28,37.8,292,113,179,38.7,0.87
118,22,"Anthony Morrow","Atlanta Hawks",24,47,61,52,1.106,46,17,29,37,52.2,0,4.3,0.09,4.3,38.3,11,3,8,27.3,35,14,21,40,0.76
118,1,"Trevor Ariza","Washington Wizards",60,217,74.3,240,1.106,216,83,133,38.4,54.6,0,0.9,0.02,0.9,38.7,31,13,18,41.9,185,70,115,37.8,0.86
120,0,"Jeff Teague","Atlanta Hawks",86,172,38.1,190,1.105,172,65,107,37.8,55.2,0,0,0,0,37.8,10,5,5,50,162,60,102,37,0.94
121,10,"Eric Gordon","New Orleans Pelicans",42,115,36.6,127,1.104,115,43,72,37.4,55.2,0,0,0,0,37.4,5,2,3,40,110,41,69,37.3,0.96
122,21,"Jimmy Butler","Chicago Bulls",94,194,61.6,214,1.103,194,82,112,42.3,54.9,0,0.5,0.01,0.5,42.3,68,33,35,48.5,126,49,77,38.9,0.65
123,11,"James Anderson","San Antonio Spurs",10,10,71.4,11,1.1,10,4,6,40,55,0,0,0,0,40,2,1,1,50,8,3,5,37.5,0.8
124,7,"Joe Johnson","Brooklyn Nets",79,433,57.3,476,1.099,433,170,263,39.3,55,0,0,0,0,39.3,68,34,34,50,365,136,229,37.3,0.84
125,7,"Ersan Ilyasova","Milwaukee Bucks",77,400,81.1,439,1.098,399,172,227,43.1,54.8,0,0.3,0.01,0.3,43.3,182,79,103,43.4,217,93,124,42.9,0.54
126,13,"Luke Ridnour","Minnesota Timberwolves",82,256,43.2,280,1.094,256,116,140,45.3,54.7,0,0,0,0,45.3,114,68,46,59.6,142,48,94,33.8,0.55
127,37,"Metta World Peace","Los Angeles Lakers",78,330,61,360,1.091,330,123,207,37.3,54.5,0,0,0,0,37.3,15,9,6,60,315,114,201,36.2,0.95
127,6,"Eric Maynor","Oklahoma City Thunder",37,33,50,36,1.091,33,12,21,36.4,54.5,0,0,0,0,36.4,0,0,0,,33,12,21,36.4,1
127,20,"Cartier Martin","Washington Wizards",41,165,76.4,180,1.091,165,63,102,38.2,54.5,0,0,0,0,38.2,28,9,19,32.1,137,54,83,39.4,0.83
130,33,"Ryan Anderson","New Orleans Pelicans",81,582,77,633,1.088,582,220,362,37.8,54.4,0,0,0,0,37.8,70,27,43,38.6,512,193,319,37.7,0.88
131,54,"Patrick Patterson","Houston Rockets",47,207,88.8,225,1.087,207,95,112,45.9,54.3,0,0,0,0,45.9,113,60,53,53.1,94,35,59,37.2,0.45
132,32,"Tyreke Evans","Sacramento Kings",65,93,35.8,101,1.086,93,35,58,37.6,54.3,0,0,0,0,37.6,10,4,6,40,83,31,52,37.3,0.89
132,7,"Brandon Knight","Detroit Pistons",75,291,57.4,316,1.086,291,108,183,37.1,54.3,0,0,0,0,37.1,31,8,23,25.8,260,100,160,38.5,0.89
134,3,"Chris Paul","Los Angeles Clippers",76,82,13.5,89,1.085,82,32,50,39,54.3,0,0,0,0,39,9,7,2,77.8,73,25,48,34.2,0.89
135,12,"Will Bynum","Detroit Pistons",65,49,21.8,53,1.082,49,18,31,36.7,54.1,0,0,0,0,36.7,2,1,1,50,47,17,30,36.2,0.96
136,2,"Raymond Felton","New York Knicks",82,234,39.3,253,1.081,234,91,143,38.9,54.1,0,0,0,0,38.9,39,20,19,51.3,195,71,124,36.4,0.83
136,2,"John Wall","Washington Wizards",50,37,9,40,1.081,37,16,21,43.2,52.7,0,2.7,0.03,2.7,43.2,15,9,6,60,22,7,15,31.8,0.59
138,30,"Jon Leuer","Memphis Grizzlies",24,13,81.3,14,1.077,13,7,6,53.8,53.8,0,0,0,0,53.8,13,7,6,53.8,0,0,0,,0
139,33,"Mirza Teletovic","Brooklyn Nets",54,120,85.7,129,1.075,120,46,74,38.3,53.8,0,0,0,0,38.3,17,9,8,52.9,103,37,66,35.9,0.86
139,41,"Dirk Nowitzki","Dallas Mavericks",54,347,73.1,373,1.075,343,151,192,44,52.6,0,1.7,0.04,1.7,44.7,199,92,107,46.2,144,59,85,41,0.42
141,14,"Daequan Cook","Houston Rockets",17,27,52.9,29,1.074,27,11,16,40.7,53.7,0,0,0,0,40.7,8,4,4,50,19,7,12,36.8,0.7
142,7,"Jerryd Bayless","Memphis Grizzlies",95,260,46.4,279,1.073,260,98,162,37.7,53.3,0,0.4,0.01,0,38.1,49,17,32,34.7,211,81,130,38.4,0.81
143,30,"Norris Cole","Miami Heat",101,167,58.6,179,1.072,167,66,101,39.5,53.6,0,0,0,0,39.5,52,19,33,36.5,115,47,68,40.9,0.69
144,5,"JJ Redick","Milwaukee Bucks",32,144,56.5,154,1.069,143,53,90,37.1,52.4,0,2.1,0.03,2.1,37.5,23,9,14,39.1,120,44,76,36.7,0.84
145,27,"Jordan Crawford","Boston Celtics",32,59,41,63,1.068,58,21,37,36.2,53.4,0,1.7,0.03,1.7,37.3,6,1,5,16.7,52,20,32,38.5,0.9
146,22,"Isaiah Thomas","Sacramento Kings",79,195,44.5,208,1.067,195,71,124,36.4,53.1,0,0.5,0.01,0.5,36.4,15,6,9,40,180,65,115,36.1,0.92
146,12,"Evan Turner","Philadelphia 76ers",82,225,32.6,240,1.067,225,93,132,41.3,53.3,0,0,0,0,41.3,86,39,47,45.3,139,54,85,38.8,0.62
148,8,"Marco Belinelli","Chicago Bulls",85,289,61.9,308,1.066,289,114,175,39.4,53.3,0,0,0,0,39.4,84,34,50,40.5,205,80,125,39,0.71
149,44,"Jeff Taylor","Charlotte Hornets",77,161,70,171,1.062,160,59,101,36.9,52.5,0,0.6,0.02,0.6,37.3,19,9,10,47.4,141,50,91,35.5,0.88
150,4,"Antawn Jamison","Los Angeles Lakers",80,279,95.5,296,1.061,279,104,175,37.3,53,0,0.7,0.01,0.7,37.3,37,16,21,43.2,242,88,154,36.4,0.87
151,4,"Chris Johnson","Memphis Grizzlies",8,17,89.5,18,1.059,17,6,11,35.3,52.9,0,0,0,0,35.3,0,0,0,,17,6,11,35.3,1
151,44,"Richard Jefferson","Golden State Warriors",64,51,65.4,54,1.059,51,19,32,37.3,52,0,2,0.02,2,37.3,10,4,6,40,41,15,26,36.6,0.8
153,9,"Jae Crowder","Dallas Mavericks",78,178,65.2,188,1.056,178,65,113,36.5,52.5,0,1.1,0.01,1.1,36.5,16,8,8,50,162,57,105,35.2,0.91
154,14,"Jameer Nelson","Orlando Magic",56,174,32.7,183,1.052,174,62,112,35.6,52.6,0,0,0,0,35.6,7,3,4,42.9,167,59,108,35.3,0.96
155,35,"Chris Kaman","Dallas Mavericks",66,169,77.2,177,1.047,169,88,81,52.1,52.1,0,0.6,0.01,0.6,52.1,169,88,81,52.1,0,0,0,,0
155,12,"Kendall Marshall","Phoenix Suns",49,64,58.2,67,1.047,64,23,41,35.9,52.3,0,0,0,0,35.9,6,2,4,33.3,58,21,37,36.2,0.91
155,9,"Patrick Patterson","Sacramento Kings",24,86,85.1,90,1.047,86,37,49,43,52.3,0,0,0,0,43,50,21,29,42,36,16,20,44.4,0.42
