sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
23,4,"Josh McRoberts","Miami Heat",17,20,87,26,1.3,20,9,11,45,65,0,0,0,0,45,2,1,1,50,18,8,10,44.4,0.9
24,14,"Danny Green","San Antonio Spurs",88,432,71.1,561,1.299,432,190,242,44,64.8,0,0.2,0,0.2,44,22,10,12,45.5,410,180,230,43.9,0.95
25,21,"Kevin Garnett","Minnesota Timberwolves",5,17,70.8,22,1.294,17,11,6,64.7,64.7,0,0,0,0,64.7,16,11,5,68.8,1,0,1,0,0.06
26,3,"Jordan Adams","Memphis Grizzlies",35,24,48,31,1.292,24,11,13,45.8,64.6,0,0,0,0,45.8,2,2,0,100,22,9,13,40.9,0.92
27,21,"Ian Clark","Utah Jazz",23,21,67.7,27,1.286,21,9,12,42.9,64.3,0,0,0,0,42.9,0,0,0,,21,9,12,42.9,1
28,14,"DJ Augustin","Oklahoma City Thunder",28,57,47.5,73,1.281,57,25,32,43.9,64,0,0,0,0,43.9,2,2,0,100,55,23,32,41.8,0.96
29,0,"Aaron Brooks","Chicago Bulls",94,170,37.9,217,1.276,170,72,98,42.4,63.2,0,1.8,0.02,1.8,42.4,4,1,3,25,166,71,95,42.8,0.98
30,34,"Paul Pierce","Washington Wizards",83,374,66.5,474,1.267,372,160,212,43,62.9,0,1.3,0.02,1.3,43.3,27,12,15,44.4,345,148,197,42.9,0.93
30,10,"Alec Burks","Utah Jazz",27,45,28.7,57,1.267,44,18,26,40.9,61.4,0,2.2,0.07,2.2,42.2,2,0,2,0,42,18,24,42.9,0.95
32,9,"Damjan Rudez","Indiana Pacers",68,180,80,227,1.261,180,81,99,45,63.1,0,0,0,0,45,29,16,13,55.2,151,65,86,43,0.84
33,4,"JJ Redick","Los Angeles Clippers",92,579,61.7,724,1.25,577,261,316,45.2,62,0,1,0.02,1,45.4,145,68,77,46.9,432,193,239,44.7,0.75
33,1,"Alonzo Gee","Denver Nuggets",39,24,60,30,1.25,24,10,14,41.7,62.5,0,0,0,0,41.7,1,0,1,0,23,10,13,43.5,0.96
35,32,"CJ Watson","Indiana Pacers",57,133,44.5,166,1.248,133,57,76,42.9,62,0,0.8,0.01,0.8,42.9,13,6,7,46.2,120,51,69,42.5,0.9
36,24,"Richard Jefferson","Dallas Mavericks",78,153,73.2,190,1.242,153,65,88,42.5,62.1,0,0,0,0,42.5,12,5,7,41.7,141,60,81,42.6,0.92
37,4,"Isaiah  Thomas","Phoenix Suns",46,147,44,182,1.238,146,61,85,41.8,61.3,0,0.7,0.02,0.7,42.2,12,4,8,33.3,134,57,77,42.5,0.92
38,5,"J.J. Barea","Dallas Mavericks",82,89,29.1,110,1.236,89,38,51,42.7,61.8,0,0,0,0,42.7,5,4,1,80,84,34,50,40.5,0.94
39,11,"Klay Thompson","Golden State Warriors",98,605,53.2,746,1.233,604,264,340,43.7,61.6,0,0.5,0,0.5,43.8,113,48,65,42.5,491,216,275,44,0.81
39,34,"Mike Dunleavy","Chicago Bulls",75,339,78.5,418,1.233,339,149,190,44,61.5,0,0.3,0,0.3,44,56,30,26,53.6,283,119,164,42,0.83
41,12,"John Jenkins","Atlanta Hawks",28,56,64.4,69,1.232,56,24,32,42.9,60.7,0,1.8,0.02,1.8,42.9,8,4,4,50,48,20,28,41.7,0.86
42,8,"Deron Williams","Brooklyn Nets",74,216,44,266,1.231,216,95,121,44,61.6,0,0.5,0,0.5,44,37,19,18,51.4,179,76,103,42.5,0.83
42,21,"Greivis Vasquez","Toronto Raptors",86,264,57.4,325,1.231,264,109,155,41.3,61.6,0,0.4,0,0.4,41.3,4,2,2,50,260,107,153,41.2,0.98
42,20,"Quincy Pondexter","New Orleans Pelicans",49,156,71.6,192,1.231,156,65,91,41.7,61.5,0,0,0,0,41.7,7,3,4,42.9,149,62,87,41.6,0.96
45,13,"James Harden","Houston Rockets",98,255,25.2,313,1.227,255,104,151,40.8,61,0,0.8,0.01,0.8,40.8,4,1,3,25,251,103,148,41,0.98
46,8,"Zach LaVine","Minnesota Timberwolves",77,108,26.4,132,1.222,108,46,62,42.6,61.1,0,0,0,0,42.6,13,6,7,46.2,95,40,55,42.1,0.88
47,5,"Cory Joseph","San Antonio Spurs",83,60,33.3,73,1.217,60,29,31,48.3,60.8,0,0,0,0,48.3,24,14,10,58.3,36,15,21,41.7,0.6
48,25,"Kyle Singler","Detroit Pistons",54,190,70.9,231,1.216,190,79,111,41.6,60.8,0,0,0,0,41.6,16,6,10,37.5,174,73,101,42,0.92
49,5,"DeMarre Carroll","Atlanta Hawks",86,364,82,442,1.214,364,151,213,41.5,60.7,0,0,0,0,41.5,24,11,13,45.8,340,140,200,41.2,0.93
49,3,"Austin Daye","Atlanta Hawks",8,14,66.7,17,1.214,14,6,8,42.9,60.7,0,0,0,0,42.9,1,1,0,100,13,5,8,38.5,0.93
51,3,"CJ McCollum","Portland Trail Blazers",67,137,50.2,166,1.212,137,56,81,40.9,60.6,0,0,0,0,40.9,5,2,3,40,132,54,78,40.9,0.96
52,18,"Marco Belinelli","San Antonio Spurs",69,247,62.7,299,1.211,247,105,142,42.5,60.3,0,0.4,0,0.4,42.5,37,17,20,45.9,210,88,122,41.9,0.85
53,30,"Norris Cole","New Orleans Pelicans",32,73,39.2,88,1.205,73,31,42,42.5,60.3,0,0,0,0,42.5,8,5,3,62.5,65,26,39,40,0.89
54,20,"Gordon Hayward","Utah Jazz",76,266,37.8,318,1.195,266,111,155,41.7,59.8,0,0,0,0,41.7,40,15,25,37.5,226,96,130,42.5,0.85
54,25,"Reggie Bullock","Los Angeles Clippers",25,41,89.1,49,1.195,41,17,24,41.5,59.8,0,0,0,0,41.5,4,2,2,50,37,15,22,40.5,0.9
56,23,"Louis Williams","Toronto Raptors",84,181,25.7,215,1.188,180,72,108,40,58.3,0,2.8,0.04,2.8,40.3,13,6,7,46.2,167,66,101,39.5,0.93
57,20,"Manu Ginobili","San Antonio Spurs",77,198,57.9,234,1.182,198,80,118,40.4,59.1,0,0,0,0,40.4,10,6,4,60,188,74,114,39.4,0.95
57,42,"Shayne Whittington","Indiana Pacers",20,11,78.6,13,1.182,11,6,5,54.5,59.1,0,0,0,0,54.5,6,5,1,83.3,5,1,4,20,0.45
59,1,"Dorell Wright","Portland Trail Blazers",48,105,78.9,124,1.181,103,40,63,38.8,57.3,0,3.8,0.08,3.8,40,6,2,4,33.3,97,38,59,39.2,0.94
59,0,"Russell Westbrook","Oklahoma City Thunder",67,72,9.2,85,1.181,72,29,43,40.3,57.6,0,2.8,0.03,2.8,40.3,10,4,6,40,62,25,37,40.3,0.86
61,2,"Rodney  Stuckey","Indiana Pacers",71,139,32.7,164,1.18,139,62,77,44.6,59,0,0,0,0,44.6,41,22,19,53.7,98,40,58,40.8,0.71
62,11,"Brandon Knight","Milwaukee Bucks",52,163,35,192,1.178,163,65,98,39.9,58.9,0,0,0,0,39.9,12,3,9,25,151,62,89,41.1,0.93
63,7,"Brandon Jennings","Detroit Pistons",41,79,25.3,93,1.177,79,32,47,40.5,58.9,0,0,0,0,40.5,5,3,2,60,74,29,45,39.2,0.94
64,31,"Jason Terry","Houston Rockets",94,366,74.2,430,1.175,365,144,221,39.5,58.5,0,0.5,0.01,0.5,39.6,13,5,8,38.5,352,139,213,39.5,0.96
65,2,"Wesley Matthews","Portland Trail Blazers",60,350,67.6,411,1.174,350,138,212,39.4,58.6,0,0.3,0,0.3,39.4,5,4,1,80,345,134,211,38.8,0.99
66,3,"George Hill","Indiana Pacers",43,125,41,146,1.168,125,49,76,39.2,58,0,0.8,0.01,0.8,39.2,8,2,6,25,117,47,70,40.2,0.94
67,13,"Paul George","Indiana Pacers",6,18,48.6,21,1.167,18,7,11,38.9,58.3,0,0,0,0,38.9,3,0,3,0,15,7,8,46.7,0.83
67,22,"Tayshaun Prince","Detroit Pistons",23,66,59.5,77,1.167,66,33,33,50,58.3,0,0,0,0,50,41,22,19,53.7,25,11,14,44,0.38
67,1,"Sean Kilpatrick","Minnesota Timberwolves",4,12,85.7,14,1.167,12,5,7,41.7,58.3,0,0,0,0,41.7,1,1,0,100,11,4,7,36.4,0.92
70,5,"Courtney Lee","Memphis Grizzlies",88,308,58.8,359,1.166,308,130,178,42.2,58.3,0,0,0,0,42.2,64,31,33,48.4,244,99,145,40.6,0.79
71,9,"Jared Dudley","Milwaukee Bucks",78,286,81.7,333,1.164,286,126,160,44.1,58.2,0,0,0,0,44.1,80,45,35,56.3,206,81,125,39.3,0.72
71,11,"Jrue Holiday","New Orleans Pelicans",43,67,20.2,78,1.164,67,28,39,41.8,58.2,0,0,0,0,41.8,11,6,5,54.5,56,22,34,39.3,0.84
73,9,"Ramon Sessions","Washington Wizards",38,49,62,57,1.163,49,19,30,38.8,58.2,0,0,0,0,38.8,5,0,5,0,44,19,25,43.2,0.9
73,8,"Channing Frye","Orlando Magic",75,380,88.8,442,1.163,380,154,226,40.5,58.2,0,0.3,0,0.3,40.5,50,20,30,40,330,134,196,40.6,0.87
75,43,"Shawne Williams","Miami Heat",44,162,83.9,188,1.16,162,65,97,40.1,58,0,0,0,0,40.1,17,7,10,41.2,145,58,87,40,0.9
75,9,"Rajon Rondo","Boston Celtics",22,25,26.9,29,1.16,25,12,13,48,58,0,0,0,0,48,11,7,4,63.6,14,5,9,35.7,0.56
75,19,"Leandro Barbosa","Golden State Warriors",87,125,61,145,1.16,124,50,74,40.3,57.3,0,0.8,0.02,0.8,40.8,17,8,9,47.1,107,42,65,39.3,0.86
78,10,"Evan Fournier","Orlando Magic",58,171,56.6,198,1.158,171,68,103,39.8,57.9,0,0,0,0,39.8,15,6,9,40,156,62,94,39.7,0.91
79,6,"Alan Anderson","Brooklyn Nets",81,185,56.7,214,1.157,185,73,112,39.5,57.3,0,1.6,0.02,1.6,39.5,14,7,7,50,171,66,105,38.6,0.92
80,8,"Nate Robinson","Los Angeles Clippers",9,13,32.5,15,1.154,13,5,8,38.5,57.7,0,0,0,0,38.5,0,0,0,,13,5,8,38.5,1
81,13,"Shabazz Napier","Miami Heat",51,86,50.3,99,1.151,86,33,53,38.4,57.6,0,0,0,0,38.4,3,0,3,0,83,33,50,39.8,0.97
82,1,"Reggie Jackson","Detroit Pistons",27,34,18.3,39,1.147,34,13,21,38.2,57.4,0,0,0,0,38.2,3,0,3,0,31,13,18,41.9,0.91
83,2,"Joe  Ingles","Utah Jazz",79,173,62.2,198,1.145,173,67,106,38.7,57.2,0,0,0,0,38.7,11,3,8,27.3,162,64,98,39.5,0.94
84,33,"Robert Covington","Philadelphia 76ers",70,385,76.5,440,1.143,385,147,238,38.2,57,0,0.3,0,0.3,38.2,13,2,11,15.4,372,145,227,39,0.97
85,5,"JR Smith","Cleveland Cavaliers",64,359,59.4,409,1.139,359,138,221,38.4,57,0,0,0,0,38.4,11,5,6,45.5,348,133,215,38.2,0.97
85,0,"Nick Young","Los Angeles Lakers",42,115,29.6,131,1.139,114,44,70,38.6,55.7,0,2.6,0.04,2.6,39.1,13,5,8,38.5,101,39,62,38.6,0.89
87,31,"Hollis Thompson","Philadelphia 76ers",72,313,85.1,356,1.137,313,123,190,39.3,56.9,0,0,0,0,39.3,43,13,30,30.2,270,110,160,40.7,0.86
87,18,"Matthew Dellavedova","Cleveland Cavaliers",87,204,68.5,232,1.137,204,78,126,38.2,56.9,0,0,0,0,38.2,7,2,5,28.6,197,76,121,38.6,0.97
89,1,"Jordan Farmar","Los Angeles Clippers",36,66,49.6,75,1.136,66,25,41,37.9,56.8,0,0,0,0,37.9,1,0,1,0,65,25,40,38.5,0.98
89,2,"Patrick Beverley","Houston Rockets",56,279,77.5,317,1.136,278,105,173,37.8,56.7,0,0.4,0.01,0.4,38,4,0,4,0,274,105,169,38.3,0.99
89,3,"Charlie Villanueva","Dallas Mavericks",69,243,89.3,276,1.136,243,95,148,39.1,56.8,0,0,0,0,39.1,18,9,9,50,225,86,139,38.2,0.93
89,15,"Jabari Brown","Los Angeles Lakers",19,59,60.8,67,1.136,59,24,35,40.7,56.8,0,0,0,0,40.7,9,5,4,55.6,50,19,31,38,0.85
93,1,"Jameer  Nelson","Denver Nuggets",34,60,27.5,68,1.133,60,25,35,41.7,56.7,0,0,0,0,41.7,9,7,2,77.8,51,18,33,35.3,0.85
93,31,"Terrence Ross","Toronto Raptors",86,369,61.8,418,1.133,369,142,227,38.5,56.6,0,0,0,0,38.5,18,8,10,44.4,351,134,217,38.2,0.95
95,22,"Khris Middleton","Milwaukee Bucks",85,370,57.3,419,1.132,370,153,217,41.4,56.6,0,0,0,0,41.4,91,40,51,44,279,113,166,40.5,0.75
95,5,"Rodney Hood","Utah Jazz",50,136,51.9,154,1.132,136,52,84,38.2,56.6,0,0,0,0,38.2,5,2,3,40,131,50,81,38.2,0.96
97,54,"Patrick Patterson","Toronto Raptors",85,321,82.5,362,1.128,320,124,196,38.8,56.1,0,0.3,0.01,0.3,38.9,24,13,11,54.2,296,111,185,37.5,0.93
98,8,"Patty Mills","San Antonio Spurs",58,160,52.5,180,1.125,160,61,99,38.1,56.3,0,0,0,0,38.1,11,3,8,27.3,149,58,91,38.9,0.93
99,8,"Jonas Jerebko","Boston Celtics",33,82,85.4,92,1.122,82,33,49,40.2,56.1,0,0,0,0,40.2,15,7,8,46.7,67,26,41,38.8,0.82
100,31,"Caron Butler","Detroit Pistons",78,206,58.9,231,1.121,206,78,128,37.9,55.6,0,1,0.01,1,37.9,21,5,16,23.8,185,73,112,39.5,0.9
100,0,"Jeff Teague","Atlanta Hawks",89,124,29.5,139,1.121,124,47,77,37.9,56,0,0,0,0,37.9,7,2,5,28.6,117,45,72,38.5,0.94
102,14,"Gerald Green","Phoenix Suns",74,284,48.1,318,1.12,284,111,173,39.1,56,0,0,0,0,39.1,34,15,19,44.1,250,96,154,38.4,0.88
103,33,"Jonas Jerebko","Detroit Pistons",46,93,78.2,104,1.118,93,38,55,40.9,55.9,0,0,0,0,40.9,18,10,8,55.6,75,28,47,37.3,0.81
103,8,"Rasual Butler","Washington Wizards",77,280,69.5,313,1.118,278,112,166,40.3,55.4,0,0.7,0.02,0.7,40.7,74,28,46,37.8,204,84,120,41.2,0.73
105,23,"LeBron James","Cleveland Cavaliers",89,145,16.7,162,1.117,145,56,89,38.6,55.9,0,0,0,0,38.6,19,6,13,31.6,126,50,76,39.7,0.87
105,4,"Isaiah Thomas","Boston Celtics",25,77,36.3,86,1.117,77,31,46,40.3,55.8,0,0,0,0,40.3,8,7,1,87.5,69,24,45,34.8,0.9
107,40,"Harrison Barnes","Golden State Warriors",103,316,68.4,352,1.114,315,122,193,38.7,55.6,0,0.3,0.01,0.3,38.9,51,16,35,31.4,264,106,158,40.2,0.84
108,25,"Chandler Parsons","Dallas Mavericks",67,312,69.6,347,1.112,312,119,193,38.1,55.4,0,1,0.01,1,38.1,23,11,12,47.8,289,108,181,37.4,0.93
108,10,"Arron Afflalo","Denver Nuggets",53,268,57.4,298,1.112,267,110,157,41.2,55.2,0,1.1,0.01,1.1,41.4,56,35,21,62.5,211,75,136,35.5,0.79
110,9,"John Lucas III","Detroit Pistons",21,18,20.2,20,1.111,18,7,11,38.9,55.6,0,0,0,0,38.9,1,1,0,100,17,6,11,35.3,0.94
111,25,"Maurice  Williams","Minnesota Timberwolves",41,91,23.8,101,1.11,90,36,54,40,55,0,1.1,0.03,1.1,40.7,26,9,17,34.6,64,27,37,42.2,0.71
112,5,"Steve Blake","Portland Trail Blazers",86,177,59.4,196,1.107,177,68,109,38.4,55.4,0,0.6,0.01,0.6,38.4,14,8,6,57.1,163,60,103,36.8,0.92
112,34,"Devin Harris","Dallas Mavericks",80,205,57.4,227,1.107,204,75,129,36.8,54.7,0,1,0.02,1,37.1,4,2,2,50,200,73,127,36.5,0.98
114,1,"Chris Bosh","Miami Heat",44,273,62.2,302,1.106,273,121,152,44.3,55.3,0,0,0,0,44.3,120,61,59,50.8,153,60,93,39.2,0.56
115,4,"Paul Millsap","Atlanta Hawks",89,294,70.3,325,1.105,294,117,177,39.8,55.1,0,0.7,0.01,0.7,39.8,47,27,20,57.4,247,90,157,36.4,0.84
116,3,"Bradley Beal","Washington Wizards",73,326,44.8,360,1.104,326,127,199,39,55.2,0,0,0,0,39,70,21,49,30,256,106,150,41.4,0.79
117,34,"Willie Green","Orlando Magic",53,97,46.9,107,1.103,97,37,60,38.1,55.2,0,0,0,0,38.1,9,4,5,44.4,88,33,55,37.5,0.91
118,18,"Omri Casspi","Sacramento Kings",67,71,57.3,78,1.099,71,26,45,36.6,54.9,0,0,0,0,36.6,3,0,3,0,68,26,42,38.2,0.96
119,12,"Joe  Harris","Cleveland Cavaliers",57,84,84,92,1.095,84,32,52,38.1,54.8,0,0,0,0,38.1,4,4,0,100,80,28,52,35,0.95
120,12,"Kirk Hinrich","Chicago Bulls",76,161,53,176,1.093,161,61,100,37.9,54.3,0,0.6,0.01,0.6,37.9,19,8,11,42.1,142,53,89,37.3,0.88
120,35,"Kevin Durant","Oklahoma City Thunder",27,129,43.4,141,1.093,129,52,77,40.3,54.7,0,0,0,0,40.3,39,15,24,38.5,90,37,53,41.1,0.7
122,3,"Jose Calderon","New York Knicks",42,163,52.8,178,1.092,163,65,98,39.9,54.6,0,0,0,0,39.9,44,17,27,38.6,119,48,71,40.3,0.73
123,40,"Anthony Tolliver","Phoenix Suns",24,66,98.5,72,1.091,66,24,42,36.4,54.5,0,0,0,0,36.4,5,0,5,0,61,24,37,39.3,0.92
123,15,"Amir Johnson","Toronto Raptors",79,66,80.5,72,1.091,66,27,39,40.9,54.5,0,0,0,0,40.9,21,9,12,42.9,45,18,27,40,0.68
125,0,"Kevin Love","Cleveland Cavaliers",79,450,84.7,490,1.089,449,171,278,38.1,54.2,0,0.4,0.01,0.4,38.2,59,26,33,44.1,390,145,245,37.2,0.87
126,4,"Iman Shumpert","Cleveland Cavaliers",58,195,59.8,212,1.087,195,71,124,36.4,54.4,0,0,0,0,36.4,5,1,4,20,190,70,120,36.8,0.97
127,36,"Marcus Smart","Boston Celtics",71,226,63.1,245,1.084,225,81,144,36,53.6,0,1.3,0.02,1.3,36.3,6,2,4,33.3,219,79,140,36.1,0.97
128,24,"Kent  Bazemore","Atlanta Hawks",91,135,67.5,146,1.081,135,50,85,37,54.1,0,0,0,0,37,6,4,2,66.7,129,46,83,35.7,0.96
128,22,"Matt Barnes","Los Angeles Clippers",90,421,89.6,455,1.081,421,154,267,36.6,53.9,0,0.2,0,0.2,36.6,18,8,10,44.4,403,146,257,36.2,0.96
130,1,"James Jones","Cleveland Cavaliers",77,225,84.9,243,1.08,224,80,144,35.7,53.3,0,0.9,0.02,0.9,36,7,1,6,14.3,217,79,138,36.4,0.97
131,33,"Ryan Anderson","New Orleans Pelicans",65,332,68.2,358,1.078,330,120,210,36.4,53.8,0,0.6,0.02,0.6,36.7,6,5,1,83.3,324,115,209,35.5,0.98
132,9,"Jae Crowder","Dallas Mavericks",25,39,67.2,42,1.077,39,15,24,38.5,53.8,0,0,0,0,38.5,6,3,3,50,33,12,21,36.4,0.85
132,11,"Noah Vonleh","Charlotte Hornets",25,13,65,14,1.077,13,5,8,38.5,53.8,0,0,0,0,38.5,1,1,0,100,12,4,8,33.3,0.92
134,43,"Anthony Tolliver","Detroit Pistons",52,237,95.6,255,1.076,237,87,150,36.7,53.8,0,0,0,0,36.7,15,6,9,40,222,81,141,36.5,0.94
135,1,"Trevor Ariza","Houston Rockets",99,586,74.6,630,1.075,585,210,375,35.9,53.4,0,0.7,0.01,0.5,36,14,5,9,35.7,571,205,366,35.9,0.98
135,8,"Danilo Gallinari","Denver Nuggets",59,268,64.6,288,1.075,268,98,170,36.6,53.4,0,1.1,0.01,1.1,36.6,19,8,11,42.1,249,90,159,36.1,0.93
137,7,"Joe Johnson","Brooklyn Nets",86,329,51.1,353,1.073,329,120,209,36.5,53.6,0,0,0,0,36.5,22,7,15,31.8,307,113,194,36.8,0.93
137,8,"Tyler Johnson","Miami Heat",32,55,61.1,59,1.073,55,21,34,38.2,53.6,0,0,0,0,38.2,13,4,9,30.8,42,17,25,40.5,0.76
137,23,"Kevin Martin","Minnesota Timberwolves",39,248,52.8,266,1.073,248,102,146,41.1,53.4,0,1.2,0.01,1.2,41.1,101,41,60,40.6,147,61,86,41.5,0.59
140,7,"Ersan Ilyasova","Milwaukee Bucks",64,311,85,333,1.071,311,130,181,41.8,53.5,0,0,0,0,41.8,109,57,52,52.3,202,73,129,36.1,0.65
140,7,"Maurice  Williams","Charlotte Hornets",27,99,27.1,106,1.071,99,38,61,38.4,53.5,0,0,0,0,38.4,23,8,15,34.8,76,30,46,39.5,0.77
142,11,"Wesley Johnson","Los Angeles Lakers",76,285,53.5,305,1.07,285,112,173,39.3,53.3,0,0.4,0,0.4,39.3,81,32,49,39.5,204,80,124,39.2,0.72
143,15,"Kyle Singler","Oklahoma City Thunder",26,58,82.9,62,1.069,58,21,37,36.2,53.4,0,0,0,0,36.2,4,1,3,25,54,20,34,37,0.93
143,17,"Garrett Temple","Washington Wizards",56,87,69,93,1.069,87,32,55,36.8,53.4,0,0,0,0,36.8,6,3,3,50,81,29,52,35.8,0.93
143,2,"Kawhi Leonard","San Antonio Spurs",71,248,47.2,265,1.069,248,96,152,38.7,53.4,0,0,0,0,38.7,56,23,33,41.1,192,73,119,38,0.77
146,9,"Andre Iguodala","Golden State Warriors",98,263,63.2,281,1.068,263,96,167,36.5,53.2,0,1.1,0.01,1.1,36.5,16,8,8,50,247,88,159,35.6,0.94
146,8,"Shelvin Mack","Atlanta Hawks",65,88,40.2,94,1.068,88,32,56,36.4,53.4,0,0,0,0,36.4,4,2,2,50,84,30,54,35.7,0.95
146,20,"Jodie Meeks","Detroit Pistons",60,237,68.9,253,1.068,237,95,142,40.1,53.2,0,0.4,0,0.4,40.1,65,33,32,50.8,172,62,110,36,0.73
149,15,"Marcus Morris","Phoenix Suns",81,303,54.3,323,1.066,303,113,190,37.3,53.3,0,0,0,0,37.3,37,16,21,43.2,266,97,169,36.5,0.88
150,3,"OJ Mayo","Milwaukee Bucks",77,321,63.1,342,1.065,321,126,195,39.3,53.1,0,0.3,0,0.3,39.3,74,37,37,50,247,89,158,36,0.77
150,21,"Jimmy Butler","Chicago Bulls",77,294,50.8,313,1.065,294,115,179,39.1,53.1,0,0.3,0,0.3,39.1,78,33,45,42.3,216,82,134,38,0.73
152,15,"Mario Chalmers","Miami Heat",80,192,57.5,204,1.063,192,69,123,35.9,53.1,0,0,0,0,35.9,17,3,14,17.6,175,66,109,37.7,0.91
152,1,"Goran Dragic","Phoenix Suns",52,146,42.4,155,1.062,146,55,91,37.7,53.1,0,0,0,0,37.7,18,10,8,55.6,128,45,83,35.2,0.88
154,12,"Tobias Harris","Orlando Magic",68,263,56.1,279,1.061,263,98,165,37.3,52.9,0,0.4,0,0.4,37.3,48,16,32,33.3,215,82,133,38.1,0.82
154,7,"Carmelo Anthony","New York Knicks",40,198,42.8,210,1.061,198,84,114,42.4,53,0,0,0,0,42.4,82,42,40,51.2,116,42,74,36.2,0.59
156,21,"Iman Shumpert","New York Knicks",24,83,53.9,88,1.06,82,33,49,40.2,51.8,0,1.2,0.04,1.2,41,30,14,16,46.7,52,19,33,36.5,0.63
156,23,"Ben McLemore","Sacramento Kings",82,384,71.1,407,1.06,383,141,242,36.8,52.7,0,0.3,0.01,0.3,37,46,19,27,41.3,337,122,215,36.2,0.88
