sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
63,32,"Karl-Anthony Towns","Minnesota Timberwolves",87,320,78.6,392,1.225,319,137,182,42.9,61.1,0,0.3,0.01,0.3,43.1,46,21,25,45.7,273,116,157,42.5,0.86
64,21,"Treveon Graham","Charlotte Hornets",63,98,73.7,120,1.224,98,40,58,40.8,60.7,0,1,0.01,1,40.8,5,1,4,20,93,39,54,41.9,0.95
64,3,"Chris Paul","Houston Rockets",73,76,9.3,93,1.224,75,31,44,41.3,60,0,1.3,0.04,1.3,42.1,5,3,2,60,70,28,42,40,0.93
66,17,"Garrett Temple","Sacramento Kings",65,193,52.3,236,1.223,193,82,111,42.5,61.1,0,0,0,0,42.5,27,10,17,37,166,72,94,43.4,0.86
67,11,"Kyrie Irving","Boston Celtics",60,207,32.6,253,1.222,207,88,119,42.5,61.1,0,0,0,0,42.5,20,11,9,55,187,77,110,41.2,0.9
67,0,"Isaiah Canaan","Phoenix Suns",19,27,37.5,33,1.222,27,11,16,40.7,61.1,0,0,0,0,40.7,0,0,0,,27,11,16,40.7,1
69,2,"Raymond Felton","Oklahoma City Thunder",88,149,34.9,182,1.221,149,61,88,40.9,61.1,0,0,0,0,40.9,6,1,5,16.7,143,60,83,42,0.96
70,44,"Nikola Mirotic","Chicago Bulls",25,127,64.1,155,1.22,127,52,75,40.9,61,0,0,0,0,40.9,2,1,1,50,125,51,74,40.8,0.98
71,14,"Gary Harris","Denver Nuggets",67,306,55.8,373,1.219,306,126,180,41.2,60.9,0,0,0,0,41.2,11,5,6,45.5,295,121,174,41,0.96
72,3,"Josh Hart","Los Angeles Lakers",63,175,74.8,213,1.217,174,71,103,40.8,60.3,0,0.6,0.02,0.6,41.1,7,3,4,42.9,167,68,99,40.7,0.96
72,3,"CJ McCollum","Portland Trail Blazers",85,277,27.8,337,1.217,277,118,159,42.6,60.8,0,0.4,0,0.4,42.6,42,17,25,40.5,235,101,134,43,0.85
74,21,"Darius Miller","New Orleans Pelicans",91,358,74.7,434,1.212,357,144,213,40.3,59.5,0,2.2,0.03,2.2,40.5,16,7,9,43.8,341,137,204,40.2,0.96
74,30,"Troy Daniels","Phoenix Suns",79,364,71.7,441,1.212,364,150,214,41.2,60.6,0,0,0,0,41.2,23,9,14,39.1,341,141,200,41.3,0.94
76,5,"Courtney Lee","New York Knicks",76,243,47.6,294,1.21,242,102,140,42.1,59.9,0,0.8,0.02,0.8,42.4,36,16,20,44.4,206,86,120,41.7,0.85
76,2,"Marvin  Williams","Charlotte Hornets",78,305,93,369,1.21,305,123,182,40.3,60,0,1.3,0.01,1.3,40.3,12,3,9,25,293,120,173,41,0.96
78,22,"Khris Middleton","Milwaukee Bucks",89,369,40.7,445,1.206,367,153,214,41.7,59.4,0,1.9,0.03,1.9,42,41,23,18,56.1,326,130,196,39.9,0.89
79,8,"Matthew Dellavedova","Milwaukee Bucks",44,74,67.9,89,1.203,74,30,44,40.5,60.1,0,0,0,0,40.5,3,1,2,33.3,71,29,42,40.8,0.96
79,7,"Goran Dragic","Miami Heat",80,232,36.4,279,1.203,231,94,137,40.7,59.1,0,1.7,0.03,1.7,40.9,20,9,11,45,211,85,126,40.3,0.91
81,42,"Al Horford","Boston Celtics",91,319,79.6,383,1.201,319,138,181,43.3,60,0,0,0,0,43.3,63,31,32,49.2,256,107,149,41.8,0.8
82,13,"Malcolm Miller","Toronto Raptors",15,20,95.2,24,1.2,20,8,12,40,60,0,0,0,0,40,0,0,0,,20,8,12,40,1
82,8,"Luke Babbitt","Atlanta Hawks",37,105,70,126,1.2,105,43,62,41,60,0,0,0,0,41,9,3,6,33.3,96,40,56,41.7,0.91
82,20,"Rashad Vaughn","Milwaukee Bucks",22,30,75,36,1.2,30,12,18,40,60,0,0,0,0,40,0,0,0,,30,12,18,40,1
82,95,"DeAndre Bembry","Atlanta Hawks",26,25,73.5,30,1.2,25,10,15,40,60,0,0,0,0,40,0,0,0,,25,10,15,40,1
86,42,"Davis Bertans","San Antonio Spurs",82,246,81.5,295,1.199,245,97,148,39.6,59.2,0,1.2,0.02,1.2,39.8,2,1,1,50,243,96,147,39.5,0.99
87,41,"Dirk Nowitzki","Dallas Mavericks",77,483,82.6,578,1.197,483,221,262,45.8,59.7,0,0.2,0,0.2,45.8,169,86,83,50.9,314,135,179,43,0.65
88,7,"Trey Lyles","Denver Nuggets",73,197,74.9,235,1.193,197,79,118,40.1,59.4,0,0.5,0.01,0.5,40.1,8,3,5,37.5,189,76,113,40.2,0.96
89,44,"Bojan Bogdanovic","Indiana Pacers",87,382,64,455,1.191,381,153,228,40.2,58.8,0,1.3,0.02,1.3,40.3,25,11,14,44,356,142,214,39.9,0.93
90,7,"Jaylen Brown","Boston Celtics",88,378,69.6,450,1.19,377,151,226,40.1,59,0,0.8,0.01,0.8,40.2,19,8,11,42.1,358,143,215,39.9,0.95
90,45,"Donovan Mitchell","Utah Jazz",90,263,31.1,313,1.19,263,104,159,39.5,59.3,0,0.4,0,0.4,39.5,1,0,1,0,262,104,158,39.7,1
92,33,"Allen Crabbe","Brooklyn Nets",75,470,70.8,559,1.189,470,186,284,39.6,58.9,0,1.1,0.01,1.1,39.6,18,4,14,22.2,452,182,270,40.3,0.96
93,2,"Wayne Ellington","Miami Heat",82,485,73.3,574,1.184,485,191,294,39.4,58.9,0,0.6,0.01,0.6,39.4,13,2,11,15.4,472,189,283,40,0.97
94,17,"Rodney McGruder","Miami Heat",22,33,70.2,39,1.182,33,13,20,39.4,59.1,0,0,0,0,39.4,0,0,0,,33,13,20,39.4,1
94,11,"Meyers Leonard","Portland Trail Blazers",35,33,91.7,39,1.182,33,14,19,42.4,59.1,0,0,0,0,42.4,8,3,5,37.5,25,11,14,44,0.76
96,23,"LeBron James","Cleveland Cavaliers",104,128,14.4,151,1.18,128,52,76,40.6,59,0,0,0,0,40.6,13,5,8,38.5,115,47,68,40.9,0.9
97,6,"Kristaps Porzingis","New York Knicks",48,302,67.6,356,1.179,301,132,169,43.9,58.3,0.3,1,0.02,1,44,93,45,48,48.4,208,87,121,41.8,0.69
98,5,"Will Barton","Denver Nuggets",81,258,49.8,304,1.178,258,101,157,39.1,58.7,0,0.4,0,0.4,39.1,6,0,6,0,252,101,151,40.1,0.98
98,5,"Malcom Delaney","Atlanta Hawks",54,90,43.9,106,1.178,89,36,53,40.4,58.4,0,2.2,0.04,2.2,41.1,8,4,4,50,81,32,49,39.5,0.91
98,1,"Kentavious Caldwell-Pope","Los Angeles Lakers",74,338,58,398,1.178,336,133,203,39.6,58.2,0,1.5,0.03,1.5,39.9,25,8,17,32,311,125,186,40.2,0.93
101,15,"Kemba Walker","Charlotte Hornets",80,231,25.1,272,1.177,230,91,139,39.6,58.3,0,0.9,0.02,0.9,39.8,9,5,4,55.6,221,86,135,38.9,0.96
101,54,"Patrick Patterson","Oklahoma City Thunder",88,181,92.8,213,1.177,181,72,109,39.8,58.6,0,0.6,0.01,0.6,39.8,9,4,5,44.4,172,68,104,39.5,0.95
103,23,"Lou Williams","Los Angeles Clippers",79,239,29.8,281,1.176,238,95,143,39.9,58.6,0,0.4,0.01,0.4,40.2,9,6,3,66.7,229,89,140,38.9,0.96
104,2,"John Wall","Washington Wizards",47,92,19.9,108,1.174,92,36,56,39.1,58.7,0,0,0,0,39.1,1,0,1,0,91,36,55,39.6,0.99
104,12,"Tyreke Evans","Memphis Grizzlies",52,115,30.4,135,1.174,115,46,69,40,58.7,0,0,0,0,40,5,3,2,60,110,43,67,39.1,0.96
106,24,"Dillon Brooks","Memphis Grizzlies",82,218,50.3,255,1.17,218,87,131,39.9,58,0,0.9,0.01,0.9,39.9,20,8,12,40,198,79,119,39.9,0.91
107,0,"Sindarius Thornwell","Los Angeles Clippers",73,71,83.5,83,1.169,71,30,41,42.3,58.5,0,0,0,0,42.3,11,7,4,63.6,60,23,37,38.3,0.85
107,33,"Ryan Anderson","Houston Rockets",77,326,80.9,381,1.169,326,127,199,39,58.4,0,0.3,0,0.3,39,0,0,0,,326,127,199,39,1
109,21,"Wilson Chandler","Denver Nuggets",74,208,64.4,243,1.168,208,82,126,39.4,58.4,0,0,0,0,39.4,8,3,5,37.5,200,79,121,39.5,0.96
110,5,"JR Smith","Cleveland Cavaliers",102,395,62,461,1.167,395,154,241,39,58.2,0,0.3,0,0.3,39,10,2,8,20,385,152,233,39.5,0.97
110,3,"Joe Young","Indiana Pacers",54,54,46.2,63,1.167,54,22,32,40.7,58.3,0,0,0,0,40.7,5,3,2,60,49,19,30,38.8,0.91
112,6,"Nick Young","Golden State Warriors",100,265,54.6,309,1.166,264,103,161,39,57.8,0,0.8,0.02,0.8,39.2,10,4,6,40,254,99,155,39,0.96
112,6,"Eric Bledsoe","Milwaukee Bucks",78,247,41.3,288,1.166,247,98,149,39.7,58.3,0,0,0,0,39.7,11,6,5,54.5,236,92,144,39,0.96
114,17,"Jonas Valanciunas","Toronto Raptors",87,104,81.3,121,1.163,104,45,59,43.3,58.2,0,0,0,0,43.3,29,14,15,48.3,75,31,44,41.3,0.72
114,3,"Jeremy Lamb","Charlotte Hornets",80,196,39.3,228,1.163,196,80,116,40.8,56.6,0,3.6,0.04,3.6,40.8,40,18,22,45,156,62,94,39.7,0.8
116,34,"Tobias Harris","Detroit Pistons",48,235,55.8,273,1.162,235,92,143,39.1,58.1,0,0,0,0,39.1,9,3,6,33.3,226,89,137,39.4,0.96
117,20,"Doug McDermott","New York Knicks",55,144,77,167,1.16,144,56,88,38.9,56.9,0,2.1,0.02,2.1,38.9,20,4,16,20,124,52,72,41.9,0.86
118,42,"Lance Thomas","New York Knicks",73,138,81.7,160,1.159,138,55,83,39.9,57.6,0,0.7,0.01,0.7,39.9,22,6,16,27.3,116,49,67,42.2,0.84
118,11,"Yogi Ferrell","Dallas Mavericks",82,226,40.9,262,1.159,226,87,139,38.5,57.7,0,0.4,0,0.4,38.5,0,0,0,,226,87,139,38.5,1
120,1,"Tyus Jones","Minnesota Timberwolves",86,114,65.9,132,1.158,114,45,69,39.5,57.9,0,0,0,0,39.5,4,3,1,75,110,42,68,38.2,0.96
121,1,"Devin Booker","Phoenix Suns",54,205,30.6,237,1.156,205,83,122,40.5,57.6,0,1,0.01,1,40.5,30,13,17,43.3,175,70,105,40,0.85
121,0,"Kevin Love","Cleveland Cavaliers",81,436,79.9,504,1.156,433,169,264,39,57.3,0,1.1,0.02,1.1,39.4,37,11,26,29.7,396,158,238,39.9,0.91
123,15,"Shabazz Muhammad","Milwaukee Bucks",15,13,61.9,15,1.154,13,5,8,38.5,57.7,0,0,0,0,38.5,2,0,2,0,11,5,6,45.5,0.85
124,3,"Corey Brewer","Oklahoma City Thunder",24,73,86.9,84,1.151,73,28,45,38.4,57.5,0,0,0,0,38.4,0,0,0,,73,28,45,38.4,1
125,11,"Jamal Crawford","Minnesota Timberwolves",85,194,29.4,223,1.149,194,77,117,39.7,57,0,1,0.01,1,39.7,16,10,6,62.5,178,67,111,37.6,0.92
125,1,"Malik Monk","Charlotte Hornets",59,114,34,131,1.149,114,44,70,38.6,57.5,0,0,0,0,38.6,4,1,3,25,110,43,67,39.1,0.96
125,10,"Evan Fournier","Orlando Magic",57,289,60.2,332,1.149,289,117,172,40.5,57.4,0,0.3,0,0.3,40.5,39,19,20,48.7,250,98,152,39.2,0.87
128,8,"Alex Abrines","Oklahoma City Thunder",81,229,89.8,263,1.148,229,88,141,38.4,57.4,0,0,0,0,38.4,8,1,7,12.5,221,87,134,39.4,0.97
129,34,"Tyler Cavanaugh","Atlanta Hawks",39,89,91.8,102,1.146,89,35,54,39.3,57.3,0,0,0,0,39.3,3,3,0,100,86,32,54,37.2,0.97
129,13,"Marcus Morris","Boston Celtics",73,281,50.2,322,1.146,278,108,170,38.8,56.1,0,1.8,0.04,1.8,39.5,30,12,18,40,248,96,152,38.7,0.89
131,23,"Jimmy Butler","Minnesota Timberwolves",64,139,26.6,159,1.144,137,52,85,38,55.5,0,2.2,0.05,2.2,38.8,20,4,16,20,117,48,69,41,0.85
131,17,"PJ Tucker","Houston Rockets",99,390,92.9,446,1.144,390,151,239,38.7,57.2,0,0.3,0,0.3,38.7,22,7,15,31.8,368,144,224,39.1,0.94
133,13,"Paul George","Oklahoma City Thunder",85,489,47.7,559,1.143,488,189,299,38.7,57.1,0,0.6,0.01,0.6,38.9,38,10,28,26.3,450,179,271,39.8,0.92
133,1,"Trevor Ariza","Houston Rockets",84,449,80,513,1.143,448,169,279,37.7,56.6,0,1.1,0.02,1.1,37.9,1,0,1,0,447,169,278,37.8,1
135,9,"Dario Saric","Philadelphia 76ers",88,492,84.2,562,1.142,491,192,299,39.1,57,0,0.2,0.01,0.2,39.2,48,16,32,33.3,443,176,267,39.7,0.9
136,8,"Bogdan Bogdanovic","Sacramento Kings",78,254,45.9,289,1.138,254,101,153,39.8,56.5,0,0.8,0.01,0.8,39.8,34,16,18,47.1,220,85,135,38.6,0.87
137,0,"Damian Lillard","Portland Trail Blazers",77,234,25.5,266,1.137,233,94,139,40.3,56.2,0,0.9,0.02,0.9,40.6,33,20,13,60.6,200,74,126,37,0.86
138,44,"Dante Cunningham","Brooklyn Nets",22,66,95.7,75,1.136,66,26,40,39.4,56.8,0,0,0,0,39.4,6,3,3,50,60,23,37,38.3,0.91
139,0,"Darrell Arthur","Denver Nuggets",19,30,83.3,34,1.133,30,13,17,43.3,56.7,0,0,0,0,43.3,8,5,3,62.5,22,8,14,36.4,0.73
140,3,"OG Anunoby","Toronto Raptors",84,214,91.5,242,1.131,214,81,133,37.9,56.5,0,0,0,0,37.9,1,1,0,100,213,80,133,37.6,1
140,21,"Tony Snell","Milwaukee Bucks",82,291,86.9,329,1.131,290,110,180,37.9,56.6,0,0.3,0.01,0.3,38.1,12,2,10,16.7,278,108,170,38.8,0.96
142,12,"Jabari Parker","Milwaukee Bucks",38,100,50.5,113,1.13,100,41,59,41,56.5,0,0,0,0,41,23,10,13,43.5,77,31,46,40.3,0.77
143,4,"Victor Oladipo","Indiana Pacers",82,278,29.8,314,1.129,278,112,166,40.3,56.5,0,0,0,0,40.3,44,22,22,50,234,90,144,38.5,0.84
143,23,"Wesley Matthews","Dallas Mavericks",63,325,63.6,367,1.129,325,123,202,37.8,56.5,0,0,0,0,37.8,6,2,4,33.3,319,121,198,37.9,0.98
143,15,"Nikola Jokic","Denver Nuggets",75,333,79.9,376,1.129,333,140,193,42,56.5,0,0,0,0,42,92,44,48,47.8,241,96,145,39.8,0.72
146,11,"Jrue Holiday","New Orleans Pelicans",90,179,25.6,202,1.128,179,68,111,38,56.4,0,0,0,0,38,7,2,5,28.6,172,66,106,38.4,0.96
146,9,"DeMarre Carroll","Brooklyn Nets",73,337,72.8,380,1.128,336,125,211,37.2,55.8,0,1.5,0.02,1.5,37.4,6,0,6,0,330,125,205,37.9,0.98
148,45,"Denzel Valentine","Chicago Bulls",77,239,48.7,269,1.126,239,91,148,38.1,56.3,0,0,0,0,38.1,11,4,7,36.4,228,87,141,38.2,0.95
149,7,"Shelvin Mack","Orlando Magic",69,72,36.4,81,1.125,72,27,45,37.5,56.3,0,0,0,0,37.5,2,0,2,0,70,27,43,38.6,0.97
149,2,"Elfrid Payton","Orlando Magic",44,56,39.7,63,1.125,56,21,35,37.5,56.3,0,0,0,0,37.5,0,0,0,,56,21,35,37.5,1
149,11,"David Nwaba","Chicago Bulls",70,48,60,54,1.125,48,18,30,37.5,56.3,0,0,0,0,37.5,0,0,0,,48,18,30,37.5,1
149,30,"Furkan Korkmaz","Philadelphia 76ers",15,16,66.7,18,1.125,16,6,10,37.5,56.3,0,0,0,0,37.5,1,0,1,0,15,6,9,40,0.94
153,8,"Al Farouq Aminu","Portland Trail Blazers",73,350,83.1,393,1.123,350,132,218,37.7,56.1,0,0,0,0,37.7,9,3,6,33.3,341,129,212,37.8,0.97
154,22,"Caris LeVert","Brooklyn Nets",71,157,43.6,176,1.121,157,58,99,36.9,55.4,0,1.3,0.01,1.3,36.9,1,0,1,0,156,58,98,37.2,0.99
155,3,"Ricky Rubio","Utah Jazz",83,234,34.8,262,1.12,234,89,145,38,56,0,0,0,0,38,13,5,8,38.5,221,84,137,38,0.94
155,44,"Frank Kaminsky","Charlotte Hornets",79,276,71.9,309,1.12,276,106,170,38.4,56,0,0,0,0,38.4,15,9,6,60,261,97,164,37.2,0.95
157,31,"Mike Muscala","Atlanta Hawks",53,176,90.7,197,1.119,176,67,109,38.1,55.7,0,0.6,0.01,0.6,38.1,11,5,6,45.5,165,62,103,37.6,0.94
