sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
30,1,"Scotty Pippen Jr.","Memphis Grizzlies",21,52,51.5,69,1.327,52,23,29,44.2,66.3,0,1.9,0.02,1.9,44.2,0,0,0,,52,23,29,44.2,1
31,2,"Collin Sexton","Utah Jazz",78,185,38.5,245,1.324,185,82,103,44.3,66.2,0,0,0,0,44.3,3,1,2,33.3,182,81,101,44.5,0.98
31,30,"Stephen Curry","Golden State Warriors",75,432,41.5,572,1.324,431,190,241,44.1,65.4,0,1.6,0.02,1.6,44.2,8,6,2,75,423,184,239,43.5,0.98
33,55,"Delon Wright","Washington Wizards",33,25,51,33,1.32,25,11,14,44,66,0,0,0,0,44,0,0,0,,25,11,14,44,1
34,17,"Doug McDermott","San Antonio Spurs",46,159,88.3,209,1.314,159,71,88,44.7,65.7,0,0,0,0,44.7,5,4,1,80,154,67,87,43.5,0.97
34,24,"Garrison Mathews","Atlanta Hawks",67,169,81.3,222,1.314,169,73,96,43.2,64.8,0,2.4,0.02,2.4,43.2,1,0,1,0,168,73,95,43.5,0.99
36,11,"Isaiah Joe","Oklahoma City Thunder",88,332,71.2,435,1.31,332,147,185,44.3,65.2,0,0.6,0.01,0.6,44.3,11,8,3,72.7,321,139,182,43.3,0.97
36,44,"Bojan Bogdanovic","New York Knicks",33,113,55.4,148,1.31,113,49,64,43.4,65,0,0.9,0.01,0.9,43.4,2,0,2,0,111,49,62,44.1,0.98
38,0,"Tyrese Maxey","Philadelphia 76ers",77,262,32.4,342,1.305,262,115,147,43.9,65.3,0,0.4,0,0.4,43.9,5,3,2,60,257,112,145,43.6,0.98
39,11,"Bol Bol","Phoenix Suns",45,43,56.6,56,1.302,43,19,24,44.2,65.1,0,0,0,0,44.2,1,1,0,100,42,18,24,42.9,0.98
40,11,"Kyrie Irving","Dallas Mavericks",80,303,31.1,394,1.3,303,135,168,44.6,65,0,0,0,0,44.6,17,11,6,64.7,286,124,162,43.4,0.94
41,1,"Anfernee Simons","Portland Trail Blazers",46,179,34.2,232,1.296,179,77,102,43,64.5,0,0.6,0.01,0.6,43,3,0,3,0,176,77,99,43.8,0.98
42,5,"Malik Beasley","Milwaukee Bucks",85,450,73.6,582,1.293,450,194,256,43.1,64.7,0,0.2,0,0.2,43.1,1,0,1,0,449,194,255,43.2,1
42,5,"Sam Merrill","Cleveland Cavaliers",71,294,76.4,380,1.293,294,126,168,42.9,64.3,0,0.7,0.01,0.7,42.9,1,0,1,0,293,126,167,43,1
44,13,"Paul George","Los Angeles Clippers",80,404,42.9,521,1.29,404,180,224,44.6,64.5,0,0,0,0,44.6,41,19,22,46.3,363,161,202,44.4,0.9
45,12,"Dru Smith","Miami Heat",9,14,73.7,18,1.286,14,6,8,42.9,64.3,0,0,0,0,42.9,0,0,0,,14,6,8,42.9,1
45,8,"Josh Minott","Minnesota Timberwolves",37,14,87.5,18,1.286,14,6,8,42.9,64.3,0,0,0,0,42.9,0,0,0,,14,6,8,42.9,1
45,8,"Jared Rhoden","Detroit Pistons",17,28,53.8,36,1.286,28,12,16,42.9,64.3,0,0,0,0,42.9,1,0,1,0,27,12,15,44.4,0.96
48,1,"Michael Porter Jr.","Denver Nuggets",93,526,61.1,676,1.285,525,236,289,45,64.2,0.2,0.2,0,0,45.1,56,34,22,60.7,469,202,267,43.1,0.89
48,5,"Tyus Jones","Washington Wizards",66,179,59.5,230,1.285,179,77,102,43,64.2,0,0,0,0,43,1,1,0,100,178,76,102,42.7,0.99
50,0,"Aaron Holiday","Houston Rockets",78,152,60.8,195,1.283,152,65,87,42.8,64.1,0,0,0,0,42.8,1,0,1,0,151,65,86,43,0.99
50,24,"Marcus Morris Sr.","Cleveland Cavaliers",21,46,53.5,59,1.283,46,20,26,43.5,64.1,0,0,0,0,43.5,2,1,1,50,44,19,25,43.2,0.96
52,22,"Cason Wallace","Oklahoma City Thunder",92,236,75.9,302,1.28,236,101,135,42.8,64,0,0,0,0,42.8,3,1,2,33.3,233,100,133,42.9,0.99
53,24,"Cam Thomas","Brooklyn Nets",66,188,25.7,239,1.271,187,80,107,42.8,62.8,0,1.6,0.03,1.6,43.1,8,5,3,62.5,179,75,104,41.9,0.96
53,18,"Alec Burks","New York Knicks",29,59,37.8,75,1.271,59,25,34,42.4,63.6,0,0,0,0,42.4,0,0,0,,59,25,34,42.4,1
55,9,"Derrick White","Boston Celtics",92,458,64,581,1.269,458,194,264,42.4,63.4,0,0,0,0,42.4,1,1,0,100,457,193,264,42.2,1
56,23,"Keon Ellis","Sacramento Kings",59,127,67.2,161,1.268,127,54,73,42.5,63.4,0,0,0,0,42.5,1,1,0,100,126,53,73,42.1,0.99
56,22,"Larry Nance Jr.","New Orleans Pelicans",67,71,88.8,90,1.268,71,31,40,43.7,63.4,0,0,0,0,43.7,5,3,2,60,66,28,38,42.4,0.93
58,22,"Desmond Bane","Memphis Grizzlies",42,146,30.9,185,1.267,146,62,84,42.5,63.4,0,0,0,0,42.5,5,1,4,20,141,61,80,43.3,0.97
59,33,"Gary Trent Jr.","Toronto Raptors",71,331,53.2,419,1.266,331,141,190,42.6,63.3,0,0,0,0,42.6,8,4,4,50,323,137,186,42.4,0.98
60,25,"Micah Potter","Utah Jazz",16,19,86.4,24,1.263,19,8,11,42.1,63.2,0,0,0,0,42.1,0,0,0,,19,8,11,42.1,1
61,0,"Tyrese Haliburton","Indiana Pacers",85,187,23.1,236,1.262,187,79,108,42.2,63.1,0,0,0,0,42.2,1,1,0,100,186,78,108,41.9,0.99
62,5,"Fred VanVleet","Houston Rockets",73,249,31.8,314,1.261,249,105,144,42.2,63.1,0,0,0,0,42.2,8,1,7,12.5,241,104,137,43.2,0.97
63,30,"Sam Hauser","Boston Celtics",98,482,85.2,607,1.259,482,203,279,42.1,63,0,0,0,0,42.1,5,2,3,40,477,201,276,42.1,0.99
64,23,"LeBron James","Los Angeles Lakers",78,271,49.2,341,1.258,271,118,153,43.5,62.9,0,0,0,0,43.5,34,13,21,38.2,237,105,132,44.3,0.87
64,5,"Immanuel Quickley","Toronto Raptors",38,128,38.7,161,1.258,128,54,74,42.2,62.9,0,0,0,0,42.2,4,1,3,25,124,53,71,42.7,0.97
66,20,"A.J. Green","Milwaukee Bucks",62,148,74,186,1.257,148,62,86,41.9,62.5,0,1.4,0.01,1.4,41.9,1,1,0,100,147,61,86,41.5,0.99
67,9,"Jerami Grant","Portland Trail Blazers",54,277,65.3,348,1.256,277,117,160,42.2,61.9,0,1.8,0.02,1.8,42.2,16,8,8,50,261,109,152,41.8,0.94
67,2,"Cameron Johnson","Brooklyn Nets",58,289,66.6,363,1.256,289,121,168,41.9,62.6,0,0.3,0,0.3,41.9,4,1,3,25,285,120,165,42.1,0.99
69,7,"Cam Whitmore","Houston Rockets",47,141,56.4,177,1.255,141,59,82,41.8,62.8,0,0,0,0,41.8,2,0,2,0,139,59,80,42.4,0.99
70,26,"Spencer Dinwiddie","Los Angeles Lakers",34,79,73.1,99,1.253,79,33,46,41.8,62.7,0,0,0,0,41.8,1,0,1,0,78,33,45,42.3,0.99
71,28,"Rui Hachimura","Los Angeles Lakers",75,258,73.3,323,1.252,258,110,148,42.6,62.6,0,0,0,0,42.6,14,7,7,50,244,103,141,42.2,0.95
72,25,"Maozinha Pereira","Memphis Grizzlies",7,12,80,15,1.25,12,5,7,41.7,62.5,0,0,0,0,41.7,0,0,0,,12,5,7,41.7,1
73,2,"Herbert Jones","New Orleans Pelicans",82,306,90.8,382,1.248,306,130,176,42.5,62.4,0,0,0,0,42.5,17,8,9,47.1,289,122,167,42.2,0.94
74,0,"Jacob Gilyard","Memphis Grizzlies",37,85,63.9,106,1.247,85,35,50,41.2,61.8,0,1.2,0.01,1.2,41.2,0,0,0,,85,35,50,41.2,1
75,8,"OG Anunoby","New York Knicks",32,130,65.7,162,1.246,130,54,76,41.5,62.3,0,0,0,0,41.5,2,0,2,0,128,54,74,42.2,0.98
75,10,"Mike Conley","Minnesota Timberwolves",91,236,45.3,294,1.246,235,98,137,41.7,62.3,0,0.4,0.01,0.4,41.9,2,1,1,50,233,97,136,41.6,0.99
75,14,"Alec Burks","Detroit Pistons",43,171,52.3,213,1.246,171,72,99,42.1,62.3,0,0,0,0,42.1,6,3,3,50,165,69,96,41.8,0.96
78,35,"Kevin Durant","Phoenix Suns",79,367,36.5,457,1.245,367,164,203,44.7,62.1,0,0.3,0,0.3,44.7,75,36,39,48,292,128,164,43.8,0.8
79,2,"Kawhi Leonard","Los Angeles Clippers",71,250,34.4,311,1.244,250,111,139,44.4,61.8,0,0.8,0.01,0.8,44.4,47,24,23,51.1,203,87,116,42.9,0.81
80,3,"CJ McCollum","New Orleans Pelicans",72,345,46.2,429,1.243,345,143,202,41.4,62.2,0,0,0,0,41.4,2,0,2,0,343,143,200,41.7,0.99
80,1,"DAngelo Russell","Los Angeles Lakers",83,367,46.5,456,1.243,367,153,214,41.7,62.1,0,0,0,0,41.7,4,3,1,75,363,150,213,41.3,0.99
82,25,"Jalen Smith","Indiana Pacers",68,145,89,180,1.241,145,61,84,42.1,62.1,0,0,0,0,42.1,6,3,3,50,139,58,81,41.7,0.96
83,2,"Miles McBride","New York Knicks",81,247,57.7,306,1.239,246,101,145,41.1,61.6,0,0.4,0.01,0.4,41.3,3,0,3,0,243,101,142,41.6,0.99
84,30,"Seth Curry","Charlotte Hornets",8,21,47.7,26,1.238,21,9,12,42.9,61.9,0,0,0,0,42.9,1,1,0,100,20,8,12,40,0.95
85,17,"Buddy Hield","Philadelphia 76ers",37,169,63.1,209,1.237,169,70,99,41.4,61.8,0,0,0,0,41.4,2,1,1,50,167,69,98,41.3,0.99
86,8,"Jalen Williams","Oklahoma City Thunder",81,175,29.9,216,1.234,175,72,103,41.1,61.7,0,0,0,0,41.1,5,0,5,0,170,72,98,42.4,0.97
87,11,"Naz Reid","Minnesota Timberwolves",97,465,96.1,573,1.232,465,191,274,41.1,61.6,0,0,0,0,41.1,0,0,0,,465,191,274,41.1,1
88,23,"Aaron Nesmith","Indiana Pacers",90,372,80.2,458,1.231,371,152,219,41,61.3,0,0.3,0.01,0.3,41.1,1,1,0,100,370,151,219,40.8,1
89,1,"Jaden Hardy","Dallas Mavericks",92,178,49.2,219,1.23,178,73,105,41,61.5,0,0,0,0,41,4,0,4,0,174,73,101,42,0.98
90,14,"Tyler Herro","Miami Heat",50,219,38.6,269,1.228,218,89,129,40.8,61,0,0.5,0.01,0.5,41.1,5,1,4,20,213,88,125,41.3,0.98
91,23,"Lauri Markkanen","Utah Jazz",55,422,81.9,518,1.227,422,174,248,41.2,61.1,0,0.7,0.01,0.7,41.2,16,6,10,37.5,406,168,238,41.4,0.96
91,20,"Tosan Evbuomwan","Detroit Pistons",11,22,88,27,1.227,22,9,13,40.9,61.4,0,0,0,0,40.9,0,0,0,,22,9,13,40.9,1
93,8,"Naji Marshall","New Orleans Pelicans",72,157,76.6,192,1.223,157,65,92,41.4,61.1,0,0,0,0,41.4,7,3,4,42.9,150,62,88,41.3,0.96
94,14,"Ricky Council IV","Philadelphia 76ers",32,27,69.2,33,1.222,27,11,16,40.7,61.1,0,0,0,0,40.7,0,0,0,,27,11,16,40.7,1
94,5,"Marcus Morris Sr.","Philadelphia 76ers",37,81,53.6,99,1.222,81,33,48,40.7,59.9,0,2.5,0.02,2.5,40.7,4,2,2,50,77,31,46,40.3,0.95
96,0,"Donte DiVincenzo","New York Knicks",94,697,82.3,851,1.221,697,284,413,40.7,61,0,0,0,0,40.7,1,1,0,100,696,283,413,40.7,1
97,16,"Cedi Osman","San Antonio Spurs",72,201,87,245,1.219,201,82,119,40.8,60.9,0,0,0,0,40.8,1,1,0,100,200,81,119,40.5,1
97,32,"Karl-Anthony Towns","Minnesota Timberwolves",78,393,80.4,479,1.219,393,163,230,41.5,60.9,0,0,0,0,41.5,27,10,17,37,366,153,213,41.8,0.93
99,42,"Al Horford","Boston Celtics",84,353,95.1,430,1.218,353,145,208,41.1,60.9,0,0,0,0,41.1,13,5,8,38.5,340,140,200,41.2,0.96
100,6,"Alex Caruso","Chicago Bulls",73,286,75.3,348,1.217,286,116,170,40.6,60.8,0,0,0,0,40.6,1,0,1,0,285,116,169,40.7,1
101,17,"Aleksej Pokusevski","Charlotte Hornets",18,37,62.7,45,1.216,37,15,22,40.5,60.8,0,0,0,0,40.5,1,0,1,0,36,15,21,41.7,0.97
102,2,"Andrew Nembhard","Indiana Pacers",85,192,44.5,233,1.214,192,79,113,41.1,60.7,0,0,0,0,41.1,9,4,5,44.4,183,75,108,41,0.95
103,11,"Ayo Dosunmu","Chicago Bulls",78,265,72.6,321,1.211,265,108,157,40.8,60.4,0,0.4,0,0.4,40.8,5,4,1,80,260,104,156,40,0.98
104,40,"Nicolas Batum","Philadelphia 76ers",64,195,89,236,1.21,195,79,116,40.5,60.5,0,0,0,0,40.5,3,1,2,33.3,192,78,114,40.6,0.98
105,7,"Kyle Lowry","Philadelphia 76ers",30,77,54.2,93,1.208,76,30,46,39.5,59.2,0,1.3,0.04,1.3,40.3,0,0,0,,76,30,46,39.5,1
106,9,"Justin Holiday","Denver Nuggets",70,150,78.5,181,1.207,150,61,89,40.7,60.3,0,0,0,0,40.7,2,2,0,100,148,59,89,39.9,0.99
107,8,"Deni Avdija","Washington Wizards",75,175,61.6,211,1.206,175,71,104,40.6,60,0,0.6,0.01,0.6,40.6,7,3,4,42.9,168,68,100,40.5,0.96
108,7,"Kyle Lowry","Miami Heat",37,112,60.5,135,1.205,112,45,67,40.2,59.8,0,0.9,0.01,0.9,40.2,2,1,1,50,110,44,66,40,0.98
109,5,"Nikola Jovic","Miami Heat",53,172,87.3,207,1.203,172,70,102,40.7,60.2,0,0,0,0,40.7,5,3,2,60,167,67,100,40.1,0.97
110,22,"Khris Middleton","Milwaukee Bucks",61,169,34.3,203,1.201,168,72,96,42.9,59.8,0,0.6,0.02,0.6,43.2,19,15,4,78.9,149,57,92,38.3,0.89
111,23,"Terquavion Smith","Philadelphia 76ers",16,25,69.4,30,1.2,25,10,15,40,60,0,0,0,0,40,0,0,0,,25,10,15,40,1
111,77,"DeJon Jarreau","Memphis Grizzlies",9,10,45.5,12,1.2,10,4,6,40,60,0,0,0,0,40,0,0,0,,10,4,6,40,1
111,20,"Dylan Windler","Atlanta Hawks",6,15,88.2,18,1.2,15,6,9,40,60,0,0,0,0,40,0,0,0,,15,6,9,40,1
114,5,"Luguentz Dort","Oklahoma City Thunder",89,413,79,495,1.199,412,164,248,39.8,59.7,0,0.2,0.01,0.2,40,3,0,3,0,409,164,245,40.1,0.99
115,3,"Chris Paul","Golden State Warriors",59,122,29.4,146,1.197,122,49,73,40.2,59.8,0,0,0,0,40.2,6,1,5,16.7,116,48,68,41.4,0.95
116,7,"Buddy Hield","Indiana Pacers",53,267,67.8,319,1.195,267,107,160,40.1,59.7,0,0,0,0,40.1,3,2,1,66.7,264,105,159,39.8,0.99
117,11,"Payton Pritchard","Boston Celtics",101,326,57.6,389,1.193,326,131,195,40.2,59.7,0,0,0,0,40.2,12,4,8,33.3,314,127,187,40.4,0.96
118,41,"Trey Lyles","Sacramento Kings",60,210,90.5,250,1.19,210,83,127,39.5,59.3,0,0.5,0,0.5,39.5,1,0,1,0,209,83,126,39.7,1
119,2,"Terry Rozier","Miami Heat",31,95,34.8,113,1.189,95,37,58,38.9,58.4,0,2.1,0.02,2.1,38.9,1,0,1,0,94,37,57,39.4,0.99
120,0,"Jayson Tatum","Boston Celtics",93,293,30.1,348,1.188,292,119,173,40.8,58.7,0,1,0.02,1,41,34,14,20,41.2,258,105,153,40.7,0.88
120,40,"Harrison Barnes","Sacramento Kings",84,341,75.3,405,1.188,341,135,206,39.6,59.4,0,0,0,0,39.6,0,0,0,,341,135,206,39.6,1
120,12,"Max Christie","Los Angeles Lakers",68,96,60.8,114,1.188,96,38,58,39.6,59.4,0,1,0.01,1,39.6,0,0,0,,96,38,58,39.6,1
123,16,"Simone Fontecchio","Utah Jazz",50,210,87.5,249,1.186,209,82,127,39.2,58.9,0,1,0.02,1,39.5,0,0,0,,209,82,127,39.2,1
124,24,"Corey Kispert","Washington Wizards",80,405,80.7,480,1.185,405,160,245,39.5,59.1,0,0.2,0,0.2,39.5,1,1,0,100,404,159,245,39.4,1
124,23,"Draymond Green","Golden State Warriors",56,135,96.4,160,1.185,135,54,81,40,59.3,0,0,0,0,40,4,2,2,50,131,52,79,39.7,0.97
124,1,"Obi Toppin","Indiana Pacers",100,281,84.1,333,1.185,281,111,170,39.5,59.3,0,0,0,0,39.5,0,0,0,,281,111,170,39.5,1
127,12,"Taurean Prince","Los Angeles Lakers",85,321,75.4,380,1.184,321,127,194,39.6,59.2,0,0,0,0,39.6,3,1,2,33.3,318,126,192,39.6,0.99
127,9,"Davis Bertans","Charlotte Hornets",28,158,84.5,187,1.184,157,62,95,39.5,58.6,0,1.3,0.03,1.3,39.9,6,2,4,33.3,151,60,91,39.7,0.96
129,9,"Nickeil Alexander-Walker","Minnesota Timberwolves",98,322,69.8,381,1.183,322,127,195,39.4,59.2,0,0,0,0,39.4,1,0,1,0,321,127,194,39.6,1
129,4,"Jalen Suggs","Orlando Magic",82,328,64.3,388,1.183,328,130,198,39.6,59,0,0.9,0.01,0.9,39.6,4,3,1,75,324,127,197,39.2,0.99
131,34,"Kenrich Williams","Oklahoma City Thunder",76,132,77.2,156,1.182,132,52,80,39.4,59.1,0,0,0,0,39.4,1,0,1,0,131,52,79,39.7,0.99
132,2,"Grant Williams","Charlotte Hornets",29,117,83,138,1.179,117,46,71,39.3,59,0,0,0,0,39.3,0,0,0,,117,46,71,39.3,1
132,5,"Dejounte Murray","Atlanta Hawks",79,324,33.2,382,1.179,324,127,197,39.2,58.5,0,0.9,0.01,0.9,39.2,9,2,7,22.2,315,125,190,39.7,0.97
132,15,"Cameron Payne","Milwaukee Bucks",47,95,66,112,1.179,93,36,57,38.7,58.1,0,2.1,0.06,2.1,40,0,0,0,,93,36,57,38.7,1
132,7,"Amir Coffey","Los Angeles Clippers",76,179,67.8,211,1.179,179,70,109,39.1,58.7,0,0.6,0.01,0.6,39.1,2,0,2,0,177,70,107,39.5,0.99
132,23,"Tre Mann","Charlotte Hornets",28,56,40,66,1.179,56,22,34,39.3,58.9,0,0,0,0,39.3,0,0,0,,56,22,34,39.3,1
137,8,"Josh Green","Dallas Mavericks",79,241,87.6,284,1.178,240,93,147,38.8,58.1,0,1.7,0.03,1.7,39,1,0,1,0,239,93,146,38.9,1
137,17,"Dennis Schroder","Brooklyn Nets",29,107,50.2,126,1.178,106,41,65,38.7,58,0,0.9,0.03,0.9,39.3,1,0,1,0,105,41,64,39,0.99
139,22,"Cameron Payne","Philadelphia 76ers",37,91,52.9,107,1.176,91,36,55,39.6,58.8,0,0,0,0,39.6,2,1,1,50,89,35,54,39.3,0.98
139,17,"Shaedon Sharpe","Portland Trail Blazers",32,74,29.5,87,1.176,74,29,45,39.2,58.8,0,0,0,0,39.2,2,0,2,0,72,29,43,40.3,0.97
141,9,"Davis Bertans","Oklahoma City Thunder",15,23,92,27,1.174,23,9,14,39.1,58.7,0,0,0,0,39.1,1,0,1,0,22,9,13,40.9,0.96
141,15,"Gui Santos","Golden State Warriors",24,23,85.2,27,1.174,23,9,14,39.1,58.7,0,0,0,0,39.1,0,0,0,,23,9,14,39.1,1
143,44,"Patrick Williams","Chicago Bulls",43,133,59.6,156,1.173,133,52,81,39.1,58.6,0,0,0,0,39.1,0,0,0,,133,52,81,39.1,1
143,5,"Anthony Edwards","Minnesota Timberwolves",95,226,21.2,265,1.173,226,90,136,39.8,58.6,0,0,0,0,39.8,20,5,15,25,206,85,121,41.3,0.91
145,3,"OG Anunoby","Toronto Raptors",27,145,73.6,170,1.172,145,57,88,39.3,58.6,0,0,0,0,39.3,2,1,1,50,143,56,87,39.2,0.99
145,0,"Royce O'Neale","Brooklyn Nets",49,192,72.2,225,1.172,192,75,117,39.1,58.6,0,0,0,0,39.1,0,0,0,,192,75,117,39.1,1
147,17,"P.J. Tucker","Los Angeles Clippers",31,35,97.2,41,1.171,35,14,21,40,58.6,0,0,0,0,40,2,1,1,50,33,13,20,39.4,0.94
148,8,"Lonnie Walker IV","Brooklyn Nets",58,176,50.7,206,1.17,176,69,107,39.2,58.5,0,0,0,0,39.2,1,1,0,100,175,68,107,38.9,0.99
148,17,"Kessler Edwards","Sacramento Kings",55,53,91.4,62,1.17,53,21,32,39.6,58.5,0,0,0,0,39.6,3,1,2,33.3,50,20,30,40,0.94
150,0,"Taylor Hendricks","Utah Jazz",40,131,86.2,153,1.168,131,51,80,38.9,58.4,0,0,0,0,38.9,0,0,0,,131,51,80,38.9,1
151,9,"Trendon Watford","Brooklyn Nets",63,66,79.5,77,1.167,66,26,40,39.4,58.3,0,0,0,0,39.4,3,1,2,33.3,63,25,38,39.7,0.95
151,5,"Mo Bamba","Philadelphia 76ers",57,66,94.3,77,1.167,66,26,40,39.4,58.3,0,0,0,0,39.4,5,1,4,20,61,25,36,41,0.92
153,9,"RJ Barrett","Toronto Raptors",32,116,86.6,135,1.164,116,45,71,38.8,58.2,0,0,0,0,38.8,0,0,0,,116,45,71,38.8,1
153,11,"Trae Young","Atlanta Hawks",55,110,19.1,128,1.164,109,42,67,38.5,57.8,0,0.9,0.03,0.9,39.1,0,0,0,,109,42,67,38.5,1
153,44," Bojan Bogdanovic","Detroit Pistons",28,159,55,185,1.164,159,62,97,39,58.2,0,0,0,0,39,5,1,4,20,154,61,93,39.6,0.97
156,21,"Joel Embiid","Philadelphia 76ers",46,211,45.4,245,1.161,210,93,117,44.3,57.6,0,0.9,0.01,0.9,44.5,88,37,51,42,122,56,66,45.9,0.58
157,21,"Collin Gillespie","Denver Nuggets",24,26,53.1,30,1.154,26,10,16,38.5,57.7,0,0,0,0,38.5,0,0,0,,26,10,16,38.5,1
158,23,"Monte Morris","Minnesota Timberwolves",36,59,53.6,68,1.153,59,23,36,39,57.6,0,0,0,0,39,1,1,0,100,58,22,36,37.9,0.98
159,44,"Andre Jackson Jr.","Milwaukee Bucks",62,46,85.2,53,1.152,46,18,28,39.1,57.6,0,0,0,0,39.1,1,1,0,100,45,17,28,37.8,0.98
159,6,"Jaylin Williams","Oklahoma City Thunder",79,165,94.8,190,1.152,165,64,101,38.8,57.6,0,0,0,0,38.8,4,2,2,50,161,62,99,38.5,0.98
