sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
40,2,"Joe  Ingles","Utah Jazz",79,211,51.2,275,1.303,211,92,119,43.6,65.2,0,0,0,0,43.6,2,1,1,50,209,91,118,43.5,0.99
41,42,"Davis Bertans","Washington Wizards",54,405,80.5,526,1.299,401,172,229,42.9,63.8,0,2,0.04,2,43.5,8,4,4,50,393,168,225,42.7,0.98
42,30,"Furkan Korkmaz","Philadelphia 76ers",76,282,68.4,366,1.298,280,121,159,43.2,64.1,0,1.8,0.03,1.4,43.6,7,4,3,57.1,273,117,156,42.9,0.98
43,13,"Jalen Brunson","Dallas Mavericks",57,71,31,92,1.296,71,31,40,43.7,64.8,0,0,0,0,43.7,1,1,0,100,70,30,40,42.9,0.99
44,14,"Tyler Herro","Miami Heat",76,255,39.7,330,1.294,255,114,141,44.7,64.7,0,0,0,0,44.7,20,12,8,60,235,102,133,43.4,0.92
45,11,"Kyrie Irving","Brooklyn Nets",20,41,16.2,53,1.293,41,18,23,43.9,64.6,0,0,0,0,43.9,3,1,2,33.3,38,17,21,44.7,0.93
46,21,"Tyus Jones","Memphis Grizzlies",65,79,42.7,102,1.291,79,35,44,44.3,64.6,0,0,0,0,44.3,4,3,1,75,75,32,43,42.7,0.95
47,4,"Paul Millsap","Denver Nuggets",70,159,77.2,205,1.289,159,69,90,43.4,64.5,0,0,0,0,43.4,3,2,1,66.7,156,67,89,42.9,0.98
47,13,"James Harden","Houston Rockets",80,90,9.2,116,1.289,89,38,51,42.7,64,0,2.2,0.03,1.1,43.3,0,0,0,,89,38,51,42.7,1
49,8,"Jordan Clarkson","Cleveland Cavaliers",29,91,51.1,117,1.286,91,39,52,42.9,63.2,0,2.2,0.02,2.2,42.9,3,2,1,66.7,88,37,51,42,0.97
49,0,"David Nwaba","Brooklyn Nets",20,28,100,36,1.286,28,12,16,42.9,64.3,0,0,0,0,42.9,0,0,0,,28,12,16,42.9,1
51,26,"Kyle Korver","Milwaukee Bucks",68,222,68.7,284,1.279,222,96,126,43.2,63.5,0,1.4,0.01,1.4,43.2,10,6,4,60,212,90,122,42.5,0.95
52,2,"Elie Okobo","Phoenix Suns",55,47,50.5,60,1.277,47,20,27,42.6,63.8,0,0,0,0,42.6,0,0,0,,47,20,27,42.6,1
52,14,"DJ Augustin","Orlando Magic",62,94,33.7,120,1.277,94,40,54,42.6,63.8,0,0,0,0,42.6,0,0,0,,94,40,54,42.6,1
54,19,"Svi Mykhailiuk","Detroit Pistons",56,228,77,291,1.276,226,95,131,42,62.8,0,1.3,0.03,1.3,42.5,3,1,2,33.3,223,94,129,42.2,0.99
55,45,"Donovan Mitchell","Utah Jazz",76,200,23,255,1.275,200,85,115,42.5,63.2,0,1,0.01,1,42.5,4,2,2,50,196,83,113,42.3,0.98
56,3,"Aaron Holiday","Indiana Pacers",70,139,44,177,1.273,139,59,80,42.4,63.7,0,0,0,0,42.4,0,0,0,,139,59,80,42.4,1
57,14,"Allonzo Trier","New York Knicks",24,26,32.5,33,1.269,26,11,15,42.3,63.5,0,0,0,0,42.3,0,0,0,,26,11,15,42.3,1
58,25,"Mfiondu Kabengele","Los Angeles Clippers",12,19,95,24,1.263,19,8,11,42.1,63.2,0,0,0,0,42.1,0,0,0,,19,8,11,42.1,1
59,20,"John Collins","Atlanta Hawks",41,149,81.9,188,1.262,149,65,84,43.6,63.1,0,0,0,0,43.6,14,7,7,50,135,58,77,43,0.91
59,41,"Juancho Hernangomez","Minnesota Timberwolves",14,65,90.3,82,1.262,65,27,38,41.5,62.3,0,1.5,0.02,1.5,41.5,1,0,1,0,64,27,37,42.2,0.98
61,27,"Jamal Murray","Denver Nuggets",78,183,22.8,230,1.257,183,78,105,42.6,62.8,0,0,0,0,42.6,6,4,2,66.7,177,74,103,41.8,0.97
61,44,"Bojan Bogdanovic","Utah Jazz",63,304,53.9,382,1.257,304,127,177,41.8,62.7,0,0.3,0,0.3,41.8,0,0,0,,304,127,177,41.8,1
63,11,"Mike Conley","Utah Jazz",52,133,37.2,167,1.256,133,56,77,42.1,62.4,0,0.8,0.01,0.8,42.1,4,2,2,50,129,54,75,41.9,0.97
64,2,"Shai Gilgeous-Alexander","Oklahoma City Thunder",77,98,21.3,123,1.255,98,41,57,41.8,62.8,0,0,0,0,41.8,1,0,1,0,97,41,56,42.3,0.99
64,24,"Buddy Hield","Sacramento Kings",72,369,40.4,463,1.255,369,154,215,41.7,62.2,0,0.8,0.01,0.8,41.7,8,3,5,37.5,361,151,210,41.8,0.98
66,88,"Markieff Morris","Detroit Pistons",44,168,76,210,1.25,168,70,98,41.7,62.2,0,0.6,0.01,0.6,41.7,1,1,0,100,167,69,98,41.3,0.99
66,2,"Collin Sexton","Cleveland Cavaliers",65,152,33.4,190,1.25,152,64,88,42.1,62.5,0,0,0,0,42.1,4,2,2,50,148,62,86,41.9,0.97
66,5,"J.J. Barea","Dallas Mavericks",30,24,17.6,30,1.25,24,10,14,41.7,62.5,0,0,0,0,41.7,0,0,0,,24,10,14,41.7,1
69,20,"Doug McDermott","Indiana Pacers",73,281,76.6,351,1.249,281,118,163,42,61.9,0,1.1,0.01,1.1,42,19,6,13,31.6,262,112,150,42.7,0.93
70,17,"Dennis Schroder","Oklahoma City Thunder",72,309,46.4,385,1.246,309,135,174,43.7,62.1,0,0.3,0,0.3,43.7,35,21,14,60,274,114,160,41.6,0.89
71,8,"Patty Mills","San Antonio Spurs",66,257,51.9,320,1.245,257,106,151,41.2,61.5,0,1.6,0.02,1.6,41.2,6,2,4,33.3,251,104,147,41.4,0.98
71,22,"Otto Porter Jr.","Chicago Bulls",14,49,57,61,1.245,49,21,28,42.9,62.2,0,2,0.02,2,42.9,6,2,4,33.3,43,19,24,44.2,0.88
73,10,"Evan Fournier","Orlando Magic",71,283,45.3,352,1.244,283,119,164,42,62.2,0,0,0,0,42,15,5,10,33.3,268,114,154,42.5,0.95
74,6,"Nickeil Alexander-Walker","New Orleans Pelicans",47,91,58.7,113,1.242,91,38,53,41.8,62.1,0,0,0,0,41.8,1,1,0,100,90,37,53,41.1,0.99
75,9,"Langston Galloway","Detroit Pistons",66,319,81.6,396,1.241,319,131,188,41.1,61,0,2.5,0.03,2.5,41.1,7,4,3,57.1,312,127,185,40.7,0.98
75,23,"Trey Burke","Philadelphia 76ers",25,29,38.7,36,1.241,29,12,17,41.4,62.1,0,0,0,0,41.4,0,0,0,,29,12,17,41.4,1
75,4,"Devonte Graham","Charlotte Hornets",63,212,30.4,263,1.241,212,88,124,41.5,62,0,0,0,0,41.5,3,1,2,33.3,209,87,122,41.6,0.99
78,12,"Jerome Robinson","Washington Wizards",21,63,47.7,78,1.238,63,26,37,41.3,61.9,0,0,0,0,41.3,0,0,0,,63,26,37,41.3,1
79,3,"Kevin Huerter","Atlanta Hawks",56,221,51.6,273,1.235,221,91,130,41.2,61.8,0,0,0,0,41.2,2,0,2,0,219,91,128,41.6,0.99
80,8,"Nemanja Bjelica","Sacramento Kings",72,286,82.7,353,1.234,286,119,167,41.6,61.7,0,0,0,0,41.6,8,4,4,50,278,115,163,41.4,0.97
80,0,"Terence Davis","Toronto Raptors",78,197,70.4,243,1.234,197,81,116,41.1,61.7,0,0,0,0,41.1,0,0,0,,197,81,116,41.1,1
82,52,"Jordan McRae","Washington Wizards",29,60,30.8,74,1.233,60,25,35,41.7,61.7,0,0,0,0,41.7,2,1,1,50,58,24,34,41.4,0.97
82,10,"Tim Hardaway Jr.","Dallas Mavericks",77,395,55.3,487,1.233,395,162,233,41,61.4,0,0.8,0.01,0.8,41,9,1,8,11.1,386,161,225,41.7,0.98
84,21,"Patrick Beverly","Los Angeles Clippers",59,190,79.2,234,1.232,190,78,112,41.1,61.6,0,0,0,0,41.1,1,0,1,0,189,78,111,41.3,0.99
85,5,"Will Barton","Denver Nuggets",58,152,38.8,187,1.23,152,62,90,40.8,61.2,0,0.7,0.01,0.7,40.8,1,0,1,0,151,62,89,41.1,0.99
86,5,"Luke Kennard","Detroit Pistons",28,109,43.6,134,1.229,109,45,64,41.3,61.5,0,0,0,0,41.3,2,1,1,50,107,44,63,41.1,0.98
87,0,"Meyers Leonard","Miami Heat",54,125,89.3,153,1.224,125,51,74,40.8,61.2,0,0,0,0,40.8,0,0,0,,125,51,74,40.8,1
88,8,"Justin Holiday","Indiana Pacers",77,279,69.9,341,1.222,279,115,164,41.2,61.1,0,0,0,0,41.2,7,4,3,57.1,272,111,161,40.8,0.97
89,24,"Garrison Mathews","Washington Wizards",18,41,82,50,1.22,40,15,25,37.5,56.3,0,7.3,0.13,7.3,39,0,0,0,,40,15,25,37.5,1
90,0,"Jayson Tatum","Boston Celtics",83,225,26.8,274,1.218,225,93,132,41.3,60.7,0,0.4,0,0.4,41.3,10,6,4,60,215,87,128,40.5,0.96
91,16,"Ben McLemore","Houston Rockets",82,411,84.2,500,1.217,411,167,244,40.6,60.8,0,0,0,0,40.6,1,1,0,100,410,166,244,40.5,1
92,8,"Kemba Walker","Boston Celtics",73,181,22.4,220,1.215,181,73,108,40.3,60.5,0,0.6,0.01,0.6,40.3,0,0,0,,181,73,108,40.3,1
92,7,"Jaylen Brown","Boston Celtics",74,340,54.5,413,1.215,339,137,202,40.4,60,0,1.2,0.02,1.2,40.6,7,4,3,57.1,332,133,199,40.1,0.98
94,0,"Kevin Love","Cleveland Cavaliers",56,318,67.7,386,1.214,317,133,184,42,60.3,0,0.6,0.01,0.6,42.1,29,17,12,58.6,288,116,172,40.3,0.91
94,1,"T.J. Warren","Indiana Pacers",71,234,46.6,284,1.214,233,98,135,42.1,59.9,0,1.3,0.02,1.3,42.3,28,15,13,53.6,205,83,122,40.5,0.88
96,1,"Lonnie Walker IV","San Antonio Spurs",61,89,53.6,108,1.213,89,36,53,40.4,60.7,0,0,0,0,40.4,2,0,2,0,87,36,51,41.4,0.98
96,8,"Trevor Ariza","Portland Trail Blazers",21,75,83.3,91,1.213,74,29,45,39.2,58.8,0,2.7,0.05,2.7,40,2,0,2,0,72,29,43,40.3,0.97
98,9,"Kelly Olynyk","Miami Heat",85,269,85.7,326,1.212,269,110,159,40.9,60.6,0,0,0,0,40.9,11,4,7,36.4,258,106,152,41.1,0.96
99,8,"Jaren Jackson Jr.","Memphis Grizzlies",57,326,86,394,1.209,326,132,194,40.5,60.3,0,0.3,0,0.3,40.5,6,3,3,50,320,129,191,40.3,0.98
100,10,"Derrick Walton Jr.","Los Angeles Clippers",23,24,72.7,29,1.208,24,10,14,41.7,60.4,0,0,0,0,41.7,2,1,1,50,22,9,13,40.9,0.92
100,14,"Brandon Ingram","New Orleans Pelicans",62,327,46.7,395,1.208,327,132,195,40.4,59.9,0,1.5,0.02,1.5,40.4,20,4,16,20,307,128,179,41.7,0.94
102,22,"Glenn Robinson III","Golden State Warriors",48,175,56.3,211,1.206,175,76,99,43.4,60.3,0,0,0,0,43.4,30,17,13,56.7,145,59,86,40.7,0.83
103,31,"Georges Niang","Utah Jazz",73,224,81.8,270,1.205,224,90,134,40.2,60.3,0,0,0,0,40.2,0,0,0,,224,90,134,40.2,1
103,8,"Danilo Galinari","Oklahoma City Thunder",69,395,63.4,476,1.205,395,163,232,41.3,60.3,0,0,0,0,41.3,22,13,9,59.1,373,150,223,40.2,0.94
105,2,"Lonzo Ball","New Orleans Pelicans",63,270,56.1,325,1.204,269,108,161,40.1,60,0,0.7,0.01,0.7,40.4,5,1,4,20,264,107,157,40.5,0.98
106,12,"Ja Morant","Memphis Grizzlies",68,69,26,83,1.203,68,27,41,39.7,59.6,0,1.4,0.04,1.4,40.6,0,0,0,,68,27,41,39.7,1
107,8,"Marcus Morris Sr.","Los Angeles Clippers",32,129,55.1,155,1.202,129,52,77,40.3,59.3,0,1.6,0.02,1.6,40.3,5,3,2,60,124,49,75,39.5,0.96
108,55,"E'Twaun Moore","New Orleans Pelicans",56,135,56.5,162,1.2,135,54,81,40,60,0,0,0,0,40,1,0,1,0,134,54,80,40.3,0.99
108,13,"Malcolm Miller","Toronto Raptors",30,20,80,24,1.2,20,8,12,40,60,0,0,0,0,40,0,0,0,,20,8,12,40,1
108,20,"Adam Mokoka","Chicago Bulls",11,15,100,18,1.2,15,6,9,40,60,0,0,0,0,40,0,0,0,,15,6,9,40,1
108,1,"Dante Exum","Cleveland Cavaliers",24,25,67.6,30,1.2,25,10,15,40,60,0,0,0,0,40,0,0,0,,25,10,15,40,1
112,25,"Malik Beasley","Denver Nuggets",41,128,61.5,153,1.195,128,52,76,40.6,59.8,0,0,0,0,40.6,6,3,3,50,122,49,73,40.2,0.95
112,23,"LeBron James","Los Angeles Lakers",88,205,26.9,245,1.195,205,83,122,40.5,59.5,0,0.5,0,0.5,40.5,17,5,12,29.4,188,78,110,41.5,0.92
112,11,"Bryn Forbes","San Antonio Spurs",63,293,60.8,350,1.195,290,114,176,39.3,58.4,0,2.4,0.04,2.4,39.9,5,3,2,60,285,111,174,38.9,0.98
115,5,"Dejounte Murray","San Antonio Spurs",66,98,26.8,117,1.194,98,39,59,39.8,59.7,0,0,0,0,39.8,2,0,2,0,96,39,57,40.6,0.98
116,5,"Malik Beasley","Minnesota Timberwolves",14,78,56.5,93,1.192,78,31,47,39.7,59.6,0,0,0,0,39.7,1,0,1,0,77,31,46,40.3,0.99
116,32,"Karl-Anthony Towns","Minnesota Timberwolves",35,224,73,267,1.192,224,89,135,39.7,59.2,0,0.9,0.01,0.9,39.7,7,2,5,28.6,217,87,130,40.1,0.97
118,10,"Jared Dudley","Los Angeles Lakers",54,47,94,56,1.191,47,19,28,40.4,59.6,0,0,0,0,40.4,2,1,1,50,45,18,27,40,0.96
119,35,"Christian Wood","Detroit Pistons",62,126,76.4,150,1.19,126,51,75,40.5,59.5,0,0,0,0,40.5,7,3,4,42.9,119,48,71,40.3,0.94
119,8,"Bogdan Bogdanovic","Sacramento Kings",61,316,56,376,1.19,315,125,190,39.7,59.4,0,0.3,0.01,0.3,39.9,4,1,3,25,311,124,187,39.9,0.99
121,0,"Damian Lillard","Portland Trail Blazers",71,169,19.2,201,1.189,169,68,101,40.2,58.9,0,1.2,0.01,1.2,40.2,10,5,5,50,159,63,96,39.6,0.94
121,4,"Jevon Carter","Phoenix Suns",59,111,59,132,1.189,111,44,67,39.6,59.5,0,0,0,0,39.6,0,0,0,,111,44,67,39.6,1
123,54,"Patrick Patterson","Los Angeles Clippers",61,176,94.1,209,1.188,176,70,106,39.8,59.4,0,0,0,0,39.8,7,1,6,14.3,169,69,100,40.8,0.96
124,4,"JaMychal Green","Los Angeles Clippers",76,252,93,299,1.187,252,100,152,39.7,59.3,0,0,0,0,39.7,3,1,2,33.3,249,99,150,39.8,0.99
125,13,"Paul George","Los Angeles Clippers",61,283,40.3,335,1.184,283,112,171,39.6,59.2,0,0,0,0,39.6,8,1,7,12.5,275,111,164,40.4,0.97
126,51,"Ryan Arcidiacono","Chicago Bulls",58,109,67.3,129,1.183,109,43,66,39.4,59.2,0,0,0,0,39.4,0,0,0,,109,43,66,39.4,1
126,0,"DAngelo Russell","Golden State Warriors",33,153,31.2,181,1.183,153,62,91,40.5,58.8,0,0.7,0.01,0.7,40.5,13,6,7,46.2,140,56,84,40,0.92
128,3,"Shaquille Harrison","Chicago Bulls",43,33,68.8,39,1.182,33,13,20,39.4,59.1,0,0,0,0,39.4,0,0,0,,33,13,20,39.4,1
128,2,"Quinn Cook","Los Angeles Lakers",50,55,35.9,65,1.182,55,22,33,40,59.1,0,1.8,0.02,1.8,40,1,1,0,100,54,21,33,38.9,0.98
128,4,"Kevin Porter Jr.","Cleveland Cavaliers",50,88,35.6,104,1.182,88,35,53,39.8,59.1,0,0,0,0,39.8,3,1,2,33.3,85,34,51,40,0.97
131,2,"Kawhi Leonard","Los Angeles Clippers",71,210,23.7,248,1.181,210,84,126,40,58.6,0,1,0.01,1,40,12,6,6,50,198,78,120,39.4,0.94
132,1,"Kentavious Caldwell-Pope","Los Angeles Lakers",90,333,70.1,393,1.18,331,132,199,39.9,58.3,0,0.9,0.02,0.9,40.2,21,10,11,47.6,310,122,188,39.4,0.94
132,99,"Jae Crowder","Miami Heat",41,245,81.7,289,1.18,245,95,150,38.8,58.2,0,1.6,0.02,1.6,38.8,4,0,4,0,241,95,146,39.4,0.98
134,23,"Royce ONeale","Utah Jazz",78,237,86.8,279,1.177,237,93,144,39.2,58.9,0,0,0,0,39.2,1,0,1,0,236,93,143,39.4,1
135,10,"Tyler Johnson","Brooklyn Nets",12,64,69.6,75,1.172,64,26,38,40.6,58.6,0,0,0,0,40.6,4,3,1,75,60,23,37,38.3,0.94
135,11,"Ricky Rubio","Phoenix Suns",65,163,36.5,191,1.172,163,64,99,39.3,58.3,0,0.6,0.01,0.6,39.3,6,2,4,33.3,157,62,95,39.5,0.96
137,2,"Marvin  Williams","Charlotte Hornets",41,112,88.9,131,1.17,112,44,68,39.3,58.5,0,0,0,0,39.3,7,1,6,14.3,105,43,62,41,0.94
138,0,"Carmelo Anthony","Portland Trail Blazers",64,243,48.7,284,1.169,243,98,145,40.3,58.2,0,0.4,0,0.4,40.3,29,11,18,37.9,214,87,127,40.7,0.88
139,9,"Cory Joseph","Sacramento Kings",72,125,47,146,1.168,125,49,76,39.2,58.4,0,0,0,0,39.2,1,1,0,100,124,48,76,38.7,0.99
140,81,"Miye Oni","Utah Jazz",12,18,69.2,21,1.167,18,7,11,38.9,58.3,0,0,0,0,38.9,0,0,0,,18,7,11,38.9,1
141,8,"Zach Lavine","Chicago Bulls",60,181,27.5,211,1.166,181,71,110,39.2,58.3,0,0,0,0,39.2,8,2,6,25,173,69,104,39.9,0.96
142,23,"Cameron Johnson","Phoenix Suns",57,266,86.9,310,1.165,266,104,162,39.1,58.1,0,0.4,0,0.4,39.1,7,3,4,42.9,259,101,158,39,0.97
142,88,"Markieff Morris","Los Angeles Lakers",35,103,88,120,1.165,103,40,63,38.8,58.3,0,0,0,0,38.8,0,0,0,,103,40,63,38.8,1
144,3,"Chris Paul","Oklahoma City Thunder",77,73,9.1,85,1.164,73,29,44,39.7,58.2,0,0,0,0,39.7,4,2,2,50,69,27,42,39.1,0.95
145,12,"De'Andre Hunter","Atlanta Hawks",63,270,62.4,314,1.163,270,107,163,39.6,58.1,0,0,0,0,39.6,10,7,3,70,260,100,160,38.5,0.96
146,15,"Brandon Clarke","Memphis Grizzlies",59,80,76.9,93,1.163,80,33,47,41.3,58.1,0,0,0,0,41.3,12,6,6,50,68,27,41,39.7,0.85
147,4,"Derrick White","San Antonio Spurs",68,143,47.4,166,1.161,143,55,88,38.5,57.7,0,0.7,0.01,0.7,38.5,0,0,0,,143,55,88,38.5,1
148,20,"Landry Shamet","Los Angeles Clippers",66,283,76.5,327,1.155,283,109,174,38.5,57.4,0,1.1,0.01,1.1,38.5,3,2,1,66.7,280,107,173,38.2,0.99
149,11,"Jrue Holiday","New Orleans Pelicans",61,136,27.6,157,1.154,135,52,83,38.5,57.4,0,0.7,0.02,0.7,39,2,1,1,50,133,51,82,38.3,0.99
150,14,"Gary Harris","Denver Nuggets",70,190,57.8,219,1.153,190,74,116,38.9,57.6,0,0,0,0,38.9,5,3,2,60,185,71,114,38.4,0.97
151,9,"Wesley Matthews","Milwaukee Bucks",77,276,75.4,318,1.152,275,106,169,38.5,57.5,0,0.4,0.01,0.4,38.8,2,2,0,100,273,104,169,38.1,0.99
151,11,"Abdel Nader","Oklahoma City Thunder",58,125,83.3,144,1.152,125,48,77,38.4,57.6,0,0,0,0,38.4,0,0,0,,125,48,77,38.4,1
153,1,"Michael Porter Jr.","Denver Nuggets",74,192,61.5,221,1.151,192,78,114,40.6,57.6,0,0.5,0.01,0.5,40.6,23,13,10,56.5,169,65,104,38.5,0.88
154,5,"Shabazz Napier","Washington Wizards",20,40,36,46,1.15,39,14,25,35.9,53.8,0,5,0.1,5,37.5,0,0,0,,39,14,25,35.9,1
154,1,"Devin Booker","Phoenix Suns",70,187,24.1,215,1.15,187,76,111,40.6,57.5,0,0,0,0,40.6,28,13,15,46.4,159,63,96,39.6,0.85
156,24,"Kent Bazemore","Sacramento Kings",25,67,68.4,77,1.149,67,26,41,38.8,57.5,0,0,0,0,38.8,4,1,3,25,63,25,38,39.7,0.94
156,45,"Ryan Broekhoff","Dallas Mavericks",17,47,87,54,1.149,47,18,29,38.3,57.4,0,0,0,0,38.3,0,0,0,,47,18,29,38.3,1
156,26,"Jeremy Lamb","Indiana Pacers",46,101,35.4,116,1.149,101,39,62,38.6,56.9,0,1,0.01,1,38.6,5,2,3,40,96,37,59,38.5,0.95
