sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
45,8,"Zach Lavine","Chicago Bulls",58,492,73.9,539,1.096,492,207,285,42.1,54.7,0,0.2,42.1,174,83,91,47.7,318,124,194,39,0.65
46,12,"Taurean Prince","Cleveland Cavaliers",29,84,51.9,92,1.095,84,36,48,42.9,54.8,0,0,42.9,40,16,24,40,44,20,24,45.5,0.52
47,5,"Luke Kennard","Los Angeles Clippers",78,171,43.7,187,1.094,171,79,92,46.2,54.7,0,0,46.2,106,50,56,47.2,65,29,36,44.6,0.38
48,31,"Seth Curry","Philadelphia 76ers",69,287,52.7,313,1.091,287,133,154,46.3,54.4,0.01,0.7,46.3,167,87,80,52.1,120,46,74,38.3,0.42
49,18,"Alec Burks","New York Knicks",54,221,58.6,240,1.086,221,92,129,41.6,53.4,0.02,1.8,41.6,106,40,66,37.7,115,52,63,45.2,0.52
50,23,"Jordan Bone","Orlando Magic",14,24,49,26,1.083,24,11,13,45.8,54.2,0,0,45.8,15,7,8,46.7,9,4,5,44.4,0.38
50,11,"Kyrie Irving","Brooklyn Nets",63,555,68.9,601,1.083,555,262,293,47.2,53.6,0.01,1.1,47.2,350,191,159,54.6,205,71,134,34.6,0.37
52,3,"Chris Paul","Phoenix Suns",90,896,90.1,969,1.081,896,438,458,48.9,53.9,0.01,0.6,48.9,664,349,315,52.6,232,89,143,38.4,0.26
52,7,"Bryn Forbes","Milwaukee Bucks",90,172,31.3,186,1.081,172,81,91,47.1,53.5,0.01,1.2,47.1,113,59,54,52.2,59,22,37,37.3,0.34
54,24,"Buddy Hield","Sacramento Kings",71,404,48,436,1.079,404,162,242,40.1,53.8,0,0.2,40.1,116,51,65,44,288,111,177,38.5,0.71
54,77,"Luka Doncic","Dallas Mavericks",73,788,87.6,850,1.079,788,327,461,41.5,53.4,0.02,1.5,41.5,270,140,130,51.9,518,187,331,36.1,0.66
56,9,"T.J. McConnell","Indiana Pacers",71,208,82.2,224,1.077,208,110,98,52.9,53.8,0,0.5,52.9,194,106,88,54.6,14,4,10,28.6,0.07
57,0,"Damian Lillard","Portland Trail Blazers",73,773,80.6,829,1.072,773,299,474,38.7,53.6,0,0.3,38.7,171,69,102,40.4,602,230,372,38.2,0.78
58,0,"Sterling Brown","Houston Rockets",51,45,19.5,48,1.067,45,17,28,37.8,53.3,0,0,37.8,14,3,11,21.4,31,14,17,45.2,0.69
59,55,"E'Twaun Moore","Phoenix Suns",34,31,45.6,33,1.065,31,15,16,48.4,53.2,0,0,48.4,24,12,12,50,7,3,4,42.9,0.23
60,42,"Al Horford","Oklahoma City Thunder",28,16,7.9,17,1.063,16,8,8,50,53.1,0,0,50,11,7,4,63.6,5,1,4,20,0.31
61,45,"Donovan Mitchell","Utah Jazz",63,595,74.8,629,1.057,595,239,356,40.2,52.5,0.01,1,40.2,217,92,125,42.4,378,147,231,38.9,0.64
61,35,"Christian Wood","Houston Rockets",41,70,26.2,74,1.057,70,30,40,42.9,52.9,0.04,4.3,42.9,37,16,21,43.2,33,14,19,42.4,0.47
63,40,"Harrison Barnes","Sacramento Kings",58,94,33.3,99,1.053,94,36,58,38.3,52.1,0.02,2.1,38.3,24,10,14,41.7,70,26,44,37.1,0.74
64,51,"Tremont Waters","Boston Celtics",30,39,72.2,41,1.051,39,15,24,38.5,52.6,0,0,38.5,12,4,8,33.3,27,11,16,40.7,0.69
65,1,"Michael Porter Jr.","Denver Nuggets",71,203,33.7,213,1.049,203,88,115,43.3,52.5,0,0,43.3,104,51,53,49,99,37,62,37.4,0.49
65,3,"CJ McCollum","Portland Trail Blazers",53,493,72.3,517,1.049,493,203,290,41.2,51.8,0.01,1.4,41.2,200,98,102,49,293,105,188,35.8,0.59
67,16,"Ty Jerome","Oklahoma City Thunder",33,86,41.5,90,1.047,86,34,52,39.5,52.3,0,0,39.5,33,12,21,36.4,53,22,31,41.5,0.62
67,19,"Svi Mykhailiuk","Detroit Pistons",36,43,23.9,45,1.047,43,16,27,37.2,52.3,0,0,37.2,7,3,4,42.9,36,13,23,36.1,0.84
69,31,"Tomas Satoransky","Chicago Bulls",58,65,38,68,1.046,65,32,33,49.2,51.5,0.02,1.5,49.2,51,29,22,56.9,14,3,11,21.4,0.22
70,11,"Cody Martin","Charlotte Hornets",52,23,27.7,24,1.043,23,11,12,47.8,52.2,0,0,47.8,19,9,10,47.4,4,2,2,50,0.17
71,51,"Ryan Arcidiacono","Chicago Bulls",44,24,30,25,1.042,24,10,14,41.7,47.9,0.08,8.3,41.7,12,7,5,58.3,12,3,9,25,0.5
72,7,"Rajon Rondo","Atlanta Hawks",27,29,53.7,30,1.034,29,11,18,37.9,51.7,0,0,37.9,9,3,6,33.3,20,8,12,40,0.69
72,1,"Damion Lee","Golden State Warriors",57,29,13.9,30,1.034,29,11,18,37.9,50,0.03,3.4,37.9,9,4,5,44.4,20,7,13,35,0.69
74,13,"Jalen Brunson","Dallas Mavericks",75,209,57.3,216,1.033,209,97,112,46.4,51.4,0,0.5,46.4,149,76,73,51,60,21,39,35,0.29
74,34,"Kenrich Williams","Oklahoma City Thunder",66,91,45.5,94,1.033,91,43,48,47.3,51.1,0.01,1.1,47.3,74,36,38,48.6,17,7,10,41.2,0.19
76,3,"Kevin Huerter","Atlanta Hawks",87,286,43.7,295,1.031,286,128,158,44.8,51.2,0.01,0.7,44.8,164,91,73,55.5,122,37,85,30.3,0.43
77,22,"Khris Middleton","Milwaukee Bucks",91,669,66,688,1.028,669,292,377,43.6,50.7,0.02,1.6,43.6,413,197,216,47.7,256,95,161,37.1,0.38
77,15,"Nikola Jokic","Denver Nuggets",82,106,20.9,109,1.028,106,48,58,45.3,49.5,0.04,3.8,45.3,77,39,38,50.6,29,9,20,31,0.27
77,7,"Kyle Lowry","Toronto Raptors",46,253,61.1,260,1.028,253,96,157,37.9,50.8,0.02,1.6,37.9,79,31,48,39.2,174,65,109,37.4,0.69
80,24,"Garrison Mathews","Washington Wizards",69,38,17.3,39,1.026,38,15,23,39.5,51.3,0,0,39.5,10,6,4,60,28,9,19,32.1,0.74
81,0,"Jordan Clarkson","Utah Jazz",79,492,60.4,503,1.022,492,182,310,37,50.3,0.02,1.6,37,109,51,58,46.8,383,131,252,34.2,0.78
82,4,"Jevon Carter","Phoenix Suns",67,69,34.8,70,1.014,69,31,38,44.9,50.7,0,0,44.9,44,23,21,52.3,25,8,17,32,0.36
83,27,"Jamal Murray","Denver Nuggets",48,410,76.2,415,1.012,410,168,242,41,50.2,0.01,0.7,41,213,92,121,43.2,197,76,121,38.6,0.48
83,14,"Svi Mykhailiuk","Oklahoma City Thunder",30,83,46.9,84,1.012,83,33,50,39.8,50.6,0,0,39.8,30,15,15,50,53,18,35,34,0.64
85,10,"DeMar DeRozan","San Antonio Spurs",62,395,77.5,399,1.01,395,194,201,49.1,49.2,0.03,2.8,49.1,384,193,191,50.3,11,1,10,9.1,0.03
86,18,"Shake Milton","Philadelphia 76ers",75,253,62.9,255,1.008,253,114,139,45.1,50,0.01,1.2,45.1,173,89,84,51.4,80,25,55,31.3,0.32
86,33,"Gary Trent Jr.","Toronto Raptors",17,129,67.2,130,1.008,129,53,76,41.1,50,0.01,0.8,41.1,64,30,34,46.9,65,23,42,35.4,0.5
88,2,"Kawhi Leonard","Los Angeles Clippers",63,423,65.2,424,1.002,423,186,237,44,49.9,0,0.5,44,282,136,146,48.2,141,50,91,35.5,0.33
88,13,"Paul George","Los Angeles Clippers",73,552,62.8,553,1.002,552,226,326,40.9,49.9,0,0.4,40.9,279,127,152,45.5,273,99,174,36.3,0.49
90,4,"Harry Giles III","Portland Trail Blazers",39,11,33.3,11,1,11,5,6,45.5,50,0,0,45.5,7,4,3,57.1,4,1,3,25,0.36
90,10,"Eric Gordon","Houston Rockets",27,70,32.7,70,1,70,23,47,32.9,49.3,0.03,2.9,32.9,6,0,6,0,64,23,41,35.9,0.91
90,4,"Skylar Mays","Atlanta Hawks",40,17,32.1,17,1,17,7,10,41.2,50,0,0,41.2,9,4,5,44.4,8,3,5,37.5,0.47
90,12,"Grant Williams","Boston Celtics",69,18,12.5,18,1,18,7,11,38.9,50,0,0,38.9,8,3,5,37.5,10,4,6,40,0.56
90,0,"Josh Richardson","Dallas Mavericks",66,200,45.2,200,1,200,90,110,45,48.8,0.03,2.5,45,155,75,80,48.4,45,15,30,33.3,0.23
90,4,"Rajon Rondo","Los Angeles Clippers",31,36,44.4,36,1,36,13,23,36.1,50,0,0,36.1,8,3,5,37.5,28,10,18,35.7,0.78
90,7,"Chimezie Metu","Sacramento Kings",36,20,30.3,20,1,20,9,11,45,50,0,0,45,15,7,8,46.7,5,2,3,40,0.25
90,1,"Anfernee Simons","Portland Trail Blazers",70,182,53.1,182,1,182,67,115,36.8,49.7,0.01,1.1,36.8,41,20,21,48.8,141,47,94,33.3,0.77
90,33,"George Hill","Philadelphia 76ers",28,26,45.6,26,1,26,10,16,38.5,48.1,0.04,3.8,38.5,15,5,10,33.3,11,5,6,45.5,0.42
90,8,"Austin Rivers","New York Knicks",21,25,30.1,25,1,25,9,16,36,50,0,0,36,5,2,3,40,20,7,13,35,0.8
90,2,"Gabe Vincent","Miami Heat",53,53,32.1,53,1,53,19,34,35.8,49.1,0.02,1.9,35.8,12,5,7,41.7,41,14,27,34.1,0.77
90,21,"Matt Thomas","Utah Jazz",22,26,46.4,26,1,26,12,14,46.2,50,0,0,46.2,15,10,5,66.7,11,2,9,18.2,0.42
90,2,"Jalen Harris","Toronto Raptors",13,12,28.6,12,1,12,5,7,41.7,50,0,0,41.7,6,3,3,50,6,2,4,33.3,0.5
90,18,"Cory Joseph","Detroit Pistons",19,52,65,52,1,52,24,28,46.2,50,0,0,46.2,41,20,21,48.8,11,4,7,36.4,0.21
90,2,"Nico Mannion","Golden State Warriors",30,36,50.7,36,1,36,12,24,33.3,50,0,0,33.3,11,0,11,0,25,12,13,48,0.69
90,6,"Hamidou Diallo","Detroit Pistons",20,23,40.4,23,1,23,10,13,43.5,50,0,0,43.5,17,7,10,41.2,6,3,3,50,0.26
106,21,"Jrue Holiday","Milwaukee Bucks",82,463,70.9,462,0.998,463,186,277,40.2,49.9,0,0,40.2,216,96,120,44.4,247,90,157,36.4,0.53
107,0,"Donte DiVincenzo","Milwaukee Bucks",69,138,34.9,137,0.993,138,50,88,36.2,49.6,0,0,36.2,38,13,25,34.2,100,37,63,37,0.72
108,44,"Bojan Bogdanovic","Utah Jazz",83,234,36.2,232,0.991,234,91,143,38.9,49.4,0,0.4,38.9,105,42,63,40,129,49,80,38,0.55
108,1,"Devin Booker","Phoenix Suns",89,860,75.1,852,0.991,860,375,485,43.6,48.5,0.02,2.2,43.6,585,291,294,49.7,275,84,191,30.5,0.32
110,7,"Malcolm Brogdon","Indiana Pacers",58,348,65.9,344,0.989,348,136,212,39.1,49.4,0,0,39.1,139,64,75,46,209,72,137,34.4,0.6
111,11,"Monte Morris","Denver Nuggets",57,151,54.9,149,0.987,151,65,86,43,49.3,0,0,43,100,46,54,46,51,19,32,37.3,0.34
112,4,"Danuel House","Houston Rockets",36,71,39.9,70,0.986,71,26,45,36.6,48.6,0.01,1.4,36.6,20,9,11,45,51,17,34,33.3,0.72
113,1,"Malik Monk","Charlotte Hornets",43,135,51.5,133,0.985,135,50,85,37,49.3,0,0,37,45,17,28,37.8,90,33,57,36.7,0.67
113,7,"Jaylen Brown","Boston Celtics",58,333,53.5,328,0.985,333,141,192,42.3,49.1,0,0.3,42.3,195,96,99,49.2,138,45,93,32.6,0.41
113,11,"Trae Young","Atlanta Hawks",79,585,83.8,576,0.985,585,214,371,36.6,48.7,0.02,1.7,36.6,152,72,80,47.4,433,142,291,32.8,0.74
116,13,"James Harden","Houston Rockets",8,62,86.1,61,0.984,62,20,42,32.3,48.4,0.02,1.6,32.3,0,0,0,,62,20,42,32.3,1
117,5,"Immanuel Quickley","New York Knicks",69,235,65.3,231,0.983,235,80,155,34,48.5,0.01,1.3,34,43,12,31,27.9,192,68,124,35.4,0.82
118,1,"Reggie Jackson","Los Angeles Clippers",87,223,42.2,219,0.982,223,88,135,39.5,48.9,0,0.4,39.5,98,46,52,46.9,125,42,83,33.6,0.56
119,0,"Carmelo Anthony","Portland Trail Blazers",75,322,53.6,316,0.981,322,132,190,41,47.7,0.03,2.8,41,212,89,123,42,110,43,67,39.1,0.34
119,23,"LeBron James","Los Angeles Lakers",52,314,65.4,308,0.981,314,116,198,36.9,48.2,0.02,1.6,36.9,122,45,77,36.9,192,71,121,37,0.61
121,7,"Armoni Brooks","Houston Rockets",20,45,28,44,0.978,45,15,30,33.3,48.9,0,0,33.3,4,1,3,25,41,14,27,34.1,0.91
122,3,"Bradley Beal","Washington Wizards",67,566,67.6,553,0.977,566,242,324,42.8,48,0.02,1.9,42.8,378,183,195,48.4,188,59,129,31.4,0.33
122,1,"Kyle Anderson","Memphis Grizzlies",76,130,34.8,127,0.977,130,54,76,41.5,48.8,0,0,41.5,84,35,49,41.7,46,19,27,41.3,0.35
124,9,"Mason Jones","Houston Rockets",26,39,52.7,38,0.974,39,14,25,35.9,48.7,0,0,35.9,9,4,5,44.4,30,10,20,33.3,0.77
124,3,"Aaron Holiday","Indiana Pacers",68,76,36.2,74,0.974,76,29,47,38.2,48.7,0,0,38.2,26,13,13,50,50,16,34,32,0.66
126,5,"Will Barton","Denver Nuggets",59,176,49.2,171,0.972,176,67,109,38.1,48.6,0,0,38.1,72,30,42,41.7,104,37,67,35.6,0.59
127,24,"Norman Powell","Portland Trail Blazers",33,102,47.7,99,0.971,102,38,64,37.3,48.5,0,0,37.3,36,15,21,41.7,66,23,43,34.8,0.65
128,9,"Kelly Olynyk","Miami Heat",43,33,12.8,32,0.97,33,11,22,33.3,48.5,0,0,33.3,6,1,5,16.7,27,10,17,37,0.82
128,21,"Matt Thomas","Toronto Raptors",26,33,60,32,0.97,33,12,21,36.4,48.5,0,0,36.4,14,4,10,28.6,19,8,11,42.1,0.58
130,0,"D'Angelo Russell","Minnesota Timberwolves",42,314,64.6,304,0.968,314,122,192,38.9,47.9,0.01,1.3,38.9,164,65,99,39.6,150,57,93,38,0.48
130,2,"Blake Griffin","Brooklyn Nets",38,31,26.1,30,0.968,31,10,21,32.3,48.4,0,0,32.3,2,0,2,0,29,10,19,34.5,0.94
130,14,"Brandon Ingram","New Orleans Pelicans",61,554,67.2,536,0.968,554,243,311,43.9,47.7,0.02,1.6,43.9,415,201,214,48.4,139,42,97,30.2,0.25
133,50,"Cole Anthony","Orlando Magic",47,153,57.7,148,0.967,153,62,91,40.5,48,0.01,0.7,40.5,86,39,47,45.3,67,23,44,34.3,0.44
134,0,"Jayson Tatum","Boston Celtics",70,620,77.6,599,0.966,620,228,392,36.8,48.1,0.01,0.6,36.8,238,88,150,37,382,140,242,36.6,0.62
135,3,"Terry Rozier","Charlotte Hornets",70,346,46.4,334,0.965,346,137,209,39.6,48.3,0,0,39.6,150,77,73,51.3,196,60,136,30.6,0.57
135,94,"Evan Fournier","Boston Celtics",22,85,51.2,82,0.965,85,31,54,36.5,48.2,0,0,36.5,26,11,15,42.3,59,20,39,33.9,0.69
137,36,"Marcus Smart","Boston Celtics",54,159,39.5,153,0.962,159,61,98,38.4,47.2,0.03,2.5,38.4,71,33,38,46.5,88,28,60,31.8,0.55
137,10,"Darius Garland","Cleveland Cavaliers",54,212,59.6,204,0.962,212,80,132,37.7,48.1,0,0,37.7,86,36,50,41.9,126,44,82,34.9,0.59
137,12,"De'Andre Hunter","Atlanta Hawks",28,78,43.3,75,0.962,78,35,43,44.9,48.1,0,0,44.9,58,30,28,51.7,20,5,15,25,0.26
140,0,"Dennis Smith Jr.","Detroit Pistons",20,51,61.4,49,0.961,51,20,31,39.2,48,0,0,39.2,29,11,18,37.9,22,9,13,40.9,0.43
141,17,"Garrett Temple","Chicago Bulls",56,73,29.6,70,0.959,73,30,43,41.1,47.3,0.01,1.4,41.1,41,21,20,51.2,32,9,23,28.1,0.44
141,23,"Fred VanVleet","Toronto Raptors",52,338,55.8,324,0.959,338,124,214,36.7,47.8,0,0.3,36.7,122,49,73,40.2,216,75,141,34.7,0.64
143,13,"Bogdan Bogdanovic","Atlanta Hawks",62,236,37.3,226,0.958,236,93,143,39.4,47.9,0,0,39.4,125,53,72,42.4,111,40,71,36,0.47
144,33,"Robert Covington","Portland Trail Blazers",76,46,11.6,44,0.957,46,17,29,37,47.8,0,0,37,16,7,9,43.8,30,10,20,33.3,0.65
144,32,"Rodney Hood","Toronto Raptors",17,23,51.1,22,0.957,23,9,14,39.1,45.7,0.04,4.3,39.1,16,6,10,37.5,7,3,4,42.9,0.3
146,0,"Coby White","Chicago Bulls",69,252,42.8,241,0.956,252,99,153,39.3,47.6,0,0.4,39.3,134,57,77,42.5,118,42,76,35.6,0.47
146,8,"Patty Mills","San Antonio Spurs",69,251,49.2,240,0.956,251,91,160,36.3,47.2,0.01,1.2,36.3,74,36,38,48.6,177,55,122,31.1,0.71
148,14,"Danny Green","Philadelphia 76ers",77,109,21.7,104,0.954,109,39,70,35.8,47.2,0.01,0.9,35.8,32,14,18,43.8,77,25,52,32.5,0.71
148,3,"Trey Burke","Dallas Mavericks",64,108,42.9,103,0.954,108,46,62,42.6,47.7,0,0,42.6,78,35,43,44.9,30,11,19,36.7,0.28
150,6,"Nickeil Alexander-Walker","New Orleans Pelicans",47,86,31.6,82,0.953,86,35,51,40.7,47.7,0,0,40.7,49,23,26,46.9,37,12,25,32.4,0.43
151,4,"Jaylen Nowell","Minnesota Timberwolves",43,105,48.6,100,0.952,105,43,62,41,47.6,0.01,1,41,61,29,32,47.5,44,14,30,31.8,0.42
151,15,"Cameron Payne","Phoenix Suns",82,146,51.4,139,0.952,146,54,92,37,47.6,0,0,37,42,23,19,54.8,104,31,73,29.8,0.71
153,18,"Solomon Hill","Atlanta Hawks",85,20,8.2,19,0.95,20,8,12,40,47.5,0,0,40,11,5,6,45.5,9,3,6,33.3,0.45
153,32,"Dean Wade","Cleveland Cavaliers",63,20,8.8,19,0.95,20,8,12,40,47.5,0,0,40,12,5,7,41.7,8,3,5,37.5,0.4
155,0,"De'Anthony Melton","Memphis Grizzlies",59,98,36.6,93,0.949,98,36,62,36.7,47.4,0,0,36.7,32,15,17,46.9,66,21,45,31.8,0.67
156,22,"Desmond Bane","Memphis Grizzlies",75,123,34.8,116,0.943,123,45,78,36.6,46.7,0.01,0.8,36.6,56,20,36,35.7,67,25,42,37.3,0.54
156,21,"Joel Embiid","Philadelphia 76ers",62,210,46.2,198,0.943,210,90,120,42.9,46.2,0.02,2.4,42.9,174,76,98,43.7,36,14,22,38.9,0.17
158,2,"Gary Trent Jr.","Portland Trail Blazers",41,239,57,225,0.941,239,89,150,37.2,46.9,0,0.4,37.2,114,43,71,37.7,125,46,79,36.8,0.52
158,55,"Jeff Teague","Boston Celtics",34,51,63,48,0.941,51,18,33,35.3,47.1,0,0,35.3,24,6,18,25,27,12,15,44.4,0.53
160,8,"Danilo Gallinari","Atlanta Hawks",69,134,28.5,126,0.94,134,53,81,39.6,46.6,0.01,0.7,39.6,80,34,46,42.5,54,19,35,35.2,0.4
161,25,"Kendrick Nunn","Miami Heat",60,180,41.7,169,0.939,180,72,108,40,46.9,0,0,40,94,47,47,50,86,25,61,29.1,0.48
162,20,"Gordon Hayward","Charlotte Hornets",44,227,55.6,212,0.934,227,94,133,41.4,46.3,0.01,0.9,41.4,162,72,90,44.4,65,22,43,33.8,0.29
163,43,"Thanasis Antetokounmpo","Milwaukee Bucks",70,15,44.1,14,0.933,15,5,10,33.3,46.7,0,0,33.3,4,1,3,25,11,4,7,36.4,0.73
164,6,"Lou Williams","Atlanta Hawks",42,172,83.1,160,0.93,172,67,105,39,45.6,0.02,1.7,39,118,44,74,37.3,54,23,31,42.6,0.31
165,3,"Keldon Johnson","San Antonio Spurs",70,69,30.1,64,0.928,69,28,41,40.6,46.4,0,0,40.6,40,20,20,50,29,8,21,27.6,0.42
