sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
41,32,"C.J. Watson","Orlando Magic",62,88,48.1,90,1.023,88,38,50,43.2,51.1,0,0,43.2,58,24,34,41.4,30,14,16,46.7,0.34
43,10,"Eric Gordon","Houston Rockets",86,213,26.8,217,1.019,213,78,135,36.6,49.8,0.02,2.3,36.6,57,22,35,38.6,156,56,100,35.9,0.73
44,26,"Kyle Korver","Atlanta Hawks",32,75,33.5,76,1.013,75,31,44,41.3,49.3,0.03,2.7,41.3,40,19,21,47.5,35,12,23,34.3,0.47
45,34,"Shaun Livingston","Golden State Warriors",90,137,88.4,138,1.007,137,68,69,49.6,49.6,0.03,2.9,49.6,135,68,67,50.4,2,0,2,0,0.01
46,13,"James Harden","Houston Rockets",92,550,53.8,552,1.004,550,204,346,37.1,50,0,0.4,37.1,139,62,77,44.6,411,142,269,34.5,0.75
47,26,"Spencer Dinwiddie","Brooklyn Nets",59,99,61.9,99,1,99,39,60,39.4,48,0.05,5.1,39.4,52,22,30,42.3,47,17,30,36.2,0.47
47,33,"Corey Brewer","Houston Rockets",58,14,13.7,14,1,14,6,8,42.9,50,0,0,42.9,7,4,3,57.1,7,2,5,28.6,0.5
47,42,"Davis Bertans","San Antonio Spurs",80,25,11.8,25,1,25,10,15,40,50,0,0,40,10,5,5,50,15,5,10,33.3,0.6
47,7,"Lance Stephenson","Minnesota Timberwolves",6,10,71.4,10,1,10,5,5,50,50,0,0,50,10,5,5,50,0,0,0,,0
47,8,"Deron Williams","Dallas Mavericks",40,174,54.7,174,1,174,77,97,44.3,50,0,0,44.3,110,57,53,51.8,64,20,44,31.3,0.37
47,7,"Ersan Ilyasova","Atlanta Hawks",32,33,23.4,33,1,33,14,19,42.4,50,0,0,42.4,15,9,6,60,18,5,13,27.8,0.55
53,6,"Kristaps Porzingis","New York Knicks",66,148,26.3,147,0.993,148,69,79,46.6,48.3,0.03,2.7,46.6,135,64,71,47.4,13,5,8,38.5,0.09
54,3,"George Hill","Utah Jazz",57,231,53.2,229,0.991,231,98,133,42.4,48.9,0.01,1.3,42.4,154,68,86,44.2,77,30,47,39,0.33
55,7,"Jeremy Lin","Brooklyn Nets",36,168,64.4,166,0.988,168,70,98,41.7,49.1,0.01,0.6,41.7,99,45,54,45.5,69,25,44,36.2,0.41
56,2,"Wayne Ellington","Miami Heat",62,164,31.5,161,0.982,164,65,99,39.6,49.1,0,0,39.6,86,34,52,39.5,78,31,47,39.7,0.48
57,0,"Nick Young","Los Angeles Lakers",60,267,47.2,262,0.981,267,105,162,39.3,48.5,0.01,1.1,39.3,135,56,79,41.5,132,49,83,37.1,0.49
57,4,"Iman Shumpert","Cleveland Cavaliers",93,160,37,157,0.981,160,70,90,43.8,49.1,0,0,43.8,119,53,66,44.5,41,17,24,41.5,0.26
59,15,"Kemba Walker","Charlotte Hornets",79,649,70.5,635,0.978,649,248,401,38.2,48.5,0.01,1.1,38.2,289,114,175,39.4,360,134,226,37.2,0.55
60,19,"Beno Udrih","Detroit Pistons",39,127,87.6,124,0.976,127,59,68,46.5,48.8,0,0,46.5,111,53,58,47.7,16,6,10,37.5,0.13
60,4,"Paul Millsap","Atlanta Hawks",75,165,34.8,161,0.976,165,74,91,44.8,47,0.04,3.6,44.8,145,67,78,46.2,20,7,13,35,0.12
62,2,"Kawhi Leonard","San Antonio Spurs",87,573,57.5,556,0.97,573,251,322,43.8,47.6,0.03,2.6,43.8,437,208,229,47.6,136,43,93,31.6,0.24
63,9,"Michael Beasley","Milwaukee Bucks",60,95,48,92,0.968,95,45,50,47.4,47.4,0.02,2.1,47.4,93,45,48,48.4,2,0,2,0,0.02
64,11,"Yogi Ferrell","Dallas Mavericks",36,158,65,152,0.962,158,61,97,38.6,47.8,0.01,0.6,38.6,90,32,58,35.6,68,29,39,42.6,0.43
64,1,"Tyreke Evans","New Orleans Pelicans",26,52,52.5,50,0.962,52,19,33,36.5,48.1,0,0,36.5,18,7,11,38.9,34,12,22,35.3,0.65
66,34,"Tobias Harris","Detroit Pistons",82,258,41.1,248,0.961,258,123,135,47.7,48.1,0.01,0.8,47.7,248,121,127,48.8,10,2,8,20,0.04
66,0,"Damian Lillard","Portland Trail Blazers",79,584,65.6,561,0.961,584,217,367,37.2,47.6,0.01,0.9,37.2,236,95,141,40.3,348,122,226,35.1,0.6
68,8,"Patty Mills","San Antonio Spurs",96,304,48.6,291,0.957,304,118,186,38.8,47.7,0,0.3,38.8,165,64,101,38.8,139,54,85,38.8,0.46
68,5,"Courtney Lee","New York Knicks",77,207,40.8,198,0.957,207,94,113,45.4,47.6,0.01,1.4,45.4,181,85,96,47,26,9,17,34.6,0.13
70,35,"Kevin Durant","Golden State Warriors",77,335,45.8,320,0.955,335,143,192,42.7,47.3,0.01,1.2,42.7,238,112,126,47.1,97,31,66,32,0.29
70,13,"Jose Calderon","Atlanta Hawks",23,22,36.1,21,0.955,22,10,12,45.5,47.7,0,0,45.5,17,9,8,52.9,5,1,4,20,0.23
72,5,"J.J. Barea","Dallas Mavericks",35,191,78,182,0.953,191,74,117,38.7,47.6,0,0,38.7,95,40,55,42.1,96,34,62,35.4,0.5
72,7,"Darren Collison","Sacramento Kings",68,274,62.7,261,0.953,274,122,152,44.5,47.4,0,0.4,44.5,225,106,119,47.1,49,16,33,32.7,0.18
74,22,"Quinn Cook","New Orleans Pelicans",9,19,70.4,18,0.947,19,8,11,42.1,47.4,0,0,42.1,14,6,8,42.9,5,2,3,40,0.26
74,11,"Jrue Holiday","New Orleans Pelicans",67,393,78,372,0.947,393,151,242,38.4,47.3,0.01,0.5,38.4,211,81,130,38.4,182,70,112,38.5,0.46
76,12,"Joe Harris","Brooklyn Nets",52,55,22,52,0.945,55,19,36,34.5,47.3,0,0,34.5,18,5,13,27.8,37,14,23,37.8,0.67
76,8,"Shelvin Mack","Utah Jazz",64,109,55.1,103,0.945,109,42,67,38.5,47.2,0,0,38.5,59,23,36,39,50,19,31,38,0.46
78,4,"JJ Redick","Los Angeles Clippers",85,341,42.2,322,0.944,341,136,205,39.9,46.6,0.01,1.2,39.9,208,90,118,43.3,133,46,87,34.6,0.39
78,13,"Paul George","Indiana Pacers",79,519,48.6,490,0.944,519,217,302,41.8,46.3,0.02,1.7,41.8,389,170,219,43.7,130,47,83,36.2,0.25
78,11,"Jamal Crawford","Los Angeles Clippers",89,443,60.7,418,0.944,443,182,261,41.1,46.3,0.02,2.3,41.1,314,136,178,43.3,129,46,83,35.7,0.29
81,11,"Bryn Forbes","San Antonio Spurs",42,52,47.3,49,0.942,52,22,30,42.3,47.1,0,0,42.3,39,17,22,43.6,13,5,8,38.5,0.25
81,24,"Kent  Bazemore","Atlanta Hawks",79,223,46.4,210,0.942,223,93,130,41.7,47.1,0,0.4,41.7,153,69,84,45.1,70,24,46,34.3,0.31
83,23,"Allen Crabbe","Portland Trail Blazers",83,134,26.2,126,0.94,134,60,74,44.8,46.3,0.01,1.5,44.8,120,56,64,46.7,14,4,10,28.6,0.1
84,3,"Damjan Rudez","Orlando Magic",45,16,20.3,15,0.938,16,6,10,37.5,46.9,0,0,37.5,9,3,6,33.3,7,3,4,42.9,0.44
84,5,"Luke Babbitt","Miami Heat",68,48,18.4,45,0.938,48,20,28,41.7,46.9,0,0,41.7,37,15,22,40.5,11,5,6,45.5,0.23
86,3,"Brandon Jennings","New York Knicks",58,181,63.7,169,0.934,181,66,115,36.5,46.4,0.01,1.1,36.5,75,30,45,40,106,36,70,34,0.59
87,4,"Derrick Rose","New York Knicks",64,282,78.3,263,0.933,282,129,153,45.7,46.5,0,0.4,45.7,266,125,141,47,16,4,12,25,0.06
88,6,"Sean Kilpatrick","Brooklyn Nets",70,148,35.6,138,0.932,148,58,90,39.2,45.9,0.01,1.4,39.2,92,38,54,41.3,56,20,36,35.7,0.38
89,11,"Anthony Morrow","Chicago Bulls",12,14,50,13,0.929,14,6,8,42.9,42.9,0.07,7.1,42.9,12,6,6,50,2,0,2,0,0.14
89,0,"DeMarcus Cousins","New Orleans Pelicans",17,14,10.5,13,0.929,14,5,9,35.7,46.4,0,0,35.7,7,2,5,28.6,7,3,4,42.9,0.5
91,2,"Kyrie Irving","Cleveland Cavaliers",90,672,63.3,623,0.927,672,272,400,40.5,45.8,0.01,1.2,40.5,442,200,242,45.2,230,72,158,31.3,0.34
92,1,"Reggie Jackson","Detroit Pistons",52,258,71.3,239,0.926,258,101,157,39.1,45.3,0.02,1.9,39.1,169,69,100,40.8,89,32,57,36,0.34
93,20,"Gordon Hayward","Utah Jazz",84,513,56.7,473,0.922,513,204,309,39.8,45.3,0.02,1.9,39.8,374,147,227,39.3,139,57,82,41,0.27
93,1,"DAngelo  Russell","Los Angeles Lakers",63,358,59.4,330,0.922,358,135,223,37.7,45.5,0.01,1.4,37.7,196,79,117,40.3,162,56,106,34.6,0.45
95,10,"Tim Hardaway Jr.","Atlanta Hawks",85,214,34.7,197,0.921,214,82,132,38.3,45.3,0.01,1.4,38.3,130,52,78,40,84,30,54,35.7,0.39
96,18,"Sasha Vujacic","New York Knicks",42,50,40.3,46,0.92,50,19,31,38,46,0.02,2,38,34,11,23,32.4,16,8,8,50,0.32
97,9,"Tony Parker","San Antonio Spurs",71,222,65.9,204,0.919,222,101,121,45.5,45.5,0.01,1.4,45.5,221,101,120,45.7,1,0,1,0,0
98,22,"Caris LeVert","Brooklyn Nets",57,108,46,99,0.917,108,41,67,38,45.4,0.02,1.9,38,50,25,25,50,58,16,42,27.6,0.54
99,21,"Marco Belinelli","Charlotte Hornets",74,218,44.2,199,0.913,218,85,133,39,45.4,0.01,0.9,39,131,57,74,43.5,87,28,59,32.2,0.4
99,6,"Jordan  Clarkson","Los Angeles Lakers",82,321,56.6,293,0.913,321,124,197,38.6,44.7,0.02,1.9,38.6,189,85,104,45,132,39,93,29.5,0.41
101,12,"Luc Mbah a Moute","Los Angeles Clippers",87,34,15.8,31,0.912,34,15,19,44.1,45.6,0,0,44.1,30,14,16,46.7,4,1,3,25,0.12
102,7,"Goran Dragic","Miami Heat",73,404,62.7,368,0.911,404,165,239,40.8,45.3,0.01,0.7,40.8,319,129,190,40.4,85,36,49,42.4,0.21
103,8,"Zach LaVine","Minnesota Timberwolves",47,266,55.6,242,0.91,266,101,165,38,45.3,0,0.4,38,151,62,89,41.1,115,39,76,33.9,0.43
104,32,"Blake Griffin","Los Angeles Clippers",64,88,20.5,80,0.909,88,39,49,44.3,44.3,0.03,2.3,44.3,78,39,39,50,10,0,10,0,0.11
105,1,"Evan Turner","Portland Trail Blazers",69,251,63.5,228,0.908,251,110,141,43.8,44.8,0.01,1.2,43.8,243,105,138,43.2,8,5,3,62.5,0.03
106,22,"Otto Porter Jr.","Washington Wizards",93,139,22.3,126,0.906,139,62,77,44.6,45.3,0,0,44.6,127,60,67,47.2,12,2,10,16.7,0.09
107,2,"Patrick Beverley","Houston Rockets",78,95,25.1,86,0.905,95,31,64,32.6,45.3,0,0,32.6,27,7,20,25.9,68,24,44,35.3,0.72
107,5,"DeMarre Carroll","Toronto Raptors",82,63,15.5,57,0.905,63,24,39,38.1,44.4,0.02,1.6,38.1,44,16,28,36.4,19,8,11,42.1,0.3
109,5,"Malcom Delaney","Atlanta Hawks",74,185,58.7,167,0.903,185,81,104,43.8,44.9,0.02,1.6,43.8,164,77,87,47,21,4,17,19,0.11
110,5,"Victor Oladipo","Oklahoma City Thunder",72,249,39.9,224,0.9,249,105,144,42.2,44.6,0.01,0.8,42.2,212,93,119,43.9,37,12,25,32.4,0.15
111,33,"Trey Burke","Washington Wizards",60,138,68,124,0.899,138,58,80,42,44.6,0.01,1.4,42,120,51,69,42.5,18,7,11,38.9,0.13
111,40,"Glenn Robinson III","Indiana Pacers",72,69,30.4,62,0.899,69,29,40,42,44.2,0.03,2.9,42,61,26,35,42.6,8,3,5,37.5,0.12
113,9,"Ricky Rubio","Minnesota Timberwolves",75,274,57.7,246,0.898,274,117,157,42.7,43.6,0.03,2.6,42.7,248,112,136,45.2,26,5,21,19.2,0.09
114,41,"Dirk Nowitzki","Dallas Mavericks",54,87,17.9,78,0.897,87,37,50,42.5,43.7,0.03,3.4,42.5,75,35,40,46.7,12,2,10,16.7,0.14
115,31,"Terrence Ross","Orlando Magic",24,77,36,69,0.896,77,31,46,40.3,44.2,0.01,1.3,40.3,46,25,21,54.3,31,6,25,19.4,0.4
115,23,"LeBron James","Cleveland Cavaliers",92,327,45.7,293,0.896,327,119,208,36.4,44.5,0.01,0.6,36.4,176,66,110,37.5,151,53,98,35.1,0.46
117,31,"Hollis Thompson","Philadelphia 76ers",31,19,19,17,0.895,19,8,11,42.1,44.7,0,0,42.1,17,7,10,41.2,2,1,1,50,0.11
117,7,"Skal Labissière","Sacramento Kings",33,19,29.7,17,0.895,19,8,11,42.1,42.1,0.05,5.3,42.1,19,8,11,42.1,0,0,0,,0
117,22,"Matt Barnes","Sacramento Kings",54,38,15.2,34,0.895,38,13,25,34.2,43.4,0.03,2.6,34.2,14,6,8,42.9,24,7,17,29.2,0.63
120,14,"Sergio Rodriguez","Philadelphia 76ers",68,283,70,253,0.894,283,100,183,35.3,44.7,0,0.4,35.3,141,47,94,33.3,142,53,89,37.3,0.5
120,7,"Carmelo Anthony","New York Knicks",74,452,45.5,404,0.894,452,185,267,40.9,43.6,0.03,3.1,40.9,356,161,195,45.2,96,24,72,25,0.21
122,8,"Justin Holiday","New York Knicks",82,122,29.9,109,0.893,122,49,73,40.2,44.7,0,0,40.2,92,38,54,41.3,30,11,19,36.7,0.25
123,17,"Dennis Schroder","Atlanta Hawks",85,390,60.6,348,0.892,390,152,238,39,44.4,0.01,0.5,39,257,110,147,42.8,133,42,91,31.6,0.34
124,20,"Kay Felder","Cleveland Cavaliers",42,64,77.1,57,0.891,64,27,37,42.2,44.5,0,0,42.2,52,24,28,46.2,12,3,9,25,0.19
125,8,"Tyler Ulis","Phoenix Suns",61,271,85.2,241,0.889,271,115,156,42.4,44.3,0,0.4,42.4,231,105,126,45.5,40,10,30,25,0.15
126,25,"Austin Rivers","Los Angeles Clippers",77,98,26.8,87,0.888,98,34,64,34.7,44.4,0,0,34.7,45,15,30,33.3,53,19,34,35.8,0.54
127,33,"Marc Gasol","Memphis Grizzlies",80,88,15.3,78,0.886,88,37,51,42,43.2,0.03,3.4,42,82,35,47,42.7,6,2,4,33.3,0.07
128,5,"Will Barton","Denver Nuggets",60,173,48.6,153,0.884,173,65,108,37.6,44.2,0,0,37.6,112,42,70,37.5,61,23,38,37.7,0.35
129,8,"Matthew Dellavedova","Milwaukee Bucks",82,85,27.5,75,0.882,85,31,54,36.5,44.1,0,0,36.5,51,18,33,35.3,34,13,21,38.2,0.4
130,14,"DJ Augustin","Orlando Magic",78,223,58.1,196,0.879,223,79,144,35.4,43.5,0.01,1.3,35.4,107,43,64,40.2,116,36,80,31,0.52
130,15,"Shabazz Muhammad","Minnesota Timberwolves",78,33,16.8,29,0.879,33,13,20,39.4,43.9,0,0,39.4,27,10,17,37,6,3,3,50,0.18
130,23,"Wesley Matthews","Dallas Mavericks",73,247,38.8,217,0.879,247,91,156,36.8,43.7,0,0.4,36.8,140,57,83,40.7,107,34,73,31.8,0.43
133,40,"Harrison Barnes","Dallas Mavericks",79,257,37,225,0.875,257,109,148,42.4,43.4,0.01,1.2,42.4,242,104,138,43,15,5,10,33.3,0.06
133,55,"E'Twaun Moore","New Orleans Pelicans",73,176,47.2,154,0.875,176,70,106,39.8,43.5,0.01,0.6,39.8,147,57,90,38.8,29,13,16,44.8,0.16
133,54,"Patrick Patterson","Toronto Raptors",75,24,7.5,21,0.875,24,9,15,37.5,43.8,0,0,37.5,18,6,12,33.3,6,3,3,50,0.25
133,8,"Jonas Jerebko","Boston Celtics",90,24,13.9,21,0.875,24,10,14,41.7,43.8,0,0,41.7,19,9,10,47.4,5,1,4,20,0.21
133,16,"James Johnson","Miami Heat",76,136,35.4,119,0.875,136,56,80,41.2,42.6,0.02,2.2,41.2,106,52,54,49.1,30,4,26,13.3,0.22
138,10,"Ty Lawson","Sacramento Kings",69,230,71,201,0.874,230,94,136,40.9,42.8,0.02,2.2,40.9,194,85,109,43.8,36,9,27,25,0.16
139,21,"Wilson Chandler","Denver Nuggets",71,203,37.9,177,0.872,203,82,121,40.4,42.6,0.03,3,40.4,169,73,96,43.2,34,9,25,26.5,0.17
140,6,"Joe Johnson","Utah Jazz",89,197,39.9,171,0.868,197,78,119,39.6,43.4,0,0,39.6,150,63,87,42,47,15,32,31.9,0.24
140,1,"Devin Booker","Phoenix Suns",78,522,56.3,453,0.868,522,205,317,39.3,42.9,0.01,1.1,39.3,403,167,236,41.4,119,38,81,31.9,0.23
142,6,"Darrun Hilliard","Detroit Pistons",39,52,55.9,45,0.865,52,20,32,38.5,41.3,0.04,3.8,38.5,39,17,22,43.6,13,3,10,23.1,0.25
143,25,"Raul Neto","Utah Jazz",49,22,40,19,0.864,22,8,14,36.4,40.9,0.05,4.5,36.4,16,6,10,37.5,6,2,4,33.3,0.27
144,20,"Manu Ginobili","San Antonio Spurs",85,95,29.9,82,0.863,95,30,65,31.6,42.6,0.02,2.1,31.6,42,9,33,21.4,53,21,32,39.6,0.56
145,23,"Malachi Richardson","Sacramento Kings",22,36,66.7,31,0.861,36,14,22,38.9,43.1,0,0,38.9,25,11,14,44,11,3,8,27.3,0.31
146,30,"Gerald Green","Boston Celtics",60,93,39.4,80,0.86,93,36,57,38.7,43,0,0,38.7,64,28,36,43.8,29,8,21,27.6,0.31
147,6,"Cory Joseph","Toronto Raptors",90,241,60.3,207,0.859,241,101,140,41.9,42.7,0.01,0.8,41.9,223,97,126,43.5,18,4,14,22.2,0.07
147,13,"Marcus Morris","Detroit Pistons",79,361,47.1,310,0.859,361,145,216,40.2,42.4,0.01,1.4,40.2,299,129,170,43.1,62,16,46,25.8,0.17
147,0,"Russell Westbrook","Oklahoma City Thunder",86,721,57.1,619,0.859,721,259,462,35.9,42.3,0.02,1.5,35.9,432,167,265,38.7,289,92,197,31.8,0.4
150,23,"Ben McLemore","Sacramento Kings",61,106,38.1,91,0.858,106,39,67,36.8,42.5,0.01,0.9,36.8,75,27,48,36,31,12,19,38.7,0.29
150,14,"Ish Smith","Detroit Pistons",81,353,80.4,303,0.858,353,148,205,41.9,42.8,0,0.3,41.9,315,142,173,45.1,38,6,32,15.8,0.11
152,2,"Marvin  Williams","Charlotte Hornets",76,28,6.8,24,0.857,28,11,17,39.3,42.9,0,0,39.3,20,9,11,45,8,2,6,25,0.29
153,35,"Mirza Teletovic","Milwaukee Bucks",73,55,15.7,47,0.855,55,20,35,36.4,42.7,0,0,36.4,33,13,20,39.4,22,7,15,31.8,0.4
154,11,"Klay Thompson","Golden State Warriors",95,349,28.7,298,0.854,349,133,216,38.1,42.3,0.01,0.9,38.1,262,104,158,39.7,87,29,58,33.3,0.25
155,5,"Nicolas Batum","Charlotte Hornets",77,338,46.6,288,0.852,338,128,210,37.9,41.3,0.03,2.7,37.9,255,105,150,41.2,83,23,60,27.7,0.25
156,11,"Doug  McDermott","Chicago Bulls",44,67,29,57,0.851,67,27,40,40.3,41.8,0.01,1.5,40.3,62,25,37,40.3,5,2,3,40,0.07
157,9,"Serge Ibaka","Toronto Raptors",33,33,13.2,28,0.848,33,14,19,42.4,42.4,0,0,42.4,32,14,18,43.8,1,0,1,0,0.03
157,11,"Brandon Knight","Phoenix Suns",54,204,69.6,173,0.848,204,75,129,36.8,41.4,0.02,2,36.8,149,56,93,37.6,55,19,36,34.5,0.27
157,2,"Joe  Ingles","Utah Jazz",93,125,33,106,0.848,125,39,86,31.2,42.4,0,0,31.2,50,11,39,22,75,28,47,37.3,0.6
157,0,"Josh Richardson","Miami Heat",53,138,36.3,117,0.848,138,56,82,40.6,42.4,0,0,40.6,119,51,68,42.9,19,5,14,26.3,0.14
161,55,"Delon Wright","Toronto Raptors",36,26,49.1,22,0.846,26,8,18,30.8,40.4,0.04,3.8,30.8,13,3,10,23.1,13,5,8,38.5,0.5
162,10,"Evan Fournier","Orlando Magic",69,206,40.5,174,0.845,206,73,133,35.4,42,0,0.5,35.4,115,46,69,40,91,27,64,29.7,0.44
163,5,"JR Smith","Cleveland Cavaliers",59,115,28.3,97,0.843,115,37,78,32.2,42.2,0.01,0.9,32.2,49,14,35,28.6,66,23,43,34.8,0.57
164,12,"T.J. McConnell","Philadelphia 76ers",81,221,83.7,186,0.842,221,92,129,41.6,42.1,0,0,41.6,205,90,115,43.9,16,2,14,12.5,0.07
