sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
15,6,"Jamaal Tinsley","Utah Jazz",66,49,29.3,51,1.041,49,22,27,44.9,52,0,0,44.9,36,15,21,41.7,13,7,6,53.8,0.27
16,22,"Anthony Morrow","Atlanta Hawks",24,26,33.8,27,1.038,26,13,13,50,51.9,0,0,50,25,12,13,48,1,1,0,100,0.04
17,33,"Marc Gasol","Memphis Grizzlies",95,31,9.5,32,1.032,31,16,15,51.6,51.6,0,0,51.6,28,16,12,57.1,3,0,3,0,0.1
18,8,"Jose Calderon","Toronto Raptors",45,159,44.3,164,1.031,159,77,82,48.4,51.3,0.01,0.6,48.4,143,68,75,47.6,16,9,7,56.3,0.1
19,22,"Matt Barnes","Los Angeles Clippers",86,23,5.8,23,1,23,10,13,43.5,50,0,0,43.5,17,7,10,41.2,6,3,3,50,0.26
19,10,"Steve Nash","Los Angeles Lakers",52,237,66.9,237,1,237,111,126,46.8,49.6,0.01,0.8,46.8,201,98,103,48.8,36,13,23,36.1,0.15
19,25,"Vince Carter","Dallas Mavericks",81,215,38.7,215,1,215,88,127,40.9,50,0,0,40.9,128,49,79,38.3,87,39,48,44.8,0.4
19,32,"Ed Davis","Toronto Raptors",45,20,30.3,20,1,20,10,10,50,50,0,0,50,20,10,10,50,0,0,0,,0
19,8,"Jose Calderon","Detroit Pistons",28,79,40.7,79,1,79,38,41,48.1,50,0,0,48.1,71,35,36,49.3,8,3,5,37.5,0.1
24,33,"Ryan Anderson","New Orleans Pelicans",81,133,17.6,131,0.985,133,58,75,43.6,49.2,0,0,43.6,100,43,57,43,33,15,18,45.5,0.25
25,11,"Brandon Jennings","Milwaukee Bucks",84,486,59.3,477,0.981,486,196,290,40.3,48.7,0.01,1,40.3,283,115,168,40.6,203,81,122,39.9,0.42
26,3,"Ty Lawson","Denver Nuggets",79,343,59,335,0.977,343,150,193,43.7,47.8,0.02,0.9,44.3,284,122,162,43,59,28,31,47.5,0.17
27,8,"Patty Mills","San Antonio Spurs",67,38,19.4,37,0.974,38,18,20,47.4,48.7,0.03,2.6,47.4,31,17,14,54.8,7,1,6,14.3,0.18
28,3,"Chris Paul","Los Angeles Clippers",76,380,62.5,369,0.971,380,167,213,43.9,48.2,0.01,0.3,44.2,286,135,151,47.2,94,32,62,34,0.25
29,12,"AJ Price","Washington Wizards",57,163,48.1,158,0.969,163,67,96,41.1,48.2,0.01,0.6,41.1,105,44,61,41.9,58,23,35,39.7,0.36
29,35,"Chris Kaman","Dallas Mavericks",66,32,14.6,31,0.969,32,15,17,46.9,46.9,0.03,3.1,46.9,32,15,17,46.9,0,0,0,,0
31,7,"JJ Redick","Orlando Magic",50,207,43.9,200,0.966,207,84,123,40.6,48.1,0,0.5,40.6,126,53,73,42.1,81,31,50,38.3,0.39
32,94,"Evan Fournier","Denver Nuggets",42,24,31.6,23,0.958,24,9,15,37.5,47.9,0,0,37.5,12,4,8,33.3,12,5,7,41.7,0.5
33,4,"Jason Terry","Boston Celtics",85,188,32,180,0.957,188,79,109,42,47.6,0.01,0.5,42,130,58,72,44.6,58,21,37,36.2,0.31
34,0,"Damian Lillard","Portland Trail Blazers",82,505,59.6,482,0.954,505,204,301,40.4,47.4,0.01,0.6,40.4,290,133,157,45.9,215,71,144,33,0.43
35,8,"Jeremy Pargo","Cleveland Cavaliers",25,64,61.5,61,0.953,64,27,37,42.2,47.7,0,0,42.2,44,20,24,45.5,20,7,13,35,0.31
36,5,"Jason Kidd","New York Knicks",88,60,15.8,57,0.95,60,23,37,38.3,47.5,0,0,38.3,31,12,19,38.7,29,11,18,37.9,0.48
37,41,"Dirk Nowitzki","Dallas Mavericks",54,104,21.9,98,0.942,104,46,58,44.2,46.2,0.02,1.9,44.2,95,42,53,44.2,9,4,5,44.4,0.09
38,15,"Tobias Harris","Milwaukee Bucks",28,17,40.5,16,0.941,17,8,9,47.1,47.1,0,0,47.1,17,8,9,47.1,0,0,0,,0
39,25,"Chandler Parsons","Houston Rockets",82,113,20.8,106,0.938,113,45,68,39.8,46.9,0,0,39.8,77,29,48,37.7,36,16,20,44.4,0.32
40,5,"Kevin Garnett","Boston Celtics",74,188,44.4,176,0.936,188,87,101,46.3,46.8,0,0,46.3,177,85,92,48,11,2,9,18.2,0.06
41,6,"Lebron James","Miami Heat",99,336,43.9,314,0.935,336,138,198,41.1,46.4,0.01,0.9,41.1,244,102,142,41.8,92,36,56,39.1,0.27
42,22,"Brian Roberts","New Orleans Pelicans",78,206,61.3,192,0.932,206,83,123,40.3,45.9,0.01,1.5,40.3,141,60,81,42.6,65,23,42,35.4,0.32
43,10,"Tyshawn Taylor","Brooklyn Nets",40,14,53.8,13,0.929,14,6,8,42.9,46.4,0,0,42.9,11,5,6,45.5,3,1,2,33.3,0.21
44,2,"Nate Robinson","Chicago Bulls",94,400,55.2,371,0.928,400,162,238,40.5,46.3,0,0.3,40.5,265,116,149,43.8,135,46,89,34.1,0.34
45,35,"Kevin Durant","Oklahoma City Thunder",92,481,48.4,446,0.927,481,210,271,43.7,45.9,0.01,1,43.7,421,188,233,44.7,60,22,38,36.7,0.12
46,12,"Tobias Harris","Orlando Magic",27,52,32.7,48,0.923,52,23,29,44.2,46.2,0.02,1.9,44.2,46,21,25,45.7,6,2,4,33.3,0.12
46,16,"Steve Novak","New York Knicks",90,65,14.9,60,0.923,65,26,39,40,46.2,0,0,40,36,18,18,50,29,8,21,27.6,0.45
46,42,"Elton Brand","Dallas Mavericks",72,39,20.9,36,0.923,39,18,21,46.2,46.2,0,0,46.2,39,18,21,46.2,0,0,0,,0
46,9,"Tony Parker","San Antonio Spurs",87,504,78.9,465,0.923,504,228,276,45.2,45.7,0.01,0.8,45.2,489,223,266,45.6,15,5,10,33.3,0.03
50,7,"Jimmer Fredette","Sacramento Kings",69,128,49,118,0.922,128,49,79,38.3,46.1,0,0,38.3,81,29,52,35.8,47,20,27,42.6,0.37
51,8,"Ben Gordon","Charlotte Hornets",75,215,40.8,198,0.921,215,85,130,39.5,45.8,0,0.5,39.5,139,58,81,41.7,76,27,49,35.5,0.35
52,22,"Isaiah Thomas","Sacramento Kings",79,198,45.2,182,0.919,198,73,125,36.9,45.7,0.01,0.5,36.9,92,38,54,41.3,106,35,71,33,0.54
53,0,"Toney Douglas","Sacramento Kings",23,36,52.2,33,0.917,36,12,24,33.3,45.8,0,0,33.3,13,3,10,23.1,23,9,14,39.1,0.64
53,15,"Marreese Speights","Cleveland Cavaliers",39,24,19.4,22,0.917,24,11,13,45.8,45.8,0,0,45.8,24,11,13,45.8,0,0,0,,0
55,2,"Jarrett Jack","Golden State Warriors",92,485,67.2,444,0.915,485,207,278,42.7,45.6,0.01,0.8,42.7,404,179,225,44.3,81,28,53,34.6,0.17
56,2,"Kawhi Leonard","San Antonio Spurs",89,127,32.6,116,0.913,127,57,70,44.9,45.7,0,0,44.9,117,55,62,47,10,2,8,20,0.08
57,14,"Gary Neal","San Antonio Spurs",89,288,50.7,262,0.91,288,115,173,39.9,45.1,0.01,0.7,39.9,205,85,120,41.5,83,30,53,36.1,0.29
58,22,"Taj Gibson","Chicago Bulls",77,22,13.7,20,0.909,22,10,12,45.5,45.5,0,0,45.5,21,10,11,47.6,1,0,1,0,0.05
58,4,"Anthony Tolliver","Atlanta Hawks",68,11,6,10,0.909,11,5,6,45.5,45.5,0,0,45.5,8,5,3,62.5,3,0,3,0,0.27
60,9,"Rajon Rondo","Boston Celtics",38,113,54.3,102,0.903,113,49,64,43.4,45.1,0,0,43.4,101,45,56,44.6,12,4,8,33.3,0.11
61,21,"JJ Hickson","Portland Trail Blazers",80,40,39.2,36,0.9,40,18,22,45,45,0,0,45,39,18,21,46.2,1,0,1,0,0.03
61,8,"Deron Williams","Brooklyn Nets",85,330,41.7,297,0.9,330,122,208,37,44.4,0.01,1.2,37,185,73,112,39.5,145,49,96,33.8,0.44
63,13,"James Harden","Houston Rockets",84,375,48.8,337,0.899,375,131,244,34.9,44.1,0.03,2.1,35.2,190,62,128,32.6,185,69,116,37.3,0.49
63,17,"Garrett Temple","Washington Wizards",51,69,36.3,62,0.899,69,30,39,43.5,44.9,0,0,43.5,64,28,36,43.8,5,2,3,40,0.07
65,2,"Kyrie Irving","Cleveland Cavaliers",61,389,60.8,349,0.897,389,158,231,40.6,44.5,0.01,1,40.6,290,128,162,44.1,99,30,69,30.3,0.25
66,11,"Jamal Crawford","Los Angeles Clippers",82,355,43.5,318,0.896,355,150,205,42.3,44.5,0.01,0.8,42.3,303,134,169,44.2,52,16,36,30.8,0.15
67,31,"Sebastian Telfair","Phoenix Suns",46,113,62.1,101,0.894,113,41,72,36.3,44.7,0,0,36.3,63,22,41,34.9,50,19,31,38,0.44
68,7,"Derrick Williams","Minnesota Timberwolves",78,56,14.1,50,0.893,56,24,32,42.9,44.6,0,0,42.9,50,22,28,44,6,2,4,33.3,0.11
69,5,"Cory Joseph","San Antonio Spurs",48,37,47.4,33,0.892,37,16,21,43.2,44.6,0,0,43.2,32,15,17,46.9,5,1,4,20,0.14
70,5,"Jannero Pargo","Charlotte Hornets",18,64,52.9,57,0.891,64,25,39,39.1,44.5,0,0,39.1,40,18,22,45,24,7,17,29.2,0.38
71,1,"CJ Watson","Brooklyn Nets",88,118,33.1,105,0.89,118,48,70,40.7,44.5,0.01,0.8,40.7,86,39,47,45.3,32,9,23,28.1,0.27
72,22,"Rudy Gay","Memphis Grizzlies",42,199,55.9,177,0.889,199,82,117,41.2,43.7,0.02,1,41.7,172,72,100,41.9,27,10,17,37,0.14
72,42,"Jerry Stackhouse","Brooklyn Nets",41,36,25.2,32,0.889,36,16,20,44.4,44.4,0,0,44.4,33,16,17,48.5,3,0,3,0,0.08
72,55,"Terrence Williams","Boston Celtics",29,45,76.3,40,0.889,45,19,26,42.2,44.4,0,0,42.2,38,17,21,44.7,7,2,5,28.6,0.16
75,1,"Chris Bosh","Miami Heat",97,80,13.6,71,0.888,80,35,45,43.8,44.4,0.01,1.3,43.8,77,34,43,44.2,3,1,2,33.3,0.04
76,8,"Damien Wilkins","Philadelphia 76ers",62,78,44.3,69,0.885,78,34,44,43.6,43.6,0.01,1.3,43.6,77,34,43,44.2,1,0,1,0,0.01
77,13,"Luke Ridnour","Minnesota Timberwolves",82,301,50.8,266,0.884,301,125,176,41.5,43.5,0.01,0,42.2,249,113,136,45.4,52,12,40,23.1,0.17
78,7,"Joe Johnson","Brooklyn Nets",79,211,27.9,186,0.882,211,86,125,40.8,43.4,0.02,1.9,40.8,181,75,106,41.4,30,11,19,36.7,0.14
79,55,"Reggie Williams","Charlotte Hornets",40,25,25.8,22,0.88,25,10,15,40,44,0,0,40,18,8,10,44.4,7,2,5,28.6,0.28
80,1,"Nick Young","Philadelphia 76ers",59,218,49.4,191,0.876,218,91,127,41.7,43.8,0,0.5,41.7,187,82,105,43.9,31,9,22,29,0.14
81,15,"Mario Chalmers","Miami Heat",100,111,24.8,97,0.874,111,39,72,35.1,43.7,0,0,35.1,60,20,40,33.3,51,19,32,37.3,0.46
82,7,"Carmelo Anthony","New York Knicks",79,418,40,364,0.871,418,164,254,39.2,42.8,0.01,1.4,39.2,329,134,195,40.7,89,30,59,33.7,0.21
83,16,"Pau Gasol","Los Angeles Lakers",53,23,9.1,20,0.87,23,10,13,43.5,43.5,0,0,43.5,23,10,13,43.5,0,0,0,,0
83,42,"Kevin Love","Minnesota Timberwolves",18,23,18.3,20,0.87,23,8,15,34.8,43.5,0,0,34.8,12,4,8,33.3,11,4,7,36.4,0.48
85,34,"Paul Pierce","Boston Celtics",83,332,41.9,288,0.867,332,136,196,41,42.9,0.01,1.2,41,294,123,171,41.8,38,13,25,34.2,0.11
85,33,"Grant Hill","Los Angeles Clippers",32,30,46.9,26,0.867,30,13,17,43.3,43.3,0.03,3.3,43.3,30,13,17,43.3,0,0,0,,0
87,30,"Norris Cole","Miami Heat",101,97,34,84,0.866,97,40,57,41.2,42.8,0.01,1,41.2,92,37,55,40.2,5,3,2,60,0.05
88,14,"Luis Scola","Phoenix Suns",82,37,8.8,32,0.865,37,15,22,40.5,41.9,0.03,2.7,40.5,33,14,19,42.4,4,1,3,25,0.11
89,5,"Maurice Williams","Utah Jazz",46,204,55.9,176,0.863,204,82,122,40.2,43.1,0,0,40.2,159,70,89,44,45,12,33,26.7,0.22
90,12,"Will Bynum","Detroit Pistons",65,155,68.9,133,0.858,155,64,91,41.3,42.9,0,0,41.3,133,59,74,44.4,22,5,17,22.7,0.14
90,24,"Andre Miller","Denver Nuggets",88,169,66.3,145,0.858,169,70,99,41.4,41.4,0.04,3.6,41.4,164,70,94,42.7,5,0,5,0,0.03
92,24,"Kobe Bryant","Los Angeles Lakers",79,524,55.6,446,0.851,524,207,317,39.5,41.8,0.02,1.9,39.5,432,183,249,42.4,92,24,68,26.1,0.18
93,5,"JJ Redick","Milwaukee Bucks",32,107,42,91,0.85,107,41,66,38.3,42.5,0,0,38.3,66,32,34,48.5,41,9,32,22,0.38
93,4,"Arron Afflalo","Orlando Magic",64,246,42.3,209,0.85,246,100,146,40.7,41.5,0.02,2.4,40.7,230,96,134,41.7,16,4,12,25,0.07
95,2,"Wesley Matthews","Portland Trail Blazers",69,185,33.8,157,0.849,185,65,120,35.1,42.4,0,0,35.1,102,38,64,37.3,83,27,56,32.5,0.45
96,23,"Jason Richardson","Philadelphia 76ers",33,66,27,56,0.848,66,24,42,36.4,42.4,0,0,36.4,47,16,31,34,19,8,11,42.1,0.29
97,25,"Al Jefferson","Utah Jazz",78,26,7.8,22,0.846,26,11,15,42.3,42.3,0,0,42.3,23,11,12,47.8,3,0,3,0,0.12
97,5,"Caron Butler","Los Angeles Clippers",84,162,27.6,137,0.846,162,68,94,42,42.3,0,0,42,151,67,84,44.4,11,1,10,9.1,0.07
99,0,"Jeff Teague","Atlanta Hawks",86,239,52.9,202,0.845,239,89,150,37.2,41.8,0.01,0.8,37.2,174,67,107,38.5,65,22,43,33.8,0.27
99,15,"Jordan Crawford","Washington Wizards",44,213,57.6,180,0.845,213,82,131,38.5,41.5,0.02,1.9,38.5,165,69,96,41.8,48,13,35,27.1,0.23
99,14,"Danny Green","San Antonio Spurs",101,103,16.5,87,0.845,103,37,66,35.9,41.7,0.01,1,35.9,66,25,41,37.9,37,12,25,32.4,0.36
102,100,"Chris Singleton","Washington Wizards",57,49,31.6,41,0.837,49,20,29,40.8,41.8,0.02,2,40.8,46,19,27,41.3,3,1,2,33.3,0.06
103,11,"Jrue Holiday","Philadelphia 76ers",78,599,79.2,501,0.836,599,226,373,37.7,41.7,0.01,0.5,37.7,453,179,274,39.5,146,47,99,32.2,0.24
103,32,"OJ Mayo","Dallas Mavericks",82,335,46.9,280,0.836,335,131,204,39.1,41.5,0.01,0.6,39.1,285,115,170,40.4,50,16,34,32,0.15
105,9,"Nikola Vucevic","Orlando Magic",77,12,5,10,0.833,12,5,7,41.7,41.7,0,0,41.7,11,5,6,45.5,1,0,1,0,0.08
105,14,"Shaun Livingston","Cleveland Cavaliers",49,108,93.1,90,0.833,108,45,63,41.7,41.7,0,0,41.7,108,45,63,41.7,0,0,0,,0
107,4,"Darren Collison","Dallas Mavericks",81,208,55.9,173,0.832,208,81,127,38.9,40.4,0.02,2.4,38.9,171,75,96,43.9,37,6,31,16.2,0.18
108,9,"Gerald Henderson","Charlotte Hornets",68,281,58.1,233,0.829,281,113,168,40.2,40.7,0.01,1.4,40.2,264,110,154,41.7,17,3,14,17.6,0.06
109,2,"Wesley Johnson","Phoenix Suns",50,127,39,105,0.827,127,49,78,38.6,40.6,0.02,0,39.4,106,44,62,41.5,21,5,16,23.8,0.17
110,0,"Jeremy Pargo","Philadelphia 76ers",14,17,50,14,0.824,17,7,10,41.2,41.2,0,0,41.2,14,7,7,50,3,0,3,0,0.18
110,33,"Mirza Teletovic","Brooklyn Nets",54,17,12.1,14,0.824,17,6,11,35.3,38.2,0.06,5.9,35.3,12,5,7,41.7,5,1,4,20,0.29
112,10,"DeMar DeRozan","Toronto Raptors",82,390,54,321,0.823,390,155,235,39.7,40,0.03,1.5,40.3,378,153,225,40.5,12,2,10,16.7,0.03
112,11,"Jose Juan Barea","Minnesota Timberwolves",74,248,59.5,204,0.823,248,83,165,33.5,41.1,0,0,33.5,116,45,71,38.8,132,38,94,28.8,0.53
114,17,"Mike Dunleavy","Milwaukee Bucks",79,112,22.8,92,0.821,112,41,71,36.6,40.6,0.01,0.9,36.6,83,32,51,38.6,29,9,20,31,0.26
114,21,"Greivis Vasquez","New Orleans Pelicans",78,201,49.4,165,0.821,201,72,129,35.8,40,0.02,2,35.8,129,55,74,42.6,72,17,55,23.6,0.36
114,7,"Jeremy Lin","Houston Rockets",86,173,37,142,0.821,173,65,108,37.6,41,0,0,37.6,138,53,85,38.4,35,12,23,34.3,0.2
117,23,"Kevin Martin","Oklahoma City Thunder",88,180,28.4,147,0.817,180,69,111,38.3,40.3,0.01,1.1,38.3,163,62,101,38,17,7,10,41.2,0.09
118,15,"Kemba Walker","Charlotte Hornets",82,484,63.5,395,0.816,484,182,302,37.6,40,0.02,1.4,38,399,159,240,39.8,85,23,62,27.1,0.18
119,27,"Jordan Crawford","Boston Celtics",32,65,45.1,53,0.815,65,24,41,36.9,40.8,0,0,36.9,42,19,23,45.2,23,5,18,21.7,0.35
120,1,"Goran Dragic","Phoenix Suns",77,312,57.1,254,0.814,312,114,198,36.5,40.7,0,0.3,36.5,227,88,139,38.8,85,26,59,30.6,0.27
120,6,"Derek Fisher","Oklahoma City Thunder",35,43,28.1,35,0.814,43,15,28,34.9,40.7,0,0,34.9,30,10,20,33.3,13,5,8,38.5,0.3
122,14,"Jameer Nelson","Orlando Magic",56,305,57.3,248,0.813,305,99,206,32.5,40.3,0.01,1,32.5,157,51,106,32.5,148,48,100,32.4,0.49
123,21,"David West","Indiana Pacers",92,117,29.2,95,0.812,117,46,71,39.3,40.6,0.01,0.9,39.3,110,43,67,39.1,7,3,4,42.9,0.06
124,2,"Raymond Felton","New York Knicks",82,322,54.1,261,0.811,322,117,205,36.3,40.2,0.01,0.6,36.3,247,92,155,37.2,75,25,50,33.3,0.23
125,44,"Richard Jefferson","Golden State Warriors",64,21,26.9,17,0.81,21,8,13,38.1,40.5,0,0,38.1,17,7,10,41.2,4,1,3,25,0.19
126,3,"Louis Williams","Atlanta Hawks",39,179,60.3,144,0.804,179,58,121,32.4,39.9,0.01,0.6,32.4,86,31,55,36,93,27,66,29,0.52
127,11,"Courtney Lee","Boston Celtics",82,132,39.8,106,0.803,132,52,80,39.4,39.8,0.01,0.8,39.4,119,51,68,42.9,13,1,12,7.7,0.1
128,3,"Dion Waiters","Cleveland Cavaliers",61,227,51.1,182,0.802,227,84,143,37,39.9,0,0.4,37,175,71,104,40.6,52,13,39,25,0.23
129,13,"Sebastian Telfair","Toronto Raptors",13,35,66,28,0.8,35,11,24,31.4,40,0,0,31.4,12,5,7,41.7,23,6,17,26.1,0.66
129,7,"Carl Landry","Golden State Warriors",93,15,8.2,12,0.8,15,6,9,40,40,0,0,40,14,6,8,42.9,1,0,1,0,0.07
129,5,"Marreese Speights","Memphis Grizzlies",40,15,18.3,12,0.8,15,6,9,40,40,0,0,40,15,6,9,40,0,0,0,,0
129,1,"Chauncey Billups","Los Angeles Clippers",41,35,26.7,28,0.8,35,11,24,31.4,40,0.03,2.9,31.4,15,5,10,33.3,20,6,14,30,0.57
129,40,"Tyler Zeller","Cleveland Cavaliers",77,10,4.3,8,0.8,10,4,6,40,40,0,0,40,9,4,5,44.4,1,0,1,0,0.1
129,20,"Jermaine ONeal","Phoenix Suns",55,15,25.9,12,0.8,15,6,9,40,40,0,0,40,15,6,9,40,0,0,0,,0
129,21,"Hakim Warrick","Charlotte Hornets",27,10,15.6,8,0.8,10,4,6,40,40,0,0,40,10,4,6,40,0,0,0,,0
136,34,"Devin Harris","Atlanta Hawks",65,104,32.7,83,0.798,104,33,71,31.7,39.4,0.01,1,31.7,56,17,39,30.4,48,16,32,33.3,0.46
137,0,"Russell Westbrook","Oklahoma City Thunder",85,525,63.7,418,0.796,525,195,330,37.1,39.5,0.01,0.8,37.1,429,170,259,39.6,96,25,71,26,0.18
137,33,"Alonzo Gee","Cleveland Cavaliers",82,142,38.6,113,0.796,142,51,91,35.9,39.1,0.01,1.4,35.9,120,42,78,35,22,9,13,40.9,0.15
139,24,"Paul Millsap","Utah Jazz",78,78,32.1,62,0.795,78,30,48,38.5,39.7,0,0,38.5,71,28,43,39.4,7,2,5,28.6,0.09
140,32,"Richard Hamilton","Chicago Bulls",54,141,37.6,112,0.794,141,56,85,39.7,39.7,0,0,39.7,139,56,83,40.3,2,0,2,0,0.01
141,3,"George Hill","Indiana Pacers",94,337,47.8,267,0.792,337,114,223,33.8,39.3,0.01,0.6,33.8,224,77,147,34.4,113,37,76,32.7,0.34
142,12,"Evan Turner","Philadelphia 76ers",82,396,57.4,313,0.79,396,156,240,39.4,39.4,0.01,0.5,39.4,385,156,229,40.5,11,0,11,0,0.03
143,36,"Omri Casspi","Cleveland Cavaliers",43,38,36.5,30,0.789,38,14,24,36.8,39.5,0,0,36.8,25,12,13,48,13,2,11,15.4,0.34
144,32,"Francisco Garcia","Houston Rockets",24,23,18.1,18,0.783,23,8,15,34.8,39.1,0,0,34.8,14,6,8,42.9,9,2,7,22.2,0.39
144,54,"Patrick Patterson","Houston Rockets",47,23,9.9,18,0.783,23,9,14,39.1,39.1,0,0,39.1,23,9,14,39.1,0,0,0,,0
144,6,"Eric Maynor","Oklahoma City Thunder",37,23,34.8,18,0.783,23,8,15,34.8,39.1,0,0,34.8,16,6,10,37.5,7,2,5,28.6,0.3
147,31,"Terrence Ross","Toronto Raptors",73,110,31.8,86,0.782,110,39,71,35.5,38.6,0.01,0.9,35.5,93,32,61,34.4,17,7,10,41.2,0.15
148,30,"Brandon Bass","Boston Celtics",87,81,23.7,63,0.778,81,31,50,38.3,38.3,0.02,2.5,38.3,80,31,49,38.8,1,0,1,0,0.01
148,7,"Jannero Pargo","Atlanta Hawks",7,18,50,14,0.778,18,6,12,33.3,38.9,0,0,33.3,11,4,7,36.4,7,2,5,28.6,0.39
148,11,"Brook Lopez","Brooklyn Nets",81,27,12.3,21,0.778,27,10,17,37,38.9,0,0,37,26,9,17,34.6,1,1,0,100,0.04
151,21,"Wayne Ellington","Cleveland Cavaliers",38,116,45.8,90,0.776,116,41,75,35.3,38.4,0.01,0.9,35.3,82,34,48,41.5,34,7,27,20.6,0.29
152,34,"Ray Allen","Miami Heat",102,163,27.7,126,0.773,163,57,106,35,38.7,0,0,35,121,45,76,37.2,42,12,30,28.6,0.26
152,26,"Kent Bazemore","Golden State Warriors",70,44,52.4,34,0.773,44,15,29,34.1,38.6,0,0,34.1,33,11,22,33.3,11,4,7,36.4,0.25
154,0,"CJ Miles","Cleveland Cavaliers",70,114,26,88,0.772,114,39,75,34.2,38.2,0.01,0.9,34.2,73,30,43,41.1,41,9,32,22,0.36
155,7,"Ersan Ilyasova","Milwaukee Bucks",77,70,14.2,54,0.771,70,25,45,35.7,38.6,0,0,35.7,64,21,43,32.8,6,4,2,66.7,0.09
156,20,"Gordon Hayward","Utah Jazz",73,152,30.7,117,0.77,152,54,98,35.5,38.5,0,0,35.5,122,45,77,36.9,30,9,21,30,0.2
157,50,"Tyler Hansbrough","Indiana Pacers",100,13,11.7,10,0.769,13,5,8,38.5,38.5,0,0,38.5,11,5,6,45.5,2,0,2,0,0.15
158,3,"Dwyane Wade","Miami Heat",91,353,68.3,271,0.768,353,129,224,36.5,37.7,0.01,1.4,36.5,321,121,200,37.7,32,8,24,25,0.09
159,18,"Victor  Claver","Portland Trail Blazers",50,17,15.7,13,0.765,17,6,11,35.3,35.3,0.06,5.9,35.3,13,6,7,46.2,4,0,4,0,0.24
160,26,"Kyle Korver","Atlanta Hawks",81,80,13,61,0.763,80,27,53,33.8,38.1,0,0,33.8,60,20,40,33.3,20,7,13,35,0.25
160,15,"Matt Bonner","San Antonio Spurs",89,21,9.9,16,0.762,21,8,13,38.1,38.1,0,0,38.1,20,8,12,40,1,0,1,0,0.05
160,15,"Donald Sloan","Cleveland Cavaliers",20,21,52.5,16,0.762,21,8,13,38.1,38.1,0,0,38.1,21,8,13,38.1,0,0,0,,0
163,7,"Jerryd Bayless","Memphis Grizzlies",95,272,48.6,207,0.761,272,100,172,36.8,38.1,0,0,36.8,237,93,144,39.2,35,7,28,20,0.13
164,9,"MarShon Brooks","Brooklyn Nets",80,75,54.3,57,0.76,75,26,49,34.7,36.7,0.03,2.7,34.7,65,23,42,35.4,10,3,7,30,0.13
164,7,"Brandon Knight","Detroit Pistons",75,200,39.4,152,0.76,200,68,132,34,37.5,0.01,1,34,149,54,95,36.2,51,14,37,27.5,0.26
166,19,"Beno Udrih","Orlando Magic",27,124,70.1,94,0.758,124,44,80,35.5,37.5,0.01,0.8,35.5,110,39,71,35.5,14,5,9,35.7,0.11
