sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
165,0,"Jeremiah Fears","New Orleans Pelicans",45,139,59.4,121,0.871,139,52,87,37.4,43.5,0.01,0.7,37.4,86,35,51,40.7,53,17,36,32.1,0.38
166,3,"Anthony Davis","Dallas Mavericks",20,46,46.5,40,0.87,46,19,27,41.3,42.4,0.04,4.3,41.3,41,18,23,43.9,5,1,4,20,0.11
166,3,"Jaden McDaniels","Minnesota Timberwolves",42,115,51.8,100,0.87,115,44,71,38.3,43,0.01,0.9,38.3,76,33,43,43.4,39,11,28,28.2,0.34
166,14,"Micah Peavy","New Orleans Pelicans",37,23,26.4,20,0.87,23,9,14,39.1,43.5,0,0,39.1,18,7,11,38.9,5,2,3,40,0.22
169,2,"Keaton Wallace","Atlanta Hawks",36,53,49.1,46,0.868,53,19,34,35.8,43.4,0,0,35.8,25,11,14,44,28,8,20,28.6,0.53
169,17,"Shaedon Sharpe","Portland Trail Blazers",40,317,79.8,275,0.868,317,108,209,34.1,43.1,0.01,0.6,34.1,150,51,99,34,167,57,110,34.1,0.53
171,13,"Tyrese Martin","Brooklyn Nets",33,37,24.7,32,0.865,37,12,25,32.4,43.2,0,0,32.4,10,4,6,40,27,8,19,29.6,0.73
172,17,"Dennis Schroder","Sacramento Kings",34,110,52.4,95,0.864,110,42,68,38.2,43.2,0.01,0.9,38.2,71,31,40,43.7,39,11,28,28.2,0.35
172,30,"Tre Jones","Chicago Bulls",37,22,28.9,19,0.864,22,8,14,36.4,43.2,0,0,36.4,12,5,7,41.7,10,3,7,30,0.45
172,17,"Tari Eason","Houston Rockets",22,22,18.8,19,0.864,22,8,14,36.4,43.2,0,0,36.4,16,5,11,31.3,6,3,3,50,0.27
175,40,"Harrison Barnes","San Antonio Spurs",45,51,19.9,44,0.863,51,17,34,33.3,43.1,0,0,33.3,23,7,16,30.4,28,10,18,35.7,0.55
176,41,"Saddiq Bey","New Orleans Pelicans",38,80,35.2,69,0.863,80,27,53,33.8,43.1,0,0,33.8,34,12,22,35.3,46,15,31,32.6,0.57
176,8,"Deni Avdija","Portland Trail Blazers",41,145,45.6,125,0.862,145,49,96,33.8,42.4,0.02,2.1,33.8,48,24,24,50,97,25,72,25.8,0.67
178,1,"Victor Wembanyama","San Antonio Spurs",31,121,49.6,104,0.86,121,44,77,36.4,42.1,0.02,1.7,36.4,67,30,37,44.8,54,14,40,25.9,0.45
179,4,"Evan Mobley","Cleveland Cavaliers",38,62,34.4,53,0.855,62,22,40,35.5,42.7,0,0,35.5,33,13,20,39.4,29,9,20,31,0.47
180,24,"Brandon Miller","Charlotte Hornets",26,130,45.3,111,0.854,130,47,83,36.2,42.7,0,0,36.2,76,30,46,39.5,54,17,37,31.5,0.42
181,8,"Peyton Watson","Denver Nuggets",42,75,38.9,64,0.853,75,29,46,38.7,42.7,0,0,38.7,48,23,25,47.9,27,6,21,22.2,0.36
182,5,"D'Angelo Russell","Dallas Mavericks",27,93,60.8,79,0.849,93,32,61,34.4,42.5,0,0,34.4,39,17,22,43.6,54,15,39,27.8,0.58
182,8,"Paul George","Philadelphia 76ers",23,106,48,90,0.849,106,38,68,35.8,41.5,0.02,1.9,35.8,65,26,39,40,41,12,29,29.3,0.39
184,3,"Josh Giddey","Chicago Bulls",30,59,33.9,50,0.847,59,19,40,32.2,42.4,0,0,32.2,24,7,17,29.2,35,12,23,34.3,0.59
184,3,"Desmond Bane","Orlando Magic",42,163,58,138,0.847,163,53,110,32.5,42,0.01,0.6,32.5,66,22,44,33.3,97,31,66,32,0.6
186,23,"Jordan Goodwin","Phoenix Suns",41,56,26.8,47,0.839,56,17,39,30.4,42,0,0,30.4,23,4,19,17.4,33,13,20,39.4,0.59
187,7,"Nickeil Alexander-Walker","Atlanta Hawks",43,148,35.4,124,0.838,148,51,97,34.5,41.6,0.01,1.4,34.5,68,30,38,44.1,80,21,59,26.3,0.54
187,32,"Cooper Flagg","Dallas Mavericks",41,197,71.1,165,0.838,197,72,125,36.5,41.9,0,0,36.5,128,51,77,39.8,69,21,48,30.4,0.35
189,10,"Brandon Williams","Dallas Mavericks",38,73,49.7,61,0.836,73,28,45,38.4,41.1,0.01,1.4,38.4,49,24,25,49,24,4,20,16.7,0.33
190,23,"Tre Mann","Charlotte Hornets",28,85,57.4,71,0.835,85,28,57,32.9,41.8,0,0,32.9,31,13,18,41.9,54,15,39,27.8,0.64
191,61,"Pat Spencer","Golden State Warriors",30,54,62.1,45,0.833,54,20,34,37,41.7,0,0,37,38,15,23,39.5,16,5,11,31.3,0.3
191,9,"Ausar Thompson","Detroit Pistons",37,48,69.6,40,0.833,48,19,29,39.6,40.6,0.04,4.2,39.6,46,18,28,39.1,2,1,1,50,0.04
191,13,"Bam Adebayo","Miami Heat",36,96,40.2,80,0.833,96,36,60,37.5,40.1,0.03,3.1,37.5,77,31,46,40.3,19,5,14,26.3,0.2
194,5,"Gary Trent Jr.","Milwaukee Bucks",39,82,33.2,68,0.829,82,27,55,32.9,41.5,0,0,32.9,32,13,19,40.6,50,14,36,28,0.61
195,11,"Jaime Jaquez Jr.","Miami Heat",39,57,46.3,47,0.825,57,23,34,40.4,41.2,0,0,40.4,48,22,26,45.8,9,1,8,11.1,0.16
196,34,"Wendell Carter Jr.","Orlando Magic",40,17,10.6,14,0.824,17,7,10,41.2,41.2,0,0,41.2,16,7,9,43.8,1,0,1,0,0.06
197,55,"Ethan Thompson","Indiana Pacers",19,11,17.7,9,0.818,11,4,7,36.4,40.9,0,0,36.4,6,3,3,50,5,1,4,20,0.45
198,22,"Andrew Wiggins","Miami Heat",40,92,35.2,75,0.815,92,33,59,35.9,40.2,0.01,1.1,35.9,62,25,37,40.3,30,8,22,26.7,0.33
199,11,"Trae Young","Atlanta Hawks",10,59,80.8,48,0.814,59,18,41,30.5,40.7,0,0,30.5,14,6,8,42.9,45,12,33,26.7,0.76
200,11,"Bruce Brown","Denver Nuggets",44,16,19.3,13,0.813,16,6,10,37.5,40.6,0,0,37.5,12,5,7,41.7,4,1,3,25,0.25
201,13,"Tyler Kolek","New York Knicks",39,47,47,38,0.809,47,15,32,31.9,40.4,0,0,31.9,20,7,13,35,27,8,19,29.6,0.57
202,77,"Ben Saraf","Brooklyn Nets",12,10,28.6,8,0.8,10,3,7,30,40,0,0,30,2,1,1,50,8,2,6,25,0.8
203,10,"Mike Conley","Minnesota Timberwolves",38,44,37.3,35,0.795,44,12,32,27.3,39.8,0,0,27.3,3,1,2,33.3,41,11,30,26.8,0.93
203,0,"Coby White","Chicago Bulls",22,78,44.6,62,0.795,78,23,55,29.5,39.7,0,0,29.5,21,7,14,33.3,57,16,41,28.1,0.73
205,14,"Terance Mann","Brooklyn Nets",37,57,44.2,45,0.789,57,19,38,33.3,39.5,0,0,33.3,29,12,17,41.4,28,7,21,25,0.49
206,5,"Jarace Walker","Indiana Pacers",44,85,37.8,67,0.788,85,27,58,31.8,39.4,0,0,31.8,37,14,23,37.8,48,13,35,27.1,0.56
207,21,"Aaron Wiggins","Oklahoma City Thunder",31,42,26.8,33,0.786,42,12,30,28.6,39.3,0,0,28.6,10,3,7,30,32,9,23,28.1,0.76
208,10,"Javon Small","Memphis Grizzlies",14,23,69.7,18,0.783,23,6,17,26.1,39.1,0,0,26.1,2,0,2,0,21,6,15,28.6,0.91
209,23,"Lauri Markkanen","Utah Jazz",33,78,23.4,61,0.782,78,26,52,33.3,37.8,0.03,2.6,33.3,56,19,37,33.9,22,7,15,31.8,0.28
209,23,"Keon Ellis","Sacramento Kings",39,55,37.2,43,0.782,55,16,39,29.1,39.1,0,0,29.1,20,5,15,25,35,11,24,31.4,0.64
211,4,"Kobe Sanders","Los Angeles Clippers",35,45,34.4,35,0.778,45,17,28,37.8,38.9,0,0,37.8,39,16,23,41,6,1,5,16.7,0.13
211,2,"Tyus Jones","Orlando Magic",42,27,27.3,21,0.778,27,8,19,29.6,38.9,0,0,29.6,6,3,3,50,21,5,16,23.8,0.78
211,20,"Alexandre Sarr","Washington Wizards",33,36,26.7,28,0.778,36,13,23,36.1,37.5,0.03,2.8,36.1,28,12,16,42.9,8,1,7,12.5,0.22
214,28,"Alperen Sengun","Houston Rockets",34,58,43.6,45,0.776,58,20,38,34.5,37.9,0.02,1.7,34.5,47,16,31,34,11,4,7,36.4,0.19
215,8,"Caris LeVert","Detroit Pistons",31,62,48.1,48,0.774,62,19,43,30.6,38.7,0,0,30.6,29,9,20,31,33,10,23,30.3,0.53
216,5,"Quentin Grimes","Philadelphia 76ers",40,100,38.3,77,0.77,100,27,73,27,38.5,0,0,27,27,4,23,14.8,73,23,50,31.5,0.73
217,9,"Alex Caruso","Oklahoma City Thunder",32,13,12.1,10,0.769,13,4,9,30.8,38.5,0,0,30.8,3,2,1,66.7,10,2,8,20,0.77
217,4,"Jalen Suggs","Orlando Magic",23,91,53.5,70,0.769,91,29,62,31.9,38.5,0.01,1.1,31.9,33,17,16,51.5,58,12,46,20.7,0.64
219,25,"P.J. Washington","Dallas Mavericks",31,30,20.3,23,0.767,30,10,20,33.3,38.3,0,0,33.3,15,7,8,46.7,15,3,12,20,0.5
220,3,"Chris Paul","Los Angeles Clippers",16,34,70.8,26,0.765,34,10,24,29.4,38.2,0,0,29.4,17,4,13,23.5,17,6,11,35.3,0.5
220,9,"Bronny James","Los Angeles Lakers",24,17,58.6,13,0.765,17,5,12,29.4,38.2,0,0,29.4,8,2,6,25,9,3,6,33.3,0.53
222,0,"Anthony Black","Orlando Magic",42,121,48.8,92,0.76,121,36,85,29.8,38,0,0,29.8,52,16,36,30.8,69,20,49,29,0.57
223,32,"Karl-Anthony Towns","New York Knicks",41,29,13,22,0.759,29,9,20,31,37.9,0.03,3.4,31,10,5,5,50,19,4,15,21.1,0.66
224,9,"Jerami Grant","Portland Trail Blazers",28,44,21.3,33,0.75,44,13,31,29.5,36.4,0.02,2.3,29.5,30,7,23,23.3,14,6,8,42.9,0.32
224,18,"Russell Westbrook","Sacramento Kings",44,144,42.5,108,0.75,144,46,98,31.9,37.5,0,0,31.9,89,30,59,33.7,55,16,39,29.1,0.38
226,5,"Vince Williams Jr.","Memphis Grizzlies",27,51,36.2,38,0.745,51,15,36,29.4,36.3,0.02,2,29.4,19,8,11,42.1,32,7,25,21.9,0.63
227,8,"Jalen Williams","Oklahoma City Thunder",24,121,75.6,90,0.744,121,43,78,35.5,37.2,0.01,0.8,35.5,99,39,60,39.4,22,4,18,18.2,0.18
228,3,"CJ McCollum","Atlanta Hawks",5,27,61.4,20,0.741,27,9,18,33.3,37,0,0,33.3,17,7,10,41.2,10,2,8,20,0.37
229,8,"Collin Sexton","Charlotte Hornets",34,100,59.2,74,0.74,100,31,69,31,37,0.01,1,31,50,19,31,38,50,12,38,24,0.5
230,0,"Aaron Holiday","Houston Rockets",30,23,21.5,17,0.739,23,6,17,26.1,37,0,0,26.1,7,1,6,14.3,16,5,11,31.3,0.7
231,9,"Nikola Vucevic","Chicago Bulls",42,11,4.8,8,0.727,11,4,7,36.4,36.4,0,0,36.4,10,4,6,40,1,0,1,0,0.09
231,8,"Malaki Branham","Washington Wizards",24,11,37.9,8,0.727,11,3,8,27.3,36.4,0,0,27.3,1,1,0,100,10,2,8,20,0.91
233,5,"Stephon Castle","San Antonio Spurs",36,95,45.9,69,0.726,95,32,63,33.7,35.8,0.04,4.2,33.7,62,28,34,45.2,33,4,29,12.1,0.35
234,24,"Tyrese Proctor","Cleveland Cavaliers",30,43,43.9,31,0.721,43,12,31,27.9,36,0,0,27.9,12,5,7,41.7,31,7,24,22.6,0.72
235,21,"Noah Clowney","Brooklyn Nets",41,32,11.5,23,0.719,32,9,23,28.1,35.9,0,0,28.1,10,4,6,40,22,5,17,22.7,0.69
236,13,"Keegan Murray","Sacramento Kings",19,60,40.5,43,0.717,60,20,40,33.3,35.8,0,0,33.3,43,17,26,39.5,17,3,14,17.6,0.28
237,93,"Noah Penda","Orlando Magic",27,14,27.5,10,0.714,14,4,10,28.6,35.7,0,0,28.6,6,2,4,33.3,8,2,6,25,0.57
238,8,"Kristaps Porzingis","Atlanta Hawks",18,27,24.3,19,0.704,27,9,18,33.3,35.2,0,0,33.3,21,8,13,38.1,6,1,5,16.7,0.22
239,7,"Buddy Hield","Golden State Warriors",38,53,29.8,37,0.698,53,13,40,24.5,34.9,0,0,24.5,11,2,9,18.2,42,11,31,26.2,0.79
240,1,"Jonathan Kuminga","Golden State Warriors",19,33,40.2,23,0.697,33,10,23,30.3,33.3,0.03,3,30.3,26,8,18,30.8,7,2,5,28.6,0.21
241,0,"Jordan Clarkson","New York Knicks",44,79,34.5,55,0.696,79,22,57,27.8,33.5,0.04,3.8,27.8,41,13,28,31.7,38,9,29,23.7,0.48
241,1,"Zion Williamson","New Orleans Pelicans",29,23,92,16,0.696,23,8,15,34.8,34.8,0,0,34.8,21,8,13,38.1,2,0,2,0,0.09
243,20,"Jared McCain","Philadelphia 76ers",31,59,48.4,41,0.695,59,17,42,28.8,34.7,0,0,28.8,27,10,17,37,32,7,25,21.9,0.54
244,23,"Aaron Nesmith","Indiana Pacers",23,57,29.4,39,0.684,57,15,42,26.3,34.2,0,0,26.3,28,6,22,21.4,29,9,20,31,0.51
245,10,"Jimmy Butler","Golden State Warriors",38,69,46.9,47,0.681,69,19,50,27.5,32.6,0.03,2.9,27.5,49,12,37,24.5,20,7,13,35,0.29
246,24,"Jordan Hawkins","New Orleans Pelicans",35,79,53.7,53,0.671,79,23,56,29.1,32.9,0.01,1.3,29.1,51,17,34,33.3,28,6,22,21.4,0.35
247,7,"Gabe Vincent","Los Angeles Lakers",22,27,28.7,18,0.667,27,6,21,22.2,33.3,0,0,22.2,9,0,9,0,18,6,12,33.3,0.67
248,27,"Will Riley","Washington Wizards",34,34,41.5,22,0.647,34,10,24,29.4,32.4,0,0,29.4,22,8,14,36.4,12,2,10,16.7,0.35
249,4,"Rob Dillingham","Minnesota Timberwolves",32,48,71.6,31,0.646,48,14,34,29.2,32.3,0,0,29.2,35,11,24,31.4,13,3,10,23.1,0.27
250,34,"Giannis Antetokounmpo","Milwaukee Bucks",28,62,75.6,40,0.645,62,17,45,27.4,32.3,0,0,27.4,43,11,32,25.6,19,6,13,31.6,0.31
251,11,"Naz Reid","Minnesota Timberwolves",44,42,14.8,27,0.643,42,9,33,21.4,32.1,0,0,21.4,5,0,5,0,37,9,28,24.3,0.88
252,2,"Dylan Harper","San Antonio Spurs",35,61,43.3,39,0.639,61,18,43,29.5,32,0,0,29.5,40,15,25,37.5,21,3,18,14.3,0.34
253,4,"Moses Moody","Golden State Warriors",43,58,21,37,0.638,58,15,43,25.9,31,0.03,3.4,25.9,30,9,21,30,28,6,22,21.4,0.48
254,0,"Miles Bridges","Charlotte Hornets",42,99,32,63,0.636,99,22,77,22.2,31.8,0,0,22.2,18,3,15,16.7,81,19,62,23.5,0.82
255,8,"Jaren Jackson Jr.","Memphis Grizzlies",39,19,10.4,12,0.632,19,4,15,21.1,31.6,0,0,21.1,1,0,1,0,18,4,14,22.2,0.95
256,3,"Myles Turner","Milwaukee Bucks",41,37,14.1,23,0.622,37,9,28,24.3,29.7,0.03,2.7,24.3,14,5,9,35.7,23,4,19,17.4,0.62
257,2,"Danny Wolf","Brooklyn Nets",27,18,18.9,11,0.611,18,4,14,22.2,30.6,0,0,22.2,6,1,5,16.7,12,3,9,25,0.67
258,1,"Cam Whitmore","Washington Wizards",21,51,73.9,31,0.608,51,11,40,21.6,30.4,0,0,21.6,13,2,11,15.4,38,9,29,23.7,0.75
259,1,"Amen Thompson","Houston Rockets",41,83,51.2,50,0.602,83,24,59,28.9,30.1,0,0,28.9,70,22,48,31.4,13,2,11,15.4,0.16
260,4,"Sion James","Charlotte Hornets",43,15,11.5,9,0.6,15,3,12,20,30,0,0,20,3,0,3,0,12,3,9,25,0.8
261,12,"Ja Morant","Memphis Grizzlies",19,116,75.8,69,0.595,116,30,86,25.9,29.7,0,0,25.9,68,21,47,30.9,48,9,39,18.8,0.41
262,12,"Cam Christie","Los Angeles Clippers",29,12,30.8,7,0.583,12,3,9,25,29.2,0,0,25,3,2,1,66.7,9,1,8,11.1,0.75
263,0,"Bradley Beal","Los Angeles Clippers",6,19,59.4,11,0.579,19,5,14,26.3,28.9,0,0,26.3,13,4,9,30.8,6,1,5,16.7,0.32
264,8,"OG Anunoby","New York Knicks",34,52,22.8,30,0.577,52,12,40,23.1,27.9,0.02,1.9,23.1,29,7,22,24.1,23,5,18,21.7,0.44
265,88,"Nolan Traore","Brooklyn Nets",21,16,24.2,9,0.563,16,3,13,18.8,28.1,0,0,18.8,4,0,4,0,12,3,9,25,0.75
266,3,"Will Richard","Golden State Warriors",40,25,18.8,14,0.56,25,5,20,20,28,0,0,20,3,1,2,33.3,22,4,18,18.2,0.88
267,5,"Paolo Banchero","Orlando Magic",32,133,62.1,72,0.541,133,34,99,25.6,27.1,0,0,25.6,88,30,58,34.1,45,4,41,8.9,0.34
268,45,"GG Jackson","Memphis Grizzlies",21,18,26.5,9,0.5,18,4,14,22.2,25,0,0,22.2,9,3,6,33.3,9,1,8,11.1,0.5
269,8,"De'Anthony Melton","Golden State Warriors",19,32,32.7,14,0.438,32,6,26,18.8,21.9,0,0,18.8,13,4,9,30.8,19,2,17,10.5,0.59
270,20,"John Collins","Los Angeles Clippers",40,23,15.2,10,0.435,23,5,18,21.7,21.7,0,0,21.7,19,5,14,26.3,4,0,4,0,0.17
271,42,"Kevin Love","Utah Jazz",24,14,13,6,0.429,14,2,12,14.3,21.4,0,0,14.3,0,0,0,,14,2,12,14.3,1
272,14,"Ja'Kobe Walter","Toronto Raptors",37,12,9.6,5,0.417,12,2,10,16.7,16.7,0.08,8.3,16.7,5,2,3,40,7,0,7,0,0.58
273,29,"Quenton Jackson","Indiana Pacers",21,22,36.7,9,0.409,22,4,18,18.2,20.5,0,0,18.2,12,3,9,25,10,1,9,10,0.45
274,9,"RJ Barrett","Toronto Raptors",23,15,11.2,6,0.4,15,3,12,20,20,0.07,6.7,20,8,3,5,37.5,7,0,7,0,0.47
275,0,"Tristan Vukcevic","Washington Wizards",30,15,19.5,5,0.333,15,2,13,13.3,16.7,0,0,13.3,10,1,9,10,5,1,4,20,0.33
276,0,"Bilal Coulibaly","Washington Wizards",25,16,16.7,5,0.313,16,2,14,12.5,15.6,0,0,12.5,8,1,7,12.5,8,1,7,12.5,0.5
277,5,"Ronald Holland II","Detroit Pistons",39,21,17.8,6,0.286,21,3,18,14.3,14.3,0,0,14.3,13,3,10,23.1,8,0,8,0,0.38
278,0,"Christian Braun","Denver Nuggets",14,11,28.2,2,0.182,11,1,10,9.1,9.1,0,0,9.1,5,1,4,20,6,0,6,0,0.55
