sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
40,4,"Drake Powell","Brooklyn Nets",30,35,36.5,39,1.114,35,17,18,48.6,55.7,0,0,48.6,21,12,9,57.1,14,5,9,35.7,0.4
41,1,"Jaden Hardy","Dallas Mavericks",31,36,27.1,40,1.111,36,15,21,41.7,55.6,0,0,41.7,16,5,11,31.3,20,10,10,50,0.56
42,25,"Marcus Sasser","Detroit Pistons",11,19,55.9,21,1.105,19,7,12,36.8,55.3,0,0,36.8,4,0,4,0,15,7,8,46.7,0.79
43,55,"Duncan Robinson","Detroit Pistons",39,78,27.1,86,1.103,78,29,49,37.2,55.1,0,0,37.2,6,1,5,16.7,72,28,44,38.9,0.92
44,8,"Bones Hyland","Minnesota Timberwolves",35,59,46.8,65,1.102,59,24,35,40.7,55.1,0,0,40.7,13,7,6,53.8,46,17,29,37,0.78
45,11,"Isaiah Joe","Oklahoma City Thunder",35,40,19.3,44,1.1,40,18,22,45,55,0,0,45,14,10,4,71.4,26,8,18,30.8,0.65
45,24,"Jalen Pickett","Denver Nuggets",29,50,46.7,55,1.1,50,21,29,42,54,0.02,2,42,17,9,8,52.9,33,12,21,36.4,0.66
45,32,"Dean Wade","Cleveland Cavaliers",35,10,7.5,11,1.1,10,4,6,40,55,0,0,40,4,1,3,25,6,3,3,50,0.6
45,77,"Jamison Battle","Toronto Raptors",32,10,19.6,11,1.1,10,4,6,40,55,0,0,40,4,1,3,25,6,3,3,50,0.6
49,30,"Julian Champagnie","San Antonio Spurs",45,31,10.1,34,1.097,31,12,19,38.7,54.8,0,0,38.7,6,2,4,33.3,25,10,15,40,0.81
50,32,"Aaron Gordon","Denver Nuggets",21,52,42.3,57,1.096,52,23,29,44.2,54.8,0,0,44.2,22,12,10,54.5,30,11,19,36.7,0.58
51,10,"Bogdan Bogdanovic","Los Angeles Clippers",16,54,58.1,59,1.093,54,23,31,42.6,54.6,0,0,42.6,19,10,9,52.6,35,13,22,37.1,0.65
52,25,"Ajay Mitchell","Oklahoma City Thunder",42,87,44.6,95,1.092,87,40,47,46,53.4,0.02,2.3,46,54,27,27,50,33,13,20,39.4,0.38
53,9,"Bobby Portis","Milwaukee Bucks",42,44,18,48,1.091,44,22,22,50,54.5,0,0,50,36,18,18,50,8,4,4,50,0.18
53,2,"Kyle Anderson","Utah Jazz",16,11,73.3,12,1.091,11,5,6,45.5,54.5,0,0,45.5,9,3,6,33.3,2,2,0,100,0.18
53,24,"Norman Powell","Miami Heat",38,165,48.7,180,1.091,165,66,99,40,53,0.04,4.2,40,53,23,30,43.4,112,43,69,38.4,0.68
56,2,"Lonzo Ball","Cleveland Cavaliers",30,45,32.1,49,1.089,45,17,28,37.8,54.4,0,0,37.8,6,2,4,33.3,39,15,24,38.5,0.87
57,5,"Jevon Carter","Chicago Bulls",21,23,30.3,25,1.087,23,9,14,39.1,54.3,0,0,39.1,5,2,3,40,18,7,11,38.9,0.78
58,50,"Cole Anthony","Milwaukee Bucks",29,71,67.6,77,1.085,71,34,37,47.9,53.5,0.01,1.4,47.9,47,26,21,55.3,24,8,16,33.3,0.34
59,14,"Matas Buzelis","Chicago Bulls",43,36,15.5,39,1.083,36,14,22,38.9,54.2,0,0,38.9,8,3,5,37.5,28,11,17,39.3,0.78
60,7,"Santi Aldama","Memphis Grizzlies",41,38,17.6,41,1.079,38,16,22,42.1,52.6,0.05,5.3,42.1,15,8,7,53.3,23,8,15,34.8,0.61
61,7,"Kevin Durant","Houston Rockets",39,336,65.8,362,1.077,336,164,172,48.8,52.8,0.03,2.7,48.8,262,137,125,52.3,74,27,47,36.5,0.22
62,0,"Bennedict Mathurin","Indiana Pacers",24,106,55.8,114,1.075,106,44,62,41.5,53.3,0.01,0.9,41.5,40,19,21,47.5,66,25,41,37.9,0.62
62,12,"Tre Johnson","Washington Wizards",35,134,52.1,144,1.075,134,59,75,44,53.7,0,0,44,68,33,35,48.5,66,26,40,39.4,0.49
64,12,"Tobias Harris","Detroit Pistons",26,31,23.7,33,1.065,31,15,16,48.4,51.6,0.03,3.2,48.4,25,13,12,52,6,2,4,33.3,0.19
65,13,"Naji Marshall","Dallas Mavericks",44,63,35.2,67,1.063,63,30,33,47.6,50,0.08,7.9,47.6,46,27,19,58.7,17,3,14,17.6,0.27
66,5,"Jrue Holiday","Portland Trail Blazers",16,99,75,105,1.061,99,39,60,39.4,53,0,0,39.4,25,12,13,48,74,27,47,36.5,0.75
67,22,"Cason Wallace","Oklahoma City Thunder",42,21,12.8,22,1.048,21,8,13,38.1,52.4,0,0,38.1,4,2,2,50,17,6,11,35.3,0.81
68,2,"Brandin Podziemski","Golden State Warriors",45,136,50.4,142,1.044,136,55,81,40.4,52.2,0,0,40.4,60,23,37,38.3,76,32,44,42.1,0.56
68,11,"Payton Pritchard","Boston Celtics",41,273,59.3,285,1.044,273,124,149,45.4,51.8,0.01,0.7,45.4,157,89,68,56.7,116,35,81,30.2,0.42
68,15,"Reed Sheppard","Houston Rockets",41,160,46.9,167,1.044,160,68,92,42.5,52.2,0,0,42.5,86,37,49,43,74,31,43,41.9,0.46
71,13,"Ryan Rollins","Milwaukee Bucks",42,185,55.6,193,1.043,185,78,107,42.2,51.6,0.01,1.1,42.2,92,43,49,46.7,93,35,58,37.6,0.5
72,28,"Brice Sensabaugh","Utah Jazz",41,98,38.9,102,1.041,98,42,56,42.9,51.5,0.01,1,42.9,47,25,22,53.2,51,17,34,33.3,0.52
73,15,"Jose Alvarado","New Orleans Pelicans",35,62,38.8,64,1.032,62,22,40,35.5,51.6,0,0,35.5,4,2,2,50,58,20,38,34.5,0.94
74,4,"De'Aaron Fox","San Antonio Spurs",36,259,71.3,267,1.031,259,112,147,43.2,51.5,0,0.4,43.2,140,69,71,49.3,119,43,76,36.1,0.46
75,4,"Dalton Knecht","Los Angeles Lakers",36,33,29.2,34,1.03,33,16,17,48.5,51.5,0,0,48.5,21,14,7,66.7,12,2,10,16.7,0.36
76,12,"Jake LaRavia","Los Angeles Lakers",42,42,24.6,43,1.024,42,17,25,40.5,50,0.02,2.4,40.5,24,9,15,37.5,18,8,10,44.4,0.43
77,23,"Jaden Ivey","Detroit Pistons",26,45,40.5,46,1.022,45,21,24,46.7,51.1,0,0,46.7,28,17,11,60.7,17,4,13,23.5,0.38
77,11,"Jalen Brunson","New York Knicks",39,372,73.5,380,1.022,372,158,214,42.5,50,0.03,3,42.5,207,102,105,49.3,165,56,109,33.9,0.44
79,45,"Donovan Mitchell","Cleveland Cavaliers",40,329,66.1,336,1.021,329,123,206,37.4,50.8,0.01,0.9,37.4,86,35,51,40.7,243,88,155,36.2,0.74
79,5,"Nique Clifford","Sacramento Kings",40,48,41,49,1.021,48,19,29,39.6,51,0,0,39.6,24,8,16,33.3,24,11,13,45.8,0.5
81,7,"Jaylen Brown","Boston Celtics",39,391,78.5,399,1.02,391,172,219,44,50.4,0.02,1.5,44,258,122,136,47.3,133,50,83,37.6,0.34
81,18,"Kyshawn George","Washington Wizards",33,149,56.9,152,1.02,149,62,87,41.6,50,0.03,2.7,41.6,76,37,39,48.7,73,25,48,34.2,0.49
83,9,"T.J. McConnell","Indiana Pacers",31,162,81.8,165,1.019,162,82,80,50.6,50.9,0,0,50.6,154,81,73,52.6,8,1,7,12.5,0.05
84,43,"Pascal Siakam","Indiana Pacers",42,165,46.3,168,1.018,165,75,90,45.5,50.6,0.01,0.6,45.5,129,58,71,45,36,17,19,47.2,0.22
84,9,"Ryan Nembhard","Dallas Mavericks",31,110,66.7,112,1.018,110,50,60,45.5,50.9,0,0,45.5,84,38,46,45.2,26,12,14,46.2,0.24
86,9,"Derrick White","Boston Celtics",41,290,61.8,295,1.017,290,112,178,38.6,50.7,0.01,1.4,38.6,92,42,50,45.7,198,70,128,35.4,0.68
86,8,"Zach Lavine","Sacramento Kings",32,177,60.6,180,1.017,177,71,106,40.1,50.8,0,0,40.1,70,33,37,47.1,107,38,69,35.5,0.6
86,20,"Nick Smith Jr","Los Angeles Lakers",23,60,61.2,61,1.017,60,24,36,40,50,0.02,1.7,40,29,12,17,41.4,31,12,19,38.7,0.52
89,77,"Luka Doncic","Los Angeles Lakers",34,422,78.9,428,1.014,422,168,254,39.8,49.3,0.05,4.5,39.8,182,88,94,48.4,240,80,160,33.3,0.57
90,3,"Josh Hart","New York Knicks",33,83,46.4,84,1.012,83,34,49,41,50.6,0,0,41,46,18,28,39.1,37,16,21,43.2,0.45
91,0,"Tyrese Maxey","Philadelphia 76ers",40,305,64.8,308,1.01,305,117,188,38.4,50.2,0.01,0.7,38.4,110,45,65,40.9,195,72,123,36.9,0.64
92,10,"Darius Garland","Cleveland Cavaliers",26,128,59.5,129,1.008,128,50,78,39.1,50,0.01,0.8,39.1,49,22,27,44.9,79,28,51,35.4,0.62
92,0,"Malik Monk","Sacramento Kings",36,129,55.4,130,1.008,129,53,76,41.1,50.4,0,0,41.1,65,29,36,44.6,64,24,40,37.5,0.5
94,5,"Luguentz Dort","Oklahoma City Thunder",34,28,13.4,28,1,28,13,15,46.4,48.2,0.04,3.6,46.4,22,12,10,54.5,6,1,5,16.7,0.21
94,21,"Rayan Rupert","Portland Trail Blazers",37,17,27.9,17,1,17,7,10,41.2,50,0,0,41.2,10,4,6,40,7,3,4,42.9,0.41
94,5,"Anthony Edwards","Minnesota Timberwolves",35,344,78.4,344,1,344,132,212,38.4,49.7,0.01,0.6,38.4,132,54,78,40.9,212,78,134,36.8,0.62
94,19,"Airious Bailey","Utah Jazz",37,92,40,92,1,92,39,53,42.4,50,0,0,42.4,63,25,38,39.7,29,14,15,48.3,0.32
94,23,"Tristan da Silva","Orlando Magic",37,34,20.4,34,1,34,13,21,38.2,50,0,0,38.2,13,5,8,38.5,21,8,13,38.1,0.62
99,12,"Collin Gillespie","Phoenix Suns",44,211,55.4,210,0.995,211,80,131,37.9,49.8,0,0,37.9,71,30,41,42.3,140,50,90,35.7,0.66
100,10,"DeMar DeRozan","Sacramento Kings",44,259,66.4,256,0.988,259,119,140,45.9,47.1,0.05,4.6,45.9,243,113,130,46.5,16,6,10,37.5,0.06
101,31,"Klay Thompson","Dallas Mavericks",41,129,32.9,127,0.984,129,50,79,38.8,49.2,0,0,38.8,58,23,35,39.7,71,27,44,38,0.55
101,3,"Brandon Ingram","Toronto Raptors",43,315,61.4,310,0.984,315,146,169,46.3,48.7,0.02,1.9,46.3,268,131,137,48.9,47,15,32,31.9,0.15
103,27,"Vit Krejci","Atlanta Hawks",41,58,23.4,57,0.983,58,21,37,36.2,49.1,0,0,36.2,13,6,7,46.2,45,15,30,33.3,0.78
104,3,"Dillon Brooks","Phoenix Suns",38,268,59.4,262,0.978,268,114,154,42.5,48.7,0,0.4,42.5,172,81,91,47.1,96,33,63,34.4,0.36
105,1,"James Harden","Los Angeles Clippers",40,348,80.6,340,0.977,348,119,229,34.2,47.4,0.03,3.2,34.2,69,27,42,39.1,279,92,187,33,0.8
106,24,"Cam Thomas","Brooklyn Nets",18,126,80.8,123,0.976,126,49,77,38.9,47.2,0.04,4,38.9,65,28,37,43.1,61,21,40,34.4,0.48
107,23,"Jamal Shead","Toronto Raptors",45,37,22.3,36,0.973,37,12,25,32.4,47.3,0.03,2.7,32.4,4,1,3,25,33,11,22,33.3,0.89
108,23,"LeBron James","Los Angeles Lakers",25,96,53.9,93,0.969,96,38,58,39.6,48.4,0,0,39.6,45,21,24,46.7,51,17,34,33.3,0.53
109,4,"Anfernee Simons","Boston Celtics",42,210,58.8,203,0.967,210,79,131,37.6,48.1,0.01,1,37.6,79,35,44,44.3,131,44,87,33.6,0.62
109,8,"Isaiah Collier","Utah Jazz",36,30,44.1,29,0.967,30,12,18,40,48.3,0,0,40,17,7,10,41.2,13,5,8,38.5,0.43
111,7,"Chet Holmgren","Oklahoma City Thunder",38,56,28.9,54,0.964,56,25,31,44.6,48.2,0,0,44.6,41,21,20,51.2,15,4,11,26.7,0.27
112,8,"Grayson Allen","Phoenix Suns",27,109,42.2,105,0.963,109,37,72,33.9,48.2,0,0,33.9,14,6,8,42.9,95,31,64,32.6,0.87
113,8,"Egor Demin","Brooklyn Nets",36,106,42.7,102,0.962,106,36,70,34,48.1,0,0,34,23,6,17,26.1,83,30,53,36.1,0.78
113,15,"Nikola Jokic","Denver Nuggets",32,53,27,51,0.962,53,19,34,35.8,48.1,0,0,35.8,18,6,12,33.3,35,13,22,37.1,0.66
115,2,"Cade Cunningham","Detroit Pistons",36,260,74.3,249,0.958,260,102,158,39.2,47.9,0,0,39.2,132,57,75,43.2,128,45,83,35.2,0.49
116,17,"Michael Porter Jr.","Brooklyn Nets",33,162,38.8,155,0.957,162,61,101,37.7,47.5,0.01,0.6,37.7,76,29,47,38.2,86,32,54,37.2,0.53
116,11,"Justin Edwards","Philadelphia 76ers",33,23,20.4,22,0.957,23,10,13,43.5,47.8,0,0,43.5,17,8,9,47.1,6,2,4,33.3,0.26
118,12,"De'Andre Hunter","Cleveland Cavaliers",39,108,38.6,103,0.954,108,45,63,41.7,47.2,0.02,1.9,41.7,59,33,26,55.9,49,12,37,24.5,0.45
119,21,"Joel Embiid","Philadelphia 76ers",23,64,35.6,61,0.953,64,28,36,43.8,46.1,0.03,3.1,43.8,51,25,26,49,13,3,10,23.1,0.2
120,14,"Tyler Herro","Miami Heat",11,62,65.3,59,0.952,62,23,39,37.1,46.8,0.02,1.6,37.1,26,11,15,42.3,36,12,24,33.3,0.58
121,1,"Devin Booker","Phoenix Suns",40,410,83,390,0.951,410,172,238,42,46.6,0.02,2,42,267,134,133,50.2,143,38,105,26.6,0.35
121,2,"Andrew Nembhard","Indiana Pacers",34,224,69.8,213,0.951,224,91,133,40.6,46.2,0.03,2.7,40.6,144,66,78,45.8,80,25,55,31.3,0.36
123,30,"Julius Randle","Minnesota Timberwolves",44,158,50.8,150,0.949,158,62,96,39.2,46.5,0.02,1.9,39.2,87,39,48,44.8,71,23,48,32.4,0.45
124,21,"Quinten Post","Golden State Warriors",45,19,9,18,0.947,19,7,12,36.8,47.4,0,0,36.8,5,3,2,60,14,4,10,28.6,0.74
125,24,"Devin Vassell","San Antonio Spurs",33,149,41.7,141,0.946,149,64,85,43,47.3,0,0,43,115,51,64,44.3,34,13,21,38.2,0.23
126,25,"Mikal Bridges","New York Knicks",44,145,37.6,137,0.945,145,65,80,44.8,46.9,0.01,1.4,44.8,126,59,67,46.8,19,6,13,31.6,0.13
127,15,"Austin Reaves","Los Angeles Lakers",23,159,68.8,150,0.943,159,58,101,36.5,46.5,0.01,1.3,36.5,59,26,33,44.1,100,32,68,32,0.63
127,22,"Franz Wagner","Orlando Magic",26,70,52.2,66,0.943,70,25,45,35.7,47.1,0,0,35.7,20,9,11,45,50,16,34,32,0.71
129,25,"Trey Murphy III","New Orleans Pelicans",41,159,42.5,149,0.937,159,55,104,34.6,46.9,0,0,34.6,37,16,21,43.2,122,39,83,32,0.77
130,4,"Scottie Barnes","Toronto Raptors",44,119,46.7,111,0.933,119,51,68,42.9,46.2,0.01,0.8,42.9,91,43,48,47.3,28,8,20,28.6,0.24
131,23,"Cedric Coward","Memphis Grizzlies",38,74,33.8,69,0.932,74,29,45,39.2,46.6,0,0,39.2,44,18,26,40.9,30,11,19,36.7,0.41
132,9,"Craig Porter","Cleveland Cavaliers",39,58,67.4,54,0.931,58,21,37,36.2,45.7,0.02,1.7,36.2,30,10,20,33.3,28,11,17,39.3,0.48
133,13,"Jett Howard","Orlando Magic",27,14,18.2,13,0.929,14,5,9,35.7,46.4,0,0,35.7,4,2,2,50,10,3,7,30,0.71
134,22,"Kyle Filipowski","Utah Jazz",43,13,10.2,12,0.923,13,5,8,38.5,46.2,0,0,38.5,10,3,7,30,3,2,1,66.7,0.23
134,43,"Lindy Waters III","San Antonio Spurs",26,13,26,12,0.923,13,5,8,38.5,46.2,0,0,38.5,3,3,0,100,10,2,8,20,0.77
136,17,"Amir Coffey","Milwaukee Bucks",24,12,42.9,11,0.917,12,5,7,41.7,41.7,0.08,8.3,41.7,11,5,6,45.5,1,0,1,0,0.08
136,18,"Kyle Kuzma","Milwaukee Bucks",40,24,18,22,0.917,24,8,16,33.3,45.8,0,0,33.3,11,2,9,18.2,13,6,7,46.2,0.54
136,9,"Pelle Larsson","Miami Heat",36,12,10.8,11,0.917,12,4,8,33.3,41.7,0.08,8.3,33.3,3,2,1,66.7,9,2,7,22.2,0.75
139,10,"Svi Mykhailiuk","Utah Jazz",37,71,38.4,65,0.915,71,24,47,33.8,45.8,0,0,33.8,12,7,5,58.3,59,17,42,28.8,0.83
139,33,"Toumani Camara","Portland Trail Blazers",44,59,18.7,54,0.915,59,18,41,30.5,45.8,0,0,30.5,3,0,3,0,56,18,38,32.1,0.95
139,7,"Kevin Porter Jr.","Milwaukee Bucks",23,118,68.6,108,0.915,118,46,72,39,45.3,0.01,0.8,39,64,31,33,48.4,54,15,39,27.8,0.46
139,13,"Kevin Huerter","Chicago Bulls",38,47,21.5,43,0.915,47,17,30,36.2,44.7,0.02,2.1,36.2,20,9,11,45,27,8,19,29.6,0.57
143,3,"Kentavious Caldwell-Pope","Memphis Grizzlies",40,105,49.3,96,0.914,105,41,64,39,45.7,0,0,39,65,27,38,41.5,40,14,26,35,0.38
144,0,"Donte DiVincenzo","Minnesota Timberwolves",44,76,20.3,69,0.908,76,25,51,32.9,45.4,0.01,1.3,32.9,14,6,8,42.9,62,19,43,30.6,0.82
145,13,"Walter Clayton Jr.","Utah Jazz",39,85,55.2,77,0.906,85,30,55,35.3,44.1,0.02,2.4,35.3,24,15,9,62.5,61,15,46,24.6,0.72
146,26,"Ben Sheppard","Indiana Pacers",33,21,15.9,19,0.905,21,8,13,38.1,45.2,0,0,38.1,12,5,7,41.7,9,3,6,33.3,0.43
147,1,"LaMelo Ball","Charlotte Hornets",33,167,49,151,0.904,167,52,115,31.1,44.3,0.02,1.8,31.1,30,8,22,26.7,137,44,93,32.1,0.82
148,77,"VJ Edgecombe","Philadelphia 76ers",38,133,44.8,120,0.902,133,48,85,36.1,44,0.02,2.3,36.1,72,27,45,37.5,61,21,40,34.4,0.46
149,3,"Keyonte George","Utah Jazz",43,251,60.5,226,0.9,251,87,164,34.7,43.8,0.02,2.4,34.7,107,41,66,38.3,144,46,98,31.9,0.57
150,1,"Jalen Johnson","Atlanta Hawks",41,139,48.8,125,0.899,139,55,84,39.6,45,0,0,39.6,83,40,43,48.2,56,15,41,26.8,0.4
151,0,"Jaylen Wells","Memphis Grizzlies",41,106,37.3,95,0.896,106,41,65,38.7,43.9,0.02,1.9,38.7,61,30,31,49.2,45,11,34,24.4,0.42
152,91,"Sidy Cissoko","Portland Trail Blazers",39,19,13.8,17,0.895,19,6,13,31.6,44.7,0,0,31.6,8,1,7,12.5,11,5,6,45.5,0.58
152,25,"K.J. Simpson","Charlotte Hornets",14,19,38,17,0.895,19,7,12,36.8,44.7,0,0,36.8,10,4,6,40,9,3,6,33.3,0.47
152,36,"Marcus Smart","Los Angeles Lakers",33,38,20.7,34,0.895,38,13,25,34.2,44.7,0,0,34.2,16,5,11,31.3,22,8,14,36.4,0.58
155,22,"Khris Middleton","Washington Wizards",29,85,57.4,76,0.894,85,34,51,40,44.1,0.02,2.4,40,60,27,33,45,25,7,18,28,0.29
156,10,"Jabari Smith II","Houston Rockets",40,112,31.8,100,0.893,112,46,66,41.1,44.6,0,0,41.1,86,38,48,44.2,26,8,18,30.8,0.23
157,5,"Immanuel Quickley","Toronto Raptors",42,144,40.4,128,0.889,144,48,96,33.3,44.1,0.01,0.7,33.3,45,17,28,37.8,99,31,68,31.3,0.69
158,24,"Daniss Jenkins","Detroit Pistons",33,71,59.2,63,0.887,71,26,45,36.6,44.4,0,0,36.6,37,15,22,40.5,34,11,23,32.4,0.48
159,22,"Derik Queen","New Orleans Pelicans",44,70,58.3,62,0.886,70,30,40,42.9,44.3,0,0,42.9,61,28,33,45.9,9,2,7,22.2,0.13
159,3,"Jordan Poole","New Orleans Pelicans",26,105,50.2,93,0.886,105,31,74,29.5,42.9,0.03,2.9,29.5,13,3,10,23.1,92,28,64,30.4,0.88
161,2,"Caleb Love","Portland Trail Blazers",36,95,36.8,84,0.884,95,33,62,34.7,44.2,0,0,34.7,31,15,16,48.4,64,18,46,28.1,0.67
161,1,"Gradey Dick","Toronto Raptors",45,43,26.9,38,0.884,43,16,27,37.2,44.2,0,0,37.2,26,10,16,38.5,17,6,11,35.3,0.4
163,11,"Brook Lopez","Los Angeles Clippers",36,17,10.1,15,0.882,17,6,11,35.3,44.1,0,0,35.3,8,3,5,37.5,9,3,6,33.3,0.53
164,10,"Zaccharie Risacher","Atlanta Hawks",36,50,25.6,44,0.88,50,17,33,34,44,0,0,34,17,7,10,41.2,33,10,23,30.3,0.66
