sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
297,55,"Darius Bazley","Oklahoma City Thunder",69,47,16.3,34,0.723,47,13,34,27.7,36.2,0,0,27.7,15,5,10,33.3,32,8,24,25,0.68
298,0,"De'Anthony Melton","Memphis Grizzlies",83,180,36.6,129,0.717,180,49,131,27.2,35.8,0,0,27.2,67,18,49,26.9,113,31,82,27.4,0.63
299,2,"Chris Chiozza","Golden State Warriors",34,21,34.4,15,0.714,21,6,15,28.6,35.7,0,0,28.6,7,3,4,42.9,14,3,11,21.4,0.67
299,22,"Deandre Ayton","Phoenix Suns",71,14,12.2,10,0.714,14,5,9,35.7,35.7,0,0,35.7,12,5,7,41.7,2,0,2,0,0.14
299,15,"Austin Reaves","Los Angeles Lakers",61,63,31.7,45,0.714,63,19,44,30.2,34.9,0.02,1.6,30.2,29,13,16,44.8,34,6,28,17.6,0.54
302,23,"Jarrett Culver","Memphis Grizzlies",40,38,50.7,27,0.711,38,12,26,31.6,35.5,0,0,31.6,25,9,16,36,13,3,10,23.1,0.34
303,13,"Bam Adebayo","Miami Heat",74,93,58.1,66,0.71,93,33,60,35.5,35.5,0,0,35.5,88,33,55,37.5,5,0,5,0,0.05
304,17,"Rodney McGruder","Detroit Pistons",51,24,15.3,17,0.708,24,6,18,25,35.4,0,0,25,6,1,5,16.7,18,5,13,27.8,0.75
305,3,"OG Anunoby","Toronto Raptors",54,188,40.5,133,0.707,188,55,133,29.3,35.4,0,0,29.3,99,32,67,32.3,89,23,66,25.8,0.47
306,0,"Torrey Craig","Phoenix Suns",36,17,14.5,12,0.706,17,5,12,29.4,35.3,0,0,29.4,11,3,8,27.3,6,2,4,33.3,0.35
307,21,"Keljin Blevins","Portland Trail Blazers",31,27,33.3,19,0.704,27,7,20,25.9,35.2,0,0,25.9,9,2,7,22.2,18,5,13,27.8,0.67
307,1,"Rajon Rondo","Cleveland Cavaliers",23,27,36.5,19,0.704,27,7,20,25.9,35.2,0,0,25.9,7,2,5,28.6,20,5,15,25,0.74
309,19,"Gabriel Lundberg","Phoenix Suns",4,10,66.7,7,0.7,10,3,7,30,35,0,0,30,6,2,4,33.3,4,1,3,25,0.4
310,24,"Corey Kispert","Washington Wizards",77,53,15.1,37,0.698,53,16,37,30.2,34,0.02,1.9,30.2,30,12,18,40,23,4,19,17.4,0.43
310,10,"Dennis Smith Jr.","Portland Trail Blazers",37,43,70.5,30,0.698,43,14,29,32.6,34.9,0.02,2.3,32.6,33,12,21,36.4,10,2,8,20,0.23
312,15,"Daishen Nix","Houston Rockets",24,13,48.1,9,0.692,13,3,10,23.1,34.6,0,0,23.1,1,0,1,0,12,3,9,25,0.92
313,22,"Cameron Reddish","Atlanta Hawks",34,113,49.8,78,0.69,113,32,81,28.3,34.1,0.01,0.9,28.3,66,19,47,28.8,47,13,34,27.7,0.42
314,3,"Chuma Okeke","Orlando Magic",70,103,24.9,71,0.689,103,27,76,26.2,34.5,0,0,26.2,39,10,29,25.6,64,17,47,26.6,0.62
315,55,"Justin Robinson","Milwaukee Bucks",17,19,40.4,13,0.684,19,5,14,26.3,34.2,0,0,26.3,10,2,8,20,9,3,6,33.3,0.47
316,6,"Quentin Grimes","New York Knicks",46,50,24,34,0.68,50,13,37,26,34,0.02,2,26,15,5,10,33.3,35,8,27,22.9,0.7
317,12,"Eric Bledsoe","Los Angeles Clippers",54,137,51.9,93,0.679,137,43,94,31.4,33.6,0.01,0.7,31.4,100,37,63,37,37,6,31,16.2,0.27
318,16,"CJ Elleby","Portland Trail Blazers",58,31,19.6,21,0.677,31,10,21,32.3,33.9,0,0,32.3,24,9,15,37.5,7,1,6,14.3,0.23
319,12,"Oshae Brissett","Indiana Pacers",67,34,13.6,23,0.676,34,8,26,23.5,33.8,0,0,23.5,14,1,13,7.1,20,7,13,35,0.59
319,42,"Maxi Kleber","Dallas Mavericks",77,34,9.5,23,0.676,34,10,24,29.4,32.4,0.03,2.9,29.4,23,8,15,34.8,11,2,9,18.2,0.32
321,14,"Gary Harris","Orlando Magic",61,120,31.7,80,0.667,120,33,87,27.5,32.9,0.01,0.8,27.5,68,20,48,29.4,52,13,39,25,0.43
321,25,"Austin Rivers","Denver Nuggets",72,45,18.3,30,0.667,45,10,35,22.2,33.3,0,0,22.2,3,0,3,0,42,10,32,23.8,0.93
321,31,"Isaiah Thomas","Los Angeles Lakers",4,15,51.7,10,0.667,15,4,11,26.7,33.3,0,0,26.7,7,2,5,28.6,8,2,6,25,0.53
321,6,"Montrezl Harrell","Washington Wizards",46,24,72.7,16,0.667,24,7,17,29.2,33.3,0,0,29.2,17,5,12,29.4,7,2,5,28.6,0.29
325,14,"Danny Green","Philadelphia 76ers",74,50,14.1,33,0.66,50,12,38,24,33,0.04,4,24,5,3,2,60,45,9,36,20,0.9
325,2,"Miles McBride","New York Knicks",40,47,56,31,0.66,47,12,35,25.5,33,0,0,25.5,16,5,11,31.3,31,7,24,22.6,0.66
327,22,"Malachi Flynn","Toronto Raptors",50,67,53.6,44,0.657,67,18,49,26.9,32.1,0.01,1.5,26.9,34,11,23,32.4,33,7,26,21.2,0.49
328,18,"Kris Dunn","Portland Trail Blazers",14,26,74.3,17,0.654,26,8,18,30.8,30.8,0.04,3.8,30.8,23,8,15,34.8,3,0,3,0,0.12
329,13,"Torrey Craig","Phoenix Suns",51,43,25.6,28,0.651,43,12,31,27.9,32.6,0,0,27.9,30,8,22,26.7,13,4,9,30.8,0.3
330,2,"Elfrid Payton","Phoenix Suns",52,17,51.5,11,0.647,17,5,12,29.4,32.4,0,0,29.4,14,4,10,28.6,3,1,2,33.3,0.18
331,25,"Trey Murphy III","New Orleans Pelicans",70,14,6.3,9,0.643,14,3,11,21.4,32.1,0,0,21.4,6,0,6,0,8,3,5,37.5,0.57
332,13,"R.J. Hampton","Orlando Magic",64,89,40.1,57,0.64,89,22,67,24.7,32,0,0,24.7,38,9,29,23.7,51,13,38,25.5,0.57
333,26,"Aaron Nesmith","Boston Celtics",67,36,25.4,23,0.639,36,10,26,27.8,31.9,0,0,27.8,14,7,7,50,22,3,19,13.6,0.61
334,4,"D.J. Augustin","Los Angeles Lakers",21,22,30.6,14,0.636,22,5,17,22.7,31.8,0,0,22.7,3,1,2,33.3,19,4,15,21.1,0.86
335,9,"Goran Dragic","Brooklyn Nets",21,46,46.9,29,0.63,46,14,32,30.4,31.5,0,0,30.4,32,13,19,40.6,14,1,13,7.1,0.3
336,1,"Damion Lee","Golden State Warriors",79,70,26.2,44,0.629,70,19,51,27.1,31.4,0,0,27.1,51,13,38,25.5,19,6,13,31.6,0.27
337,7,"Killian Hayes","Detroit Pistons",66,110,42.5,69,0.627,110,32,78,29.1,30.9,0.01,0.9,29.1,78,28,50,35.9,32,4,28,12.5,0.29
338,7,"Troy Brown Jr.","Chicago Bulls",69,29,17.8,18,0.621,29,8,21,27.6,31,0,0,27.6,17,6,11,35.3,12,2,10,16.7,0.41
338,31,"Tomas Satoransky","New Orleans Pelicans",32,29,53.7,18,0.621,29,7,22,24.1,27.6,0.07,6.9,24.1,22,5,17,22.7,7,2,5,28.6,0.24
340,8,"Tim Frazier","Orlando Magic",10,18,60,11,0.611,18,4,14,22.2,30.6,0,0,22.2,11,1,10,9.1,7,3,4,42.9,0.39
341,9,"Nikola Vucevic","Chicago Bulls",78,28,5,17,0.607,28,8,20,28.6,30.4,0,0,28.6,24,7,17,29.2,4,1,3,25,0.14
342,38,"Saben Lee","Detroit Pistons",37,33,50.8,20,0.606,33,7,26,21.2,30.3,0,0,21.2,5,1,4,20,28,6,22,21.4,0.85
342,28,"Keifer Sykes","Indiana Pacers",32,71,53.4,43,0.606,71,19,52,26.8,30.3,0,0,26.8,44,14,30,31.8,27,5,22,18.5,0.38
344,13,"Nik Stauskas","Boston Celtics",19,10,55.6,6,0.6,10,2,8,20,30,0,0,20,2,0,2,0,8,2,6,25,0.8
344,18,"Yuta Watanabe","Toronto Raptors",42,15,16,9,0.6,15,4,11,26.7,30,0,0,26.7,12,3,9,25,3,1,2,33.3,0.2
344,32,"Jeff Green","Denver Nuggets",80,25,12.3,15,0.6,25,6,19,24,30,0,0,24,15,3,12,20,10,3,7,30,0.4
347,24,"Lauri Markkanen","Cleveland Cavaliers",63,47,10.8,28,0.596,47,14,33,29.8,29.8,0,0,29.8,35,14,21,40,12,0,12,0,0.26
348,15,"Jose Alvarado","New Orleans Pelicans",62,59,34.5,35,0.593,59,16,43,27.1,29.7,0.02,1.7,27.1,37,13,24,35.1,22,3,19,13.6,0.37
349,22,"Patrick Beverley","Minnesota Timberwolves",65,90,30.9,53,0.589,90,18,72,20,29.4,0,0,20,13,1,12,7.7,77,17,60,22.1,0.86
350,5,"Rodney Hood","Milwaukee Bucks",39,34,33.7,20,0.588,34,8,26,23.5,29.4,0,0,23.5,19,4,15,21.1,15,4,11,26.7,0.44
350,21,"Aaron Wiggins","Oklahoma City Thunder",50,17,11.6,10,0.588,17,4,13,23.5,29.4,0,0,23.5,6,2,4,33.3,11,2,9,18.2,0.65
352,8,"Maurice Harkless","Sacramento Kings",48,12,11,7,0.583,12,3,9,25,29.2,0,0,25,5,2,3,40,7,1,6,14.3,0.58
352,6,"David Duke Jr.","Brooklyn Nets",22,12,27.9,7,0.583,12,3,9,25,29.2,0,0,25,6,2,4,33.3,6,1,5,16.7,0.5
354,17,"Aleksej Pokusevski","Oklahoma City Thunder",61,71,28,41,0.577,71,18,53,25.4,28.9,0,0,25.4,44,13,31,29.5,27,5,22,18.5,0.38
355,4,"Jalen Suggs","Orlando Magic",48,147,56.1,84,0.571,147,34,113,23.1,28.6,0,0,23.1,61,18,43,29.5,86,16,70,18.6,0.59
355,4,"Moses Moody","Golden State Warriors",65,21,14.9,12,0.571,21,5,16,23.8,28.6,0,0,23.8,12,3,9,25,9,2,7,22.2,0.43
357,8,"Trey Lyles","Detroit Pistons",51,32,17.5,18,0.563,32,8,24,25,28.1,0,0,25,23,6,17,26.1,9,2,7,22.2,0.28
358,46,"John Konchar","Memphis Grizzlies",80,25,16.6,14,0.56,25,5,20,20,28,0,0,20,13,1,12,7.7,12,4,8,33.3,0.48
359,0,"Donte DiVincenzo","Sacramento Kings",25,52,32.3,29,0.558,52,11,41,21.2,27.9,0,0,21.2,17,4,13,23.5,35,7,28,20,0.67
360,8,"Braxton Key","Detroit Pistons",9,11,40.7,6,0.545,11,2,9,18.2,22.7,0.09,9.1,18.2,7,1,6,14.3,4,1,3,25,0.36
361,13,"Kira Lewis Jr.","New Orleans Pelicans",24,37,50.7,20,0.541,37,8,29,21.6,27,0,0,21.6,15,4,11,26.7,22,4,18,18.2,0.59
362,26,"Justise Winslow","Portland Trail Blazers",11,13,26,7,0.538,13,3,10,23.1,26.9,0,0,23.1,12,2,10,16.7,1,1,0,100,0.08
362,9,"Leandro Bolmaro","Minnesota Timberwolves",35,13,43.3,7,0.538,13,3,10,23.1,26.9,0,0,23.1,10,2,8,20,3,1,2,33.3,0.23
364,5,"Kevon Looney","Golden State Warriors",104,19,38.8,10,0.526,19,5,14,26.3,26.3,0,0,26.3,18,5,13,27.8,1,0,1,0,0.05
365,3,"George Hill","Milwaukee Bucks",59,48,31,25,0.521,48,11,37,22.9,26,0,0,22.9,21,8,13,38.1,27,3,24,11.1,0.56
366,7,"Isaiah Joe","Philadelphia 76ers",62,38,23.9,19,0.5,38,8,30,21.1,25,0,0,21.1,22,5,17,22.7,16,3,13,18.8,0.42
366,10,"Brad Wanamaker","Indiana Pacers",22,24,70.6,12,0.5,24,6,18,25,25,0,0,25,16,6,10,37.5,8,0,8,0,0.33
366,1,"Bruce Brown","Brooklyn Nets",77,14,10.2,7,0.5,14,3,11,21.4,25,0,0,21.4,9,2,7,22.2,5,1,4,20,0.36
366,4,"Greg Brown III","Portland Trail Blazers",48,10,13.5,5,0.5,10,2,8,20,25,0,0,20,7,1,6,14.3,3,1,2,33.3,0.3
370,41,"Garrett Temple","New Orleans Pelicans",60,43,20.9,21,0.488,43,8,35,18.6,24.4,0,0,18.6,20,3,17,15,23,5,18,21.7,0.53
371,28,"Alperen Sengun","Houston Rockets",72,27,19.6,13,0.481,27,6,21,22.2,24.1,0,0,22.2,12,5,7,41.7,15,1,14,6.7,0.56
372,23,"Wesley Matthews","Milwaukee Bucks",61,23,11.2,11,0.478,23,4,19,17.4,23.9,0,0,17.4,2,1,1,50,21,3,18,14.3,0.91
373,25,"Chris Boucher","Toronto Raptors",86,28,10.3,13,0.464,28,5,23,17.9,23.2,0,0,17.9,16,2,14,12.5,12,3,9,25,0.43
374,5,"Precious Achiuwa","Toronto Raptors",79,68,28.6,31,0.456,68,15,53,22.1,22.8,0,0,22.1,51,14,37,27.5,17,1,16,5.9,0.25
375,18,"Georgios Kalaitzakis","Oklahoma City Thunder",4,11,36.7,5,0.455,11,2,9,18.2,22.7,0,0,18.2,8,1,7,12.5,3,1,2,33.3,0.27
375,31,"Keita Bates-Diop","San Antonio Spurs",60,11,15.1,5,0.455,11,2,9,18.2,22.7,0,0,18.2,7,1,6,14.3,4,1,3,25,0.36
377,8,"Markieff Morris","Miami Heat",18,14,22.2,6,0.429,14,3,11,21.4,21.4,0,0,21.4,11,3,8,27.3,3,0,3,0,0.21
377,20,"Justise Winslow","Los Angeles Clippers",37,14,32.6,6,0.429,14,3,11,21.4,21.4,0,0,21.4,12,3,9,25,2,0,2,0,0.14
379,9,"Andre Iguodala","Golden State Warriors",38,17,20,7,0.412,17,3,14,17.6,20.6,0,0,17.6,5,2,3,40,12,1,11,8.3,0.71
380,1,"Obi Toppin","New York Knicks",72,15,8.3,6,0.4,15,3,12,20,20,0,0,20,9,3,6,33.3,6,0,6,0,0.4
380,23,"Draymond Green","Golden State Warriors",68,10,9.3,4,0.4,10,2,8,20,20,0,0,20,7,2,5,28.6,3,0,3,0,0.3
382,6,"Javonte Smart","Milwaukee Bucks",13,13,54.2,5,0.385,13,2,11,15.4,19.2,0,0,15.4,6,1,5,16.7,7,1,6,14.3,0.54
383,41,"Trey Lyles","Sacramento Kings",24,17,22.4,6,0.353,17,3,14,17.6,17.6,0,0,17.6,12,3,9,25,5,0,5,0,0.29
384,11,"Mohamed Bamba","Orlando Magic",71,30,9.2,10,0.333,30,5,25,16.7,16.7,0,0,16.7,22,5,17,22.7,8,0,8,0,0.27
385,45,"Keon Johnson","Los Angeles Clippers",15,16,66.7,5,0.313,16,2,14,12.5,15.6,0,0,12.5,13,1,12,7.7,3,1,2,33.3,0.19
386,16,"James Johnson","Brooklyn Nets",62,29,28.7,9,0.31,29,4,25,13.8,15.5,0,0,13.8,16,3,13,18.8,13,1,12,7.7,0.45
387,2,"Herbert Jones","New Orleans Pelicans",86,13,5.4,4,0.308,13,2,11,15.4,15.4,0,0,15.4,7,2,5,28.6,6,0,6,0,0.46
388,55,"Josh Jackson","Sacramento Kings",12,14,51.9,4,0.286,14,2,12,14.3,14.3,0,0,14.3,10,2,8,20,4,0,4,0,0.29
389,11,"Domantas Sabonis","Indiana Pacers",47,10,7.6,2,0.2,10,1,9,10,10,0,0,10,7,1,6,14.3,3,0,3,0,0.3
390,35,"Isaac Okoro","Cleveland Cavaliers",69,14,8.4,2,0.143,14,1,13,7.1,7.1,0,0,7.1,6,1,5,16.7,8,0,8,0,0.57
