sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
1,10,"Gorgui Dieng","Atlanta Hawks",48,20,23.3,33,1.65,20,12,8,60,82.5,0.05,5,60,5,3,2,60,15,9,6,60,0.75
2,23,"Robert Covington","Los Angeles Clippers",25,20,16.5,31,1.55,20,11,9,55,77.5,0,0,55,5,2,3,40,15,9,6,60,0.75
3,23,"Royce ONeale","Utah Jazz",83,35,10.6,54,1.543,35,18,17,51.4,77.1,0,0,51.4,0,0,0,,35,18,17,51.4,1
4,12,"Gary Clark","New Orleans Pelicans",37,12,16.9,18,1.5,12,6,6,50,75,0,0,50,1,0,1,0,11,6,5,54.5,0.92
5,14,"Stanley Johnson","Los Angeles Lakers",48,19,15.8,28,1.474,19,12,7,63.2,73.7,0,0,63.2,13,8,5,61.5,6,4,2,66.7,0.32
6,22,"Isaiah Roby","Oklahoma City Thunder",45,22,19.3,31,1.409,22,11,11,50,70.5,0,0,50,7,2,5,28.6,15,9,6,60,0.68
7,22,"Xavier Moon","Los Angeles Clippers",10,26,68.4,36,1.385,26,17,9,65.4,69.2,0,0,65.4,22,15,7,68.2,4,2,2,50,0.15
7,42,"Al Horford","Boston Celtics",92,13,3.1,18,1.385,13,7,6,53.8,69.2,0,0,53.8,9,3,6,33.3,4,4,0,100,0.31
7,0,"Trevelin Queen","Houston Rockets",10,13,54.2,18,1.385,13,6,7,46.2,69.2,0,0,46.2,0,0,0,,13,6,7,46.2,1
10,12,"Lindy Waters III","Oklahoma City Thunder",25,32,21.8,44,1.375,32,15,17,46.9,68.8,0,0,46.9,2,1,1,50,30,14,16,46.7,0.94
11,17,"Doug McDermott","San Antonio Spurs",51,63,22.5,86,1.365,63,31,32,49.2,66.7,0.03,3.2,49.2,14,9,5,64.3,49,22,27,44.9,0.78
12,55,"Duncan Robinson","Miami Heat",92,172,25.1,230,1.337,172,78,94,45.3,66.6,0.01,0.6,45.3,11,5,6,45.5,161,73,88,45.3,0.94
13,6,"Nickeil Alexander-Walker","Utah Jazz",15,12,33.3,16,1.333,12,6,6,50,62.5,0.08,8.3,50,3,3,0,100,9,3,6,33.3,0.75
14,4,"Isaiah Thomas","Charlotte Hornets",18,38,49.4,50,1.316,38,20,18,52.6,64.5,0.03,2.6,52.6,17,11,6,64.7,21,9,12,42.9,0.55
15,17,"P.J. Tucker","Miami Heat",89,13,5.1,17,1.308,13,6,7,46.2,65.4,0,0,46.2,3,1,2,33.3,10,5,5,50,0.77
16,95,"Juan Toscano-Anderson","Golden State Warriors",87,17,17.5,22,1.294,17,8,9,47.1,64.7,0,0,47.1,4,2,2,50,13,6,7,46.2,0.76
17,22,"Rodney Hood","Los Angeles Clippers",13,14,66.7,18,1.286,14,7,7,50,60.7,0.07,7.1,50,9,4,5,44.4,5,3,2,60,0.36
18,21,"LaMarcus Aldridge","Brooklyn Nets",47,44,20.8,56,1.273,44,27,17,61.4,61.4,0.05,4.5,61.4,44,27,17,61.4,0,0,0,,0
19,11,"Josh Hart","Portland Trail Blazers",13,48,50,61,1.271,48,22,26,45.8,62.5,0.02,2.1,45.8,14,6,8,42.9,34,16,18,47.1,0.71
20,5,"Jevon Carter","Milwaukee Bucks",31,41,52.6,52,1.268,41,22,19,53.7,63.4,0,0,53.7,26,14,12,53.8,15,8,7,53.3,0.37
21,7,"Timothe Luwawu-Cabarrot","Atlanta Hawks",58,23,16.7,28,1.217,23,11,12,47.8,60.9,0,0,47.8,11,5,6,45.5,12,6,6,50,0.52
22,32,"Otto Porter Jr.","Golden State Warriors",82,66,19.9,80,1.212,66,35,31,53,60.6,0,0,53,49,25,24,51,17,10,7,58.8,0.26
23,26,"Jeremy Lamb","Sacramento Kings",17,29,42.6,35,1.207,29,14,15,48.3,58.6,0.03,3.4,48.3,14,8,6,57.1,15,6,9,40,0.52
24,12,"Grayson Allen","Milwaukee Bucks",78,111,24.4,133,1.198,111,47,64,42.3,59.5,0.01,0.9,42.3,17,9,8,52.9,94,38,56,40.4,0.85
25,9,"Davon Reed","Denver Nuggets",48,41,35.7,49,1.195,41,22,19,53.7,59.8,0.02,2.4,53.7,26,17,9,65.4,15,5,10,33.3,0.37
26,20,"John Collins","Atlanta Hawks",59,26,11.2,31,1.192,26,15,11,57.7,59.6,0,0,57.7,22,14,8,63.6,4,1,3,25,0.15
26,8,"Jae'Sean Tate","Houston Rockets",78,26,12.3,31,1.192,26,11,15,42.3,59.6,0,0,42.3,7,2,5,28.6,19,9,10,47.4,0.73
28,0,"Tyrese Haliburton","Indiana Pacers",26,134,74.9,156,1.164,134,59,75,44,58.2,0,0,44,41,21,20,51.2,93,38,55,40.9,0.69
29,11,"Mike Conley","Utah Jazz",78,335,69.4,388,1.158,335,134,201,40,57.9,0,0,40,40,14,26,35,295,120,175,40.7,0.88
30,21,"Matt Thomas","Chicago Bulls",40,59,46.1,68,1.153,59,29,30,49.2,57.6,0,0,49.2,34,19,15,55.9,25,10,15,40,0.42
31,7,"Carmelo Anthony","Los Angeles Lakers",69,156,28.9,175,1.122,156,77,79,49.4,55.4,0.01,1.3,49.4,108,58,50,53.7,48,19,29,39.6,0.31
32,16,"Cedi Osman","Cleveland Cavaliers",67,95,25,106,1.116,95,37,58,38.9,55.3,0.01,1.1,38.9,18,6,12,33.3,77,31,46,40.3,0.81
33,22,"Desmond Bane","Memphis Grizzlies",88,446,53.9,497,1.114,446,192,254,43,55.7,0,0.2,43,190,79,111,41.6,256,113,143,44.1,0.57
34,31,"Seth Curry","Philadelphia 76ers",45,262,61.2,291,1.111,262,128,134,48.9,55.2,0.01,0.8,48.9,170,95,75,55.9,92,33,59,35.9,0.35
35,30,"Stephen Curry","Golden State Warriors",86,697,61.1,772,1.108,697,276,421,39.6,54.8,0.01,1.1,39.6,145,64,81,44.1,552,212,340,38.4,0.79
36,32,"Karl-Anthony Towns","Minnesota Timberwolves",81,75,15.3,83,1.107,75,31,44,41.3,55.3,0,0,41.3,30,10,20,33.3,45,21,24,46.7,0.6
37,0,"Tyrese Haliburton","Sacramento Kings",51,242,69.1,267,1.103,242,104,138,43,55,0.01,0.8,43,96,46,50,47.9,146,58,88,39.7,0.6
38,2,"Blake Griffin","Brooklyn Nets",58,21,13.5,23,1.095,21,8,13,38.1,54.8,0,0,38.1,3,1,2,33.3,18,7,11,38.9,0.86
38,30,"Seth Curry","Brooklyn Nets",24,105,48.2,115,1.095,105,49,56,46.7,54.8,0.01,1,46.7,60,32,28,53.3,45,17,28,37.8,0.43
40,10,"Darius Garland","Cleveland Cavaliers",70,475,68.3,519,1.093,475,204,271,42.9,54.2,0.01,0.8,42.9,208,97,111,46.6,267,107,160,40.1,0.56
41,10,"Eric Gordon","Houston Rockets",57,119,38.3,130,1.092,119,44,75,37,54.2,0.01,0.8,37,10,3,7,30,109,41,68,37.6,0.92
42,9,"Justin Holiday","Sacramento Kings",25,44,26.7,48,1.091,44,18,26,40.9,54.5,0,0,40.9,17,6,11,35.3,27,12,15,44.4,0.61
43,3,"Chris Paul","Phoenix Suns",78,664,89.4,723,1.089,664,331,333,49.8,54.1,0.01,0.8,49.8,491,274,217,55.8,173,57,116,32.9,0.26
44,0,"Sterling Brown","Dallas Mavericks",58,23,21.3,25,1.087,23,10,13,43.5,54.3,0,0,43.5,11,5,6,45.5,12,5,7,41.7,0.52
45,7,"Kevin Durant","Brooklyn Nets",60,630,71.8,684,1.086,630,303,327,48.1,53.3,0.02,1.9,48.1,463,237,226,51.2,167,66,101,39.5,0.27
46,9,"Bobby Portis","Milwaukee Bucks",84,62,12.7,67,1.081,62,31,31,50,54,0,0,50,49,26,23,53.1,13,5,8,38.5,0.21
47,0,"Jay Scrubb","Los Angeles Clippers",18,13,43.3,14,1.077,13,6,7,46.2,53.8,0,0,46.2,8,4,4,50,5,2,3,40,0.38
48,4,"Jaylen Nowell","Minnesota Timberwolves",64,126,50.8,135,1.071,126,56,70,44.4,52.4,0.02,2.4,44.4,80,36,44,45,46,20,26,43.5,0.37
48,20,"Carsen Edwards","Detroit Pistons",4,14,63.6,15,1.071,14,6,8,42.9,53.6,0,0,42.9,4,3,1,75,10,3,7,30,0.71
50,26,"Spencer Dinwiddie","Dallas Mavericks",41,143,58.6,153,1.07,143,56,87,39.2,52.4,0.03,2.8,39.2,41,18,23,43.9,102,38,64,37.3,0.71
51,11,"Trae Young","Atlanta Hawks",83,820,88.7,875,1.067,820,333,487,40.6,53,0.01,0.7,40.6,251,129,122,51.4,569,204,365,35.9,0.69
51,5,"Kyle Guy","Miami Heat",19,15,32.6,16,1.067,15,7,8,46.7,53.3,0,0,46.7,6,5,1,83.3,9,2,7,22.2,0.6
53,10,"Justin Anderson","Indiana Pacers",13,17,26.6,18,1.059,17,8,9,47.1,52.9,0,0,47.1,11,6,5,54.5,6,2,4,33.3,0.35
53,9,"Romeo Langford","Boston Celtics",44,17,17.9,18,1.059,17,7,10,41.2,52.9,0,0,41.2,8,3,5,37.5,9,4,5,44.4,0.53
55,19,"Raul Neto","Washington Wizards",70,117,60.3,123,1.051,117,53,64,45.3,52.1,0.01,0.9,45.3,73,37,36,50.7,44,16,28,36.4,0.38
55,11,"Ayo Dosunmu","Chicago Bulls",82,98,33.4,103,1.051,98,49,49,50,52.6,0,0,50,84,44,40,52.4,14,5,9,35.7,0.14
57,11,"Klay Thompson","Golden State Warriors",54,338,46.9,354,1.047,338,147,191,43.5,52.4,0,0.3,43.5,188,87,101,46.3,150,60,90,40,0.44
58,11,"Payton Pritchard","Boston Celtics",95,163,42.1,170,1.043,163,66,97,40.5,52.1,0,0,40.5,63,28,35,44.4,100,38,62,38,0.61
59,77,"Luka Doncic","Dallas Mavericks",80,852,88.8,888,1.042,852,329,523,38.6,51.6,0.01,1.2,38.6,234,108,126,46.2,618,221,397,35.8,0.73
59,0,"Delon Wright","Atlanta Hawks",84,48,32.4,50,1.042,48,18,30,37.5,52.1,0,0,37.5,10,4,6,40,38,14,24,36.8,0.79
61,21,"Jrue Holiday","Milwaukee Bucks",79,501,78.8,521,1.04,501,207,294,41.3,51.8,0.01,0.6,41.3,229,102,127,44.5,272,105,167,38.6,0.54
61,13,"James Harden","Brooklyn Nets",44,303,88.3,315,1.04,303,109,194,36,50.7,0.03,3.3,36,35,20,15,57.1,268,89,179,33.2,0.88
63,11,"DeMar DeRozan","Chicago Bulls",81,923,82.5,953,1.033,923,460,463,49.8,50.3,0.03,3.3,49.8,900,452,448,50.2,23,8,15,34.8,0.02
64,5,"Luke Kennard","Los Angeles Clippers",70,197,36.5,203,1.03,197,80,117,40.6,50.5,0.02,2,40.6,106,41,65,38.7,91,39,52,42.9,0.46
64,44,"Bojan Bogdanovic","Utah Jazz",75,199,34,205,1.03,199,81,118,40.7,51.3,0.01,0.5,40.7,81,39,42,48.1,118,42,76,35.6,0.59
66,12,"Taurean Prince","Minnesota Timberwolves",74,78,27.1,80,1.026,78,34,44,43.6,51.3,0,0,43.6,42,22,20,52.4,36,12,24,33.3,0.46
67,7,"Kyle Lowry","Miami Heat",73,320,57.9,328,1.025,320,126,194,39.4,51.1,0.01,0.6,39.4,113,51,62,45.1,207,75,132,36.2,0.65
68,11,"Kyrie Irving","Brooklyn Nets",34,344,68.4,351,1.02,344,149,195,43.3,50.7,0.01,1.2,43.3,228,98,130,43,116,51,65,44,0.34
68,13,"Bogdan Bogdanovic","Atlanta Hawks",69,295,44.5,301,1.02,295,123,172,41.7,51,0,0,41.7,138,68,70,49.3,157,55,102,35,0.53
70,3,"CJ McCollum","Portland Trail Blazers",36,291,65.5,295,1.014,291,121,170,41.6,50.7,0,0,41.6,144,68,76,47.2,147,53,94,36.1,0.51
71,1,"Devin Booker","Phoenix Suns",78,838,73.8,845,1.008,838,362,476,43.2,49.5,0.02,1.9,43.2,541,256,285,47.3,297,106,191,35.7,0.35
72,3,"Nah'Shon Hyland","Denver Nuggets",74,215,48.6,216,1.005,215,79,136,36.7,49.8,0.01,0.9,36.7,58,23,35,39.7,157,56,101,35.7,0.73
72,45,"Donovan Mitchell","Utah Jazz",73,647,70.8,650,1.005,647,245,402,37.9,49.9,0.01,0.6,37.9,204,89,115,43.6,443,156,287,35.2,0.68
74,9,"Terence Davis","Sacramento Kings",30,72,44.7,72,1,72,26,46,36.1,50,0,0,36.1,13,6,7,46.2,59,20,39,33.9,0.82
74,7,"Bryn Forbes","San Antonio Spurs",40,101,43.7,101,1,101,43,58,42.6,49.5,0.01,1,42.6,69,29,40,42,32,14,18,43.8,0.32
74,5,"Kevin Knox II","Atlanta Hawks",20,10,24.4,10,1,10,4,6,40,50,0,0,40,4,2,2,50,6,2,4,33.3,0.6
74,4,"Aaron Holiday","Washington Wizards",41,33,40.2,33,1,33,13,20,39.4,48.5,0.03,3,39.4,16,7,9,43.8,17,6,11,35.3,0.52
74,42,"Davis Bertans","Washington Wizards",34,18,12,18,1,18,6,12,33.3,50,0,0,33.3,1,0,1,0,17,6,11,35.3,0.94
74,0,"Donte DiVincenzo","Milwaukee Bucks",17,25,31.3,25,1,25,8,17,32,48,0.04,4,32,5,0,5,0,20,8,12,40,0.8
