sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
14,0,"Damian Lillard","Portland Trail Blazers",71,606,68.9,701,1.157,606,251,355,41.4,57.1,0.01,1.5,41.4,137,61,76,44.5,469,190,279,40.5,0.77
15,26,"Kyle Korver","Milwaukee Bucks",68,96,29.7,109,1.135,96,42,54,43.8,56.3,0.01,1,43.8,36,18,18,50,60,24,36,40,0.63
16,33,"Robert Covington","Houston Rockets",34,15,6.3,17,1.133,15,6,9,40,56.7,0,0,40,1,1,0,100,14,5,9,35.7,0.93
16,8,"Trevor Ariza","Portland Trail Blazers",21,15,16.7,17,1.133,15,6,9,40,56.7,0,0,40,3,1,2,33.3,12,5,7,41.7,0.8
18,3,"Trey Burke","Dallas Mavericks",14,48,53.9,54,1.125,48,24,24,50,56.3,0,0,50,34,18,16,52.9,14,6,8,42.9,0.29
19,14,"Allonzo Trier","New York Knicks",24,49,61.3,55,1.122,49,24,25,49,56.1,0,0,49,27,17,10,63,22,7,15,31.8,0.45
20,20,"Dario Saric","Phoenix Suns",66,17,6.2,19,1.118,17,8,9,47.1,55.9,0,0,47.1,12,5,7,41.7,5,3,2,60,0.29
21,30,"Seth Curry","Dallas Mavericks",70,201,44.4,222,1.104,201,93,108,46.3,55,0.01,1,46.3,99,58,41,58.6,102,35,67,34.3,0.51
22,16,"Ben McLemore","Houston Rockets",82,68,13.9,75,1.103,68,25,43,36.8,55.1,0,0,36.8,0,0,0,,68,25,43,36.8,1
22,7,"Ersan Ilyasova","Milwaukee Bucks",66,39,23.4,43,1.103,39,16,23,41,53.8,0.03,2.6,41,10,6,4,60,29,10,19,34.5,0.74
24,40,"Harrison Barnes","Sacramento Kings",72,99,30.6,109,1.101,99,43,56,43.4,54.5,0.01,1,43.4,51,21,30,41.2,48,22,26,45.8,0.48
25,20,"Brandon Knight","Detroit Pistons",9,30,44.8,33,1.1,30,11,19,36.7,55,0,0,36.7,0,0,0,,30,11,19,36.7,1
26,0,"Jeff Teague","Minnesota Timberwolves",34,65,59.1,71,1.092,65,27,38,41.5,53.8,0.02,1.5,41.5,22,11,11,50,43,16,27,37.2,0.66
27,20,"Jeremy Pargo","Golden State Warriors",3,11,84.6,12,1.091,11,5,6,45.5,54.5,0,0,45.5,6,3,3,50,5,2,3,40,0.45
28,3,"Chris Paul","Oklahoma City Thunder",77,565,70.4,615,1.088,565,273,292,48.3,54.1,0.01,0.9,48.3,386,208,178,53.9,179,65,114,36.3,0.32
29,4,"Jevon Carter","Phoenix Suns",59,70,37.2,76,1.086,70,31,39,44.3,54.3,0,0,44.3,40,17,23,42.5,30,14,16,46.7,0.43
30,41,"Trey Lyles","San Antonio Spurs",63,48,23.1,52,1.083,48,23,25,47.9,54.2,0,0,47.9,36,17,19,47.2,12,6,6,50,0.25
31,22,"Khris Middleton","Milwaukee Bucks",72,421,55,453,1.076,421,196,225,46.6,52.7,0.03,2.9,46.6,276,144,132,52.2,145,52,93,35.9,0.34
32,15,"Emmanuel Mudiay","Utah Jazz",57,135,66.5,145,1.074,135,68,67,50.4,53.7,0,0,50.4,111,59,52,53.2,24,9,15,37.5,0.18
33,31,"Georges Niang","Utah Jazz",73,42,15.3,45,1.071,42,17,25,40.5,53.6,0,0,40.5,17,6,11,35.3,25,11,14,44,0.6
33,6,"Rayjon Tucker","Utah Jazz",22,14,48.3,15,1.071,14,7,7,50,53.6,0,0,50,9,6,3,66.7,5,1,4,20,0.36
33,4,"Jaylen Nowell","Minnesota Timberwolves",15,14,43.8,15,1.071,14,6,8,42.9,50,0.07,7.1,42.9,6,4,2,66.7,8,2,6,25,0.57
36,30,"Troy Daniels","Los Angeles Lakers",41,45,32.8,48,1.067,45,19,26,42.2,52.2,0.02,2.2,42.2,20,10,10,50,25,9,16,36,0.56
37,42,"Davis Bertans","Washington Wizards",54,91,18.1,97,1.066,91,34,57,37.4,52.2,0.02,2.2,37.4,20,7,13,35,71,27,44,38,0.78
38,18,"Shake Milton","Philadelphia 76ers",44,67,34.4,71,1.06,67,29,38,43.3,53,0,0,43.3,35,16,19,45.7,32,13,19,40.6,0.48
39,1,"Reggie Jackson","Los Angeles Clippers",29,34,32.1,36,1.059,34,14,20,41.2,52.9,0,0,41.2,11,6,5,54.5,23,8,15,34.8,0.68
40,10,"Eric Gordon","Houston Rockets",48,107,26.3,113,1.056,107,38,69,35.5,52.8,0,0,35.5,13,1,12,7.7,94,37,57,39.4,0.88
41,2,"Gary Trent Jr.","Portland Trail Blazers",67,164,42.2,173,1.055,164,70,94,42.7,52.4,0.01,1.2,42.7,86,38,48,44.2,78,32,46,41,0.48
42,0,"Kadeem Allen","New York Knicks",10,19,67.9,20,1.053,19,9,10,47.4,52.6,0,0,47.4,12,7,5,58.3,7,2,5,28.6,0.37
43,4,"JJ Redick","New Orleans Pelicans",60,272,48.8,286,1.051,272,111,161,40.8,52.2,0.01,0.7,40.8,126,49,77,38.9,146,62,84,42.5,0.54
43,36,"Marcus Smart","Boston Celtics",77,257,42.5,270,1.051,257,98,159,38.1,51.9,0.01,1.2,38.1,79,27,52,34.2,178,71,107,39.9,0.69
45,13,"James Harden","Houston Rockets",80,377,38.7,396,1.05,377,133,244,35.3,52.1,0.01,1.1,35.3,15,6,9,40,362,127,235,35.1,0.96
46,0,"Jordan Clarkson","Utah Jazz",49,184,47.9,193,1.049,184,75,109,40.8,51.9,0.01,1.1,40.8,76,34,42,44.7,108,41,67,38,0.59
46,8,"Kemba Walker","Boston Celtics",73,595,73.5,624,1.049,595,241,354,40.5,51.8,0.01,1.2,40.5,205,106,99,51.7,390,135,255,34.6,0.66
48,44,"Justin Jackson","Dallas Mavericks",68,21,11.6,22,1.048,21,8,13,38.1,50,0.05,4.8,38.1,7,3,4,42.9,14,5,9,35.7,0.67
49,16,"James Johnson","Minnesota Timberwolves",14,22,43.1,23,1.045,22,8,14,36.4,52.3,0,0,36.4,5,1,4,20,17,7,10,41.2,0.77
50,0,"Jayson Tatum","Boston Celtics",83,480,57.1,500,1.042,480,196,284,40.8,51.9,0,0.4,40.8,221,90,131,40.7,259,106,153,40.9,0.54
51,10,"Tyler Johnson","Brooklyn Nets",12,28,30.4,29,1.036,28,14,14,50,51.8,0,0,50,25,13,12,52,3,1,2,33.3,0.11
52,16,"Cedi Osman","Cleveland Cavaliers",65,89,24.9,92,1.034,89,33,56,37.1,50.6,0.02,2.2,37.1,28,9,19,32.1,61,24,37,39.3,0.69
53,13,"Marcus Morris","New York Knicks",43,246,51.8,254,1.033,246,108,138,43.9,50.2,0.04,4.1,43.9,165,77,88,46.7,81,31,50,38.3,0.33
54,99,"Jae Crowder","Miami Heat",41,49,16.3,50,1.02,49,17,32,34.7,50,0.02,2,34.7,6,2,4,33.3,43,15,28,34.9,0.88
55,8,"Justin Holiday","Indiana Pacers",77,111,27.8,113,1.018,111,43,68,38.7,50.5,0.01,0.9,38.7,42,17,25,40.5,69,26,43,37.7,0.62
56,0,"DAngelo Russell","Golden State Warriors",33,298,60.8,303,1.017,298,123,175,41.3,50.3,0.01,1.3,41.3,153,69,84,45.1,145,54,91,37.2,0.49
56,32,"Karl-Anthony Towns","Minnesota Timberwolves",35,60,19.5,61,1.017,60,21,39,35,50.8,0,0,35,12,2,10,16.7,48,19,29,39.6,0.8
58,5,"Luke Kennard","Detroit Pistons",28,135,54,137,1.015,135,55,80,40.7,50.7,0,0,40.7,64,28,36,43.8,71,27,44,38,0.53
58,20,"Alec Burks","Golden State Warriors",48,203,59.4,206,1.015,203,81,122,39.9,50,0.02,2,39.9,96,40,56,41.7,107,41,66,38.3,0.53
58,11,"Trae Young","Atlanta Hawks",60,478,75.4,485,1.015,478,168,310,35.1,50.1,0.01,1.5,35.1,61,25,36,41,417,143,274,34.3,0.87
58,55,"Duncan Robinson","Miami Heat",94,137,17.6,139,1.015,137,47,90,34.3,50.4,0.01,0.7,34.3,10,3,7,30,127,44,83,34.6,0.93
62,13,"Paul George","Los Angeles Clippers",61,361,51.4,366,1.014,361,148,213,41,50.6,0,0.3,41,188,79,109,42,173,69,104,39.9,0.48
63,4,"Devonte Graham","Charlotte Hornets",63,450,64.6,456,1.013,450,163,287,36.2,50.1,0.01,1.1,36.2,106,38,68,35.8,344,125,219,36.3,0.76
64,22,"Rudy Gay","San Antonio Spurs",67,161,41.7,163,1.012,161,74,87,46,49.7,0.02,1.9,46,138,62,76,44.9,23,12,11,52.2,0.14
65,1,"Michael Porter Jr.","Denver Nuggets",74,94,30.1,95,1.011,94,36,58,38.3,50.5,0,0,38.3,41,13,28,31.7,53,23,30,43.4,0.56
66,45,"Donovan Mitchell","Utah Jazz",76,628,72.2,634,1.01,628,259,369,41.2,50.2,0.01,0.8,41.2,319,146,173,45.8,309,113,196,36.6,0.49
67,10,"Evan Fournier","Orlando Magic",71,325,52,326,1.003,325,127,198,39.1,49.7,0.01,0.9,39.1,132,58,74,43.9,193,69,124,35.8,0.59
68,22,"Otto Porter Jr.","Chicago Bulls",14,32,37.2,32,1,32,13,19,40.6,48.4,0.03,3.1,40.6,17,8,9,47.1,15,5,10,33.3,0.47
68,33,"Marc Gasol","Toronto Raptors",55,14,6.7,14,1,14,6,8,42.9,50,0,0,42.9,12,4,8,33.3,2,2,0,100,0.14
68,14,"Terance Mann","Los Angeles Clippers",54,14,42.4,14,1,14,6,8,42.9,50,0,0,42.9,10,4,6,40,4,2,2,50,0.29
68,23,"Royce ONeale","Utah Jazz",78,33,12.1,33,1,33,12,21,36.4,50,0,0,36.4,6,3,3,50,27,9,18,33.3,0.82
68,20,"Harry Giles","Sacramento Kings",46,10,17.5,10,1,10,5,5,50,50,0,0,50,10,5,5,50,0,0,0,,0
68,2,"Joe  Ingles","Utah Jazz",79,177,43,177,1,177,61,116,34.5,50,0,0,34.5,16,6,10,37.5,161,55,106,34.2,0.91
68,11,"James Ennis III","Orlando Magic",25,29,31.2,29,1,29,11,18,37.9,50,0,0,37.9,11,4,7,36.4,18,7,11,38.9,0.62
68,12,"LaMarcus Aldridge","San Antonio Spurs",53,69,18.9,69,1,69,30,39,43.5,48.6,0.03,2.9,43.5,55,23,32,41.8,14,7,7,50,0.2
68,4,"JaMychal Green","Los Angeles Clippers",76,17,6.3,17,1,17,7,10,41.2,50,0,0,41.2,7,4,3,57.1,10,3,7,30,0.59
68,51,"Ryan Arcidiacono","Chicago Bulls",58,47,29,47,1,47,18,29,38.3,50,0,0,38.3,18,7,11,38.9,29,11,18,37.9,0.62
68,3,"Kelly Oubre Jr.","Phoenix Suns",56,156,37.4,156,1,156,65,91,41.7,49,0.02,1.9,41.7,96,42,54,43.8,60,23,37,38.3,0.38
79,10,"Tim Hardaway Jr.","Dallas Mavericks",77,278,38.9,277,0.996,278,112,166,40.3,49.1,0.01,1.4,40.3,130,63,67,48.5,148,49,99,33.1,0.53
80,11,"Kyrie Irving","Brooklyn Nets",20,186,73.5,185,0.995,186,78,108,41.9,49.7,0,0,41.9,106,49,57,46.2,80,29,51,36.3,0.43
81,27,"Jamal Murray","Denver Nuggets",78,574,71.5,570,0.993,574,242,332,42.2,49.3,0.01,0.9,42.2,331,160,171,48.3,243,82,161,33.7,0.42
82,3,"CJ McCollum","Portland Trail Blazers",76,586,65,581,0.991,586,246,340,42,49.3,0.01,0.7,42,321,160,161,49.8,265,86,179,32.5,0.45
82,1,"Devin Booker","Phoenix Suns",70,536,69,531,0.991,536,229,307,42.7,49,0.01,1.1,42.7,339,162,177,47.8,197,67,130,34,0.37
84,20,"Gordon Hayward","Boston Celtics",57,252,54.1,249,0.988,252,115,137,45.6,49,0.01,0.8,45.6,192,98,94,51,60,17,43,28.3,0.24
85,11,"Mike Conley","Utah Jazz",52,199,55.6,196,0.985,199,73,126,36.7,49.2,0,0,36.7,60,23,37,38.3,139,50,89,36,0.7
86,45,"Denzel Valentine","Chicago Bulls",36,62,39.7,61,0.984,62,24,38,38.7,49.2,0,0,38.7,19,11,8,57.9,43,13,30,30.2,0.69
86,11,"Bryn Forbes","San Antonio Spurs",63,182,37.8,179,0.984,182,72,110,39.6,48.9,0.01,0.5,39.6,92,38,54,41.3,90,34,56,37.8,0.49
88,25,"Kendrick Nunn","Miami Heat",82,290,46,285,0.983,290,123,167,42.4,49.1,0,0,42.4,179,84,95,46.9,111,39,72,35.1,0.38
88,13,"Shabazz Napier","Minnesota Timberwolves",36,115,60.8,113,0.983,115,43,72,37.4,48.7,0.01,0.9,37.4,30,17,13,56.7,85,26,59,30.6,0.74
88,22,"Caris LeVert","Brooklyn Nets",49,286,69.1,281,0.983,286,115,171,40.2,49,0.01,1.4,40.2,167,65,102,38.9,119,50,69,42,0.42
91,12,"Joe Harris","Brooklyn Nets",71,153,31.4,150,0.98,153,60,93,39.2,49,0,0,39.2,59,30,29,50.8,94,30,64,31.9,0.61
91,25,"Mikal Bridges","Phoenix Suns",73,50,20.3,49,0.98,50,22,28,44,49,0,0,44,41,17,24,41.5,9,5,4,55.6,0.18
93,3,"George Hill","Milwaukee Bucks",69,88,36.2,86,0.977,88,32,56,36.4,48.9,0.01,1.1,36.4,31,10,21,32.3,57,22,35,38.6,0.65
93,8,"Bogdan Bogdanovic","Sacramento Kings",61,216,38.3,211,0.977,216,90,126,41.7,48.6,0.01,1.4,41.7,113,60,53,53.1,103,30,73,29.1,0.48
95,24,"Buddy Hield","Sacramento Kings",72,506,55.4,494,0.976,506,193,313,38.1,48.8,0,0,38.1,212,85,127,40.1,294,108,186,36.7,0.58
95,7,"Kyle Lowry","Toronto Raptors",69,378,59,369,0.976,378,136,242,36,48.7,0.01,0.8,36,100,40,60,40,278,96,182,34.5,0.74
95,0,"Kevin Love","Cleveland Cavaliers",56,123,26.2,120,0.976,123,45,78,36.6,48.8,0.01,0.8,36.6,30,15,15,50,93,30,63,32.3,0.76
98,77,"Luka Doncic","Dallas Mavericks",67,452,70.6,439,0.971,452,150,302,33.2,47.7,0.02,2.2,33.2,47,19,28,40.4,405,131,274,32.3,0.9
98,4,"Rajon Rondo","Los Angeles Lakers",64,102,44.9,99,0.971,102,40,62,39.2,48.5,0,0,39.2,49,21,28,42.9,53,19,34,35.8,0.52
100,3,"Bradley Beal","Washington Wizards",57,497,63.1,481,0.968,497,200,297,40.2,47.8,0.01,1.2,40.2,286,125,161,43.7,211,75,136,35.5,0.42
101,5,"Shabazz Napier","Washington Wizards",20,61,55,59,0.967,61,23,38,37.7,47.5,0.03,3.3,37.7,29,11,18,37.9,32,12,20,37.5,0.52
101,4,"Derrick White","San Antonio Spurs",68,151,50,146,0.967,151,59,92,39.1,46.7,0.03,3.3,39.1,81,36,45,44.4,70,23,47,32.9,0.46
101,20,"Nicolo Melli","New Orleans Pelicans",60,30,12.9,29,0.967,30,13,17,43.3,48.3,0,0,43.3,17,10,7,58.8,13,3,10,23.1,0.43
101,5,"Will Barton","Denver Nuggets",58,209,53.3,202,0.967,209,83,126,39.7,48.3,0,0,39.7,96,47,49,49,113,36,77,31.9,0.54
105,44,"Bojan Bogdanovic","Utah Jazz",63,201,35.6,194,0.965,201,75,126,37.3,47.3,0.02,2,37.3,101,35,66,34.7,100,40,60,40,0.5
106,20,"Doug McDermott","Indiana Pacers",73,82,22.3,79,0.963,82,29,53,35.4,46.3,0.04,3.7,35.4,41,11,30,26.8,41,18,23,43.9,0.5
106,4,"Carsen Edwards","Boston Celtics",38,54,54.5,52,0.963,54,21,33,38.9,48.1,0,0,38.9,21,11,10,52.4,33,10,23,30.3,0.61
108,7,"Goran Dragic","Miami Heat",76,317,51.6,305,0.962,317,124,193,39.1,47.8,0.01,0.9,39.1,163,69,94,42.3,154,55,99,35.7,0.49
109,20,"Alec Burks","Philadelphia 76ers",22,77,56.2,74,0.961,77,29,48,37.7,46.8,0.04,3.9,37.7,40,15,25,37.5,37,14,23,37.8,0.48
110,0,"D'Angelo Russell","Minnesota Timberwolves",12,100,61.3,96,0.96,100,40,60,40,48,0.01,1,40,52,24,28,46.2,48,16,32,33.3,0.48
111,25,"Austin Rivers","Houston Rockets",80,48,15.6,46,0.958,48,16,32,33.3,47.9,0,0,33.3,3,2,1,66.7,45,14,31,31.1,0.94
112,8,"Patty Mills","San Antonio Spurs",66,234,47.3,224,0.957,234,87,147,37.2,47.9,0,0,37.2,87,37,50,42.5,147,50,97,34,0.63
113,2,"Kawhi Leonard","Los Angeles Clippers",71,558,62.9,533,0.955,558,239,319,42.8,46.9,0.02,2,42.8,414,194,220,46.9,144,45,99,31.3,0.26
113,44,"Solomon Hill","Memphis Grizzlies",48,22,13,21,0.955,22,9,13,40.9,47.7,0,0,40.9,15,6,9,40,7,3,4,42.9,0.32
115,2,"Shai Gilgeous-Alexander","Oklahoma City Thunder",77,301,65.4,287,0.953,301,124,177,41.2,47.7,0,0,41.2,169,85,84,50.3,132,39,93,29.5,0.44
115,14,"DJ Augustin","Orlando Magic",62,171,61.3,163,0.953,171,62,109,36.3,46.2,0.03,2.9,36.3,61,28,33,45.9,110,34,76,30.9,0.64
115,11,"Monte Morris","Denver Nuggets",92,234,58.6,223,0.953,234,101,133,43.2,47.4,0,0.4,43.2,173,81,92,46.8,61,20,41,32.8,0.26
118,7,"Malcolm Brogdon","Indiana Pacers",58,290,68.1,276,0.952,290,118,172,40.7,47.6,0,0,40.7,166,78,88,47,124,40,84,32.3,0.43
119,14,"Tyler Herro","Miami Heat",76,363,56.5,345,0.95,363,142,221,39.1,47.2,0.01,0.8,39.1,194,83,111,42.8,169,59,110,34.9,0.47
120,11,"Avery Bradley","Los Angeles Lakers",49,97,34.8,92,0.948,97,42,55,43.3,47.4,0,0,43.3,76,34,42,44.7,21,8,13,38.1,0.22
120,3,"Kevin Huerter","Atlanta Hawks",56,191,44.6,181,0.948,191,73,118,38.2,46.9,0.01,1,38.2,88,40,48,45.5,103,33,70,32,0.54
122,16,"Tyler Johnson","Phoenix Suns",31,37,30.8,35,0.946,37,17,20,45.9,47.3,0,0,45.9,33,16,17,48.5,4,1,3,25,0.11
123,44,"Mario Hezonja","Portland Trail Blazers",59,55,43.3,52,0.945,55,22,33,40,47.3,0,0,40,33,14,19,42.4,22,8,14,36.4,0.4
123,5,"De Aaron Fox","Sacramento Kings",51,273,73,258,0.945,273,115,158,42.1,46.7,0.02,2.2,42.1,182,90,92,49.5,91,25,66,27.5,0.33
125,19,"Svi Mykhailiuk","Detroit Pistons",56,67,22.6,63,0.94,67,22,45,32.8,46.3,0.01,1.5,32.8,9,4,5,44.4,58,18,40,31,0.87
126,10,"DeMar DeRozan","San Antonio Spurs",68,370,76.8,347,0.938,370,169,201,45.7,45.8,0.02,2.4,45.7,363,168,195,46.3,7,1,6,14.3,0.02
126,25,"P.J. Washington","Charlotte Hornets",58,16,6.6,15,0.938,16,5,11,31.3,46.9,0,0,31.3,3,0,3,0,13,5,8,38.5,0.81
126,14,"Danny Green","Los Angeles Lakers",89,96,19.6,90,0.938,96,35,61,36.5,46.9,0,0,36.5,39,15,24,38.5,57,20,37,35.1,0.59
129,8,"Jordan Clarkson","Cleveland Cavaliers",29,78,43.8,73,0.936,78,25,53,32.1,44.9,0.04,3.8,32.1,16,5,11,31.3,62,20,42,32.3,0.79
130,8,"Marcus Morris Sr.","Los Angeles Clippers",32,93,39.7,87,0.935,93,41,52,44.1,46.2,0.01,1.1,44.1,79,37,42,46.8,14,4,10,28.6,0.15
131,42,"Al Horford","Philadelphia 76ers",71,30,7.6,28,0.933,30,12,18,40,46.7,0,0,40,21,8,13,38.1,9,4,5,44.4,0.3
131,15,"Vince Carter","Atlanta Hawks",60,60,25.2,56,0.933,60,23,37,38.3,45.8,0.02,1.7,38.3,31,14,17,45.2,29,9,20,31,0.48
131,8,"Zach Lavine","Chicago Bulls",60,416,63.2,388,0.933,416,147,269,35.3,46.6,0,0.2,35.3,157,53,104,33.8,259,94,165,36.3,0.62
134,4,"Isaiah Thomas","Washington Wizards",40,176,56.8,164,0.932,176,69,107,39.2,46.3,0.01,0.6,39.2,104,44,60,42.3,72,25,47,34.7,0.41
135,55,"Darius Bazley","Oklahoma City Thunder",68,29,15.8,27,0.931,29,11,18,37.9,46.6,0,0,37.9,17,6,11,35.3,12,5,7,41.7,0.41
135,0,"Josh Richardson","Philadelphia 76ers",59,260,52,242,0.931,260,112,148,43.1,46.2,0.01,0.8,43.1,202,96,106,47.5,58,16,42,27.6,0.22
137,23,"Trey Burke","Philadelphia 76ers",25,43,57.3,40,0.93,43,18,25,41.9,46.5,0,0,41.9,34,14,20,41.2,9,4,5,44.4,0.21
137,4,"Victor Oladipo","Indiana Pacers",23,129,64.8,120,0.93,129,48,81,37.2,46.1,0.01,0.8,37.2,60,25,35,41.7,69,23,46,33.3,0.53
139,18,"Marco Belinelli","San Antonio Spurs",57,127,47.6,118,0.929,127,48,79,37.8,46.5,0,0,37.8,72,26,46,36.1,55,22,33,40,0.43
139,21,"Wilson Chandler","Brooklyn Nets",35,14,10.6,13,0.929,14,6,8,42.9,46.4,0,0,42.9,9,5,4,55.6,5,1,4,20,0.36
141,1,"T.J. Warren","Indiana Pacers",71,249,49.6,231,0.928,249,107,142,43,45.6,0.02,1.6,43,215,94,121,43.7,34,13,21,38.2,0.14
142,35,"PJ Dozier","Denver Nuggets",41,80,69,74,0.925,80,32,48,40,45,0.03,2.5,40,57,24,33,42.1,23,8,15,34.8,0.29
142,24,"Dillon Brooks","Memphis Grizzlies",74,372,53.8,344,0.925,372,151,221,40.6,45.7,0.01,1.1,40.6,255,113,142,44.3,117,38,79,32.5,0.31
144,8,"Danilo Galinari","Oklahoma City Thunder",69,184,29.5,170,0.924,184,72,112,39.1,45.7,0.01,1.1,39.1,112,48,64,42.9,72,24,48,33.3,0.39
145,23,"Terrance Ferguson","Oklahoma City Thunder",60,12,6.3,11,0.917,12,5,7,41.7,45.8,0,0,41.7,6,4,2,66.7,6,1,5,16.7,0.5
146,13,"Jalen Brunson","Dallas Mavericks",57,149,65.1,136,0.913,149,62,87,41.6,45.6,0,0,41.6,104,50,54,48.1,45,12,33,26.7,0.3
147,10,"Darius Garland","Cleveland Cavaliers",59,238,58.3,217,0.912,238,86,152,36.1,45.6,0,0,36.1,103,41,62,39.8,135,45,90,33.3,0.57
148,31,"Tomas Satoransky","Chicago Bulls",65,79,31.1,72,0.911,79,32,47,40.5,45.6,0,0,40.5,53,24,29,45.3,26,8,18,30.8,0.33
149,22,"Deandre Ayton","Phoenix Suns",38,11,11.1,10,0.909,11,5,6,45.5,45.5,0,0,45.5,11,5,6,45.5,0,0,0,,0
149,12,"Tobias Harris","Philadelphia 76ers",76,307,49,279,0.909,307,124,183,40.4,44.8,0.02,1.6,40.4,230,97,133,42.2,77,27,50,35.1,0.25
151,6,"Eric Bledsoe","Milwaukee Bucks",70,238,62.6,216,0.908,238,88,150,37,44.7,0.01,1.3,37,126,51,75,40.5,112,37,75,33,0.47
152,14,"Brandon Ingram","New Orleans Pelicans",62,335,47.9,304,0.907,335,140,195,41.8,44.3,0.02,2.4,41.8,276,123,153,44.6,59,17,42,28.8,0.18
152,19,"Raul Neto","Philadelphia 76ers",56,54,47,49,0.907,54,19,35,35.2,45.4,0,0,35.2,21,8,13,38.1,33,11,22,33.3,0.61
152,4,"Danuel House","Houston Rockets",72,86,20.1,78,0.907,86,27,59,31.4,45.3,0,0,31.4,15,3,12,20,71,24,47,33.8,0.83
155,6,"Jordan McLaughlin","Minnesota Timberwolves",30,32,41.6,29,0.906,32,10,22,31.3,45.3,0,0,31.3,1,1,0,100,31,9,22,29,0.97
155,12,"Ja Morant","Memphis Grizzlies",68,170,64.2,154,0.906,170,61,109,35.9,44.7,0.01,1.2,35.9,78,31,47,39.7,92,30,62,32.6,0.54
157,23,"Lou Williams","Los Angeles Clippers",78,445,68.8,402,0.903,445,171,274,38.4,44.9,0.01,0.9,38.4,269,113,156,42,176,58,118,33,0.4
158,5,"Dejounte Murray","San Antonio Spurs",66,255,69.7,230,0.902,255,114,141,44.7,44.9,0.01,0.8,44.7,242,113,129,46.7,13,1,12,7.7,0.05
159,0,"Miles Bridges","Charlotte Hornets",65,60,18.3,54,0.9,60,20,40,33.3,45,0,0,33.3,19,6,13,31.6,41,14,27,34.1,0.68
159,12,"Treveon Graham","Minnesota Timberwolves",33,10,11.8,9,0.9,10,3,7,30,45,0,0,30,2,0,2,0,8,3,5,37.5,0.8
159,20,"Brandon Knight","Cleveland Cavaliers",16,30,46.2,27,0.9,30,9,21,30,45,0,0,30,2,0,2,0,28,9,19,32.1,0.93
162,1,"Damion Lee","Golden State Warriors",49,99,30.6,89,0.899,99,39,60,39.4,44.9,0,0,39.4,65,28,37,43.1,34,11,23,32.4,0.34
163,5,"J.J. Barea","Dallas Mavericks",30,107,78.7,96,0.897,107,37,70,34.6,44.9,0,0,34.6,49,15,34,30.6,58,22,36,37.9,0.54
164,1,"Anfernee Simons","Portland Trail Blazers",74,182,50.7,163,0.896,182,68,114,37.4,44.5,0.01,0.5,37.4,113,42,71,37.2,69,26,43,37.7,0.38
165,3,"Terry Rozier III","Charlotte Hornets",63,314,52.4,281,0.895,314,114,200,36.3,44.6,0.01,0.6,36.3,171,62,109,36.3,143,52,91,36.4,0.46
