sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
28,12,"Joe  Harris","Cleveland Cavaliers",57,13,13,13,1,13,5,8,38.5,50,0,0,38.5,9,2,7,22.2,4,3,1,75,0.31
28,42,"Lance Thomas","Oklahoma City Thunder",22,24,37.5,24,1,24,12,12,50,50,0,0,50,24,12,12,50,0,0,0,,0
28,4,"Arron Afflalo","Portland Trail Blazers",28,59,34.5,59,1,59,27,32,45.8,49.2,0.05,5.1,45.8,52,23,29,44.2,7,4,3,57.1,0.12
28,18,"Mike Miller","Cleveland Cavaliers",61,15,13.2,15,1,15,6,9,40,50,0,0,40,9,3,6,33.3,6,3,3,50,0.4
28,43,"Shawne Williams","Miami Heat",44,26,13.5,26,1,26,12,14,46.2,50,0,0,46.2,18,10,8,55.6,8,2,6,25,0.31
28,12,"Tayshaun Prince","Boston Celtics",9,18,46.2,18,1,18,9,9,50,50,0,0,50,17,9,8,52.9,1,0,1,0,0.06
28,22,"Danny Granger","Miami Heat",30,19,15.1,19,1,19,9,10,47.4,50,0,0,47.4,17,8,9,47.1,2,1,1,50,0.11
28,14,"Jameer Nelson","Dallas Mavericks",23,56,44.8,56,1,56,20,36,35.7,50,0,0,35.7,21,4,17,19,35,16,19,45.7,0.63
28,30,"Troy Daniels","Charlotte Hornets",11,19,36.5,19,1,19,7,12,36.8,50,0,0,36.8,9,2,7,22.2,10,5,5,50,0.53
38,11,"Klay Thompson","Golden State Warriors",98,507,44.6,505,0.996,507,213,294,42,49.2,0.01,1.2,42,327,140,187,42.8,180,73,107,40.6,0.36
39,31,"Jason Terry","Houston Rockets",94,109,22.1,108,0.991,109,48,61,44,49.5,0.01,0.9,44,67,36,31,53.7,42,12,30,28.6,0.39
40,7,"Ben Gordon","Orlando Magic",56,132,61.1,130,0.985,132,60,72,45.5,48.9,0.01,0.8,45.5,102,51,51,50,30,9,21,30,0.23
41,4,"Randy Foye","Denver Nuggets",50,105,32.3,103,0.981,105,39,66,37.1,48.6,0.01,1,37.1,41,15,26,36.6,64,24,40,37.5,0.61
42,20,"Quincy Pondexter","New Orleans Pelicans",49,51,23.4,50,0.98,51,19,32,37.3,49,0,0,37.3,28,7,21,25,23,12,11,52.2,0.45
43,7,"Brandon Jennings","Detroit Pistons",41,216,69.2,211,0.977,216,82,134,38,48.1,0.02,1.9,38,94,38,56,40.4,122,44,78,36.1,0.56
44,31,"Caron Butler","Detroit Pistons",78,118,33.7,115,0.975,118,53,65,44.9,47.9,0.02,1.7,44.9,98,46,52,46.9,20,7,13,35,0.17
45,23,"Kevin Martin","Minnesota Timberwolves",39,183,38.9,177,0.967,183,83,100,45.4,47,0.03,2.7,45.4,164,77,87,47,19,6,13,31.6,0.1
46,24,"Andre Miller","Washington Wizards",51,29,74.4,28,0.966,29,14,15,48.3,48.3,0,0,48.3,27,14,13,51.9,2,0,2,0,0.07
47,31,"Sebastian Telfair","Oklahoma City Thunder",16,55,67.1,53,0.964,55,20,35,36.4,47.3,0.02,1.8,36.4,18,8,10,44.4,37,12,25,32.4,0.67
48,2,"Wayne Ellington","Los Angeles Lakers",65,267,55.5,257,0.963,267,110,157,41.2,47.9,0,0.4,41.2,177,74,103,41.8,90,36,54,40,0.34
49,2,"Marvin  Williams","Charlotte Hornets",78,26,7.1,25,0.962,26,11,15,42.3,48.1,0,0,42.3,21,8,13,38.1,5,3,2,60,0.19
50,25,"Chandler Parsons","Dallas Mavericks",67,122,27.2,117,0.959,122,49,73,40.2,48,0.02,1.6,40.2,74,30,44,40.5,48,19,29,39.6,0.39
50,19,"Beno Udrih","Memphis Grizzlies",89,291,68.3,279,0.959,291,136,155,46.7,47.3,0.02,1.7,46.7,264,133,131,50.4,27,3,24,11.1,0.09
52,15,"Reggie Jackson","Oklahoma City Thunder",50,182,56.7,174,0.956,182,77,105,42.3,47.8,0,0,42.3,136,57,79,41.9,46,20,26,43.5,0.25
52,5,"Courtney Lee","Memphis Grizzlies",88,203,38.7,194,0.956,203,95,108,46.8,47.8,0,0,46.8,192,91,101,47.4,11,4,7,36.4,0.05
54,41,"Dirk Nowitzki","Dallas Mavericks",82,134,17.6,128,0.955,134,59,75,44,46.6,0.02,2.2,44,118,52,66,44.1,16,7,9,43.8,0.12
54,32,"CJ Watson","Indiana Pacers",57,154,51.5,147,0.955,154,64,90,41.6,47.4,0.01,1.3,41.6,107,46,61,43,47,18,29,38.3,0.31
56,23,"Ben McLemore","Sacramento Kings",82,149,27.6,141,0.946,149,62,87,41.6,47,0.01,1.3,41.6,102,46,56,45.1,47,16,31,34,0.32
57,30,"Michael Beasley","Miami Heat",24,51,45.5,48,0.941,51,24,27,47.1,47.1,0,0,47.1,51,24,27,47.1,0,0,0,,0
58,9,"John Lucas III","Detroit Pistons",21,66,74.2,62,0.939,66,29,37,43.9,46.2,0.02,1.5,43.9,56,26,30,46.4,10,3,7,30,0.15
59,4,"Iman Shumpert","Cleveland Cavaliers",58,106,32.5,99,0.934,106,47,59,44.3,46.7,0,0,44.3,87,42,45,48.3,19,5,14,26.3,0.18
60,1,"Jameer  Nelson","Denver Nuggets",34,119,54.6,111,0.933,119,47,72,39.5,46.6,0,0,39.5,66,30,36,45.5,53,17,36,32.1,0.45
61,8,"Patty Mills","San Antonio Spurs",58,141,46.2,131,0.929,141,55,86,39,45.4,0.02,2.1,39,83,37,46,44.6,58,18,40,31,0.41
61,20,"Tim Frazier","Philadelphia 76ers",6,14,56,13,0.929,14,6,8,42.9,46.4,0,0,42.9,11,5,6,45.5,3,1,2,33.3,0.21
63,33,"Boris Diaw","San Antonio Spurs",88,66,23.9,61,0.924,66,29,37,43.9,46.2,0,0,43.9,56,26,30,46.4,10,3,7,30,0.15
64,42,"Alexis Ajinca","New Orleans Pelicans",71,13,16.7,12,0.923,13,6,7,46.2,46.2,0,0,46.2,13,6,7,46.2,0,0,0,,0
64,3,"Shawne Williams","Detroit Pistons",19,13,28.9,12,0.923,13,6,7,46.2,46.2,0,0,46.2,12,6,6,50,1,0,1,0,0.08
66,15,"Marcus Morris","Phoenix Suns",81,188,33.7,173,0.92,188,80,108,42.6,45.7,0.01,0.5,42.6,156,68,88,43.6,32,12,20,37.5,0.17
67,23,"Louis Williams","Toronto Raptors",84,472,67,432,0.915,472,173,299,36.7,45,0.02,1.9,36.7,211,94,117,44.5,261,79,182,30.3,0.55
68,2,"Kyrie Irving","Cleveland Cavaliers",88,512,62.6,468,0.914,512,203,309,39.6,45.2,0.01,1.4,39.6,348,146,202,42,164,57,107,34.8,0.32
69,1,"Chris Bosh","Miami Heat",44,92,21,84,0.913,92,41,51,44.6,45.7,0,0,44.6,87,39,48,44.8,5,2,3,40,0.05
69,11,"Ricky Ledo","New York Knicks",12,23,57.5,21,0.913,23,9,14,39.1,45.7,0,0,39.1,15,6,9,40,8,3,5,37.5,0.35
71,3,"George Hill","Indiana Pacers",43,156,51.1,142,0.91,156,61,95,39.1,44.9,0.01,1.3,39.1,97,43,54,44.3,59,18,41,30.5,0.38
72,35,"Cartier Martin","Detroit Pistons",23,11,24.4,10,0.909,11,5,6,45.5,45.5,0,0,45.5,8,5,3,62.5,3,0,3,0,0.27
72,19,"Leandro Barbosa","Golden State Warriors",87,77,37.6,70,0.909,77,31,46,40.3,45.5,0,0,40.3,53,23,30,43.4,24,8,16,33.3,0.31
72,10,"Spencer Hawes","Los Angeles Clippers",81,33,14,30,0.909,33,14,19,42.4,45.5,0,0,42.4,28,12,16,42.9,5,2,3,40,0.15
72,15,"Al Horford","Atlanta Hawks",92,33,6.6,30,0.909,33,15,18,45.5,45.5,0,0,45.5,30,15,15,50,3,0,3,0,0.09
72,25,"Maurice  Williams","Minnesota Timberwolves",41,263,68.7,239,0.909,263,107,156,40.7,45.4,0,0,40.7,176,82,94,46.6,87,25,62,28.7,0.33
77,5,"Rodney Hood","Utah Jazz",50,118,45,107,0.907,118,48,70,40.7,44.5,0.03,2.5,40.7,86,39,47,45.3,32,9,23,28.1,0.27
78,13,"James Harden","Houston Rockets",98,500,49.5,453,0.906,500,185,315,37,44.8,0.01,1,37,278,107,171,38.5,222,78,144,35.1,0.44
78,0,"Aaron Brooks","Chicago Bulls",94,244,54.5,221,0.906,244,86,158,35.2,45.3,0,0,35.2,101,37,64,36.6,143,49,94,34.3,0.59
80,3,"Perry Jones","Oklahoma City Thunder",43,21,22.8,19,0.905,21,9,12,42.9,45.2,0,0,42.9,18,8,10,44.4,3,1,2,33.3,0.14
81,13,"Shabazz Napier","Miami Heat",51,73,42.7,66,0.904,73,29,44,39.7,45.2,0,0,39.7,48,21,27,43.8,25,8,17,32,0.34
82,1,"James Jones","Cleveland Cavaliers",77,40,15.1,36,0.9,40,15,25,37.5,45,0,0,37.5,18,9,9,50,22,6,16,27.3,0.55
82,34,"Mike Dunleavy","Chicago Bulls",75,90,20.8,81,0.9,90,33,57,36.7,45,0,0,36.7,57,18,39,31.6,33,15,18,45.5,0.37
82,21,"TJ Warren","Phoenix Suns",40,20,37.7,18,0.9,20,9,11,45,45,0,0,45,18,9,9,50,2,0,2,0,0.1
85,5,"Cory Joseph","San Antonio Spurs",83,117,65,105,0.897,117,51,66,43.6,44,0.02,1.7,43.6,109,50,59,45.9,8,1,7,12.5,0.07
85,0,"Damian Lillard","Portland Trail Blazers",87,535,60.9,480,0.897,535,189,346,35.3,44.2,0.01,1.5,35.3,242,94,148,38.8,293,95,198,32.4,0.55
87,9,"Pablo Prigioni","Houston Rockets",41,38,37.6,34,0.895,38,12,26,31.6,44.7,0,0,31.6,9,2,7,22.2,29,10,19,34.5,0.76
88,9,"Luol Deng","Miami Heat",72,130,32,116,0.892,130,56,74,43.1,44.6,0,0,43.1,116,52,64,44.8,14,4,10,28.6,0.11
89,2,"Kawhi Leonard","San Antonio Spurs",71,230,43.8,205,0.891,230,101,129,43.9,44.1,0.01,0.9,43.9,215,100,115,46.5,15,1,14,6.7,0.07
89,5,"Will Barton","Denver Nuggets",28,55,48.7,49,0.891,55,22,33,40,44.5,0,0,40,39,17,22,43.6,16,5,11,31.3,0.29
91,2,"Eric Bledsoe","Phoenix Suns",81,328,59.2,292,0.89,328,129,199,39.3,44.2,0.01,0.9,39.3,237,97,140,40.9,91,32,59,35.2,0.28
92,34,"Shaun Livingston","Golden State Warriors",99,133,90.5,118,0.887,133,59,74,44.4,44.4,0.01,0.8,44.4,131,59,72,45,2,0,2,0,0.02
92,22,"Khris Middleton","Milwaukee Bucks",85,247,38.2,219,0.887,247,106,141,42.9,43.9,0.01,0.8,42.9,227,101,126,44.5,20,5,15,25,0.08
94,11,"Jrue Holiday","New Orleans Pelicans",43,241,72.8,213,0.884,241,94,147,39,44,0.01,0.8,39,171,70,101,40.9,70,24,46,34.3,0.29
95,10,"Arron Afflalo","Denver Nuggets",53,170,36.4,150,0.882,170,72,98,42.4,43.8,0.01,0.6,42.4,149,67,82,45,21,5,16,23.8,0.12
96,14,"DJ Augustin","Detroit Pistons",54,149,68,131,0.879,149,51,98,34.2,43.3,0.01,1.3,34.2,66,24,42,36.4,83,27,56,32.5,0.56
97,8,"Rudy Gay","Sacramento Kings",68,351,58.4,308,0.877,351,147,204,41.9,43.4,0.01,1.4,41.9,314,136,178,43.3,37,11,26,29.7,0.11
98,10,"Evan Fournier","Orlando Magic",58,112,37.1,98,0.875,112,38,74,33.9,42.9,0.02,1.8,33.9,56,18,38,32.1,56,20,36,35.7,0.5
98,33,"Adreian Payne","Minnesota Timberwolves",29,16,17.2,14,0.875,16,7,9,43.8,43.8,0,0,43.8,16,7,9,43.8,0,0,0,,0
100,11,"Evan Turner","Boston Celtics",86,357,70.4,312,0.874,357,152,205,42.6,43.4,0.01,0.8,42.6,337,146,191,43.3,20,6,14,30,0.06
101,6,"Travis Wear","New York Knicks",51,55,36.4,48,0.873,55,24,31,43.6,43.6,0,0,43.6,53,24,29,45.3,2,0,2,0,0.04
102,3,"CJ McCollum","Portland Trail Blazers",67,125,45.8,109,0.872,125,50,75,40,43.6,0,0,40,102,41,61,40.2,23,9,14,39.1,0.18
103,30,"Norris Cole","New Orleans Pelicans",32,101,54.3,88,0.871,101,42,59,41.6,43.1,0.02,2,41.6,86,39,47,45.3,15,3,12,20,0.15
103,2,"Langston Galloway","New York Knicks",45,139,40.9,121,0.871,139,55,84,39.6,43.2,0.01,0.7,39.6,110,45,65,40.9,29,10,19,34.5,0.21
105,11,"Brandon Knight","Milwaukee Bucks",52,260,55.8,226,0.869,260,98,162,37.7,43.3,0,0.4,37.7,185,69,116,37.3,75,29,46,38.7,0.29
105,2,"Anthony Morrow","Oklahoma City Thunder",74,122,25.1,106,0.869,122,51,71,41.8,43,0.02,1.6,41.8,99,48,51,48.5,23,3,20,13,0.19
107,0,"Nick Young","Los Angeles Lakers",42,228,58.8,198,0.868,228,80,148,35.1,42.5,0.02,2.2,35.1,141,46,95,32.6,87,34,53,39.1,0.38
108,22,"Brian  Roberts","Charlotte Hornets",72,195,56,169,0.867,195,74,121,37.9,43.3,0,0,37.9,124,53,71,42.7,71,21,50,29.6,0.36
109,21,"Greivis Vasquez","Toronto Raptors",86,187,40.7,162,0.866,187,66,121,35.3,43.3,0,0,35.3,87,36,51,41.4,100,30,70,30,0.53
110,35,"Chris Kaman","Portland Trail Blazers",77,22,13.6,19,0.864,22,9,13,40.9,40.9,0.05,4.5,40.9,22,9,13,40.9,0,0,0,,0
111,23,"Jason Richardson","Philadelphia 76ers",19,43,32.6,37,0.86,43,15,28,34.9,43,0,0,34.9,28,8,20,28.6,15,7,8,46.7,0.35
112,7,"Maurice  Williams","Charlotte Hornets",27,239,65.5,205,0.858,239,91,148,38.1,42.7,0,0.4,38.1,157,69,88,43.9,82,22,60,26.8,0.34
113,7,"Al Farouq Aminu","Dallas Mavericks",79,21,11.7,18,0.857,21,8,13,38.1,42.9,0,0,38.1,18,6,12,33.3,3,2,1,66.7,0.14
113,2,"Rodney  Stuckey","Indiana Pacers",71,259,60.9,222,0.857,259,103,156,39.8,41.5,0.03,2.7,39.8,229,94,135,41,30,9,21,30,0.12
113,21,"Tim Duncan","San Antonio Spurs",84,28,18.4,24,0.857,28,12,16,42.9,42.9,0.04,3.6,42.9,24,12,12,50,4,0,4,0,0.14
116,11,"Markieff Morris","Phoenix Suns",82,153,30.4,131,0.856,153,64,89,41.8,41.8,0.02,2,41.8,144,64,80,44.4,9,0,9,0,0.06
116,18,"Marco Belinelli","San Antonio Spurs",69,139,35.3,119,0.856,139,54,85,38.8,42.8,0,0,38.8,97,43,54,44.3,42,11,31,26.2,0.3
116,8,"JR Smith","New York Knicks",24,104,53.1,89,0.856,104,41,63,39.4,42.8,0,0,39.4,80,34,46,42.5,24,7,17,29.2,0.23
119,5,"Timothy Hardaway Jr.","New York Knicks",70,152,29.7,130,0.855,152,57,95,37.5,42.1,0.02,2,37.5,107,43,64,40.2,45,14,31,31.1,0.3
120,17,"Jeremy Lin","Los Angeles Lakers",74,284,69.8,242,0.852,284,107,177,37.7,42.6,0,0.4,37.7,213,79,134,37.1,71,28,43,39.4,0.25
120,19,"Jerryd Bayless","Milwaukee Bucks",83,169,50.4,144,0.852,169,69,100,40.8,42.6,0,0,40.8,154,63,91,40.9,15,6,9,40,0.09
120,3,"Charlie Villanueva","Dallas Mavericks",69,27,9.9,23,0.852,27,9,18,33.3,42.6,0,0,33.3,13,4,9,30.8,14,5,9,35.7,0.52
120,8,"Bryce Cotton","Utah Jazz",15,27,61.4,23,0.852,27,10,17,37,42.6,0,0,37,21,7,14,33.3,6,3,3,50,0.22
124,88,"Alexey Shved","Philadelphia 76ers",17,47,56.6,40,0.851,47,16,31,34,42.6,0.02,2.1,34,20,8,12,40,27,8,19,29.6,0.57
125,20,"Gordon Hayward","Utah Jazz",76,394,56,335,0.85,394,157,237,39.8,42.4,0.01,0.5,39.8,318,137,181,43.1,76,20,56,26.3,0.19
126,9,"Gerald Henderson","Charlotte Hornets",80,318,57.3,270,0.849,318,134,184,42.1,42.3,0.01,0.6,42.1,316,133,183,42.1,2,1,1,50,0.01
126,12,"Gary Neal","Charlotte Hornets",43,192,67.1,163,0.849,192,72,120,37.5,42.2,0.01,0.5,37.5,129,54,75,41.9,63,18,45,28.6,0.33
126,8,"Shelvin Mack","Atlanta Hawks",65,119,54.3,101,0.849,119,43,76,36.1,42.4,0,0,36.1,68,28,40,41.2,51,15,36,29.4,0.43
129,14,"Jason Smith","New York Knicks",82,46,11.7,39,0.848,46,19,27,41.3,41.3,0.02,2.2,41.3,44,19,25,43.2,2,0,2,0,0.04
129,0,"Avery Bradley","Boston Celtics",81,368,44.4,312,0.848,368,145,223,39.4,42.1,0.01,0.5,39.4,301,125,176,41.5,67,20,47,29.9,0.18
129,9,"Ricky Rubio","Minnesota Timberwolves",22,105,59.7,89,0.848,105,42,63,40,41.4,0.03,2.9,40,92,39,53,42.4,13,3,10,23.1,0.12
132,0,"Jeff Teague","Atlanta Hawks",89,247,58.7,209,0.846,247,85,162,34.4,42.1,0,0.4,34.4,130,47,83,36.2,117,38,79,32.5,0.47
132,0,"Darrell Arthur","Denver Nuggets",59,26,9.2,22,0.846,26,11,15,42.3,42.3,0,0,42.3,23,11,12,47.8,3,0,3,0,0.12
132,7,"Kyle Lowry","Toronto Raptors",74,441,62.9,373,0.846,441,152,289,34.5,41.8,0.01,1.1,34.5,258,87,171,33.7,183,65,118,35.5,0.41
135,3,"Ty Lawson","Denver Nuggets",76,433,71.8,366,0.845,433,168,265,38.8,41.8,0.01,1.4,38.8,361,142,219,39.3,72,26,46,36.1,0.17
135,7,"Joe Johnson","Brooklyn Nets",86,226,35.1,191,0.845,226,88,138,38.9,41.6,0.01,1.3,38.9,178,76,102,42.7,48,12,36,25,0.21
137,3,"Jose Calderon","New York Knicks",42,135,43.7,114,0.844,135,53,82,39.3,41.9,0.01,0.7,39.3,119,46,73,38.7,16,7,9,43.8,0.12
137,44,"Bojan  Bogdanovic","Brooklyn Nets",84,96,24.8,81,0.844,96,38,58,39.6,42.2,0,0,39.6,76,33,43,43.4,20,5,15,25,0.21
139,17,"Dennis Schroder","Atlanta Hawks",93,216,60.3,182,0.843,216,78,138,36.1,41.9,0,0.5,36.1,152,53,99,34.9,64,25,39,39.1,0.3
140,55,"Roy Hibbert","Indiana Pacers",76,19,11.3,16,0.842,19,8,11,42.1,42.1,0,0,42.1,19,8,11,42.1,0,0,0,,0
140,1,"Jordan Farmar","Los Angeles Clippers",36,57,42.9,48,0.842,57,21,36,36.8,42.1,0,0,36.8,36,15,21,41.7,21,6,15,28.6,0.37
142,2,"Jarrett Jack","Brooklyn Nets",86,416,72.9,349,0.839,416,169,247,40.6,41.6,0.01,0.7,40.6,366,161,205,44,50,8,42,16,0.12
142,30,"Norris Cole","Miami Heat",47,62,36.5,52,0.839,62,24,38,38.7,41.9,0,0,38.7,50,20,30,40,12,4,8,33.3,0.19
144,14,"Gerald Green","Phoenix Suns",74,264,44.7,220,0.833,264,93,171,35.2,40.9,0.02,1.9,35.2,154,63,91,40.9,110,30,80,27.3,0.42
144,33,"Jonas Jerebko","Detroit Pistons",46,24,20.2,20,0.833,24,10,14,41.7,41.7,0,0,41.7,24,10,14,41.7,0,0,0,,0
146,5,"Kentavious Caldwell-Pope","Detroit Pistons",82,267,39.6,222,0.831,267,97,170,36.3,40.8,0.02,1.9,36.3,185,73,112,39.5,82,24,58,29.3,0.31
147,32,"Jimmer Fredette","New Orleans Pelicans",50,53,58.2,44,0.83,53,19,34,35.8,37.7,0.08,7.5,35.8,40,17,23,42.5,13,2,11,15.4,0.25
148,9,"Tony Parker","San Antonio Spurs",75,351,72.2,291,0.829,351,144,207,41,41.2,0.01,0.6,41,345,143,202,41.4,6,1,5,16.7,0.02
148,11,"Tyler Ennis","Milwaukee Bucks",26,35,53.8,29,0.829,35,12,23,34.3,41.4,0,0,34.3,22,7,15,31.8,13,5,8,38.5,0.37
150,24,"Kobe Bryant","Los Angeles Lakers",35,277,58.6,229,0.827,277,103,174,37.2,40.4,0.02,2.2,37.2,211,85,126,40.3,66,18,48,27.3,0.24
150,0,"CJ Miles","Indiana Pacers",71,150,23.5,124,0.827,150,55,95,36.7,40.7,0.01,1.3,36.7,102,43,59,42.2,48,12,36,25,0.32
152,34,"Devin Harris","Dallas Mavericks",80,142,39.8,117,0.824,142,48,94,33.8,41.2,0,0,33.8,75,27,48,36,67,21,46,31.3,0.47
152,13,"Tristan Thompson","Cleveland Cavaliers",102,17,37.8,14,0.824,17,7,10,41.2,41.2,0,0,41.2,17,7,10,41.2,0,0,0,,0
154,6,"Jordan  Clarkson","Los Angeles Lakers",59,198,63.7,163,0.823,198,77,121,38.9,41.2,0,0,38.9,173,68,105,39.3,25,9,16,36,0.13
155,0,"Russell Westbrook","Oklahoma City Thunder",67,595,76,489,0.822,595,216,379,36.3,40.7,0.01,0.8,36.3,426,164,262,38.5,169,52,117,30.8,0.28
156,15,"Hedo Turkoglu","Los Angeles Clippers",73,56,31.3,46,0.821,56,18,38,32.1,41.1,0,0,32.1,23,8,15,34.8,33,10,23,30.3,0.59
156,8,"Jeff Green","Boston Celtics",33,95,38.8,78,0.821,95,34,61,35.8,41.1,0,0,35.8,68,24,44,35.3,27,10,17,37,0.28
158,7,"Carmelo Anthony","New York Knicks",40,153,33,125,0.817,153,57,96,37.3,40.2,0.01,1.3,37.3,122,48,74,39.3,31,9,22,29,0.2
159,26,"Phil Pressey","Boston Celtics",52,49,51.6,40,0.816,49,16,33,32.7,40.8,0,0,32.7,22,8,14,36.4,27,8,19,29.6,0.55
159,4,"Isaiah Thomas","Boston Celtics",25,114,53.8,93,0.816,114,35,79,30.7,39.9,0.02,1.8,30.7,44,14,30,31.8,70,21,49,30,0.61
161,30,"Brandon Bass","Boston Celtics",86,59,18.7,48,0.814,59,24,35,40.7,40.7,0,0,40.7,58,24,34,41.4,1,0,1,0,0.02
162,15,"John Salmons","New Orleans Pelicans",22,16,37.2,13,0.813,16,6,10,37.5,40.6,0,0,37.5,15,5,10,33.3,1,1,0,100,0.06
163,2,"Joe  Ingles","Utah Jazz",79,95,34.2,77,0.811,95,35,60,36.8,40.5,0,0,36.8,62,28,34,45.2,33,7,26,21.2,0.35
164,25,"Thabo Sefolosha","Atlanta Hawks",52,21,18.4,17,0.81,21,8,13,38.1,40.5,0,0,38.1,19,7,12,36.8,2,1,1,50,0.1
164,25,"Al Jefferson","Charlotte Hornets",65,21,11.5,17,0.81,21,8,13,38.1,40.5,0.05,4.8,38.1,20,7,13,35,1,1,0,100,0.05
164,3,"Ray McCallum","Sacramento Kings",68,147,58.1,119,0.81,147,56,91,38.1,40.1,0.01,1.4,38.1,123,50,73,40.7,24,6,18,25,0.16
