sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
19,10,"Luke Kennard","Memphis Grizzlies",29,57,32.6,69,1.211,57,26,31,45.6,59.6,0.02,1.8,45.6,22,10,12,45.5,35,16,19,45.7,0.61
20,20,"Kendrick Nunn","Washington Wizards",31,69,53.9,83,1.203,69,32,37,46.4,60.1,0,0,46.4,28,13,15,46.4,41,19,22,46.3,0.59
21,1,"Theo Pinson","Dallas Mavericks",39,10,15.9,12,1.2,10,4,6,40,60,0,0,40,1,0,1,0,9,4,5,44.4,0.9
21,17,"Rodney McGruder","Detroit Pistons",32,20,19.4,24,1.2,20,8,12,40,60,0,0,40,4,0,4,0,16,8,8,50,0.8
23,0,"Kevin Love","Cleveland Cavaliers",41,36,16.8,43,1.194,36,15,21,41.7,58.3,0.03,2.8,41.7,5,3,2,60,31,12,19,38.7,0.86
24,55,"Duncan Robinson","Miami Heat",65,104,32.4,123,1.183,104,42,62,40.4,58.7,0.01,1,40.4,13,4,9,30.8,91,38,53,41.8,0.88
25,2,"Collin Sexton","Utah Jazz",48,105,57.1,124,1.181,105,51,54,48.6,58.6,0.01,1,48.6,61,30,31,49.2,44,21,23,47.7,0.42
26,13,"Malcolm Brogdon","Boston Celtics",86,278,56.2,328,1.18,278,127,151,45.7,59,0,0,45.7,107,53,54,49.5,171,74,97,43.3,0.62
27,30,"Stephen Curry","Golden State Warriors",69,585,61.8,686,1.173,585,246,339,42.1,57.7,0.02,1.9,42.1,138,63,75,45.7,447,183,264,40.9,0.76
28,13,"Keegan Murray","Sacramento Kings",87,77,13.3,89,1.156,77,36,41,46.8,57.8,0,0,46.8,37,19,18,51.4,40,17,23,42.5,0.52
29,2,"Kawhi Leonard","Los Angeles Clippers",54,390,65.7,449,1.151,390,197,193,50.5,56.2,0.03,2.8,50.5,280,153,127,54.6,110,44,66,40,0.28
29,23,"Aaron Nesmith","Indiana Pacers",73,73,20.8,84,1.151,73,33,40,45.2,57.5,0,0,45.2,33,15,18,45.5,40,18,22,45,0.55
31,30,"Seth Curry","Brooklyn Nets",64,214,53.1,246,1.15,214,106,108,49.5,55.8,0.03,3.3,49.5,147,79,68,53.7,67,27,40,40.3,0.31
32,9,"Kevin Huerter","Sacramento Kings",82,281,42,323,1.149,281,125,156,44.5,57.3,0,0.4,44.5,108,53,55,49.1,173,72,101,41.6,0.62
32,0,"Tyrese Haliburton","Indiana Pacers",56,368,78.6,423,1.149,368,150,218,40.8,57.2,0.01,0.5,40.8,64,29,35,45.3,304,121,183,39.8,0.83
34,7,"Buddy Hield","Indiana Pacers",80,298,37.6,342,1.148,298,129,169,43.3,57,0.01,0.7,43.3,111,47,64,42.3,187,82,105,43.9,0.63
35,46,"John Konchar","Memphis Grizzlies",77,21,11.2,24,1.143,21,8,13,38.1,57.1,0,0,38.1,1,0,1,0,20,8,12,40,0.95
36,11,"Kyrie Irving","Dallas Mavericks",20,166,67.2,189,1.139,166,78,88,47,55.7,0.02,2.4,47,92,49,43,53.3,74,29,45,39.2,0.45
37,14,"AJ Griffin","Atlanta Hawks",72,145,41,165,1.138,145,68,77,46.9,56.6,0.01,0.7,46.9,86,40,46,46.5,59,28,31,47.5,0.41
38,9,"Derrick White","Boston Celtics",102,146,26.7,166,1.137,146,62,84,42.5,56.5,0.01,0.7,42.5,43,21,22,48.8,103,41,62,39.8,0.71
39,55,"Delon Wright","Washington Wizards",50,54,40,61,1.13,54,23,31,42.6,56.5,0,0,42.6,13,8,5,61.5,41,15,26,36.6,0.76
40,15,"Cameron Payne","Phoenix Suns",55,133,49.4,150,1.128,133,58,75,43.6,56,0.01,0.8,43.6,55,25,30,45.5,78,33,45,42.3,0.59
41,21,"Aaron Wiggins","Oklahoma City Thunder",72,16,11.9,18,1.125,16,7,9,43.8,56.3,0,0,43.8,10,3,7,30,6,4,2,66.7,0.38
42,9,"Terence Davis","Sacramento Kings",68,85,30.4,95,1.118,85,34,51,40,55.9,0,0,40,19,7,12,36.8,66,27,39,40.9,0.78
43,41,"Kelly Olynyk","Utah Jazz",68,62,22.7,69,1.113,62,26,36,41.9,53.2,0.05,4.8,41.9,31,12,19,38.7,31,14,17,45.2,0.5
44,11,"Kyrie Irving","Brooklyn Nets",40,394,67.8,436,1.107,394,181,213,45.9,54.2,0.03,2.5,45.9,213,116,97,54.5,181,65,116,35.9,0.46
45,14,"Alec Burks","Detroit Pistons",51,217,61.8,239,1.101,217,95,122,43.8,54.1,0.02,1.8,43.8,106,50,56,47.2,111,45,66,40.5,0.51
46,42,"Maxi Kleber","Dallas Mavericks",37,10,8.4,11,1.1,10,5,5,50,55,0,0,50,6,4,2,66.7,4,1,3,25,0.4
46,16,"James Johnson","Indiana Pacers",18,10,47.6,11,1.1,10,5,5,50,55,0,0,50,6,4,2,66.7,4,1,3,25,0.4
48,15,"Austin Reaves","Los Angeles Lakers",81,202,45.8,222,1.099,202,91,111,45,53,0.04,4.5,45,123,59,64,48,79,32,47,40.5,0.39
49,9,"T.J. McConnell","Indiana Pacers",75,197,79.4,215,1.091,197,102,95,51.8,54.3,0.01,1,51.8,180,92,88,51.1,17,10,7,58.8,0.09
49,9,"Davon Reed","Denver Nuggets",35,22,36.7,24,1.091,22,10,12,45.5,54.5,0,0,45.5,14,6,8,42.9,8,4,4,50,0.36
49,12,"De'Andre Hunter","Atlanta Hawks",74,253,43.7,276,1.091,253,130,123,51.4,54,0.02,2,51.4,213,117,96,54.9,40,13,27,32.5,0.16
52,22,"Desmond Bane","Memphis Grizzlies",64,303,54.6,330,1.089,303,125,178,41.3,54.5,0,0,41.3,86,45,41,52.3,217,80,137,36.9,0.72
53,1,"Jonathan Kuminga","Golden State Warriors",77,57,27.7,62,1.088,57,27,30,47.4,53.5,0.02,1.8,47.4,42,20,22,47.6,15,7,8,46.7,0.26
54,0,"Damian Lillard","Portland Trail Blazers",58,517,67,562,1.087,517,201,316,38.9,53.6,0.02,1.5,38.9,103,49,54,47.6,414,152,262,36.7,0.8
54,21,"Patrick Beverley","Los Angeles Lakers",45,23,14,25,1.087,23,9,14,39.1,54.3,0,0,39.1,5,2,3,40,18,7,11,38.9,0.78
54,32,"Jeff Green","Denver Nuggets",76,23,15.6,25,1.087,23,10,13,43.5,54.3,0,0,43.5,7,5,2,71.4,16,5,11,31.3,0.7
57,1,"James Harden","Philadelphia 76ers",69,514,79.9,558,1.086,514,206,308,40.1,53.4,0.02,1.9,40.1,144,69,75,47.9,370,137,233,37,0.72
58,7,"Kyle Lowry","Miami Heat",80,246,48.4,267,1.085,246,102,144,41.5,53,0.02,2.4,41.5,96,45,51,46.9,150,57,93,38,0.61
59,7,"Dalen Terry","Chicago Bulls",38,12,38.7,13,1.083,12,5,7,41.7,54.2,0,0,41.7,4,2,2,50,8,3,5,37.5,0.67
60,22,"Monte Morris","Washington Wizards",62,173,55.4,187,1.081,173,79,94,45.7,53.5,0.01,1.2,45.7,102,52,50,51,71,27,44,38,0.41
61,1,"Mikal Bridges","Brooklyn Nets",31,256,61.8,276,1.078,256,124,132,48.4,52.9,0.02,2.3,48.4,200,101,99,50.5,56,23,33,41.1,0.22
62,10,"Eric Gordon","Houston Rockets",47,79,31.2,85,1.076,79,29,50,36.7,53.2,0.01,1.3,36.7,9,3,6,33.3,70,26,44,37.1,0.89
63,21,"Frank Ntilikina","Dallas Mavericks",47,27,30.7,29,1.074,27,13,14,48.1,53.7,0,0,48.1,16,10,6,62.5,11,3,8,27.3,0.41
64,28,"Rui Hachimura","Los Angeles Lakers",50,83,39.9,89,1.072,83,44,39,53,53,0.01,1.2,53,82,44,38,53.7,1,0,1,0,0.01
65,3,"Nah'Shon Hyland","Denver Nuggets",42,154,56,165,1.071,154,59,95,38.3,53.2,0.01,0.6,38.3,31,13,18,41.9,123,46,77,37.4,0.8
66,45,"Donovan Mitchell","Cleveland Cavaliers",73,642,69.5,687,1.07,642,263,379,41,53.2,0.01,0.6,41,232,106,126,45.7,410,157,253,38.3,0.64
66,14,"Gary Harris","Orlando Magic",48,43,18.5,46,1.07,43,17,26,39.5,53.5,0,0,39.5,15,5,10,33.3,28,12,16,42.9,0.65
68,24,"Corey Kispert","Washington Wizards",74,44,11,47,1.068,44,17,27,38.6,52.3,0.02,2.3,38.6,13,5,8,38.5,31,12,19,38.7,0.7
68,12,"Joe Harris","Brooklyn Nets",78,59,16.1,63,1.068,59,23,36,39,53.4,0,0,39,15,6,9,40,44,17,27,38.6,0.75
70,25,"Jalen Smith","Indiana Pacers",68,15,6.6,16,1.067,15,6,9,40,50,0.07,6.7,40,11,3,8,27.3,4,3,1,75,0.27
71,4,"Moses Moody","Golden State Warriors",75,31,18.1,33,1.065,31,13,18,41.9,53.2,0,0,41.9,15,6,9,40,16,7,9,43.8,0.52
72,2,"Josh Richardson","New Orleans Pelicans",24,32,26.2,34,1.063,32,16,16,50,51.6,0.03,3.1,50,30,15,15,50,2,1,1,50,0.06
73,5,"Bones Hyland","Los Angeles Clippers",19,49,43.8,52,1.061,49,21,28,42.9,53.1,0,0,42.9,18,11,7,61.1,31,10,21,32.3,0.63
73,5,"Luke Kennard","Los Angeles Clippers",35,66,37.9,70,1.061,66,30,36,45.5,53,0,0,45.5,39,20,19,51.3,27,10,17,37,0.41
75,50,"Cole Anthony","Orlando Magic",60,202,55.8,214,1.059,202,93,109,46,51.5,0.03,3.5,46,146,71,75,48.6,56,22,34,39.3,0.28
75,8,"Josh Green","Dallas Mavericks",60,34,17.1,36,1.059,34,17,17,50,52.9,0,0,50,26,15,11,57.7,8,2,6,25,0.24
77,16,"Caleb Martin","Miami Heat",96,121,27.1,128,1.058,121,55,66,45.5,52.9,0,0,45.5,68,37,31,54.4,53,18,35,34,0.44
78,26,"Spencer Dinwiddie","Dallas Mavericks",53,234,58.5,247,1.056,234,90,144,38.5,52.6,0.01,0.9,38.5,60,24,36,40,174,66,108,37.9,0.74
79,44," Bojan Bogdanovic","Detroit Pistons",59,275,50.1,290,1.055,275,128,147,46.5,52.4,0.01,0.7,46.5,182,96,86,52.7,93,32,61,34.4,0.34
80,8,"Ziaire Williams","Memphis Grizzlies",41,37,30.1,39,1.054,37,16,21,43.2,52.7,0,0,43.2,20,9,11,45,17,7,10,41.2,0.46
80,22,"Khris Middleton","Milwaukee Bucks",38,205,64.7,216,1.054,205,89,116,43.4,52.2,0.02,2,43.4,108,53,55,49.1,97,36,61,37.1,0.47
80,0,"D'Angelo Russell","Minnesota Timberwolves",54,317,58.5,334,1.054,317,137,180,43.2,52.7,0.01,0.6,43.2,159,77,82,48.4,158,60,98,38,0.5
83,34,"Stanley Johnson","San Antonio Spurs",30,19,33.9,20,1.053,19,8,11,42.1,52.6,0,0,42.1,12,4,8,33.3,7,4,3,57.1,0.37
84,10,"Darius Garland","Cleveland Cavaliers",74,478,70,503,1.052,478,203,275,42.5,52.5,0,0.2,42.5,233,107,126,45.9,245,96,149,39.2,0.51
85,5,"Malik Beasley","Utah Jazz",55,196,35.6,206,1.051,196,77,119,39.3,52.3,0.01,0.5,39.3,64,26,38,40.6,132,51,81,38.6,0.67
86,11,"Jalen Brunson","New York Knicks",79,616,80,646,1.049,616,273,343,44.3,51.7,0.02,1.8,44.3,367,182,185,49.6,249,91,158,36.5,0.4
87,17,"Doug McDermott","San Antonio Spurs",64,69,21.3,72,1.043,69,26,43,37.7,52.2,0,0,37.7,20,6,14,30,49,20,29,40.8,0.71
87,0,"Jordan Clarkson","Utah Jazz",61,328,55.8,342,1.043,328,132,196,40.2,51.1,0.02,2.1,40.2,117,61,56,52.1,211,71,140,33.6,0.64
89,8,"Patty Mills","Brooklyn Nets",41,74,40,77,1.041,74,32,42,43.2,52,0,0,43.2,47,19,28,40.4,27,13,14,48.1,0.36
90,15,"Daishen Nix","Houston Rockets",57,50,34,52,1.04,50,18,32,36,52,0,0,36,5,2,3,40,45,16,29,35.6,0.9
91,1,"Devin Booker","Phoenix Suns",64,672,81.4,697,1.037,672,298,374,44.3,50.6,0.03,3.1,44.3,423,214,209,50.6,249,84,165,33.7,0.37
92,5,"Jevon Carter","Milwaukee Bucks",85,252,54.5,261,1.036,252,104,148,41.3,51.8,0,0,41.3,119,51,68,42.9,133,53,80,39.8,0.53
92,11,"Isaiah Joe","Oklahoma City Thunder",75,140,30.2,145,1.036,140,57,83,40.7,51.4,0.01,0.7,40.7,56,27,29,48.2,84,30,54,35.7,0.6
94,77,"Luka Doncic","Dallas Mavericks",66,650,87.1,673,1.035,650,256,394,39.4,51.3,0.01,1.2,39.4,201,101,100,50.2,449,155,294,34.5,0.69
94,27,"Jamal Murray","Denver Nuggets",85,664,72.1,687,1.035,664,281,383,42.3,51.7,0,0.2,42.3,336,157,179,46.7,328,124,204,37.8,0.49
96,30,"Furkan Korkmaz","Philadelphia 76ers",40,29,46,30,1.034,29,11,18,37.9,50,0.07,6.9,37.9,12,4,8,33.3,17,7,10,41.2,0.59
97,4,"Devonte' Graham","New Orleans Pelicans",53,67,33,69,1.03,67,25,42,37.3,50.7,0.01,1.5,37.3,11,7,4,63.6,56,18,38,32.1,0.84
98,25,"Trey Murphy III","New Orleans Pelicans",80,68,12.7,70,1.029,68,25,43,36.8,51.5,0,0,36.8,19,5,14,26.3,49,20,29,40.8,0.72
98,7,"Santi Aldama","Memphis Grizzlies",83,35,11.7,36,1.029,35,13,22,37.1,50,0.06,5.7,37.1,10,4,6,40,25,9,16,36,0.71
98,9,"Nickeil Alexander-Walker","Minnesota Timberwolves",30,35,29.7,36,1.029,35,13,22,37.1,51.4,0,0,37.1,11,3,8,27.3,24,10,14,41.7,0.69
101,4,"Derrick Rose","New York Knicks",29,36,48,37,1.028,36,13,23,36.1,51.4,0,0,36.1,9,2,7,22.2,27,11,16,40.7,0.75
102,12,"Grayson Allen","Milwaukee Bucks",77,115,27.8,118,1.026,115,41,74,35.7,51.3,0,0,35.7,20,5,15,25,95,36,59,37.9,0.83
103,11,"Klay Thompson","Golden State Warriors",82,488,41.2,498,1.02,488,203,285,41.6,50.8,0,0.4,41.6,262,113,149,43.1,226,90,136,39.8,0.46
103,10,"Svi Mykhailiuk","Charlotte Hornets",19,51,46.4,52,1.02,51,19,32,37.3,50,0.02,2,37.3,18,6,12,33.3,33,13,20,39.4,0.65
105,12,"Isaiah Livers","Detroit Pistons",52,55,22.9,56,1.018,55,23,32,41.8,50.9,0,0,41.8,32,13,19,40.6,23,10,13,43.5,0.42
105,25,"Danuel House Jr.","Philadelphia 76ers",63,57,41.6,58,1.018,57,22,35,38.6,50.9,0,0,38.6,14,8,6,57.1,43,14,29,32.6,0.75
107,16,"Cedi Osman","Cleveland Cavaliers",82,64,18.7,65,1.016,64,22,42,34.4,50.8,0,0,34.4,11,1,10,9.1,53,21,32,39.6,0.83
108,13,"Bogdan Bogdanovic","Atlanta Hawks",61,205,37.6,208,1.015,205,85,120,41.5,50.5,0,0.5,41.5,113,48,65,42.5,92,37,55,40.2,0.45
109,21,"Jrue Holiday","Milwaukee Bucks",72,498,76.4,504,1.012,498,198,300,39.8,50.5,0,0.4,39.8,191,91,100,47.6,307,107,200,34.9,0.62
109,10,"Nassir Little","Portland Trail Blazers",54,83,40.1,84,1.012,83,35,48,42.2,50.6,0,0,42.2,48,21,27,43.8,35,14,21,40,0.42
111,3,"Jaden McDaniels","Minnesota Timberwolves",79,101,28.2,102,1.01,101,46,55,45.5,50.5,0.02,2,45.5,81,36,45,44.4,20,10,10,50,0.2
112,2,"Shai Gilgeous-Alexander","Oklahoma City Thunder",70,594,90.8,599,1.008,594,277,317,46.6,50.3,0,0.3,46.6,473,234,239,49.5,121,43,78,35.5,0.2
113,4,"Victor Oladipo","Miami Heat",45,154,53.8,155,1.006,154,62,92,40.3,50.3,0,0,40.3,68,31,37,45.6,86,31,55,36,0.56
114,3,"Bradley Beal","Washington Wizards",50,335,72.2,336,1.003,335,147,188,43.9,49.3,0.02,1.8,43.9,228,111,117,48.7,107,36,71,33.6,0.32
115,3,"Kevin Porter Jr.","Houston Rockets",59,409,76.7,410,1.002,409,158,251,38.6,49.6,0.02,1.7,38.6,149,68,81,45.6,260,90,170,34.6,0.64
116,32,"Aaron Gordon","Denver Nuggets",88,113,40.5,113,1,113,42,71,37.2,49.1,0.02,1.8,37.2,43,15,28,34.9,70,27,43,38.6,0.62
116,1,"LaMelo Ball","Charlotte Hornets",36,244,55,244,1,244,90,154,36.9,50,0,0,36.9,59,26,33,44.1,185,64,121,34.6,0.76
116,1,"T.J. Warren","Brooklyn Nets",26,60,56.1,60,1,60,29,31,48.3,49.2,0.02,1.7,48.3,54,28,26,51.9,6,1,5,16.7,0.1
116,12,"Lindy Waters III","Oklahoma City Thunder",44,28,16.5,28,1,28,10,18,35.7,50,0,0,35.7,2,2,0,100,26,8,18,30.8,0.93
116,1,"Obi Toppin","New York Knicks",78,33,10.9,33,1,33,12,21,36.4,48.5,0.03,3,36.4,11,4,7,36.4,22,8,14,36.4,0.67
116,10,"Ty Jerome","Golden State Warriors",45,50,44.6,50,1,50,19,31,38,50,0,0,38,22,7,15,31.8,28,12,16,42.9,0.56
116,4,"Duane Washington Jr.","Phoenix Suns",31,90,56.6,90,1,90,35,55,38.9,49.4,0.01,1.1,38.9,45,16,29,35.6,45,19,26,42.2,0.5
116,35,"Kevin Durant","Phoenix Suns",19,170,68.8,170,1,170,78,92,45.9,48.8,0.03,2.9,45.9,137,68,69,49.6,33,10,23,30.3,0.19
116,40,"Harrison Barnes","Sacramento Kings",89,119,27,119,1,119,46,73,38.7,49.2,0.03,3.4,38.7,56,21,35,37.5,63,25,38,39.7,0.53
116,2,"Gabe Vincent","Miami Heat",92,300,49.2,300,1,300,117,183,39,49.2,0.02,2,39,114,56,58,49.1,186,61,125,32.8,0.62
116,25,"Garrison Mathews","Houston Rockets",45,24,15.5,24,1,24,8,16,33.3,50,0,0,33.3,1,0,1,0,23,8,15,34.8,0.96
116,2,"Cameron Johnson","Brooklyn Nets",29,75,31.1,75,1,75,34,41,45.3,49.3,0.01,1.3,45.3,54,28,26,51.9,21,6,15,28.6,0.28
116,14,"Terance Mann","Los Angeles Clippers",86,113,41.4,113,1,113,45,68,39.8,50,0,0,39.8,54,22,32,40.7,59,23,36,39,0.52
129,23,"Fred VanVleet","Toronto Raptors",70,492,60.7,491,0.998,492,191,301,38.8,49.7,0,0.4,38.8,181,84,97,46.4,311,107,204,34.4,0.63
130,21,"Tyus Jones","Memphis Grizzlies",86,168,39.9,167,0.994,168,68,100,40.5,49.7,0,0,40.5,75,37,38,49.3,93,31,62,33.3,0.55
131,5,"Dejounte Murray","Atlanta Hawks",80,647,67.7,642,0.992,647,291,356,45,49,0.01,1.4,45,499,239,260,47.9,148,52,96,35.1,0.23
132,1,"Anfernee Simons","Portland Trail Blazers",62,391,56.4,387,0.99,391,147,244,37.6,49.4,0,0.3,37.6,131,55,76,42,260,92,168,35.4,0.66
133,8,"Rui Hachimura","Washington Wizards",30,86,47.8,85,0.988,86,42,44,48.8,48.8,0.01,1.2,48.8,85,42,43,49.4,1,0,1,0,0.01
134,6,"Keon Johnson","Portland Trail Blazers",40,52,51,51,0.981,52,19,33,36.5,49,0,0,36.5,21,6,15,28.6,31,13,18,41.9,0.6
135,4,"Jaylen Nowell","Minnesota Timberwolves",71,202,56.3,198,0.98,202,84,118,41.6,48.8,0,0.5,41.6,108,55,53,50.9,94,29,65,30.9,0.47
136,5,"Luguentz Dort","Oklahoma City Thunder",76,111,23.5,108,0.973,111,43,68,38.7,48.6,0,0,38.7,43,21,22,48.8,68,22,46,32.4,0.61
136,33,"Myles Turner","Indiana Pacers",62,37,12.9,36,0.973,37,15,22,40.5,48.6,0,0,40.5,17,9,8,52.9,20,6,14,30,0.54
136,11,"DeMar DeRozan","Chicago Bulls",76,699,77.2,680,0.973,699,325,374,46.5,47.1,0.04,3.6,46.5,673,316,357,47,26,9,17,34.6,0.04
139,31,"Terrence Ross","Orlando Magic",42,109,45,106,0.972,109,48,61,44,48.6,0,0,44,73,38,35,52.1,36,10,26,27.8,0.33
139,14,"Tyler Herro","Miami Heat",70,468,61.5,455,0.972,468,177,291,37.8,48.3,0.01,0.6,37.8,199,79,120,39.7,269,98,171,36.4,0.57
139,0,"Tyrese Maxey","Philadelphia 76ers",71,316,54.4,307,0.972,316,117,199,37,48.4,0,0.3,37,122,45,77,36.9,194,72,122,37.1,0.61
142,11,"Mike Conley","Utah Jazz",43,137,60.6,133,0.971,137,45,92,32.8,47.8,0.01,1.5,32.8,11,4,7,36.4,126,41,85,32.5,0.92
143,3,"Chris Paul","Phoenix Suns",66,529,80.8,513,0.97,529,229,300,43.3,48.3,0,0.4,43.3,355,176,179,49.6,174,53,121,30.5,0.33
144,4,"Edmond Sumner","Brooklyn Nets",54,30,28.8,29,0.967,30,12,18,40,46.7,0.03,3.3,40,17,8,9,47.1,13,4,9,30.8,0.43
145,6,"Jordan McLaughlin","Minnesota Timberwolves",47,26,30.2,25,0.962,26,9,17,34.6,48.1,0,0,34.6,2,2,0,100,24,7,17,29.2,0.92
146,20,"Gordon Hayward","Charlotte Hornets",50,244,61,234,0.959,244,109,135,44.7,46.7,0.03,3.3,44.7,209,99,110,47.4,35,10,25,28.6,0.14
147,1,"Jaden Hardy","Dallas Mavericks",48,91,47.2,87,0.956,91,33,58,36.3,47.8,0,0,36.3,36,12,24,33.3,55,21,34,38.2,0.6
148,8,"Jalen Williams","Oklahoma City Thunder",77,130,41.1,124,0.954,130,55,75,42.3,47.3,0.01,0.8,42.3,96,42,54,43.8,34,13,21,38.2,0.26
149,21,"TJ Warren","Phoenix Suns",21,21,42,20,0.952,21,10,11,47.6,47.6,0,0,47.6,21,10,11,47.6,0,0,0,,0
149,5,"Immanuel Quickley","New York Knicks",89,330,52.8,314,0.952,330,119,211,36.1,47.3,0.01,0.9,36.1,114,45,69,39.5,216,74,142,34.3,0.65
151,11,"Trae Young","Atlanta Hawks",80,630,84.8,599,0.951,630,228,402,36.2,47,0.01,1.1,36.2,210,92,118,43.8,420,136,284,32.4,0.67
151,3,"Terry Rozier","Charlotte Hornets",63,487,66.7,463,0.951,487,186,301,38.2,47.3,0,0.4,38.2,214,97,117,45.3,273,89,184,32.6,0.56
153,5,"De Aaron Fox","Sacramento Kings",80,684,76.3,649,0.949,684,285,399,41.7,46.8,0.02,1.8,41.7,450,215,235,47.8,234,70,164,29.9,0.34
153,4,"Jalen Suggs","Orlando Magic",53,136,53.3,129,0.949,136,50,86,36.8,47.1,0.01,0.7,36.8,46,22,24,47.8,90,28,62,31.1,0.66
155,8,"Zach Lavine","Chicago Bulls",79,598,69.2,567,0.948,598,231,367,38.6,47.2,0.01,0.5,38.6,289,128,161,44.3,309,103,206,33.3,0.52
155,10,"Tim Hardaway Jr.","Dallas Mavericks",71,211,32,200,0.948,211,78,133,37,46.9,0.01,1.4,37,96,36,60,37.5,115,42,73,36.5,0.55
157,19,"Raul Neto","Cleveland Cavaliers",50,19,35.2,18,0.947,19,8,11,42.1,47.4,0,0,42.1,10,6,4,60,9,2,7,22.2,0.47
157,30,"Julius Randle","New York Knicks",87,454,47.9,430,0.947,454,172,282,37.9,46.5,0.02,2.4,37.9,211,94,117,44.5,243,78,165,32.1,0.54
159,3,"Aaron Holiday","Atlanta Hawks",64,56,47.1,53,0.946,56,22,34,39.3,47.3,0,0,39.3,29,13,16,44.8,27,9,18,33.3,0.48
160,13,"Paul George","Los Angeles Clippers",56,433,64.1,409,0.945,433,166,267,38.3,47,0.01,0.7,38.3,222,91,131,41,211,75,136,35.5,0.49
161,8,"Terrence Ross","Phoenix Suns",27,53,30.5,50,0.943,53,25,28,47.2,47.2,0,0,47.2,45,25,20,55.6,8,0,8,0,0.15
162,0,"Malik Monk","Sacramento Kings",84,226,44.6,213,0.942,226,79,147,35,46.7,0.01,1.3,35,71,26,45,36.6,155,53,102,34.2,0.69
163,99,"Jae Crowder","Milwaukee Bucks",22,17,23.6,16,0.941,17,6,11,35.3,47.1,0,0,35.3,7,2,5,28.6,10,4,6,40,0.59
164,5,"Cam Reddish","Portland Trail Blazers",20,33,33,31,0.939,33,12,21,36.4,45.5,0.03,3,36.4,13,6,7,46.2,20,6,14,30,0.61
165,6,"Kristaps Porzingis","Washington Wizards",65,160,31.6,150,0.938,160,67,93,41.9,45.3,0.03,3.1,41.9,120,56,64,46.7,40,11,29,27.5,0.25
