sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
53,24,"Jalen Pickett","Denver Nuggets",57,62,41.9,66,1.065,62,25,37,40.3,53.2,0,0,40.3,33,9,24,27.3,29,16,13,55.2,0.47
55,20,"A.J. Green","Milwaukee Bucks",79,140,31.3,149,1.064,140,55,85,39.3,52.9,0.01,0.7,39.3,41,17,24,41.5,99,38,61,38.4,0.71
56,4,"Dalton Knecht","Los Angeles Lakers",80,111,27.8,118,1.063,111,47,64,42.3,53.2,0,0,42.3,52,23,29,44.2,59,24,35,40.7,0.53
57,5,"Gary Trent Jr.","Milwaukee Bucks",80,232,38.9,246,1.06,232,98,134,42.2,52.8,0,0.4,42.2,108,49,59,45.4,124,49,75,39.5,0.53
57,10,"Luke Kennard","Memphis Grizzlies",70,133,37.7,141,1.06,133,60,73,45.1,53,0,0,45.1,74,39,35,52.7,59,21,38,35.6,0.44
57,5,"Jarace Walker","Indiana Pacers",87,100,42,106,1.06,100,40,60,40,53,0,0,40,32,14,18,43.8,68,26,42,38.2,0.68
57,2,"Collin Sexton","Utah Jazz",63,300,69,318,1.06,300,130,170,43.3,53,0,0,43.3,153,72,81,47.1,147,58,89,39.5,0.49
57,9,"Craig Porter","Cleveland Cavaliers",57,50,72.5,53,1.06,50,20,30,40,53,0,0,40,18,7,11,38.9,32,13,19,40.6,0.64
62,0,"Tyrese Haliburton","Indiana Pacers",96,686,78.2,726,1.058,686,265,421,38.6,52.6,0.01,0.7,38.6,153,73,80,47.7,533,192,341,36,0.78
63,5,"Bones Hyland","Los Angeles Clippers",20,70,72.9,74,1.057,70,26,44,37.1,52.9,0,0,37.1,15,4,11,26.7,55,22,33,40,0.79
64,20,"Georges Niang","Cleveland Cavaliers",51,18,7.9,19,1.056,18,7,11,38.9,52.8,0,0,38.9,3,2,1,66.7,15,5,10,33.3,0.83
65,7,"Santi Aldama","Memphis Grizzlies",71,58,14.7,61,1.052,58,24,34,41.4,52.6,0,0,41.4,24,11,13,45.8,34,13,21,38.2,0.59
65,7,"Carlton Carrington","Washington Wizards",82,348,60.8,366,1.052,348,148,200,42.5,52.4,0,0.3,42.5,156,79,77,50.6,192,69,123,35.9,0.55
67,10,"Brandon Williams","Dallas Mavericks",35,39,45.3,41,1.051,39,17,22,43.6,52.6,0,0,43.6,15,10,5,66.7,24,7,17,29.2,0.62
67,3,"Chris Paul","San Antonio Spurs",82,394,72.6,414,1.051,394,163,231,41.4,52.3,0.01,0.5,41.4,165,77,88,46.7,229,86,143,37.6,0.58
69,3,"DaQuan Jeffries","Charlotte Hornets",47,21,12,22,1.048,21,9,12,42.9,52.4,0,0,42.9,8,5,3,62.5,13,4,9,30.8,0.62
70,20,"John Collins","Utah Jazz",40,43,21.9,45,1.047,43,20,23,46.5,51.2,0.02,2.3,46.5,35,16,19,45.7,8,4,4,50,0.19
71,22,"Kyle Filipowski","Utah Jazz",72,22,9.5,23,1.045,22,9,13,40.9,52.3,0,0,40.9,7,4,3,57.1,15,5,10,33.3,0.68
72,14,"Tyler Herro","Miami Heat",83,524,58.2,547,1.044,524,208,316,39.7,51.5,0.01,1.3,39.7,172,84,88,48.8,352,124,228,35.2,0.67
73,27,"Maxwell Lewis","Brooklyn Nets",21,26,42.6,27,1.038,26,11,15,42.3,51.9,0,0,42.3,10,6,4,60,16,5,11,31.3,0.62
74,27,"Jamal Murray","Denver Nuggets",81,590,70.6,612,1.037,590,254,336,43.1,51.6,0.01,0.5,43.1,333,153,180,45.9,257,101,156,39.3,0.44
74,24,"Norman Powell","Los Angeles Clippers",67,271,48.7,281,1.037,271,104,167,38.4,51.5,0.01,1.1,38.4,79,33,46,41.8,192,71,121,37,0.71
76,77,"Luka Doncic","Dallas Mavericks",22,253,80.6,262,1.036,253,101,152,39.9,50,0.05,4,39.9,100,50,50,50,153,51,102,33.3,0.6
77,11,"Payton Pritchard","Boston Celtics",91,339,43.2,351,1.035,339,131,208,38.6,51.8,0,0.3,38.6,84,42,42,50,255,89,166,34.9,0.75
78,22,"Desmond Bane","Memphis Grizzlies",75,371,61.6,383,1.032,371,146,225,39.4,51.3,0.01,0.5,39.4,127,57,70,44.9,244,89,155,36.5,0.66
78,25,"Ajay Mitchell","Oklahoma City Thunder",49,31,32,32,1.032,31,14,17,45.2,50,0.03,3.2,45.2,21,11,10,52.4,10,3,7,30,0.32
80,11,"Jeff Dowtin Jr.","Philadelphia 76ers",41,96,75.6,99,1.031,96,41,55,42.7,51.6,0,0,42.7,55,24,31,43.6,41,17,24,41.5,0.43
80,0,"Damian Lillard","Milwaukee Bucks",62,487,67.8,502,1.031,487,192,295,39.4,50.9,0.01,1.2,39.4,167,80,87,47.9,320,112,208,35,0.66
80,3,"Julian Strawther","Denver Nuggets",74,65,22.3,67,1.031,65,23,42,35.4,51.5,0,0,35.4,8,2,6,25,57,21,36,36.8,0.88
80,1,"DAngelo Russell","Los Angeles Lakers",29,98,47.1,101,1.031,98,38,60,38.8,51.5,0,0,38.8,37,13,24,35.1,61,25,36,41,0.62
84,0,"Jaylen Wells","Memphis Grizzlies",79,99,21.5,102,1.03,99,41,58,41.4,51.5,0,0,41.4,43,21,22,48.8,56,20,36,35.7,0.57
84,5,"Nikola Jovic","Miami Heat",50,33,13.4,34,1.03,33,12,21,36.4,50,0.03,3,36.4,9,3,6,33.3,24,9,15,37.5,0.73
86,8,"Kris Dunn","Los Angeles Clippers",81,34,12.6,35,1.029,34,14,20,41.2,51.5,0,0,41.2,17,7,10,41.2,17,7,10,41.2,0.5
87,5,"Sam Merrill","Cleveland Cavaliers",79,72,17.4,74,1.028,72,25,47,34.7,51.4,0,0,34.7,4,1,3,25,68,24,44,35.3,0.94
88,23,"Keon Ellis","Sacramento Kings",81,78,21.9,80,1.026,78,29,49,37.2,50.6,0.01,1.3,37.2,28,8,20,28.6,50,21,29,42,0.64
89,1,"Devin Booker","Phoenix Suns",75,716,70.3,734,1.025,716,314,402,43.9,50.3,0.02,2.4,43.9,418,222,196,53.1,298,92,206,30.9,0.42
90,2,"Shai Gilgeous-Alexander","Oklahoma City Thunder",100,1130,90,1156,1.023,1130,494,636,43.7,50.6,0.02,1.5,43.7,669,339,330,50.7,461,155,306,33.6,0.41
90,11,"Jalen Brunson","New York Knicks",83,711,80.5,727,1.023,711,295,416,41.5,50.3,0.02,2,41.5,349,170,179,48.7,362,125,237,34.5,0.51
92,10,"Mike Conley","Minnesota Timberwolves",86,182,46.8,186,1.022,182,62,120,34.1,51.1,0,0,34.1,14,0,14,0,168,62,106,36.9,0.92
93,11,"Bol Bol","Phoenix Suns",36,52,40.3,53,1.019,52,23,29,44.2,50,0.04,3.8,44.2,29,17,12,58.6,23,6,17,26.1,0.44
94,0,"Jordan Clarkson","Utah Jazz",37,172,57.3,175,1.017,172,66,106,38.4,49.7,0.02,2.3,38.4,59,27,32,45.8,113,39,74,34.5,0.66
94,2,"Andrew Nembhard","Indiana Pacers",88,287,57.4,292,1.017,287,130,157,45.3,50.5,0.01,0.7,45.3,209,100,109,47.8,78,30,48,38.5,0.27
96,28,"Brice Sensabaugh","Utah Jazz",71,155,35,157,1.013,155,61,94,39.4,50.3,0.01,0.6,39.4,61,27,34,44.3,94,34,60,36.2,0.61
97,20,"Jared McCain","Philadelphia 76ers",23,88,51.5,89,1.011,88,37,51,42,50.6,0,0,42,38,22,16,57.9,50,15,35,30,0.57
98,1,"Anfernee Simons","Portland Trail Blazers",70,416,57,420,1.01,416,160,256,38.5,50.4,0,0.2,38.5,129,61,68,47.3,287,99,188,34.5,0.69
98,5,"Anthony Edwards","Minnesota Timberwolves",94,946,77.7,955,1.01,946,349,597,36.9,50.3,0,0.3,36.9,265,95,170,35.8,681,254,427,37.3,0.72
100,10,"DeMar DeRozan","Sacramento Kings",78,602,68.4,606,1.007,602,284,318,47.2,48.9,0.03,3.2,47.2,534,263,271,49.3,68,21,47,30.9,0.11
101,3,"Kentavious Caldwell-Pope","Orlando Magic",83,163,34.5,164,1.006,163,72,91,44.2,50,0.01,0.6,44.2,101,53,48,52.5,62,19,43,30.6,0.38
102,15,"Austin Reaves","Los Angeles Lakers",78,377,53.3,379,1.005,377,144,233,38.2,49.6,0.02,1.6,38.2,125,58,67,46.4,252,86,166,34.1,0.67
103,26,"Spencer Dinwiddie","Dallas Mavericks",81,236,59.6,237,1.004,236,90,146,38.1,49.8,0.02,2.1,38.1,63,35,28,55.6,173,55,118,31.8,0.73
104,9,"Nikola Vucevic","Chicago Bulls",74,27,6.7,27,1,27,13,14,48.1,50,0,0,48.1,25,12,13,48,2,1,1,50,0.07
104,4,"Kobe Bufkin","Atlanta Hawks",10,11,44,11,1,11,5,6,45.5,50,0,0,45.5,6,4,2,66.7,5,1,4,20,0.45
104,2,"Lonzo Ball","Chicago Bulls",35,62,29.2,62,1,62,22,40,35.5,50,0,0,35.5,15,4,11,26.7,47,18,29,38.3,0.76
104,22,"Andrew Wiggins","Miami Heat",23,85,46.7,85,1,85,34,51,40,48.8,0.02,2.4,40,43,19,24,44.2,42,15,27,35.7,0.49
104,8,"Jamal Cain","New Orleans Pelicans",37,24,25.5,24,1,24,9,15,37.5,50,0,0,37.5,10,3,7,30,14,6,8,42.9,0.58
104,61,"Pat Spencer","Golden State Warriors",47,18,48.6,18,1,18,9,9,50,50,0,0,50,12,9,3,75,6,0,6,0,0.33
104,7,"Doug McDermott","Sacramento Kings",43,11,10.3,11,1,11,4,7,36.4,50,0,0,36.4,3,1,2,33.3,8,3,5,37.5,0.73
104,13,"Naji Marshall","Dallas Mavericks",71,114,35.7,114,1,114,56,58,49.1,49.6,0.02,1.8,49.1,85,55,30,64.7,29,1,28,3.4,0.25
104,33,"Myles Turner","Indiana Pacers",95,70,12.8,70,1,70,28,42,40,50,0,0,40,29,14,15,48.3,41,14,27,34.1,0.59
104,36,"Marcus Smart","Washington Wizards",15,29,44.6,29,1,29,12,17,41.4,50,0.03,3.4,41.4,13,7,6,53.8,16,5,11,31.3,0.55
104,9,"Bronny James","Los Angeles Lakers",29,24,54.5,24,1,24,9,15,37.5,50,0,0,37.5,8,3,5,37.5,16,6,10,37.5,0.67
104,7,"Cam Whitmore","Houston Rockets",54,110,50.2,110,1,110,42,68,38.2,50,0,0,38.2,32,16,16,50,78,26,52,33.3,0.71
104,25,"Jalen Smith","Chicago Bulls",65,10,4.3,10,1,10,4,6,40,50,0,0,40,3,2,1,66.7,7,2,5,28.6,0.7
104,33,"Toumani Camara","Portland Trail Blazers",78,27,7.4,27,1,27,9,18,33.3,50,0,0,33.3,1,0,1,0,26,9,17,34.6,0.96
104,3,"MarJon Beauchamp","Milwaukee Bucks",27,21,63.6,21,1,21,8,13,38.1,50,0,0,38.1,11,3,8,27.3,10,5,5,50,0.48
104,14,"Matas Buzelis","Chicago Bulls",81,37,12.8,37,1,37,14,23,37.8,50,0,0,37.8,15,5,10,33.3,22,9,13,40.9,0.59
104,30,"Julian Champagnie","San Antonio Spurs",82,64,13,64,1,64,23,41,35.9,49.2,0.02,1.6,35.9,11,6,5,54.5,53,17,36,32.1,0.83
104,23,"Eric Gordon","Philadelphia 76ers",39,12,8.6,12,1,12,4,8,33.3,50,0,0,33.3,1,0,1,0,11,4,7,36.4,0.92
104,9,"T.J. McConnell","Indiana Pacers",102,375,86,375,1,375,184,191,49.1,49.7,0.01,0.5,49.1,356,179,177,50.3,19,5,14,26.3,0.05
123,11,"Trae Young","Atlanta Hawks",78,621,82.4,616,0.992,621,215,406,34.6,49.2,0.01,0.8,34.6,91,34,57,37.4,530,181,349,34.2,0.85
124,2,"Cameron Johnson","Brooklyn Nets",57,201,39.9,199,0.99,201,78,123,38.8,49.5,0,0,38.8,86,35,51,40.7,115,43,72,37.4,0.57
125,77,"Luka Doncic","Los Angeles Lakers",33,338,74.9,334,0.988,338,126,212,37.3,48.5,0.02,2.1,37.3,132,50,82,37.9,206,76,130,36.9,0.61
126,3,"Bradley Beal","Phoenix Suns",53,231,53.8,228,0.987,231,100,131,43.3,48.9,0.01,0.9,43.3,155,74,81,47.7,76,26,50,34.2,0.33
126,3,"Caris LeVert","Cleveland Cavaliers",38,75,41.7,74,0.987,75,28,47,37.3,49.3,0,0,37.3,29,10,19,34.5,46,18,28,39.1,0.61
128,2,"Cade Cunningham","Detroit Pistons",76,565,77.2,557,0.986,565,231,334,40.9,49,0.01,0.5,40.9,277,139,138,50.2,288,92,196,31.9,0.51
129,0,"Tyrese Maxey","Philadelphia 76ers",52,412,70.1,406,0.985,412,152,260,36.9,49,0,0.5,36.9,108,52,56,48.1,304,100,204,32.9,0.74
130,11,"Kyrie Irving","Dallas Mavericks",50,346,62,340,0.983,346,139,207,40.2,48.6,0.02,1.7,40.2,181,81,100,44.8,165,58,107,35.2,0.48
131,0,"Donte DiVincenzo","Minnesota Timberwolves",77,161,30.1,158,0.981,161,54,107,33.5,49.1,0,0,33.5,8,4,4,50,153,50,103,32.7,0.95
131,24,"Cam Thomas","Brooklyn Nets",25,212,74.1,208,0.981,212,82,130,38.7,48.8,0.01,0.9,38.7,86,39,47,45.3,126,43,83,34.1,0.59
131,0,"Coby White","Chicago Bulls",75,366,51.6,359,0.981,366,135,231,36.9,48.9,0,0.3,36.9,110,47,63,42.7,256,88,168,34.4,0.7
134,23,"Tre Mann","Charlotte Hornets",13,50,62.5,49,0.98,50,19,31,38,48,0.02,2,38,20,9,11,45,30,10,20,33.3,0.6
135,33,"Johnny Juzang","Utah Jazz",64,87,24.4,85,0.977,87,35,52,40.2,48.9,0,0,40.2,37,20,17,54.1,50,15,35,30,0.57
136,4,"Moses Moody","Golden State Warriors",87,82,19.1,80,0.976,82,30,52,36.6,48.2,0.01,1.2,36.6,34,11,23,32.4,48,19,29,39.6,0.59
136,1,"James Harden","Los Angeles Clippers",86,737,84.9,719,0.976,737,256,481,34.7,48,0.02,1.6,34.7,154,60,94,39,583,196,387,33.6,0.79
138,11,"Justin Edwards","Philadelphia 76ers",44,78,31.7,76,0.974,78,34,44,43.6,48.7,0,0,43.6,54,26,28,48.1,24,8,16,33.3,0.31
138,1,"Jaden Hardy","Dallas Mavericks",58,116,43.1,113,0.974,116,48,68,41.4,48.3,0.01,0.9,41.4,69,32,37,46.4,47,16,31,34,0.41
140,24,"Devin Vassell","San Antonio Spurs",64,335,50.1,326,0.973,335,142,193,42.4,48.5,0.01,0.6,42.4,220,101,119,45.9,115,41,74,35.7,0.34
141,4,"Rob Dillingham","Minnesota Timberwolves",52,71,64,69,0.972,71,27,44,38,48.6,0,0,38,32,12,20,37.5,39,15,24,38.5,0.55
142,44,"Landry Shamet","New York Knicks",61,65,32.8,63,0.969,65,26,39,40,48.5,0,0,40,23,15,8,65.2,42,11,31,26.2,0.65
143,45,"Donovan Mitchell","Cleveland Cavaliers",80,622,67.6,602,0.968,622,226,396,36.3,48.3,0,0.5,36.3,186,77,109,41.4,436,149,287,34.2,0.7
144,7,"Amir Coffey","Los Angeles Clippers",72,121,34.8,117,0.967,121,54,67,44.6,47.5,0.02,1.7,44.6,96,47,49,49,25,7,18,28,0.21
144,0,"Jayson Tatum","Boston Celtics",80,785,75.2,759,0.967,785,280,505,35.7,47.8,0.01,1,35.7,214,89,125,41.6,571,191,380,33.5,0.73
146,3,"Jaden McDaniels","Minnesota Timberwolves",97,191,36.9,184,0.963,191,83,108,43.5,47.6,0.01,1,43.5,148,67,81,45.3,43,16,27,37.2,0.23
146,5,"Malik Beasley","Detroit Pistons",88,270,29.7,260,0.963,270,95,175,35.2,47.8,0.01,0.7,35.2,79,27,52,34.2,191,68,123,35.6,0.71
148,9,"Derrick White","Boston Celtics",87,303,35.4,291,0.96,303,105,198,34.7,47.9,0,0.3,34.7,55,25,30,45.5,248,80,168,32.3,0.82
148,5,"De Aaron Fox","Sacramento Kings",45,349,68.3,335,0.96,349,142,207,40.7,47,0.02,2,40.7,217,98,119,45.2,132,44,88,33.3,0.38
150,8,"Nick Smith Jr.","Charlotte Hornets",60,192,45.5,184,0.958,192,79,113,41.1,47.9,0,0,41.1,113,53,60,46.9,79,26,53,32.9,0.41
150,5,"Quentin Grimes","Philadelphia 76ers",28,168,59.2,161,0.958,168,62,106,36.9,47.9,0.01,0.6,36.9,64,25,39,39.1,104,37,67,35.6,0.62
152,21,"Aaron Wiggins","Oklahoma City Thunder",99,115,24.8,110,0.957,115,44,71,38.3,47.8,0,0,38.3,51,22,29,43.1,64,22,42,34.4,0.56
153,7,"Gabe Vincent","Los Angeles Lakers",77,102,28.7,97,0.951,102,38,64,37.3,47.5,0,0,37.3,30,17,13,56.7,72,21,51,29.2,0.71
154,1,"Michael Porter Jr.","Denver Nuggets",91,263,36,249,0.947,263,101,162,38.4,47.1,0.01,0.8,38.4,129,55,74,42.6,134,46,88,34.3,0.51
155,9,"Bobby Portis","Milwaukee Bucks",55,56,18,53,0.946,56,24,32,42.9,47.3,0,0,42.9,47,19,28,40.4,9,5,4,55.6,0.16
155,14,"Brandon Ingram","New Orleans Pelicans",18,147,63.9,139,0.946,147,63,84,42.9,46.6,0.01,1.4,42.9,107,52,55,48.6,40,11,29,27.5,0.27
157,30,"Julius Randle","Minnesota Timberwolves",84,220,41.4,208,0.945,220,89,131,40.5,47.3,0,0.5,40.5,129,59,70,45.7,91,30,61,33,0.41
157,1,"DAngelo Russell","Brooklyn Nets",29,145,63,137,0.945,145,50,95,34.5,46.6,0.01,1.4,34.5,38,15,23,39.5,107,35,72,32.7,0.74
159,23,"Aaron Nesmith","Indiana Pacers",68,89,23.9,84,0.944,89,34,55,38.2,47.2,0,0,38.2,45,18,27,40,44,16,28,36.4,0.49
160,5,"Fred VanVleet","Houston Rockets",67,408,61,384,0.941,408,147,261,36,46.7,0.01,0.7,36,142,60,82,42.3,266,87,179,32.7,0.65
161,2,"Miles McBride","New York Knicks",82,243,49.4,228,0.938,243,94,149,38.7,46.9,0,0.4,38.7,116,54,62,46.6,127,40,87,31.5,0.52
162,3,"CJ McCollum","New Orleans Pelicans",56,365,59.9,342,0.937,365,133,232,36.4,46.8,0,0,36.4,141,57,84,40.4,224,76,148,33.9,0.61
163,17,"Shaedon Sharpe","Portland Trail Blazers",72,425,62.5,397,0.934,425,162,263,38.1,46.5,0,0.5,38.1,198,91,107,46,227,71,156,31.3,0.53
163,0,"Scoot Henderson","Portland Trail Blazers",66,196,51.3,183,0.934,196,70,126,35.7,46.7,0,0,35.7,74,27,47,36.5,122,43,79,35.2,0.62
165,17,"Jalen Hood-Schifino","Philadelphia 76ers",13,59,77.6,55,0.932,59,23,36,39,46.6,0,0,39,29,14,15,48.3,30,9,21,30,0.51
