sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
165,12,"Jared Butler","Philadelphia 76ers",28,73,49.3,68,0.932,73,26,47,35.6,46.6,0,0,35.6,20,10,10,50,53,16,37,30.2,0.73
167,23,"Jaden Ivey","Detroit Pistons",30,116,55.8,108,0.931,116,42,74,36.2,46.1,0.02,1.7,36.2,52,19,33,36.5,64,23,41,35.9,0.55
167,25,"Mikal Bridges","New York Knicks",100,404,43.6,376,0.931,404,178,226,44.1,46.4,0,0.2,44.1,336,159,177,47.3,68,19,49,27.9,0.17
167,8,"Jalen Williams","Oklahoma City Thunder",93,562,63.6,523,0.931,562,239,323,42.5,46.4,0,0.4,42.5,418,196,222,46.9,144,43,101,29.9,0.26
170,2,"Kawhi Leonard","Los Angeles Clippers",44,307,66.7,284,0.925,307,125,182,40.7,45.8,0.01,1,40.7,217,94,123,43.3,90,31,59,34.4,0.29
170,43,"Pascal Siakam","Indiana Pacers",101,239,35,221,0.925,239,104,135,43.5,45.6,0.01,1.3,43.5,213,94,119,44.1,26,10,16,38.5,0.11
170,22,"Malaki Branham","San Antonio Spurs",47,53,45.3,49,0.925,53,21,32,39.6,46.2,0,0,39.6,33,14,19,42.4,20,7,13,35,0.38
173,31,"Klay Thompson","Dallas Mavericks",74,290,38.9,268,0.924,290,110,180,37.9,46,0,0.3,37.9,144,63,81,43.8,146,47,99,32.2,0.5
174,16,"Lonnie Walker IV","Philadelphia 76ers",20,65,43,60,0.923,65,23,42,35.4,45.4,0.02,1.5,35.4,23,10,13,43.5,42,13,29,31,0.65
174,33,"Nicolas Claxton","Brooklyn Nets",70,13,26,12,0.923,13,6,7,46.2,46.2,0,0,46.2,12,6,6,50,1,0,1,0,0.08
174,20,"Shake Milton","Los Angeles Lakers",32,26,52,24,0.923,26,10,16,38.5,44.2,0.04,3.8,38.5,15,7,8,46.7,11,3,8,27.3,0.42
174,12,"Cole Swider","Toronto Raptors",8,13,25.5,12,0.923,13,5,8,38.5,46.2,0,0,38.5,6,3,3,50,7,2,5,28.6,0.54
174,3,"Keyonte George","Utah Jazz",67,323,55.8,298,0.923,323,106,217,32.8,46,0,0.3,32.8,68,21,47,30.9,255,85,170,33.3,0.79
179,5,"Luguentz Dort","Oklahoma City Thunder",95,126,20.3,116,0.921,126,47,79,37.3,46,0,0,37.3,62,25,37,40.3,64,22,42,34.4,0.51
179,5,"Jevon Carter","Chicago Bulls",36,63,51.6,58,0.921,63,21,42,33.3,45.2,0.02,1.6,33.3,14,6,8,42.9,49,15,34,30.6,0.78
181,45,"Davion Mitchell","Toronto Raptors",44,49,38,45,0.918,49,16,33,32.7,45.9,0,0,32.7,12,3,9,25,37,13,24,35.1,0.76
181,11,"Isaiah Joe","Oklahoma City Thunder",96,183,31.8,168,0.918,183,62,121,33.9,45.9,0,0,33.9,43,18,25,41.9,140,44,96,31.4,0.77
183,2,"Caleb Houstan","Orlando Magic",64,24,13,22,0.917,24,9,15,37.5,45.8,0,0,37.5,11,5,6,45.5,13,4,9,30.8,0.54
183,21,"Quinten Post","Golden State Warriors",55,12,5.4,11,0.917,12,4,8,33.3,45.8,0,0,33.3,4,1,3,25,8,3,5,37.5,0.67
185,8,"Paul George","Philadelphia 76ers",41,251,61.8,230,0.916,251,94,157,37.5,45.6,0,0.4,37.5,125,53,72,42.4,126,41,85,32.5,0.5
186,15,"Nikola Jokic","Denver Nuggets",84,117,22.7,107,0.915,117,40,77,34.2,45.3,0.01,0.9,34.2,44,14,30,31.8,73,26,47,35.6,0.62
187,45,"GG Jackson","Memphis Grizzlies",30,23,22.1,21,0.913,23,8,15,34.8,45.7,0,0,34.8,7,3,4,42.9,16,5,11,31.3,0.7
187,2,"Brandin Podziemski","Golden State Warriors",77,252,50.5,230,0.913,252,93,159,36.9,45.6,0,0,36.9,116,49,67,42.2,136,44,92,32.4,0.54
189,1,"LaMelo Ball","Charlotte Hornets",47,355,60.8,323,0.91,355,114,241,32.1,45.4,0,0.3,32.1,56,20,36,35.7,299,94,205,31.4,0.84
190,7,"Buddy Hield","Golden State Warriors",95,243,34.6,221,0.909,243,80,163,32.9,45.3,0,0.4,32.9,66,20,46,30.3,177,60,117,33.9,0.73
190,22,"Khris Middleton","Washington Wizards",14,55,67.9,50,0.909,55,21,34,38.2,41.8,0.07,7.3,38.2,32,17,15,53.1,23,4,19,17.4,0.42
190,7,"Kel'el Ware","Miami Heat",70,11,7.4,10,0.909,11,5,6,45.5,45.5,0.09,9.1,45.5,7,5,2,71.4,4,0,4,0,0.36
190,5,"Precious Achiuwa","New York Knicks",65,22,34.9,20,0.909,22,10,12,45.5,45.5,0,0,45.5,21,10,11,47.6,1,0,1,0,0.05
190,0,"Dante Exum","Dallas Mavericks",22,22,32.4,20,0.909,22,9,13,40.9,45.5,0,0,40.9,11,7,4,63.6,11,2,9,18.2,0.5
195,4,"De'Aaron Fox","San Antonio Spurs",17,109,66.1,99,0.908,109,44,65,40.4,45,0.01,0.9,40.4,66,34,32,51.5,43,10,33,23.3,0.39
195,4,"Evan Mobley","Cleveland Cavaliers",79,76,24.5,69,0.908,76,27,49,35.5,44.7,0.01,1.3,35.5,35,13,22,37.1,41,14,27,34.1,0.54
197,24,"Pat Connaughton","Milwaukee Bucks",45,21,23.3,19,0.905,21,7,14,33.3,45.2,0,0,33.3,3,2,1,66.7,18,5,13,27.8,0.86
198,71,"Dennis Schroder","Golden State Warriors",24,83,47.4,75,0.904,83,33,50,39.8,45.2,0,0,39.8,54,24,30,44.4,29,9,20,31,0.35
199,3,"Keldon Johnson","San Antonio Spurs",77,51,17.8,46,0.902,51,16,35,31.4,45.1,0,0,31.4,10,2,8,20,41,14,27,34.1,0.8
200,2,"Grant Williams","Charlotte Hornets",16,20,24.4,18,0.9,20,7,13,35,45,0,0,35,7,3,4,42.9,13,4,9,30.8,0.65
200,24,"Garrison Mathews","Atlanta Hawks",47,40,17.6,36,0.9,40,12,28,30,43.8,0.03,2.5,30,4,1,3,25,36,11,25,30.6,0.9
200,43,"Lindy Waters III","Golden State Warriors",38,30,18.5,27,0.9,30,10,20,33.3,45,0,0,33.3,9,3,6,33.3,21,7,14,33.3,0.7
203,7,"Jaylen Brown","Boston Celtics",74,427,64.6,384,0.899,427,157,270,36.8,43.9,0.03,3,36.8,228,96,132,42.1,199,61,138,30.7,0.47
203,8,"Jaren Jackson Jr.","Memphis Grizzlies",80,69,15.8,62,0.899,69,22,47,31.9,44.2,0.01,1.4,31.9,8,5,3,62.5,61,17,44,27.9,0.88
205,3,"Jake LaRavia","Memphis Grizzlies",47,29,28.2,26,0.897,29,10,19,34.5,44.8,0,0,34.5,12,4,8,33.3,17,6,11,35.3,0.59
206,0,"Aaron Holiday","Houston Rockets",65,64,31.2,57,0.891,64,21,43,32.8,44.5,0,0,32.8,17,6,11,35.3,47,15,32,31.9,0.73
206,13,"Kevin Huerter","Chicago Bulls",27,64,30.2,57,0.891,64,20,44,31.3,44.5,0,0,31.3,19,3,16,15.8,45,17,28,37.8,0.7
208,21,"Isaiah Wong","Charlotte Hornets",20,45,71.4,40,0.889,45,17,28,37.8,44.4,0,0,37.8,28,11,17,39.3,17,6,11,35.3,0.38
208,5,"Vince Williams Jr.","Memphis Grizzlies",32,18,16.8,16,0.889,18,6,12,33.3,44.4,0,0,33.3,4,2,2,50,14,4,10,28.6,0.78
208,10,"Cory Joseph","Orlando Magic",56,36,24.3,32,0.889,36,14,22,38.9,44.4,0,0,38.9,20,10,10,50,16,4,12,25,0.44
211,12,"Ja Morant","Memphis Grizzlies",55,313,66.3,278,0.888,313,115,198,36.7,43.5,0.02,1.9,36.7,163,73,90,44.8,150,42,108,28,0.48
212,0,"Malik Monk","Sacramento Kings",65,295,53.2,261,0.885,295,106,189,35.9,44.1,0.01,0.7,35.9,124,58,66,46.8,171,48,123,28.1,0.58
212,10,"Svi Mykhailiuk","Utah Jazz",38,130,56.5,115,0.885,130,42,88,32.3,44.2,0,0,32.3,25,11,14,44,105,31,74,29.5,0.81
214,5,"Paolo Banchero","Orlando Magic",52,442,78.6,389,0.88,442,163,279,36.9,43.7,0.01,0.7,36.9,244,103,141,42.2,198,60,138,30.3,0.45
214,99,"Colby Jones","Washington Wizards",15,25,52.1,22,0.88,25,8,17,32,44,0.04,4,32,9,2,7,22.2,16,6,10,37.5,0.64
214,4,"Jalen Green","Houston Rockets",89,640,66.9,563,0.88,640,213,427,33.3,43.6,0.01,0.9,33.3,232,81,151,34.9,408,132,276,32.4,0.64
217,23,"Monte Morris","Phoenix Suns",45,49,40.2,43,0.878,49,20,29,40.8,43.9,0,0,40.8,34,17,17,50,15,3,12,20,0.31
218,12,"Antonio Reeves","New Orleans Pelicans",44,40,29.2,35,0.875,40,12,28,30,43.8,0,0,30,7,1,6,14.3,33,11,22,33.3,0.83
219,23,"LeBron James","Los Angeles Lakers",75,356,55,311,0.874,356,127,229,35.7,43.5,0.01,0.6,35.7,186,71,115,38.2,170,56,114,32.9,0.48
220,9,"Dillon Brooks","Houston Rockets",82,237,36,207,0.873,237,88,149,37.1,43.2,0.01,0.8,37.1,148,59,89,39.9,89,29,60,32.6,0.38
221,13,"Ryan Rollins","Milwaukee Bucks",59,47,29.7,41,0.872,47,18,29,38.3,43.6,0,0,38.3,29,13,16,44.8,18,5,13,27.8,0.38
221,23,"Tristan da Silva","Orlando Magic",77,47,17.7,41,0.872,47,15,32,31.9,43.6,0,0,31.9,14,4,10,28.6,33,11,22,33.3,0.7
221,4,"Jrue Holiday","Boston Celtics",70,156,40.9,136,0.872,156,51,105,32.7,43.3,0.01,0.6,32.7,43,18,25,41.9,113,33,80,29.2,0.72
224,0,"Royce O'Neale","Phoenix Suns",75,61,13.6,53,0.869,61,18,43,29.5,43.4,0,0,29.5,4,1,3,25,57,17,40,29.8,0.93
225,1,"Max Strus","Cleveland Cavaliers",59,60,16.7,52,0.867,60,17,43,28.3,42.5,0.02,1.7,28.3,1,0,1,0,59,17,42,28.8,0.98
225,11,"Domantas Sabonis","Sacramento Kings",71,15,7.2,13,0.867,15,6,9,40,43.3,0,0,40,14,5,9,35.7,1,1,0,100,0.07
227,29,"Quenton Jackson","Indiana Pacers",28,22,45.8,19,0.864,22,7,15,31.8,43.2,0,0,31.8,7,2,5,28.6,15,5,10,33.3,0.68
227,44,"Patrick Williams","Chicago Bulls",64,132,39.2,114,0.864,132,46,86,34.8,42.8,0.01,0.8,34.8,61,25,36,41,71,21,50,29.6,0.54
229,22,"Andrew Wiggins","Golden State Warriors",43,131,42.4,113,0.863,131,42,89,32.1,41.2,0.05,4.6,32.1,58,18,40,31,73,24,49,32.9,0.56
230,21,"Tyus Jones","Phoenix Suns",81,109,24.4,94,0.862,109,36,73,33,43.1,0,0,33,40,14,26,35,69,22,47,31.9,0.63
231,4,"Scottie Barnes","Toronto Raptors",65,303,58.6,261,0.861,303,117,186,38.6,42.6,0.02,1.7,38.6,210,93,117,44.3,93,24,69,25.8,0.31
232,22,"Vasilije Micic","Charlotte Hornets",36,142,74.3,122,0.859,142,47,95,33.1,43,0,0,33.1,63,19,44,30.2,79,28,51,35.4,0.56
232,25,"P.J. Washington","Dallas Mavericks",59,78,28.1,67,0.859,78,25,53,32.1,42.9,0,0,32.1,21,8,13,38.1,57,17,40,29.8,0.73
234,55,"Baylor Scheierman","Boston Celtics",35,28,27.5,24,0.857,28,9,19,32.1,42.9,0,0,32.1,13,3,10,23.1,15,6,9,40,0.54
234,8,"OG Anunoby","New York Knicks",92,203,29.2,174,0.857,203,70,133,34.5,42.9,0,0,34.5,108,36,72,33.3,95,34,61,35.8,0.47
234,16,"Caleb Martin","Dallas Mavericks",16,14,36.8,12,0.857,14,6,8,42.9,42.9,0,0,42.9,13,6,7,46.2,1,0,1,0,0.07
234,3,"Anthony Davis","Los Angeles Lakers",42,105,43.9,90,0.857,105,44,61,41.9,42.9,0.01,1,41.9,96,42,54,43.8,9,2,7,22.2,0.09
234,35,"Isaac Okoro","Cleveland Cavaliers",64,14,8.3,12,0.857,14,4,10,28.6,42.9,0,0,28.6,0,0,0,,14,4,10,28.6,1
239,3,"Josh Hart","New York Knicks",95,146,38.4,125,0.856,146,51,95,34.9,42.8,0.01,0.7,34.9,67,28,39,41.8,79,23,56,29.1,0.54
240,31,"Tidjane Salaun","Charlotte Hornets",60,55,25.3,47,0.855,55,16,39,29.1,42.7,0,0,29.1,5,1,4,20,50,15,35,30,0.91
241,13,"Jett Howard","Orlando Magic",62,67,31.2,57,0.851,67,23,44,34.3,42.5,0,0,34.3,25,12,13,48,42,11,31,26.2,0.63
242,0,"Tristan Vukcevic","Washington Wizards",35,20,16.7,17,0.85,20,7,13,35,40,0.05,5,35,9,5,4,55.6,11,2,9,18.2,0.55
243,14,"Terance Mann","Atlanta Hawks",32,73,53.3,62,0.849,73,27,46,37,42.5,0,0,37,43,19,24,44.2,30,8,22,26.7,0.41
244,1,"Obi Toppin","Indiana Pacers",102,71,17.4,60,0.845,71,23,48,32.4,41.5,0.01,1.4,32.4,27,10,17,37,44,13,31,29.5,0.62
245,13,"Bogdan Bogdanovic","Atlanta Hawks",24,45,26.2,38,0.844,45,15,30,33.3,42.2,0,0,33.3,16,7,9,43.8,29,8,21,27.6,0.64
245,1,"Zion Williamson","New Orleans Pelicans",30,32,78,27,0.844,32,13,19,40.6,42.2,0.03,3.1,40.6,26,12,14,46.2,6,1,5,16.7,0.19
247,24,"Jordan Hawkins","New Orleans Pelicans",56,217,47.5,183,0.843,217,77,140,35.5,41.9,0,0.5,35.5,121,49,72,40.5,96,28,68,29.2,0.44
247,22,"Cason Wallace","Oklahoma City Thunder",92,51,17.3,43,0.843,51,18,33,35.3,42.2,0,0,35.3,25,11,14,44,26,7,19,26.9,0.51
249,34,"Giannis Antetokounmpo","Milwaukee Bucks",73,299,89.8,251,0.839,299,120,179,40.1,41.8,0,0.3,40.1,253,110,143,43.5,46,10,36,21.7,0.15
249,25,"Trey Murphy III","New Orleans Pelicans",53,180,37.3,151,0.839,180,54,126,30,41.9,0,0,30,34,11,23,32.4,146,43,103,29.5,0.81
251,17,"Dennis Schroder","Detroit Pistons",34,104,54.5,87,0.837,104,37,67,35.6,41.8,0,0,35.6,63,24,39,38.1,41,13,28,31.7,0.39
252,24,"Brandon Miller","Charlotte Hornets",27,158,44.8,132,0.835,158,50,108,31.6,41.8,0,0,31.6,56,18,38,32.1,102,32,70,31.4,0.65
253,26,"Ben Sheppard","Indiana Pacers",84,36,14.6,30,0.833,36,12,24,33.3,41.7,0,0,33.3,8,6,2,75,28,6,22,21.4,0.78
253,50,"Cole Anthony","Orlando Magic",73,168,48.3,140,0.833,168,61,107,36.3,41.4,0.01,0.6,36.3,113,44,69,38.9,55,17,38,30.9,0.33
253,25,"Chris Boucher","Toronto Raptors",50,30,14,25,0.833,30,10,20,33.3,40,0.03,3.3,33.3,15,6,9,40,15,4,11,26.7,0.5
253,1,"Gradey Dick","Toronto Raptors",54,150,36.3,125,0.833,150,52,98,34.7,41,0.01,1.3,34.7,73,33,40,45.2,77,19,58,24.7,0.51
257,5,"Dejounte Murray","New Orleans Pelicans",31,236,71.7,196,0.831,236,86,150,36.4,41.5,0,0,36.4,152,62,90,40.8,84,24,60,28.6,0.36
258,11,"Brandon Boston Jr.","New Orleans Pelicans",42,163,64.9,135,0.828,163,60,103,36.8,41.4,0,0,36.8,107,45,62,42.1,56,15,41,26.8,0.34
259,77,"Kevin Porter Jr.","Los Angeles Clippers",45,220,82.1,182,0.827,220,84,136,38.2,41.4,0,0,38.2,159,70,89,44,61,14,47,23,0.28
260,22,"Talen Horton-Tucker","Chicago Bulls",59,46,32.6,38,0.826,46,15,31,32.6,41.3,0,0,32.6,16,7,9,43.8,30,8,22,26.7,0.65
260,4,"Jared Butler","Washington Wizards",32,23,45.1,19,0.826,23,7,16,30.4,41.3,0,0,30.4,8,2,6,25,15,5,10,33.3,0.65
262,1,"Victor Wembanyama","San Antonio Spurs",46,200,38.7,165,0.825,200,62,138,31,40.5,0.02,1.5,31,77,24,53,31.2,123,38,85,30.9,0.62
263,13,"Bam Adebayo","Miami Heat",84,213,45.2,175,0.822,213,80,133,37.6,40.1,0.03,3.3,37.6,170,69,101,40.6,43,11,32,25.6,0.2
264,0,"Bennedict Mathurin","Indiana Pacers",94,280,62.2,230,0.821,280,88,192,31.4,41.1,0,0,31.4,93,34,59,36.6,187,54,133,28.9,0.67
264,8,"Patty Mills","Utah Jazz",18,28,40.6,23,0.821,28,9,19,32.1,41.1,0,0,32.1,9,4,5,44.4,19,5,14,26.3,0.68
264,3,"Josh Giddey","Chicago Bulls",71,95,28.4,78,0.821,95,29,66,30.5,41.1,0,0,30.5,38,9,29,23.7,57,20,37,35.1,0.6
267,20,"JD Davison","Boston Celtics",20,11,45.8,9,0.818,11,3,8,27.3,40.9,0,0,27.3,4,0,4,0,7,3,4,42.9,0.64
268,23,"Lauri Markkanen","Utah Jazz",47,65,14.6,53,0.815,65,22,43,33.8,40,0.02,1.5,33.8,36,14,22,38.9,29,8,21,27.6,0.45
268,11,"Cody Martin","Charlotte Hornets",39,65,39.2,53,0.815,65,22,43,33.8,40.8,0,0,33.8,40,13,27,32.5,25,9,16,36,0.38
270,10,"Zaccharie Risacher","Atlanta Hawks",77,64,15.8,52,0.813,64,20,44,31.3,39.8,0.02,1.6,31.3,27,9,18,33.3,37,11,26,29.7,0.58
270,14,"Adam Flagler","Oklahoma City Thunder",37,32,38.1,26,0.813,32,11,21,34.4,40.6,0,0,34.4,12,7,5,58.3,20,4,16,20,0.63
272,19,"Simone Fontecchio","Detroit Pistons",75,53,21.2,43,0.811,53,17,36,32.1,39.6,0.02,1.9,32.1,22,9,13,40.9,31,8,23,25.8,0.58
273,8,"Tim Hardaway Jr.","Detroit Pistons",83,161,27,130,0.807,161,52,109,32.3,40.4,0,0,32.3,79,26,53,32.9,82,26,56,31.7,0.51
273,4,"Jalen Suggs","Orlando Magic",35,171,52.5,138,0.807,171,56,115,32.7,40.1,0.01,0.6,32.7,81,31,50,38.3,90,25,65,27.8,0.53
275,7,"Kyle Lowry","Philadelphia 76ers",35,31,32.6,25,0.806,31,9,22,29,40.3,0,0,29,7,2,5,28.6,24,7,17,29.2,0.77
275,22,"Jimmy Butler","Miami Heat",25,36,48.6,29,0.806,36,14,22,38.9,40.3,0.03,2.8,38.9,33,13,20,39.4,3,1,2,33.3,0.08
277,24,"Corey Kispert","Washington Wizards",61,51,15,41,0.804,51,14,37,27.5,40.2,0,0,27.5,7,1,6,14.3,44,13,31,29.5,0.86
278,20,"Kyle Anderson","Miami Heat",29,15,40.5,12,0.8,15,6,9,40,40,0,0,40,12,6,6,50,3,0,3,0,0.2
278,28,"Rui Hachimura","Los Angeles Lakers",64,55,16.1,44,0.8,55,21,34,38.2,39.1,0.02,1.8,38.2,52,20,32,38.5,3,1,2,33.3,0.05
278,0,"Reggie Jackson","Philadelphia 76ers",31,35,38.9,28,0.8,35,11,24,31.4,40,0,0,31.4,16,5,11,31.3,19,6,13,31.6,0.54
281,22,"Franz Wagner","Orlando Magic",66,279,54.4,222,0.796,279,88,191,31.5,39.8,0,0,31.5,115,42,73,36.5,164,46,118,28,0.59
282,11,"Ayo Dosunmu","Chicago Bulls",46,39,19.7,31,0.795,39,11,28,28.2,39.7,0,0,28.2,5,2,3,40,34,9,25,26.5,0.87
282,9,"Jerami Grant","Portland Trail Blazers",47,73,20.2,58,0.795,73,26,47,35.6,39.7,0,0,35.6,59,20,39,33.9,14,6,8,42.9,0.19
284,32,"Karl-Anthony Towns","New York Knicks",90,58,11.7,46,0.793,58,18,40,31,39.7,0,0,31,26,8,18,30.8,32,10,22,31.3,0.55
284,18,"Kyle Kuzma","Milwaukee Bucks",38,58,30.4,46,0.793,58,18,40,31,38.8,0.02,1.7,31,26,9,17,34.6,32,9,23,28.1,0.55
286,12,"Tobias Harris","Detroit Pistons",79,182,40.4,144,0.791,182,68,114,37.4,38.7,0.02,2.2,37.4,150,63,87,42,32,5,27,15.6,0.18
287,10,"Jimmy Butler","Golden State Warriors",42,104,51.5,82,0.788,104,36,68,34.6,37.5,0.04,3.8,34.6,86,30,56,34.9,18,6,12,33.3,0.17
288,34,"Kenrich Williams","Oklahoma City Thunder",86,61,25.8,48,0.787,61,21,40,34.4,39.3,0,0,34.4,37,15,22,40.5,24,6,18,25,0.39
288,0,"Max Christie","Dallas Mavericks",34,89,41,70,0.787,89,31,58,34.8,38.8,0.01,1.1,34.8,60,24,36,40,29,7,22,24.1,0.33
290,33,"Kyle Kuzma","Washington Wizards",32,90,44.3,70,0.778,90,27,63,30,38.3,0.01,1.1,30,36,12,24,33.3,54,15,39,27.8,0.6
291,9,"Nickeil Alexander-Walker","Minnesota Timberwolves",97,147,30,114,0.776,147,45,102,30.6,38.8,0.01,0.7,30.6,53,21,32,39.6,94,24,70,25.5,0.64
292,12,"Tosan Evbuomwan","Brooklyn Nets",28,31,29.8,24,0.774,31,11,20,35.5,38.7,0,0,35.5,25,9,16,36,6,2,4,33.3,0.19
293,2,"Terry Rozier","Miami Heat",64,201,53.3,155,0.771,201,59,142,29.4,38.1,0.01,1,29.4,64,24,40,37.5,137,35,102,25.5,0.68
294,0,"Ryan Dunn","Phoenix Suns",74,26,9.2,20,0.769,26,8,18,30.8,38.5,0,0,30.8,13,4,9,30.8,13,4,9,30.8,0.5
295,14,"Ja'Kobe Walter","Toronto Raptors",52,72,31.2,55,0.764,72,24,48,33.3,38.2,0.03,2.8,33.3,42,17,25,40.5,30,7,23,23.3,0.42
296,9,"Alex Caruso","Oklahoma City Thunder",78,38,13.7,29,0.763,38,11,27,28.9,38.2,0,0,28.9,12,4,8,33.3,26,7,19,26.9,0.68
297,30,"Jordan Goodwin","Los Angeles Lakers",33,29,31.9,22,0.759,29,10,19,34.5,37.9,0,0,34.5,19,8,11,42.1,10,2,8,20,0.34
297,20,"Markelle Fultz","Sacramento Kings",22,29,76.3,22,0.759,29,11,18,37.9,37.9,0,0,37.9,28,11,17,39.3,1,0,1,0,0.03
299,12,"Trevelin Queen","Orlando Magic",31,37,44.6,28,0.757,37,10,27,27,37.8,0,0,27,6,2,4,33.3,31,8,23,25.8,0.84
300,16,"Caleb Martin","Philadelphia 76ers",31,49,34.3,37,0.755,49,18,31,36.7,36.7,0.02,2,36.7,40,18,22,45,9,0,9,0,0.18
301,5,"Stephon Castle","San Antonio Spurs",81,234,50.3,176,0.752,234,75,159,32.1,37.6,0,0.4,32.1,126,49,77,38.9,108,26,82,24.1,0.46
302,23,"Trey Alexander","Denver Nuggets",23,16,51.6,12,0.75,16,6,10,37.5,37.5,0,0,37.5,14,6,8,42.9,2,0,2,0,0.13
302,33,"Nicolas Batum","Los Angeles Clippers",85,16,6.5,12,0.75,16,4,12,25,37.5,0,0,25,1,0,1,0,15,4,11,26.7,0.94
302,1,"Johnny Davis","Washington Wizards",35,16,47.1,12,0.75,16,5,11,31.3,37.5,0,0,31.3,5,3,2,60,11,2,9,18.2,0.69
302,0,"Anthony Black","Orlando Magic",84,116,41.6,87,0.75,116,37,79,31.9,37.5,0,0,31.9,65,24,41,36.9,51,13,38,25.5,0.44
302,13,"Tyrese Martin","Brooklyn Nets",60,72,23.2,54,0.75,72,21,51,29.2,37.5,0,0,29.2,24,9,15,37.5,48,12,36,25,0.67
307,1,"Scotty Pippen Jr.","Memphis Grizzlies",85,94,29.6,70,0.745,94,31,63,33,36.7,0.01,1.1,33,60,24,36,40,34,7,27,20.6,0.36
308,13,"Keegan Murray","Sacramento Kings",77,117,21.4,87,0.744,117,39,78,33.3,37.2,0,0,33.3,78,30,48,38.5,39,9,30,23.1,0.33
308,15,"Reed Sheppard","Houston Rockets",55,78,40.8,58,0.744,78,24,54,30.8,37.2,0,0,30.8,43,14,29,32.6,35,10,25,28.6,0.45
310,2,"Keaton Wallace","Atlanta Hawks",31,46,43.8,34,0.739,46,14,32,30.4,37,0,0,30.4,23,8,15,34.8,23,6,17,26.1,0.5
311,1,"Kyle Anderson","Golden State Warriors",36,30,41.7,22,0.733,30,9,21,30,36.7,0,0,30,18,5,13,27.8,12,4,8,33.3,0.4
311,3,"Dillon Jones","Oklahoma City Thunder",65,15,19.5,11,0.733,15,5,10,33.3,36.7,0,0,33.3,8,4,4,50,7,1,6,14.3,0.47
311,18,"Kyshawn George","Washington Wizards",68,116,30.1,85,0.733,116,31,85,26.7,36.6,0,0,26.7,27,8,19,29.6,89,23,66,25.8,0.77
314,0,"Miles Bridges","Charlotte Hornets",64,220,43.6,161,0.732,220,57,163,25.9,36.4,0,0.5,25.9,43,11,32,25.6,177,46,131,26,0.8
315,13,"Ousmane Dieng","Oklahoma City Thunder",46,26,28.9,19,0.731,26,7,19,26.9,36.5,0,0,26.9,10,2,8,20,16,5,11,31.3,0.62
316,8,"De'Anthony Melton","Golden State Warriors",6,11,30.6,8,0.727,11,3,8,27.3,36.4,0,0,27.3,2,1,1,50,9,2,7,22.2,0.82
316,11,"Jaden Springer","Utah Jazz",17,11,31.4,8,0.727,11,3,8,27.3,31.8,0.09,9.1,27.3,6,2,4,33.3,5,1,4,20,0.45
318,25,"K.J. Simpson","Charlotte Hornets",36,80,49.7,58,0.725,80,22,58,27.5,36.3,0,0,27.5,31,8,23,25.8,49,14,35,28.6,0.61
319,10,"Josh Green","Charlotte Hornets",68,47,16.3,34,0.723,47,15,32,31.9,36.2,0,0,31.9,35,11,24,31.4,12,4,8,33.3,0.26
320,5,"Dyson Daniels","Atlanta Hawks",78,36,14.8,26,0.722,36,9,27,25,36.1,0,0,25,3,1,2,33.3,33,8,25,24.2,0.92
321,5,"Ronald Holland II","Detroit Pistons",86,39,22.7,28,0.718,39,11,28,28.2,35.9,0,0,28.2,16,5,11,31.3,23,6,17,26.1,0.59
322,3,"Anthony Davis","Dallas Mavericks",11,35,40.7,25,0.714,35,11,24,31.4,35.7,0,0,31.4,23,8,15,34.8,12,3,9,25,0.34
323,4,"AJ Johnson","Washington Wizards",22,38,43.7,27,0.711,38,9,29,23.7,35.5,0,0,23.7,2,0,2,0,36,9,27,25,0.95
324,10,"Jabari Smith II","Houston Rockets",64,107,27.5,76,0.71,107,35,72,32.7,35.5,0,0,32.7,78,29,49,37.2,29,6,23,20.7,0.27
325,28,"Alperen Sengun","Houston Rockets",83,64,34,45,0.703,64,22,42,34.4,35.2,0,0,34.4,54,21,33,38.9,10,1,9,10,0.16
326,5,"Dalano Banton","Portland Trail Blazers",67,90,34.7,63,0.7,90,25,65,27.8,35,0,0,27.8,36,12,24,33.3,54,13,41,24.1,0.6
327,4,"Russell Westbrook","Denver Nuggets",88,181,39.1,126,0.696,181,53,128,29.3,34.8,0,0,29.3,106,33,73,31.1,75,20,55,26.7,0.41
328,13,"Kelly Olynyk","New Orleans Pelicans",20,13,24.1,9,0.692,13,4,9,30.8,34.6,0,0,30.8,10,3,7,30,3,1,2,33.3,0.23
329,0,"Bilal Coulibaly","Washington Wizards",59,94,32.2,65,0.691,94,27,67,28.7,34.6,0,0,28.7,61,16,45,26.2,33,11,22,33.3,0.35
330,1,"Amen Thompson","Houston Rockets",76,103,52.3,71,0.689,103,34,69,33,34.5,0,0,33,87,31,56,35.6,16,3,13,18.8,0.16
331,17,"Tari Eason","Houston Rockets",64,67,25.3,46,0.687,67,22,45,32.8,34.3,0,0,32.8,55,20,35,36.4,12,2,10,16.7,0.18
332,14,"TyTy Washington Jr.","Phoenix Suns",16,19,55.9,13,0.684,19,6,13,31.6,34.2,0,0,31.6,13,5,8,38.5,6,1,5,16.7,0.32
