sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
14,3,"Charlie Villanueva","Dallas Mavericks",66,29,14.1,31,1.069,29,12,17,41.4,51.7,0.03,3.4,41.4,16,6,10,37.5,13,6,7,46.2,0.45
15,24,"Andre Miller","San Antonio Spurs",17,16,69.6,17,1.063,16,8,8,50,53.1,0,0,50,14,7,7,50,2,1,1,50,0.13
16,4,"Jordan Farmar","Memphis Grizzlies",16,53,58.9,56,1.057,53,24,29,45.3,52.8,0,0,45.3,33,16,17,48.5,20,8,12,40,0.38
17,12,"Kirk Hinrich","Chicago Bulls",35,41,53.2,43,1.049,41,17,24,41.5,52.4,0,0,41.5,21,8,13,38.1,20,9,11,45,0.49
18,0,"Darrell Arthur","Denver Nuggets",70,32,10.6,33,1.031,32,15,17,46.9,50,0.03,3.1,46.9,30,13,17,43.3,2,2,0,100,0.06
19,1,"Courtney Lee","Charlotte Hornets",35,71,39.9,73,1.028,71,35,36,49.3,50,0.03,2.8,49.3,69,34,35,49.3,2,1,1,50,0.03
20,14,"Jason Smith","Orlando Magic",76,37,9.3,38,1.027,37,19,18,51.4,51.4,0,0,51.4,36,19,17,52.8,1,0,1,0,0.03
21,25,"Chandler Parsons","Dallas Mavericks",61,116,32,119,1.026,116,50,66,43.1,50.9,0.02,1.7,43.1,75,32,43,42.7,41,18,23,43.9,0.35
22,22,"Brian  Roberts","Charlotte Hornets",30,55,74.3,56,1.018,55,25,30,45.5,49.1,0.04,3.6,45.5,43,21,22,48.8,12,4,8,33.3,0.22
23,8,"Michael Beasley","Houston Rockets",25,67,61.5,68,1.015,67,33,34,49.3,49.3,0.03,3,49.3,64,33,31,51.6,3,0,3,0,0.04
24,2,"Joe Johnson","Miami Heat",38,103,44.6,104,1.01,103,50,53,48.5,50.5,0,0,48.5,83,46,37,55.4,20,4,16,20,0.19
25,26,"Kyle Korver","Atlanta Hawks",90,197,31.7,198,1.005,197,83,114,42.1,50,0.01,0.5,42.1,114,52,62,45.6,83,31,52,37.3,0.42
26,9,"Serge Ibaka","Oklahoma City Thunder",96,44,6.5,44,1,44,22,22,50,50,0,0,50,44,22,22,50,0,0,0,,0
26,14,"Gary Neal","Washington Wizards",40,147,60.2,147,1,147,68,79,46.3,49.3,0.02,2,46.3,125,59,66,47.2,22,9,13,40.9,0.15
26,25,"Reggie Bullock","Detroit Pistons",39,14,18.9,14,1,14,7,7,50,50,0,0,50,14,7,7,50,0,0,0,,0
26,8,"Channing Frye","Cleveland Cavaliers",43,14,7.7,14,1,14,6,8,42.9,50,0,0,42.9,9,4,5,44.4,5,2,3,40,0.36
26,2,"Eric Bledsoe","Phoenix Suns",31,174,63.5,174,1,174,75,99,43.1,49.7,0.01,0.6,43.1,120,52,68,43.3,54,23,31,42.6,0.31
26,1,"Tyreke Evans","New Orleans Pelicans",25,63,48.8,63,1,63,24,39,38.1,50,0,0,38.1,29,9,20,31,34,15,19,44.1,0.54
26,55,"Delon Wright","Toronto Raptors",36,20,66.7,20,1,20,8,12,40,50,0,0,40,14,4,10,28.6,6,4,2,66.7,0.3
33,3,"Chris Paul","Los Angeles Clippers",78,692,74.4,690,0.997,692,313,379,45.2,49.7,0,0.4,45.2,519,251,268,48.4,173,62,111,35.8,0.25
34,34,"Shaun Livingston","Golden State Warriors",102,198,87.6,196,0.99,198,94,104,47.5,47.5,0.05,4.5,47.5,196,94,102,48,2,0,2,0,0.01
35,22,"Steve Blake","Detroit Pistons",62,94,44.8,93,0.989,94,37,57,39.4,49.5,0,0,39.4,43,18,25,41.9,51,19,32,37.3,0.54
36,12,"T.J. McConnell","Philadelphia 76ers",81,257,76.7,253,0.984,257,121,136,47.1,49.2,0,0.4,47.1,232,110,122,47.4,25,11,14,44,0.1
36,2,"Kawhi Leonard","San Antonio Spurs",82,374,49.8,368,0.984,374,169,205,45.2,48.1,0.02,2.1,45.2,322,147,175,45.7,52,22,30,42.3,0.14
38,5,"J.J. Barea","Dallas Mavericks",78,283,66.9,278,0.982,283,114,169,40.3,49.1,0,0,40.3,148,64,84,43.2,135,50,85,37,0.48
39,3,"CJ McCollum","Portland Trail Blazers",91,702,63.8,688,0.98,702,310,392,44.2,48.6,0.01,1,44.2,531,248,283,46.7,171,62,109,36.3,0.24
40,8,"Jahil Okafor","Philadelphia 76ers",53,78,53.1,76,0.974,78,38,40,48.7,48.7,0.03,2.6,48.7,77,38,39,49.4,1,0,1,0,0.01
41,33,"Ryan Anderson","New Orleans Pelicans",66,188,34.6,183,0.973,188,84,104,44.7,48.4,0.01,0.5,44.7,153,70,83,45.8,35,14,21,40,0.19
41,7,"Darren Collison","Sacramento Kings",74,262,57.2,255,0.973,262,117,145,44.7,48.7,0,0.4,44.7,203,96,107,47.3,59,21,38,35.6,0.23
43,3,"OJ Mayo","Milwaukee Bucks",41,71,29.7,69,0.972,71,31,40,43.7,48.6,0,0,43.7,47,24,23,51.1,24,7,17,29.2,0.34
44,3,"Jeremy Lamb","Charlotte Hornets",69,104,35.5,101,0.971,104,44,60,42.3,48.6,0,0,42.3,67,31,36,46.3,37,13,24,35.1,0.36
45,23,"Draymond Green","Golden State Warriors",104,33,8.4,32,0.97,33,13,20,39.4,45.5,0.06,6.1,39.4,20,9,11,45,13,4,9,30.8,0.39
46,7,"Isaiah Canaan","Philadelphia 76ers",77,192,35.2,186,0.969,192,66,126,34.4,47.4,0.03,2.6,34.4,54,16,38,29.6,138,50,88,36.2,0.72
47,35,"Kevin Durant","Oklahoma City Thunder",91,585,51.6,565,0.966,585,245,340,41.9,47.4,0.03,2.7,41.9,394,181,213,45.9,191,64,127,33.5,0.33
48,2,"Kyrie Irving","Cleveland Cavaliers",74,529,67.5,510,0.964,529,228,301,43.1,48.1,0,0.2,43.1,361,175,186,48.5,168,53,115,31.5,0.32
49,15,"Marcus Thornton","Washington Wizards",14,26,35.1,25,0.962,26,10,16,38.5,46.2,0.04,3.8,38.5,16,6,10,37.5,10,4,6,40,0.38
50,0,"CJ Miles","Indiana Pacers",71,146,28.6,140,0.959,146,59,87,40.4,47.9,0,0,40.4,80,37,43,46.3,66,22,44,33.3,0.45
51,0,"Damian Lillard","Portland Trail Blazers",86,655,62.4,627,0.957,655,244,411,37.3,46.9,0.02,2,37.3,301,117,184,38.9,354,127,227,35.9,0.54
51,12,"John Jenkins","Dallas Mavericks",21,23,47.9,22,0.957,23,11,12,47.8,47.8,0,0,47.8,21,11,10,52.4,2,0,2,0,0.09
53,13,"James Harden","Houston Rockets",87,506,50,483,0.955,506,197,309,38.9,47.3,0.01,1,38.9,261,112,149,42.9,245,85,160,34.7,0.48
54,3,"Jose Calderon","New York Knicks",72,209,52.6,199,0.952,209,92,117,44,47.4,0,0.5,44,171,78,93,45.6,38,14,24,36.8,0.18
55,44,"Bojan  Bogdanovic","Brooklyn Nets",79,115,25.6,109,0.948,115,47,68,40.9,47.4,0,0,40.9,81,32,49,39.5,34,15,19,44.1,0.3
56,5,"Courtney Lee","Memphis Grizzlies",51,111,38.8,105,0.946,111,51,60,45.9,46.8,0.01,0.9,45.9,105,49,56,46.7,6,2,4,33.3,0.05
57,2,"Anthony Morrow","Oklahoma City Thunder",82,86,28.6,81,0.942,86,37,49,43,47.1,0,0,43,68,30,38,44.1,18,7,11,38.9,0.21
58,14,"Gary Harris","Denver Nuggets",76,117,28.5,110,0.94,117,50,67,42.7,45.7,0.03,2.6,42.7,92,43,49,46.7,25,7,18,28,0.21
59,8,"Luke Babbitt","New Orleans Pelicans",47,49,30.2,46,0.939,49,21,28,42.9,46.9,0,0,42.9,40,17,23,42.5,9,4,5,44.4,0.18
60,24,"Richard Jefferson","Cleveland Cavaliers",95,48,19.2,45,0.938,48,20,28,41.7,46.9,0.02,2.1,41.7,38,15,23,39.5,10,5,5,50,0.21
61,11,"Tyler Ennis","Milwaukee Bucks",46,45,57,42,0.933,45,20,25,44.4,46.7,0,0,44.4,38,18,20,47.4,7,2,5,28.6,0.16
62,36,"Marcus Smart","Boston Celtics",67,86,25.9,80,0.93,86,32,54,37.2,45.9,0.01,1.2,37.2,41,17,24,41.5,45,15,30,33.3,0.52
63,5,"Nicolas Batum","Charlotte Hornets",75,293,41.7,272,0.928,293,122,171,41.6,46.2,0.01,1,41.6,209,95,114,45.5,84,27,57,32.1,0.29
63,0,"Kevin Love","Cleveland Cavaliers",97,83,12.1,77,0.928,83,30,53,36.1,45.2,0.02,2.4,36.1,44,15,29,34.1,39,15,24,38.5,0.47
65,2,"Patrick Beverley","Houston Rockets",76,109,28.4,101,0.927,109,39,70,35.8,45.9,0.01,0.9,35.8,46,17,29,37,63,22,41,34.9,0.58
66,19,"PJ Hairston","Charlotte Hornets",48,27,13.6,25,0.926,27,12,15,44.4,46.3,0,0,44.4,23,11,12,47.8,4,1,3,25,0.15
67,7,"Carmelo Anthony","New York Knicks",72,341,43.9,315,0.924,341,142,199,41.6,45.5,0.02,1.8,41.6,255,116,139,45.5,86,26,60,30.2,0.25
68,22,"Taj Gibson","Chicago Bulls",73,13,17.3,12,0.923,13,6,7,46.2,46.2,0.08,7.7,46.2,11,6,5,54.5,2,0,2,0,0.15
69,31,"Jason Terry","Houston Rockets",77,74,21.6,68,0.919,74,28,46,37.8,45.9,0,0,37.8,44,16,28,36.4,30,12,18,40,0.41
70,11,"Klay Thompson","Golden State Warriors",104,409,31.4,375,0.917,409,162,247,39.6,45.6,0,0.5,39.6,273,113,160,41.4,136,49,87,36,0.33
70,30,"David West","San Antonio Spurs",88,24,11.3,22,0.917,24,11,13,45.8,45.8,0,0,45.8,23,11,12,47.8,1,0,1,0,0.04
72,32,"Karl-Anthony Towns","Minnesota Timberwolves",82,71,15.6,65,0.915,71,30,41,42.3,45.1,0.01,1.4,42.3,62,26,36,41.9,9,4,5,44.4,0.13
72,34,"Paul Pierce","Los Angeles Clippers",73,94,27.5,86,0.915,94,41,53,43.6,45.7,0,0,43.6,82,37,45,45.1,12,4,8,33.3,0.13
72,1,"Jameer  Nelson","Denver Nuggets",39,129,55.6,118,0.915,129,49,80,38,45.3,0.01,0.8,38,76,30,46,39.5,53,19,34,35.8,0.41
72,40,"Harrison Barnes","Golden State Warriors",90,129,26.2,118,0.915,129,58,71,45,45.3,0.01,0.8,45,127,57,70,44.9,2,1,1,50,0.02
76,8,"Mario Hezonja","Orlando Magic",79,104,34.1,95,0.913,104,43,61,41.3,45.2,0.01,1,41.3,78,35,43,44.9,26,8,18,30.8,0.25
76,3,"Bradley Beal","Washington Wizards",55,287,56.2,262,0.913,287,114,173,39.7,45.3,0.01,1,39.7,205,82,123,40,82,32,50,39,0.29
78,6,"Jordan  Clarkson","Los Angeles Lakers",79,327,54.7,298,0.911,327,131,196,40.1,45.4,0.01,0.9,40.1,234,96,138,41,93,35,58,37.6,0.28
78,4,"JJ Redick","Los Angeles Clippers",81,349,42.3,318,0.911,349,141,208,40.4,45.4,0.01,0.6,40.4,251,106,145,42.2,98,35,63,35.7,0.28
80,2,"Brian Roberts","Portland Trail Blazers",31,22,53.7,20,0.909,22,10,12,45.5,45.5,0,0,45.5,17,10,7,58.8,5,0,5,0,0.23
80,4,"James Ennis","New Orleans Pelicans",9,11,19.3,10,0.909,11,4,7,36.4,45.5,0,0,36.4,4,2,2,50,7,2,5,28.6,0.64
82,1,"Tyus Jones","Minnesota Timberwolves",37,43,51.8,39,0.907,43,16,27,37.2,44.2,0.05,4.7,37.2,26,10,16,38.5,17,6,11,35.3,0.4
83,50,"Zach Randolph","Memphis Grizzlies",72,42,16,38,0.905,42,19,23,45.2,45.2,0,0,45.2,36,19,17,52.8,6,0,6,0,0.14
84,1,"James Jones","Cleveland Cavaliers",60,31,21.5,28,0.903,31,12,19,38.7,43.5,0.03,3.2,38.7,22,9,13,40.9,9,3,6,33.3,0.29
85,25,"Raul Neto","Utah Jazz",81,122,46.6,110,0.902,122,49,73,40.2,44.7,0.01,0.8,40.2,95,38,57,40,27,11,16,40.7,0.22
86,9,"Tony Parker","San Antonio Spurs",82,322,72.9,290,0.901,322,142,180,44.1,44.6,0.01,0.9,44.1,316,139,177,44,6,3,3,50,0.02
87,7,"Kyle Lowry","Toronto Raptors",97,550,56.4,495,0.9,550,199,351,36.2,44.6,0.01,0.7,36.2,267,106,161,39.7,283,93,190,32.9,0.51
87,25,"Jordan Hamilton","New Orleans Pelicans",11,40,58,36,0.9,40,15,25,37.5,45,0,0,37.5,21,9,12,42.9,19,6,13,31.6,0.48
89,1,"Kyle  Anderson","San Antonio Spurs",88,98,59,88,0.898,98,44,54,44.9,44.9,0.01,1,44.9,95,44,51,46.3,3,0,3,0,0.03
90,37,"Metta World Peace","Los Angeles Lakers",35,29,26.9,26,0.897,29,11,18,37.9,44.8,0,0,37.9,18,7,11,38.9,11,4,7,36.4,0.38
91,5,"Will Barton","Denver Nuggets",82,240,47.6,215,0.896,240,92,148,38.3,44.2,0.01,1.3,38.3,152,64,88,42.1,88,28,60,31.8,0.37
92,25,"Thabo Sefolosha","Atlanta Hawks",85,57,26.3,51,0.895,57,24,33,42.1,43.9,0.02,1.8,42.1,47,22,25,46.8,10,2,8,20,0.18
93,5,"Rodney Hood","Utah Jazz",81,366,52,327,0.893,366,144,222,39.3,44.1,0.01,1.1,39.3,245,109,136,44.5,121,35,86,28.9,0.33
94,11,"Mike Conley","Memphis Grizzlies",56,213,58.5,190,0.892,213,80,133,37.6,44.6,0,0,37.6,130,50,80,38.5,83,30,53,36.1,0.39
95,3,"Briante Weber","Memphis Grizzlies",6,18,78.3,16,0.889,18,8,10,44.4,44.4,0,0,44.4,17,8,9,47.1,1,0,1,0,0.06
96,1,"Jared Dudley","Washington Wizards",81,44,10.9,39,0.886,44,19,25,43.2,44.3,0,0,43.2,42,18,24,42.9,2,1,1,50,0.05
96,23,"LeBron James","Cleveland Cavaliers",97,369,51.6,327,0.886,369,137,232,37.1,43.9,0.01,1.1,37.1,234,87,147,37.2,135,50,85,37,0.37
96,23,"John Jenkins","Phoenix Suns",22,35,53.8,31,0.886,35,13,22,37.1,44.3,0,0,37.1,20,8,12,40,15,5,10,33.3,0.43
99,4,"Luis Scola","Toronto Raptors",87,26,8.6,23,0.885,26,11,15,42.3,44.2,0,0,42.3,22,10,12,45.5,4,1,3,25,0.15
100,13,"Paul George","Indiana Pacers",88,607,53.2,536,0.883,607,234,373,38.6,43.7,0.01,1.2,38.6,423,171,252,40.4,184,63,121,34.2,0.3
101,9,"Nikola Vucevic","Orlando Magic",65,59,16.3,52,0.881,59,26,33,44.1,44.1,0,0,44.1,58,26,32,44.8,1,0,1,0,0.02
102,1,"Reggie Jackson","Detroit Pistons",83,442,70.3,389,0.88,442,163,279,36.9,43.9,0,0.5,36.9,259,101,158,39,183,62,121,33.9,0.41
102,23,"Louis Williams","Los Angeles Lakers",67,308,61.5,271,0.88,308,111,197,36,42.9,0.03,2.6,36,163,69,94,42.3,145,42,103,29,0.47
104,10,"Tim Frazier","New Orleans Pelicans",16,74,77.1,65,0.878,74,29,45,39.2,42.6,0.03,2.7,39.2,60,24,36,40,14,5,9,35.7,0.19
104,23,"Allen Crabbe","Portland Trail Blazers",92,230,39.5,202,0.878,230,97,133,42.2,43,0.02,1.7,42.2,207,93,114,44.9,23,4,19,17.4,0.1
106,16,"Toney Douglas","New Orleans Pelicans",61,185,62.7,162,0.876,185,62,123,33.5,43.2,0.01,1.1,33.5,85,26,59,30.6,100,36,64,36,0.54
107,11,"Doug  McDermott","Chicago Bulls",81,88,24.4,77,0.875,88,35,53,39.8,42.6,0.02,2.3,39.8,72,30,42,41.7,16,5,11,31.3,0.18
108,7,"Goran Dragic","Miami Heat",86,374,63.4,327,0.874,374,154,220,41.2,43.6,0.01,0.8,41.2,309,136,173,44,65,18,47,27.7,0.17
109,2,"Jarrett Jack","Brooklyn Nets",32,150,62.2,131,0.873,150,60,90,40,43.3,0.01,0.7,40,116,50,66,43.1,34,10,24,29.4,0.23
109,0,"Aaron Brooks","Chicago Bulls",69,157,62.1,137,0.873,157,53,104,33.8,43.6,0,0,33.8,65,22,43,33.8,92,31,61,33.7,0.59
111,14,"DJ Augustin","Oklahoma City Thunder",34,39,50,34,0.872,39,13,26,33.3,43.6,0,0,33.3,13,5,8,38.5,26,8,18,30.8,0.67
111,5,"Kentavious Caldwell-Pope","Detroit Pistons",80,343,49.5,299,0.872,343,133,210,38.8,42.9,0.02,2.3,38.8,246,105,141,42.7,97,28,69,28.9,0.28
113,19,"Leandro Barbosa","Golden State Warriors",91,77,34.7,67,0.87,77,32,45,41.6,43.5,0,0,41.6,59,29,30,49.2,18,3,15,16.7,0.23
114,9,"Beno Udrih","Miami Heat",36,84,72.4,73,0.869,84,36,48,42.9,43.5,0,0,42.9,78,35,43,44.9,6,1,5,16.7,0.07
115,8,"Patty Mills","San Antonio Spurs",91,265,47.9,230,0.868,265,101,164,38.1,43.4,0,0,38.1,179,73,106,40.8,86,28,58,32.6,0.32
116,8,"Jarell Eddie","Washington Wizards",27,15,26.3,13,0.867,15,5,10,33.3,43.3,0,0,33.3,5,2,3,40,10,3,7,30,0.67
116,14,"Xavier Munford","Memphis Grizzlies",18,30,54.5,26,0.867,30,12,18,40,43.3,0,0,40,22,10,12,45.5,8,2,6,25,0.27
118,15,"Kemba Walker","Charlotte Hornets",88,673,69.4,581,0.863,673,244,429,36.3,42.9,0,0.4,36.3,408,154,254,37.7,265,90,175,34,0.39
118,1,"Lance Stephenson","Memphis Grizzlies",30,117,73.6,101,0.863,117,48,69,41,43.2,0.01,0.9,41,105,43,62,41,12,5,7,41.7,0.1
118,4,"Marcelo Huertas","Los Angeles Lakers",53,73,62.4,63,0.863,73,28,45,38.4,42.5,0.01,1.4,38.4,52,22,30,42.3,21,6,15,28.6,0.29
121,4,"Isaiah Thomas","Boston Celtics",88,458,58.6,395,0.862,458,160,298,34.9,42.7,0.01,1.1,34.9,241,89,152,36.9,217,71,146,32.7,0.47
121,11,"Brandon Knight","Phoenix Suns",52,377,65,325,0.862,377,135,242,35.8,43,0,0.3,35.8,209,81,128,38.8,168,54,114,32.1,0.45
123,11,"Monta Ellis","Indiana Pacers",88,441,63.2,379,0.859,441,173,268,39.2,42.4,0.02,1.6,39.2,352,145,207,41.2,89,28,61,31.5,0.2
124,11,"Jrue Holiday","New Orleans Pelicans",65,422,80.2,362,0.858,422,152,270,36,42.5,0.01,0.9,36,250,97,153,38.8,172,55,117,32,0.41
125,4,"Arron Afflalo","New York Knicks",71,223,41.1,191,0.857,223,89,134,39.9,42.4,0.01,0.9,39.9,191,78,113,40.8,32,11,21,34.4,0.14
126,0,"Russell Westbrook","Oklahoma City Thunder",98,615,67.3,526,0.855,615,225,390,36.6,42.1,0.01,1.5,36.6,372,157,215,42.2,243,68,175,28,0.4
127,4,"Brandon Rush","Golden State Warriors",86,54,25.5,46,0.852,54,19,35,35.2,42.6,0,0,35.2,34,11,23,32.4,20,8,12,40,0.37
127,35,"Mirza Teletovic","Phoenix Suns",79,81,14.8,69,0.852,81,29,52,35.8,42.6,0,0,35.8,50,18,32,36,31,11,20,35.5,0.38
129,23,"Ersan Ilyasova","Detroit Pistons",52,74,24,63,0.851,74,26,48,35.1,42.6,0,0,35.1,36,15,21,41.7,38,11,27,28.9,0.51
129,30,"Jon Leuer","Phoenix Suns",67,47,20.6,40,0.851,47,20,27,42.6,42.6,0,0,42.6,46,20,26,43.5,1,0,1,0,0.02
129,17,"Dennis Schroder","Atlanta Hawks",90,275,57.9,234,0.851,275,102,173,37.1,42.5,0,0,37.1,169,72,97,42.6,106,30,76,28.3,0.39
132,31,"Terrence Ross","Toronto Raptors",93,222,35.8,188,0.847,222,86,136,38.7,42.3,0,0,38.7,167,70,97,41.9,55,16,39,29.1,0.25
133,6,"Sean Kilpatrick","Brooklyn Nets",22,45,31.5,38,0.844,45,18,27,40,42.2,0,0,40,35,16,19,45.7,10,2,8,20,0.22
133,8,"Rudy Gay","Sacramento Kings",70,205,43.1,173,0.844,205,82,123,40,41.7,0.01,1,40,182,75,107,41.2,23,7,16,30.4,0.11
135,20,"Manu Ginobili","San Antonio Spurs",68,108,39.1,91,0.843,108,39,69,36.1,42.1,0,0,36.1,60,26,34,43.3,48,13,35,27.1,0.44
136,5,"Victor Oladipo","Orlando Magic",72,304,51.9,256,0.842,304,121,183,39.8,42.1,0,0,39.8,253,107,146,42.3,51,14,37,27.5,0.17
136,18,"Rasual Butler","San Antonio Spurs",46,19,25.7,16,0.842,19,8,11,42.1,42.1,0,0,42.1,16,8,8,50,3,0,3,0,0.16
136,22,"Khris Middleton","Milwaukee Bucks",79,373,49.1,314,0.842,373,148,225,39.7,41.7,0.02,1.6,39.7,307,133,174,43.3,66,15,51,22.7,0.18
136,21,"TJ Warren","Phoenix Suns",47,120,56.3,101,0.842,120,49,71,40.8,40.8,0.03,2.5,40.8,113,49,64,43.4,7,0,7,0,0.06
140,10,"Tim Hardaway Jr.","Atlanta Hawks",60,63,30.3,53,0.841,63,23,40,36.5,41.3,0.02,1.6,36.5,38,17,21,44.7,25,6,19,24,0.4
140,34,"Tobias Harris","Detroit Pistons",31,63,35.4,53,0.841,63,26,37,41.3,42.1,0,0,41.3,62,25,37,40.3,1,1,0,100,0.02
142,11,"Jamal Crawford","Los Angeles Clippers",85,495,61.7,416,0.84,495,187,308,37.8,40.9,0.02,2.4,37.8,383,156,227,40.7,112,31,81,27.7,0.23
142,0,"Avery Bradley","Boston Celtics",77,294,37.9,247,0.84,294,110,184,37.4,41.5,0.01,1,37.4,223,86,137,38.6,71,24,47,33.8,0.24
144,55,"ETwaun Moore","Chicago Bulls",59,112,52.6,94,0.839,112,44,68,39.3,42,0,0,39.3,98,38,60,38.8,14,6,8,42.9,0.13
145,8,"Tyler Johnson","Miami Heat",41,43,29.9,36,0.837,43,17,26,39.5,40.7,0.02,2.3,39.5,38,16,22,42.1,5,1,4,20,0.12
145,23,"Anthony Davis","New Orleans Pelicans",61,135,28.7,113,0.837,135,54,81,40,40.4,0.04,4.4,40,129,53,76,41.1,6,1,5,16.7,0.04
147,0,"Jeff Teague","Atlanta Hawks",89,322,65.1,269,0.835,322,108,214,33.5,41.5,0.01,0.6,33.5,175,57,118,32.6,147,51,96,34.7,0.46
148,7,"Ersan Ilyasova","Orlando Magic",22,18,25,15,0.833,18,6,12,33.3,41.7,0.06,5.6,33.3,11,3,8,27.3,7,3,4,42.9,0.39
148,33,"Boris Diaw","San Antonio Spurs",85,24,19.4,20,0.833,24,9,15,37.5,41.7,0,0,37.5,21,7,14,33.3,3,2,1,66.7,0.13
148,1,"Kevin Seraphin","New York Knicks",48,12,21.8,10,0.833,12,5,7,41.7,41.7,0,0,41.7,11,5,6,45.5,1,0,1,0,0.08
151,52,"Maurice  Williams","Cleveland Cavaliers",54,184,66.9,153,0.832,184,72,112,39.1,41.6,0,0,39.1,142,63,79,44.4,42,9,33,21.4,0.23
152,9,"Ramon Sessions","Washington Wizards",82,70,39.5,58,0.829,70,27,43,38.6,41.4,0,0,38.6,52,23,29,44.2,18,4,14,22.2,0.26
153,8,"Deron Williams","Dallas Mavericks",68,227,47.4,188,0.828,227,80,147,35.2,40.7,0.01,1.3,35.2,141,55,86,39,86,25,61,29.1,0.38
153,33,"Myles Turner","Indiana Pacers",67,29,11.9,24,0.828,29,12,17,41.4,41.4,0,0,41.4,28,12,16,42.9,1,0,1,0,0.03
155,6,"Mario Chalmers","Memphis Grizzlies",55,86,44.8,71,0.826,86,30,56,34.9,41.3,0,0,34.9,44,19,25,43.2,42,11,31,26.2,0.49
155,20,"Gordon Hayward","Utah Jazz",80,407,52.4,336,0.826,407,154,253,37.8,40.9,0.01,1,37.8,319,129,190,40.4,88,25,63,28.4,0.22
157,2,"Rodney  Stuckey","Indiana Pacers",65,170,59.4,140,0.824,170,68,102,40,40.6,0.01,1.2,40,158,66,92,41.8,12,2,10,16.7,0.07
158,42,"Lance Thomas","New York Knicks",59,72,33.2,59,0.819,72,29,43,40.3,40.3,0.01,1.4,40.3,70,29,41,41.4,2,0,2,0,0.03
159,22,"Cameron Payne","Oklahoma City Thunder",67,110,57,90,0.818,110,40,70,36.4,40.9,0,0,36.4,71,30,41,42.3,39,10,29,25.6,0.35
160,5,"JR Smith","Cleveland Cavaliers",98,263,31.7,215,0.817,263,88,175,33.5,40.9,0,0,33.5,141,49,92,34.8,122,39,83,32,0.46
161,2,"Joe  Ingles","Utah Jazz",81,65,26.5,53,0.815,65,21,44,32.3,40.8,0,0,32.3,26,10,16,38.5,39,11,28,28.2,0.6
162,8,"Al Farouq Aminu","Portland Trail Blazers",93,97,18.5,79,0.814,97,36,61,37.1,40.7,0,0,37.1,76,29,47,38.2,21,7,14,33.3,0.22
163,11,"Evan Turner","Boston Celtics",87,350,72.5,284,0.811,350,139,211,39.7,39.9,0.01,1.1,39.7,343,138,205,40.2,7,1,6,14.3,0.02
164,3,"Trey Burke","Utah Jazz",64,235,52.8,190,0.809,235,88,147,37.4,39.4,0.03,2.6,37.4,177,79,98,44.6,58,9,49,15.5,0.25
