sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
31,8,"MarShon Brooks","Memphis Grizzlies",7,39,62.9,41,1.051,39,16,23,41,52.6,0.03,2.6,41,24,7,17,29.2,15,9,6,60,0.38
32,21,"Tony Snell","Milwaukee Bucks",82,40,11.9,42,1.05,40,19,21,47.5,52.5,0,0,47.5,31,15,16,48.4,9,4,5,44.4,0.23
33,9,"Serge Ibaka","Toronto Raptors",86,76,14.2,79,1.039,76,38,38,50,52,0,0,50,67,35,32,52.2,9,3,6,33.3,0.12
34,9,"Andre Iguodala","Golden State Warriors",79,58,27.5,60,1.034,58,24,34,41.4,50.9,0.03,3.4,41.4,34,13,21,38.2,24,11,13,45.8,0.41
35,25,"Reggie Bullock","Detroit Pistons",62,96,26.4,99,1.031,96,43,53,44.8,51,0.01,1,44.8,65,31,34,47.7,31,12,19,38.7,0.32
36,81,"Jose Calderon","Cleveland Cavaliers",70,68,41.7,70,1.029,68,31,37,45.6,51.5,0,0,45.6,46,23,23,50,22,8,14,36.4,0.32
36,0,"Damian Lillard","Portland Trail Blazers",77,589,64.2,606,1.029,589,231,358,39.2,50.8,0.02,1.5,39.2,208,94,114,45.2,381,137,244,36,0.65
36,50,"Zach Randolph","Sacramento Kings",59,35,12.2,36,1.029,35,17,18,48.6,50,0.03,2.9,48.6,31,16,15,51.6,4,1,3,25,0.11
39,9,"Langston Galloway","Detroit Pistons",58,78,27.7,80,1.026,78,34,44,43.6,51.3,0,0,43.6,51,22,29,43.1,27,12,15,44.4,0.35
40,26,"Kyle Korver","Cleveland Cavaliers",95,119,20.9,122,1.025,119,46,73,38.7,50.8,0.01,0.8,38.7,46,17,29,37,73,29,44,39.7,0.61
41,8,"Patty Mills","San Antonio Spurs",87,296,48,303,1.024,296,124,172,41.9,50.7,0.01,1,41.9,156,72,84,46.2,140,52,88,37.1,0.47
42,3,"CJ McCollum","Portland Trail Blazers",85,654,65.5,668,1.021,654,290,364,44.3,50.8,0.01,0.6,44.3,432,206,226,47.7,222,84,138,37.8,0.34
43,8,"Mario Hezonja","Orlando Magic",75,103,27.7,105,1.019,103,47,56,45.6,50.5,0.01,1,45.6,77,37,40,48.1,26,10,16,38.5,0.25
44,2,"Wayne Ellington","Miami Heat",82,172,26,175,1.017,172,63,109,36.6,50.6,0.01,0.6,36.6,37,15,22,40.5,135,48,87,35.6,0.78
45,11,"Yogi Ferrell","Dallas Mavericks",82,307,55.6,312,1.016,307,134,173,43.6,50.7,0,0.3,43.6,186,91,95,48.9,121,43,78,35.5,0.39
46,15,"Kemba Walker","Charlotte Hornets",80,648,70.5,658,1.015,648,260,388,40.1,50.5,0,0.5,40.1,285,125,160,43.9,363,135,228,37.2,0.56
46,30,"Troy Daniels","Phoenix Suns",79,135,26.6,137,1.015,135,49,86,36.3,50.7,0,0,36.3,28,10,18,35.7,107,39,68,36.4,0.79
48,34,"Tobias Harris","Detroit Pistons",48,167,39.7,169,1.012,167,75,92,44.9,50,0.01,1.2,44.9,128,58,70,45.3,39,17,22,43.6,0.23
48,2,"Joe  Ingles","Utah Jazz",93,167,28,169,1.012,167,62,105,37.1,50.6,0,0,37.1,45,17,28,37.8,122,45,77,36.9,0.73
50,17,"JJ Redick","Philadelphia 76ers",80,439,49.8,444,1.011,439,189,250,43.1,49.9,0.01,1.4,43.1,264,129,135,48.9,175,60,115,34.3,0.4
51,3,"Marco Belinelli","Atlanta Hawks",52,184,47.1,185,1.005,184,77,107,41.8,50.3,0,0,41.8,101,46,55,45.5,83,31,52,37.3,0.45
51,23,"Trey Burke","New York Knicks",36,194,69.3,195,1.005,194,92,102,47.4,49.7,0.02,1.5,47.4,161,83,78,51.6,33,9,24,27.3,0.17
53,22,"Khris Middleton","Milwaukee Bucks",89,476,52.5,478,1.004,476,218,258,45.8,49.2,0.03,2.7,45.8,388,186,202,47.9,88,32,56,36.4,0.18
53,2,"Darren Collison","Indiana Pacers",76,262,54.4,263,1.004,262,115,147,43.9,50.2,0,0,43.9,192,82,110,42.7,70,33,37,47.1,0.27
55,20,"Trevor Booker","Indiana Pacers",24,11,50,11,1,11,5,6,45.5,50,0,0,45.5,6,4,2,66.7,5,1,4,20,0.45
55,30,"Mike Scott","Washington Wizards",82,62,20.4,62,1,62,31,31,50,50,0,0,50,56,31,25,55.4,6,0,6,0,0.1
55,8,"Channing Frye","Cleveland Cavaliers",44,11,9.2,11,1,11,5,6,45.5,50,0,0,45.5,7,4,3,57.1,4,1,3,25,0.36
55,33,"Zach Collins","Portland Trail Blazers",70,16,9.9,16,1,16,7,9,43.8,50,0,0,43.8,11,5,6,45.5,5,2,3,40,0.31
55,11,"Brandon Jennings","Milwaukee Bucks",15,30,56.6,30,1,30,13,17,43.3,50,0,0,43.3,18,9,9,50,12,4,8,33.3,0.4
55,4,"Andrew White","Atlanta Hawks",15,10,16.9,10,1,10,4,6,40,50,0,0,40,8,2,6,25,2,2,0,100,0.2
55,8,"Nemanja Bjelica","Minnesota Timberwolves",72,23,11.4,23,1,23,8,15,34.8,50,0,0,34.8,7,1,6,14.3,16,7,9,43.8,0.7
62,7,"Kyle Lowry","Toronto Raptors",88,353,46.5,352,0.997,353,126,227,35.7,49.4,0.01,1.1,35.7,95,29,66,30.5,258,97,161,37.6,0.73
63,8,"Bogdan Bogdanovic","Sacramento Kings",78,276,49.9,275,0.996,276,118,158,42.8,49.3,0.01,1.1,42.8,184,82,102,44.6,92,36,56,39.1,0.33
63,45,"Denzel Valentine","Chicago Bulls",77,234,47.7,233,0.996,234,91,143,38.9,49.8,0,0,38.9,107,40,67,37.4,127,51,76,40.2,0.54
65,22,"Otto Porter Jr.","Washington Wizards",82,204,34.2,203,0.995,204,94,110,46.1,49.5,0,0.5,46.1,169,80,89,47.3,35,14,21,40,0.17
66,3,"George Hill","Sacramento Kings",43,104,50.7,103,0.99,104,43,61,41.3,48.6,0.03,2.9,41.3,71,28,43,39.4,33,15,18,45.5,0.32
67,9,"Kelly Olynyk","Miami Heat",81,67,17.7,66,0.985,67,27,40,40.3,49.3,0,0,40.3,41,15,26,36.6,26,12,14,46.2,0.39
67,25,"Justin Jackson","Sacramento Kings",68,66,25.8,65,0.985,66,29,37,43.9,47.7,0.03,3,43.9,53,24,29,45.3,13,5,8,38.5,0.2
67,35,"Kevin Durant","Golden State Warriors",89,593,55.3,584,0.985,593,257,336,43.3,48.4,0.02,2,43.3,394,197,197,50,199,60,139,30.2,0.34
70,11,"Klay Thompson","Golden State Warriors",94,380,32.3,373,0.982,380,163,217,42.9,48.7,0.01,1.1,42.9,275,119,156,43.3,105,44,61,41.9,0.28
71,14,"Gary Harris","Denver Nuggets",67,221,40.3,216,0.977,221,92,129,41.6,48.2,0.01,1.4,41.6,144,63,81,43.8,77,29,48,37.7,0.35
72,0,"Jerryd Bayless","Philadelphia 76ers",40,37,20.7,36,0.973,37,15,22,40.5,47.3,0.03,2.7,40.5,24,10,14,41.7,13,5,8,38.5,0.35
73,0,"CJ Miles","Toronto Raptors",80,102,18.6,99,0.971,102,37,65,36.3,47.5,0.02,2,36.3,42,14,28,33.3,60,23,37,38.3,0.59
74,23,"Jimmy Butler","Minnesota Timberwolves",64,330,63.1,320,0.97,330,145,185,43.9,47.3,0.02,2.4,43.9,256,123,133,48,74,22,52,29.7,0.22
75,23,"LeBron James","Cleveland Cavaliers",104,419,47.2,405,0.967,419,166,253,39.6,48.3,0,0.2,39.6,228,93,135,40.8,191,73,118,38.2,0.46
76,0,"Jayson Tatum","Boston Celtics",99,317,53.9,306,0.965,317,138,179,43.5,48.1,0,0.3,43.5,237,109,128,46,80,29,51,36.3,0.25
77,11,"Bryn Forbes","San Antonio Spurs",84,168,43.3,162,0.964,168,74,94,44,47.9,0.01,1.2,44,135,61,74,45.2,33,13,20,39.4,0.2
77,23,"Wesley Matthews","Dallas Mavericks",63,166,32.5,160,0.964,166,66,100,39.8,47.9,0.01,1.2,39.8,97,39,58,40.2,69,27,42,39.1,0.42
79,9,"Nikola Vucevic","Orlando Magic",57,23,6.3,22,0.957,23,11,12,47.8,47.8,0,0,47.8,23,11,12,47.8,0,0,0,,0
80,13,"James Harden","Houston Rockets",89,527,50,502,0.953,527,186,341,35.3,47.2,0.01,0.8,35.3,146,60,86,41.1,381,126,255,33.1,0.72
80,14,"Ish Smith","Detroit Pistons",82,379,84.6,361,0.953,379,169,210,44.6,47.6,0,0,44.6,325,146,179,44.9,54,23,31,42.6,0.14
82,5,"Rodney Hood","Utah Jazz",39,189,46.6,180,0.952,189,75,114,39.7,46.8,0.02,1.6,39.7,117,48,69,41,72,27,45,37.5,0.38
83,8,"Danilo Gallinari","Los Angeles Clippers",21,41,23.8,39,0.951,41,16,25,39,47.6,0,0,39,27,9,18,33.3,14,7,7,50,0.34
83,10,"Eric Gordon","Houston Rockets",86,245,30.9,233,0.951,245,82,163,33.5,47.1,0.02,1.6,33.5,45,15,30,33.3,200,67,133,33.5,0.82
83,2,"Jerian Grant","Chicago Bulls",74,243,68.6,231,0.951,243,99,144,40.7,46.5,0.02,2.5,40.7,157,71,86,45.2,86,28,58,32.6,0.35
86,33,"Ryan Anderson","Houston Rockets",77,74,18.4,70,0.946,74,30,44,40.5,46.6,0.03,2.7,40.5,45,21,24,46.7,29,9,20,31,0.39
87,7,"Wayne Selden","Memphis Grizzlies",35,55,34.2,52,0.945,55,22,33,40,46.4,0.02,1.8,40,35,15,20,42.9,20,7,13,35,0.36
87,4,"Victor Oladipo","Indiana Pacers",82,586,62.9,554,0.945,586,240,346,41,47.1,0,0.3,41,386,168,218,43.5,200,72,128,36,0.34
87,12,"T.J. McConnell","Philadelphia 76ers",86,217,77.5,205,0.945,217,101,116,46.5,47.2,0,0.5,46.5,207,98,109,47.3,10,3,7,30,0.05
87,11,"Jamal Crawford","Minnesota Timberwolves",85,379,57.5,358,0.945,379,159,220,42,46.4,0.02,1.8,42,264,125,139,47.3,115,34,81,29.6,0.3
91,7,"Jaylen Brown","Boston Celtics",88,138,25.4,130,0.942,138,56,82,40.6,46.7,0.01,0.7,40.6,89,39,50,43.8,49,17,32,34.7,0.36
92,4,"Maurice  Harkless","Portland Trail Blazers",61,17,12.3,16,0.941,17,7,10,41.2,47.1,0,0,41.2,9,5,4,55.6,8,2,6,25,0.47
93,0,"Josh Richardson","Miami Heat",86,232,37.3,217,0.935,232,105,127,45.3,46.1,0.02,1.7,45.3,215,101,114,47,17,4,13,23.5,0.07
94,22,"Rudy Gay","San Antonio Spurs",62,136,46.7,127,0.934,136,59,77,43.4,46,0.01,1.5,43.4,115,52,63,45.2,21,7,14,33.3,0.15
95,5,"Will Barton","Denver Nuggets",81,219,42.3,204,0.932,219,78,141,35.6,46.6,0.01,0.9,35.6,84,30,54,35.7,135,48,87,35.6,0.62
96,1,"Devin Booker","Phoenix Suns",54,422,62.9,392,0.929,422,163,259,38.6,46.1,0.01,0.7,38.6,249,100,149,40.2,173,63,110,36.4,0.41
96,18,"Marco Belinelli","Philadelphia 76ers",38,126,41,117,0.929,126,50,76,39.7,45.6,0.02,1.6,39.7,73,35,38,47.9,53,15,38,28.3,0.42
96,7,"Dwight  Powell","Dallas Mavericks",79,14,11.7,13,0.929,14,6,8,42.9,46.4,0,0,42.9,10,5,5,50,4,1,3,25,0.29
99,32,"Karl-Anthony Towns","Minnesota Timberwolves",87,41,10.1,38,0.927,41,17,24,41.5,45.1,0.02,2.4,41.5,28,14,14,50,13,3,10,23.1,0.32
100,23,"Lou Williams","Los Angeles Clippers",79,515,64.3,477,0.926,515,195,320,37.9,46.1,0.01,0.6,37.9,265,110,155,41.5,250,85,165,34,0.49
100,4,"Iman Shumpert","Cleveland Cavaliers",14,27,57.4,25,0.926,27,11,16,40.7,46.3,0,0,40.7,18,8,10,44.4,9,3,6,33.3,0.33
100,6,"Bobby Brown","Houston Rockets",20,27,60,25,0.926,27,9,18,33.3,46.3,0,0,33.3,5,2,3,40,22,7,15,31.8,0.81
103,1,"Rodney Hood","Cleveland Cavaliers",38,93,51.7,86,0.925,93,39,54,41.9,45.7,0.01,1.1,41.9,69,32,37,46.4,24,7,17,29.2,0.26
104,11,"Mike Conley","Memphis Grizzlies",12,52,56.5,48,0.923,52,17,35,32.7,46.2,0,0,32.7,13,3,10,23.1,39,14,25,35.9,0.75
104,5,"Markieff Morris","Washington Wizards",79,65,17.9,60,0.923,65,28,37,43.1,45.4,0.02,1.5,43.1,52,25,27,48.1,13,3,10,23.1,0.2
106,13,"Malcolm Brogdon","Milwaukee Bucks",55,88,36.1,81,0.92,88,35,53,39.8,46,0,0,39.8,56,24,32,42.9,32,11,21,34.4,0.36
107,2,"Kawhi Leonard","San Antonio Spurs",10,49,65.3,45,0.918,49,20,29,40.8,45.9,0,0,40.8,34,15,19,44.1,15,5,10,33.3,0.31
108,8,"Tyler Ulis","Phoenix Suns",71,274,76.1,251,0.916,274,115,159,42,45.8,0,0,42,206,94,112,45.6,68,21,47,30.9,0.25
108,23,"Fred VanVleet","Toronto Raptors",82,95,30.2,87,0.916,95,31,64,32.6,45.3,0.02,2.1,32.6,23,7,16,30.4,72,24,48,33.3,0.76
110,13,"Paul George","Oklahoma City Thunder",85,456,44.4,417,0.914,456,171,285,37.5,45.1,0.01,1.3,37.5,286,102,184,35.7,170,69,101,40.6,0.37
110,10,"Evan Fournier","Orlando Magic",57,174,36.3,159,0.914,174,65,109,37.4,45.1,0.01,1.1,37.4,98,38,60,38.8,76,27,49,35.5,0.44
112,6,"Joe Johnson","Utah Jazz",32,46,31.3,42,0.913,46,20,26,43.5,45.7,0,0,43.5,41,18,23,43.9,5,2,3,40,0.11
113,0,"DeMarcus Cousins","New Orleans Pelicans",48,56,15.2,51,0.911,56,22,34,39.3,44.6,0.04,3.6,39.3,37,16,21,43.2,19,6,13,31.6,0.34
114,0,"Enes Kanter","New York Knicks",71,11,18,10,0.909,11,5,6,45.5,45.5,0,0,45.5,11,5,6,45.5,0,0,0,,0
115,10,"Frank Mason","Sacramento Kings",52,138,78.9,125,0.906,138,52,86,37.7,44.9,0.01,1.4,37.7,86,32,54,37.2,52,20,32,38.5,0.38
116,1,"DAngelo Russell","Brooklyn Nets",48,222,52,201,0.905,222,86,136,38.7,45,0.02,1.8,38.7,133,58,75,43.6,89,28,61,31.5,0.4
116,16,"Cedi Osman","Cleveland Cavaliers",75,42,32.3,38,0.905,42,17,25,40.5,44,0.02,2.4,40.5,32,14,18,43.8,10,3,7,30,0.24
116,24,"Buddy Hield","Sacramento Kings",80,399,57.7,361,0.905,399,152,247,38.1,45,0.01,0.8,38.1,250,97,153,38.8,149,55,94,36.9,0.37
119,12,"Jabari Parker","Milwaukee Bucks",38,73,36.9,66,0.904,73,30,43,41.1,45.2,0,0,41.1,56,24,32,42.9,17,6,11,35.3,0.23
120,23,"Malachi Richardson","Sacramento Kings",25,31,52.5,28,0.903,31,12,19,38.7,45.2,0,0,38.7,19,8,11,42.1,12,4,8,33.3,0.39
121,5,"Gorgui Dieng","Minnesota Timberwolves",84,41,18.2,37,0.902,41,17,24,41.5,45.1,0,0,41.5,36,14,22,38.9,5,3,2,60,0.12
122,17,"Garrett Temple","Sacramento Kings",65,161,43.6,145,0.901,161,64,97,39.8,44.4,0.02,1.9,39.8,109,49,60,45,52,15,37,28.8,0.32
123,13,"Quincy Acy","Brooklyn Nets",70,10,3.2,9,0.9,10,4,6,40,45,0,0,40,8,3,5,37.5,2,1,1,50,0.2
123,7,"Ersan Ilyasova","Atlanta Hawks",46,40,17.5,36,0.9,40,13,27,32.5,45,0,0,32.5,15,3,12,20,25,10,15,40,0.63
123,4,"Milos Teodosic","Los Angeles Clippers",45,150,48.1,135,0.9,150,55,95,36.7,45,0,0,36.7,68,30,38,44.1,82,25,57,30.5,0.55
126,2,"Ian Clark","New Orleans Pelicans",84,179,51.6,161,0.899,179,70,109,39.1,45,0,0,39.1,117,49,68,41.9,62,21,41,33.9,0.35
126,14,"Jameer Nelson","New Orleans Pelicans",43,79,48.2,71,0.899,79,30,49,38,44.9,0,0,38,48,19,29,39.6,31,11,20,35.5,0.39
128,3,"George Hill","Cleveland Cavaliers",43,78,41.5,70,0.897,78,31,47,39.7,44.9,0,0,39.7,55,23,32,41.8,23,8,15,34.8,0.29
129,45,"Donovan Mitchell","Utah Jazz",90,511,60.4,457,0.894,511,183,328,35.8,44.5,0,0.4,35.8,211,94,117,44.5,300,89,211,29.7,0.59
130,6,"Shabazz Napier","Portland Trail Blazers",76,214,56,191,0.893,214,84,130,39.3,43.7,0.02,2.3,39.3,146,65,81,44.5,68,19,49,27.9,0.32
131,3,"Jason Terry","Milwaukee Bucks",54,27,19,24,0.889,27,11,16,40.7,44.4,0,0,40.7,18,9,9,50,9,2,7,22.2,0.33
132,3,"Nikola Mirotic","New Orleans Pelicans",39,62,20.6,55,0.887,62,22,40,35.5,44.4,0,0,35.5,26,11,15,42.3,36,11,25,30.6,0.58
133,30,"Aaron Brooks","Minnesota Timberwolves",34,26,59.1,23,0.885,26,10,16,38.5,44.2,0,0,38.5,11,7,4,63.6,15,3,12,20,0.58
134,17,"Dennis Schroder","Atlanta Hawks",67,404,66,357,0.884,404,165,239,40.8,43.7,0.01,1.2,40.8,309,142,167,46,95,23,72,24.2,0.24
135,0,"Jeff Teague","Minnesota Timberwolves",75,206,57.9,182,0.883,206,72,134,35,43.7,0.01,1,35,102,36,66,35.3,104,36,68,34.6,0.5
135,10,"Alec Burks","Utah Jazz",73,137,54.6,121,0.883,137,51,86,37.2,43.4,0.01,1.5,37.2,83,34,49,41,54,17,37,31.5,0.39
135,31,"Isaiah Thomas","Los Angeles Lakers",17,94,65.3,83,0.883,94,32,62,34,44.1,0,0,34,40,13,27,32.5,54,19,35,35.2,0.57
135,3,"Jeremy Lamb","Charlotte Hornets",80,264,52.9,233,0.883,264,103,161,39,43.4,0.02,1.5,39,195,80,115,41,69,23,46,33.3,0.26
139,8,"Jordan Clarkson","Cleveland Cavaliers",47,134,52.5,118,0.881,134,49,85,36.6,43.7,0.01,0.7,36.6,85,30,55,35.3,49,19,30,38.8,0.37
140,27,"Jamal Murray","Denver Nuggets",81,359,54.9,316,0.88,359,133,226,37,43.5,0.01,1.1,37,206,87,119,42.2,153,46,107,30.1,0.43
140,6,"Nick Young","Golden State Warriors",100,208,42.9,183,0.88,208,74,134,35.6,43.8,0,0.5,35.6,102,40,62,39.2,106,34,72,32.1,0.51
142,23,"Blake Griffin","Detroit Pistons",25,66,31.6,58,0.879,66,22,44,33.3,43.9,0,0,33.3,23,8,15,34.8,43,14,29,32.6,0.65
143,1,"Jawun Evans","Los Angeles Clippers",48,65,54.6,57,0.877,65,25,40,38.5,42.3,0.03,3.1,38.5,57,20,37,35.1,8,5,3,62.5,0.12
143,4,"Paul Millsap","Denver Nuggets",38,73,39.7,64,0.877,73,29,44,39.7,43.2,0.01,1.4,39.7,57,24,33,42.1,16,5,11,31.3,0.22
145,3,"Ricky Rubio","Utah Jazz",83,404,60.1,353,0.874,404,165,239,40.8,43.2,0.01,1,40.8,334,146,188,43.7,70,19,51,27.1,0.17
146,3,"Bradley Beal","Washington Wizards",88,653,60.6,570,0.873,653,252,401,38.6,43.3,0.01,0.6,38.6,454,190,264,41.9,199,62,137,31.2,0.3
146,11,"Jrue Holiday","New Orleans Pelicans",90,463,66.2,404,0.873,463,175,288,37.8,43.5,0,0.4,37.8,267,122,145,45.7,196,53,143,27,0.42
148,6,"Cory Joseph","Indiana Pacers",89,242,55.4,211,0.872,242,101,141,41.7,43.4,0,0.4,41.7,211,93,118,44.1,31,8,23,25.8,0.13
149,5,"Nicolas Batum","Charlotte Hornets",64,225,45.5,196,0.871,225,88,137,39.1,42.4,0.03,3.1,39.1,172,73,99,42.4,53,15,38,28.3,0.24
149,1,"Derrick Rose","Cleveland Cavaliers",16,31,60.8,27,0.871,31,12,19,38.7,43.5,0,0,38.7,25,9,16,36,6,3,3,50,0.19
149,23,"Ben McLemore","Memphis Grizzlies",56,85,35.7,74,0.871,85,33,52,38.8,43.5,0,0,38.8,52,25,27,48.1,33,8,25,24.2,0.39
152,3,"Joe Young","Indiana Pacers",54,61,52.1,53,0.869,61,24,37,39.3,43.4,0,0,39.3,46,19,27,41.3,15,5,10,33.3,0.25
152,1,"Evan Turner","Portland Trail Blazers",82,236,59.6,205,0.869,236,101,135,42.8,43,0.01,0.8,42.8,234,100,134,42.7,2,1,1,50,0.01
154,1,"Jarell Martin","Memphis Grizzlies",73,60,26,52,0.867,60,25,35,41.7,43.3,0,0,41.7,54,23,31,42.6,6,2,4,33.3,0.1
155,55,"Delon Wright","Toronto Raptors",79,67,34,58,0.866,67,21,46,31.3,42.5,0.01,1.5,31.3,18,6,12,33.3,49,15,34,30.6,0.73
156,12,"Taurean Prince","Atlanta Hawks",82,223,37.5,193,0.865,223,79,144,35.4,42.4,0.02,1.8,35.4,131,48,83,36.6,92,31,61,33.7,0.41
157,3,"Tim Hardaway Jr.","New York Knicks",57,213,38.1,184,0.864,213,76,137,35.7,43,0,0.5,35.7,103,45,58,43.7,110,31,79,28.2,0.52
157,2,"Tyler Dorsey","Atlanta Hawks",56,110,40.1,95,0.864,110,40,70,36.4,43.2,0,0,36.4,68,25,43,36.8,42,15,27,35.7,0.38
159,12,"Terry Rozier III","Boston Celtics",99,380,51,328,0.863,380,133,247,35,43.2,0,0.3,35,182,71,111,39,198,62,136,31.3,0.52
160,3,"Isaiah Thomas","Cleveland Cavaliers",15,86,63.2,74,0.86,86,32,54,37.2,43,0,0,37.2,46,22,24,47.8,40,10,30,25,0.47
160,5,"J.J. Barea","Dallas Mavericks",69,315,67.9,271,0.86,315,110,205,34.9,43,0,0,34.9,143,59,84,41.3,172,51,121,29.7,0.55
162,55,"E'Twaun Moore","New Orleans Pelicans",91,149,31.5,128,0.859,149,59,90,39.6,43,0,0,39.6,121,49,72,40.5,28,10,18,35.7,0.19
162,5,"Courtney Lee","New York Knicks",76,227,44.5,195,0.859,227,89,138,39.2,43,0,0,39.2,178,72,106,40.4,49,17,32,34.7,0.22
164,5,"Luke Kennard","Detroit Pistons",73,148,45.1,127,0.858,148,59,89,39.9,42.9,0,0,39.9,113,50,63,44.2,35,9,26,25.7,0.24
165,31,"Mike Muscala","Atlanta Hawks",53,14,7.2,12,0.857,14,6,8,42.9,42.9,0,0,42.9,12,6,6,50,2,0,2,0,0.14
