sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
73,33,"Mirza Teletovic","Brooklyn Nets",84,54,11.7,49,0.907,54,21,33,38.9,45.4,0,0,38.9,34,14,20,41.2,20,7,13,35,0.37
73,11,"Jamal Crawford","Los Angeles Clippers",82,440,49.2,399,0.907,440,172,268,39.1,43.9,0.03,3,39.1,302,130,172,43,138,42,96,30.4,0.31
75,9,"Kent Bazemore","Los Angeles Lakers",23,74,54.8,67,0.905,74,28,46,37.8,45.3,0,0,37.8,42,17,25,40.5,32,11,21,34.4,0.43
76,1,"Goran Dragic","Phoenix Suns",78,341,57.7,308,0.903,341,137,204,40.2,45,0.01,0.6,40.2,264,104,160,39.4,77,33,44,42.9,0.23
77,21,"Darius Miller","New Orleans Pelicans",45,41,30.1,37,0.902,41,18,23,43.9,45.1,0.02,2.4,43.9,36,17,19,47.2,5,1,4,20,0.12
77,14,"Jameer Nelson","Orlando Magic",68,256,49.7,231,0.902,256,87,169,34,44.9,0.01,0.8,34,92,31,61,33.7,164,56,108,34.1,0.64
79,13,"Luke Ridnour","Charlotte Hornets",29,60,56.1,54,0.9,60,24,36,40,45,0,0,40,45,18,27,40,15,6,9,40,0.25
80,0,"Jeff Teague","Atlanta Hawks",87,276,60.4,247,0.895,276,108,168,39.1,44.7,0,0,39.1,187,77,110,41.2,89,31,58,34.8,0.32
81,18,"Marco Belinelli","San Antonio Spurs",103,161,28.9,144,0.894,161,64,97,39.8,44.1,0.01,1.2,39.8,117,50,67,42.7,44,14,30,31.8,0.27
82,0,"Aaron Brooks","Denver Nuggets",29,82,47.7,73,0.89,82,31,51,37.8,44.5,0,0,37.8,45,20,25,44.4,37,11,26,29.7,0.45
83,2,"Eric Bledsoe","Phoenix Suns",43,189,63.9,168,0.889,189,74,115,39.2,44.2,0.01,0.5,39.2,137,55,82,40.1,52,19,33,36.5,0.28
83,9,"Chris Kaman","Los Angeles Lakers",39,18,17,16,0.889,18,8,10,44.4,44.4,0,0,44.4,17,8,9,47.1,1,0,1,0,0.06
85,25,"Vince Carter","Dallas Mavericks",88,213,37.3,189,0.887,213,79,134,37.1,44.1,0.01,0,37.6,132,49,83,37.1,81,30,51,37,0.38
86,30,"Brandon Bass","Boston Celtics",82,77,28.1,68,0.883,77,33,44,42.9,44.2,0,0,42.9,73,31,42,42.5,4,2,2,50,0.05
87,0,"Avery Bradley","Boston Celtics",64,263,44.1,232,0.882,263,112,151,42.6,43.9,0.01,0.8,42.6,248,105,143,42.3,15,7,8,46.7,0.06
88,5,"Cory Joseph","San Antonio Spurs",85,92,60.9,81,0.88,92,40,52,43.5,44,0.01,1.1,43.5,89,39,50,43.8,3,1,2,33.3,0.03
89,21,"Wayne Ellington","Dallas Mavericks",47,33,30.8,29,0.879,33,13,20,39.4,43.9,0,0,39.4,24,10,14,41.7,9,3,6,33.3,0.27
90,22,"Brian Roberts","New Orleans Pelicans",72,222,56.3,195,0.878,222,89,133,40.1,43.5,0.01,0.9,40.1,166,74,92,44.6,56,15,41,26.8,0.25
91,22,"Khris Middleton","Milwaukee Bucks",82,202,34.4,177,0.876,202,84,118,41.6,43.8,0,0.5,41.6,179,75,104,41.9,23,9,14,39.1,0.11
91,7,"Kyle Lowry","Toronto Raptors",86,450,57.8,394,0.876,450,156,294,34.7,43.4,0.01,1.1,34.7,221,77,144,34.8,229,79,150,34.5,0.51
93,9,"Tony Parker","San Antonio Spurs",91,480,75.4,420,0.875,480,207,273,43.1,43.4,0.01,0.6,43.1,470,204,266,43.4,10,3,7,30,0.02
93,9,"Rashard Lewis","Miami Heat",78,24,10.5,21,0.875,24,10,14,41.7,43.8,0,0,41.7,22,9,13,40.9,2,1,1,50,0.08
95,5,"Timothy Hardaway Jr.","New York Knicks",81,151,29.4,132,0.874,151,59,92,39.1,43,0.01,1.3,39.1,118,47,71,39.8,33,12,21,36.4,0.22
96,11,"Jose Juan Barea","Minnesota Timberwolves",79,251,69.3,219,0.873,251,89,162,35.5,43.4,0,0.4,35.5,124,49,75,39.5,127,40,87,31.5,0.51
97,5,"Nate Robinson","Denver Nuggets",44,155,60.1,135,0.871,155,56,99,36.1,43.2,0.01,0.6,36.1,98,34,64,34.7,57,22,35,38.6,0.37
97,9,"Jared Dudley","Los Angeles Clippers",81,62,15.9,54,0.871,62,26,36,41.9,43.5,0,0,41.9,59,24,35,40.7,3,2,1,66.7,0.05
99,3,"Louis Williams","Atlanta Hawks",67,192,53.9,167,0.87,192,66,126,34.4,42.7,0.02,2.1,34.4,92,34,58,37,100,32,68,32,0.52
100,9,"Luol Deng","Chicago Bulls",23,83,46.4,72,0.867,83,34,49,41,43.4,0,0,41,76,30,46,39.5,7,4,3,57.1,0.08
101,34,"Devin Harris","Dallas Mavericks",48,97,53.3,84,0.866,97,35,62,36.1,43.3,0,0,36.1,50,21,29,42,47,14,33,29.8,0.48
101,1,"Lance  Stephenson","Indiana Pacers",98,186,37.3,161,0.866,186,72,114,38.7,43.3,0,0,38.7,141,55,86,39,45,17,28,37.8,0.24
103,51,"Metta World Peace","New York Knicks",29,37,41.1,32,0.865,37,14,23,37.8,43.2,0,0,37.8,25,10,15,40,12,4,8,33.3,0.32
104,34,"Paul Pierce","Brooklyn Nets",87,199,35.5,172,0.864,199,82,117,41.2,42.7,0.02,1.5,41.2,175,76,99,43.4,24,6,18,25,0.12
104,24,"Kobe Bryant","Los Angeles Lakers",6,22,53.7,19,0.864,22,9,13,40.9,43.2,0,0,40.9,19,8,11,42.1,3,1,2,33.3,0.14
106,12,"Tobias Harris","Orlando Magic",61,117,34,101,0.863,117,49,68,41.9,42.3,0.02,1.7,41.9,112,48,64,42.9,5,1,4,20,0.04
107,1,"Jordan Hamilton","Denver Nuggets",39,58,34.5,50,0.862,58,21,37,36.2,43.1,0,0,36.2,28,13,15,46.4,30,8,22,26.7,0.52
107,20,"Jodie Meeks","Los Angeles Lakers",77,159,32.3,137,0.862,159,53,106,33.3,42.5,0.02,1.9,33.3,72,24,48,33.3,87,29,58,33.3,0.55
109,2,"Wesley Matthews","Portland Trail Blazers",93,214,29.3,184,0.86,214,78,136,36.4,42.8,0,0.5,36.4,120,51,69,42.5,94,27,67,28.7,0.44
110,11,"Jeremy Lamb","Oklahoma City Thunder",89,149,35.1,128,0.859,149,58,91,38.9,42.3,0.02,2,38.9,113,48,65,42.5,36,10,26,27.8,0.24
110,11,"Jerryd Bayless","Boston Celtics",41,156,54.5,134,0.859,156,62,94,39.7,42.9,0,0,39.7,133,52,81,39.1,23,10,13,43.5,0.15
112,15,"Hedo Turkoglu","Los Angeles Clippers",43,35,38.5,30,0.857,35,12,23,34.3,42.9,0,0,34.3,22,6,16,27.3,13,6,7,46.2,0.37
112,2,"Marvin Williams","Utah Jazz",66,28,8.4,24,0.857,28,11,17,39.3,42.9,0,0,39.3,18,9,9,50,10,2,8,20,0.36
114,8,"Shelvin Mack","Atlanta Hawks",80,152,46.9,130,0.855,152,56,96,36.8,42.8,0,0,36.8,95,38,57,40,57,18,39,31.6,0.38
114,32,"CJ Watson","Indiana Pacers",82,124,43.2,106,0.855,124,48,76,38.7,42.3,0.01,0.8,38.7,89,39,50,43.8,35,9,26,25.7,0.28
116,55,"ETwaun Moore","Orlando Magic",79,94,37.5,80,0.851,94,37,57,39.4,42.6,0,0,39.4,74,31,43,41.9,20,6,14,30,0.21
117,14,"Shaun Livingston","Brooklyn Nets",88,167,89.3,142,0.85,167,70,97,41.9,42.2,0.01,1.2,41.9,165,69,96,41.8,2,1,1,50,0.01
117,3,"OJ Mayo","Milwaukee Bucks",64,153,38.2,130,0.85,153,59,94,38.6,42.2,0.01,0.7,38.6,116,48,68,41.4,37,11,26,29.7,0.24
119,25,"Maurice Williams","Portland Trail Blazers",82,345,62.4,292,0.846,345,135,210,39.1,42,0.01,0.6,39.1,266,115,151,43.2,79,20,59,25.3,0.23
119,17,"Anderson Varejao","Cleveland Cavaliers",65,26,16.6,22,0.846,26,11,15,42.3,42.3,0,0,42.3,23,11,12,47.8,3,0,3,0,0.12
119,11,"Orlando Johnson","Indiana Pacers",38,13,22.8,11,0.846,13,5,8,38.5,38.5,0.08,7.7,38.5,11,5,6,45.5,2,0,2,0,0.15
119,55,"Roy Hibbert","Indiana Pacers",100,13,8.2,11,0.846,13,5,8,38.5,42.3,0,0,38.5,12,4,8,33.3,1,1,0,100,0.08
123,0,"Aaron Brooks","Houston Rockets",47,58,37.2,49,0.845,58,19,39,32.8,42.2,0,0,32.8,22,8,14,36.4,36,11,25,30.6,0.62
124,7,"Joe Johnson","Brooklyn Nets",91,223,31.6,188,0.843,223,84,139,37.7,41.9,0.01,0.9,37.7,169,65,104,38.5,54,19,35,35.2,0.24
125,30,"Jon Leuer","Memphis Grizzlies",53,19,16,16,0.842,19,8,11,42.1,42.1,0,0,42.1,19,8,11,42.1,0,0,0,,0
126,3,"Ty Lawson","Denver Nuggets",62,351,69.2,294,0.838,351,133,218,37.9,41.2,0.02,1.7,37.9,282,110,172,39,69,23,46,33.3,0.2
127,8,"Rudy Gay","Sacramento Kings",56,231,57,193,0.835,231,91,140,39.4,41.3,0.01,0.9,39.4,204,82,122,40.2,27,9,18,33.3,0.12
128,7,"Carmelo Anthony","New York Knicks",77,416,40.8,347,0.834,416,157,259,37.7,40.9,0.02,1.7,37.7,324,131,193,40.4,92,26,66,28.3,0.22
129,3,"Perry Jones","Oklahoma City Thunder",74,18,15.8,15,0.833,18,7,11,38.9,41.7,0,0,38.9,14,6,8,42.9,4,1,3,25,0.22
129,1,"Trevor Ariza","Washington Wizards",89,138,21.5,115,0.833,138,51,87,37,41.7,0.01,0.7,37,104,38,66,36.5,34,13,21,38.2,0.25
129,17,"PJ Tucker","Phoenix Suns",81,60,20.9,50,0.833,60,23,37,38.3,40.8,0.02,1.7,38.3,52,20,32,38.5,8,3,5,37.5,0.13
129,7,"Brandon Jennings","Detroit Pistons",80,484,65.7,403,0.833,484,161,323,33.3,41.5,0,0.4,33.3,253,81,172,32,231,80,151,34.6,0.48
133,10,"Eric Gordon","New Orleans Pelicans",64,176,41.2,146,0.83,176,64,112,36.4,40.9,0.01,1.1,36.4,116,48,68,41.4,60,16,44,26.7,0.34
134,33,"Boris Diaw","San Antonio Spurs",102,64,22.1,53,0.828,64,26,38,40.6,41.4,0,0,40.6,58,25,33,43.1,6,1,5,16.7,0.09
135,12,"Will Bynum","Detroit Pistons",56,132,68,109,0.826,132,50,82,37.9,41.3,0,0,37.9,110,41,69,37.3,22,9,13,40.9,0.17
136,11,"Brandon Knight","Milwaukee Bucks",72,370,60.1,305,0.824,370,132,238,35.7,40.9,0.01,0.5,35.7,248,93,155,37.5,122,39,83,32,0.33
136,1,"Chris Bosh","Miami Heat",100,108,15.6,89,0.824,108,43,65,39.8,40.7,0.02,1.9,39.8,101,41,60,40.6,7,2,5,28.6,0.06
136,54,"Patrick Patterson","Toronto Raptors",55,34,12.7,28,0.824,34,14,20,41.2,41.2,0,0,41.2,33,14,19,42.4,1,0,1,0,0.03
136,0,"Spencer Hawes","Philadelphia 76ers",54,34,13.2,28,0.824,34,12,22,35.3,39.7,0.03,2.9,35.3,22,9,13,40.9,12,3,9,25,0.35
140,3,"Dion Waiters","Cleveland Cavaliers",70,322,51.6,265,0.823,322,125,197,38.8,41.1,0.01,0.6,38.8,268,110,158,41,54,15,39,27.8,0.17
141,2,"Darren Collison","Los Angeles Clippers",93,292,60.2,239,0.818,292,114,178,39,40.8,0,0.3,39,252,104,148,41.3,40,10,30,25,0.14
142,23,"Marcus Thornton","Sacramento Kings",46,60,23.9,49,0.817,60,21,39,35,40.8,0,0,35,35,14,21,40,25,7,18,28,0.42
142,15,"Reggie Jackson","Oklahoma City Thunder",99,278,52.1,227,0.817,278,102,176,36.7,40.6,0,0.4,36.7,204,80,124,39.2,74,22,52,29.7,0.27
144,13,"Luke Ridnour","Milwaukee Bucks",36,97,59.5,79,0.814,97,36,61,37.1,40.7,0,0,37.1,78,29,49,37.2,19,7,12,36.8,0.2
144,12,"LaMarcus Aldridge","Portland Trail Blazers",80,172,24.7,140,0.814,172,67,105,39,39.5,0.02,2.3,39,162,65,97,40.1,10,2,8,20,0.06
144,8,"Michael Beasley","Miami Heat",59,59,36.9,48,0.814,59,23,36,39,40.7,0,0,39,55,21,34,38.2,4,2,2,50,0.07
147,30,"Norris Cole","Miami Heat",102,100,30.2,81,0.81,100,40,60,40,40.5,0,0,40,93,39,54,41.9,7,1,6,14.3,0.07
147,7,"Ersan Ilyasova","Milwaukee Bucks",55,63,18.8,51,0.81,63,24,39,38.1,40.5,0,0,38.1,52,21,31,40.4,11,3,8,27.3,0.17
147,3,"Ish Smith","Phoenix Suns",70,63,72.4,51,0.81,63,25,38,39.7,40.5,0,0,39.7,58,24,34,41.4,5,1,4,20,0.08
147,25,"Elliot Williams","Philadelphia 76ers",68,42,26.8,34,0.81,42,14,28,33.3,40.5,0,0,33.3,23,8,15,34.8,19,6,13,31.6,0.45
151,3,"Anthony Morrow","New Orleans Pelicans",76,136,34.7,110,0.809,136,52,84,38.2,40.4,0.01,0.7,38.2,124,46,78,37.1,12,6,6,50,0.09
152,0,"Shawn Marion","Dallas Mavericks",85,26,11.9,21,0.808,26,10,16,38.5,40.4,0,0,38.5,20,9,11,45,6,1,5,16.7,0.23
152,21,"Maurice Harkless","Orlando Magic",80,52,25.9,42,0.808,52,18,34,34.6,40.4,0,0,34.6,35,12,23,34.3,17,6,11,35.3,0.33
154,9,"Luol Deng","Cleveland Cavaliers",40,119,40.9,96,0.807,119,44,75,37,39.1,0.03,2.5,37,102,39,63,38.2,17,5,12,29.4,0.14
155,15,"Donald Sloan","Indiana Pacers",52,31,45.6,25,0.806,31,11,20,35.5,38.7,0.03,3.2,35.5,20,9,11,45,11,2,9,18.2,0.35
155,88,"Nicolas Batum","Portland Trail Blazers",93,237,35.2,191,0.806,237,85,152,35.9,39.9,0.01,1.3,35.9,163,66,97,40.5,74,19,55,25.7,0.31
157,20,"Gordon Hayward","Utah Jazz",77,305,45.3,245,0.803,305,115,190,37.7,40.2,0,0,37.7,252,100,152,39.7,53,15,38,28.3,0.17
158,2,"Raymond Felton","New York Knicks",65,197,52.7,158,0.802,197,70,127,35.5,39.8,0.01,1,35.5,136,53,83,39,61,17,44,27.9,0.31
159,12,"Evan Turner","Philadelphia 76ers",54,295,61,236,0.8,295,116,179,39.3,39.7,0.01,0.7,39.3,278,114,164,41,17,2,15,11.8,0.06
159,20,"Cartier Martin","Atlanta Hawks",56,40,20.5,32,0.8,40,14,26,35,38.8,0.05,5,35,29,11,18,37.9,11,3,8,27.3,0.28
159,9,"James Anderson","Philadelphia 76ers",80,120,29,96,0.8,120,38,82,31.7,40,0,0,31.7,50,18,32,36,70,20,50,28.6,0.58
159,8,"Channing Frye","Phoenix Suns",82,50,8.7,40,0.8,50,19,31,38,40,0,0,38,39,17,22,43.6,11,2,9,18.2,0.22
159,5,"Ekpe Udoh","Milwaukee Bucks",42,10,27,8,0.8,10,4,6,40,40,0,0,40,10,4,6,40,0,0,0,,0
164,11,"Monta Ellis","Dallas Mavericks",89,467,66,373,0.799,467,176,291,37.7,39.4,0.01,1.1,37.7,392,160,232,40.8,75,16,59,21.3,0.16
165,17,"Garrett Temple","Washington Wizards",85,59,60.2,47,0.797,59,22,37,37.3,39.8,0,0,37.3,51,19,32,37.3,8,3,5,37.5,0.14
