sep=,
"Rank","Jersey #","Player","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","FTA/FGA","+1%","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
101,12,"Tobias Harris","Philadelphia 76ers",39,164,48.4,157,0.957,164,74,90,45.1,47.3,0.01,1.2,45.1,131,67,64,51.1,33,7,26,21.2,0.2
101,2,"Darren Collison","Indiana Pacers",80,303,64.1,290,0.957,303,131,172,43.2,47.5,0.01,1,43.2,233,105,128,45.1,70,26,44,37.1,0.23
103,4,"Quinn Cook","Golden State Warriors",91,225,58.1,215,0.956,225,94,131,41.8,47.8,0,0,41.8,141,67,74,47.5,84,27,57,32.1,0.37
104,30,"Julius Randle","New Orleans Pelicans",73,89,30.7,85,0.955,89,37,52,41.6,47.2,0.02,2.2,41.6,57,27,30,47.4,32,10,22,31.3,0.36
105,22,"Otto Porter Jr.","Chicago Bulls",15,86,56.6,82,0.953,86,36,50,41.9,46.5,0.03,3.5,41.9,63,28,35,44.4,23,8,15,34.8,0.27
106,11,"Jamal Crawford","Phoenix Suns",64,263,68.8,250,0.951,263,108,155,41.1,46.8,0.02,2.3,41.1,167,78,89,46.7,96,30,66,31.3,0.37
107,27,"Jamal Murray","Denver Nuggets",89,581,66.2,552,0.95,581,236,345,40.6,47.2,0.01,0.7,40.6,359,159,200,44.3,222,77,145,34.7,0.38
108,4,"Rajon Rondo","Los Angeles Lakers",46,99,51.8,94,0.949,99,36,63,36.4,47.5,0,0,36.4,46,14,32,30.4,53,22,31,41.5,0.54
109,25,"Malik Beasley","Denver Nuggets",95,174,31.1,165,0.948,174,70,104,40.2,47.4,0,0,40.2,96,45,51,46.9,78,25,53,32.1,0.45
110,23,"Jimmy Butler","Minnesota Timberwolves",10,57,64,54,0.947,57,23,34,40.4,45.6,0.04,3.5,40.4,39,17,22,43.6,18,6,12,33.3,0.32
110,0,"Willie Cauley-Stein","Sacramento Kings",81,19,29.7,18,0.947,19,9,10,47.4,47.4,0,0,47.4,18,9,9,50,1,0,1,0,0.05
110,3,"Jeremy Lamb","Charlotte Hornets",79,245,46.8,232,0.947,245,104,141,42.4,46.9,0.01,1.2,42.4,169,82,87,48.5,76,22,54,28.9,0.31
113,5,"J.J. Barea","Dallas Mavericks",38,182,76.2,172,0.945,182,73,109,40.1,47.3,0,0,40.1,107,47,60,43.9,75,26,49,34.7,0.41
114,20,"Landry Shamet","Los Angeles Clippers",31,52,25.7,49,0.942,52,17,35,32.7,45.2,0.04,3.8,32.7,20,4,16,20,32,13,19,40.6,0.62
114,5,"Luke Kennard","Detroit Pistons",67,225,50.9,212,0.942,225,93,132,41.3,46.9,0,0.4,41.3,151,68,83,45,74,25,49,33.8,0.33
116,45,"Ryan Broekhoff","Dallas Mavericks",42,17,16.7,16,0.941,17,6,11,35.3,47.1,0,0,35.3,6,2,4,33.3,11,4,7,36.4,0.65
117,0,"Kadeem Allen","New York Knicks",19,32,53.3,30,0.938,32,13,19,40.6,46.9,0,0,40.6,21,9,12,42.9,11,4,7,36.4,0.34
118,3,"Kelly Oubre Jr.","Phoenix Suns",40,95,36,89,0.937,95,37,58,38.9,46.3,0.01,1.1,38.9,52,23,29,44.2,43,14,29,32.6,0.45
119,44,"Bojan Bogdanovic","Indiana Pacers",85,266,43.9,249,0.936,266,108,158,40.6,46.4,0.01,1.1,40.6,183,77,106,42.1,83,31,52,37.3,0.31
119,1,"Emmanuel Mudiay","New York Knicks",59,296,66.2,277,0.936,296,128,168,43.2,46.6,0,0.3,43.2,231,108,123,46.8,65,20,45,30.8,0.22
121,15,"Vince Carter","Atlanta Hawks",76,62,18.1,58,0.935,62,22,40,35.5,46.8,0,0,35.5,20,8,12,40,42,14,28,33.3,0.68
121,8,"Zach Lavine","Chicago Bulls",63,354,66.4,331,0.935,354,133,221,37.6,46.6,0,0.3,37.6,189,69,120,36.5,165,64,101,38.8,0.47
121,7,"Justin Holiday","Chicago Bulls",38,107,32.9,100,0.935,107,40,67,37.4,46.7,0.01,0.9,37.4,48,20,28,41.7,59,20,39,33.9,0.55
124,13,"Shabazz Napier","Brooklyn Nets",59,178,58.6,166,0.933,178,65,113,36.5,46.6,0,0,36.5,65,29,36,44.6,113,36,77,31.9,0.63
125,8,"Nemanja Bjelica","Sacramento Kings",77,44,15.6,41,0.932,44,15,29,34.1,46.6,0,0,34.1,15,4,11,26.7,29,11,18,37.9,0.66
126,21,"Damyean Dotson","New York Knicks",73,216,39.9,201,0.931,216,89,127,41.2,46.5,0,0,41.2,147,66,81,44.9,69,23,46,33.3,0.32
127,4,"Wesley Johnson","Washington Wizards",12,14,37.8,13,0.929,14,5,9,35.7,42.9,0.07,7.1,35.7,9,3,6,33.3,5,2,3,40,0.36
128,12,"T.J. McConnell","Philadelphia 76ers",85,249,85.3,231,0.928,249,114,135,45.8,45.8,0.01,1.2,45.8,242,114,128,47.1,7,0,7,0,0.03
129,13,"Marcus Morris","Boston Celtics",84,204,32.5,189,0.926,204,85,119,41.7,46.3,0,0,41.7,147,66,81,44.9,57,19,38,33.3,0.28
129,42,"Lance Thomas","New York Knicks",46,27,22.3,25,0.926,27,12,15,44.4,46.3,0,0,44.4,26,11,15,42.3,1,1,0,100,0.04
129,11,"Jrue Holiday","New Orleans Pelicans",67,390,67.7,361,0.926,390,148,242,37.9,45.9,0.01,0.8,37.9,202,86,116,42.6,188,62,126,33,0.48
132,5,"De Aaron Fox","Sacramento Kings",81,387,75.4,358,0.925,387,153,234,39.5,45.7,0.01,1,39.5,265,105,160,39.6,122,48,74,39.3,0.32
133,34,"Giannis Antetokounmpo","Milwaukee Bucks",87,198,48.4,183,0.924,198,71,127,35.9,46,0.01,0.5,35.9,85,31,54,36.5,113,40,73,35.4,0.57
133,10,"Tim Hardaway Jr.","Dallas Mavericks",19,79,42.2,73,0.924,79,30,49,38,44.9,0.03,2.5,38,44,19,25,43.2,35,11,24,31.4,0.44
135,6,"Gary Clark","Houston Rockets",53,13,9.4,12,0.923,13,4,9,30.8,46.2,0,0,30.8,0,0,0,,13,4,9,30.8,1
135,77,"Luka Doncic","Dallas Mavericks",72,440,69.8,406,0.923,440,150,290,34.1,45.2,0.03,2.7,34.1,113,52,61,46,327,98,229,30,0.74
137,10,"Jaylen Adams","Atlanta Hawks",34,37,43,34,0.919,37,13,24,35.1,45.9,0,0,35.1,11,5,6,45.5,26,8,18,30.8,0.7
138,6,"Eric Bledsoe","Milwaukee Bucks",93,251,44.7,230,0.916,251,88,163,35.1,45.6,0,0.4,35.1,95,35,60,36.8,156,53,103,34,0.62
139,11,"Mike Conley","Memphis Grizzlies",70,351,58.8,321,0.915,351,124,227,35.3,45.2,0.01,1.1,35.3,151,55,96,36.4,200,69,131,34.5,0.57
140,5,"Rodney Hood","Portland Trail Blazers",43,116,54.2,106,0.914,116,46,70,39.7,45.3,0.01,0.9,39.7,73,33,40,45.2,43,13,30,30.2,0.37
141,1,"Dennis Smith Jr.","Dallas Mavericks",32,92,51.1,84,0.913,92,35,57,38,45.1,0.01,1.1,38,53,22,31,41.5,39,13,26,33.3,0.42
141,8,"Sam Dekker","Washington Wizards",38,23,33.8,21,0.913,23,9,14,39.1,45.7,0,0,39.1,13,6,7,46.2,10,3,7,30,0.43
141,35,"Reggie Bullock","Los Angeles Lakers",19,23,17.7,21,0.913,23,9,14,39.1,45.7,0,0,39.1,15,6,9,40,8,3,5,37.5,0.35
144,8,"Jerryd Bayless","Minnesota Timberwolves",34,80,51.3,73,0.913,80,32,48,40,45.6,0,0,40,51,23,28,45.1,29,9,20,31,0.36
145,25,"Derrick Rose","Minnesota Timberwolves",51,246,65.8,224,0.911,246,103,143,41.9,45.1,0.01,0.8,41.9,199,87,112,43.7,47,16,31,34,0.19
146,17,"Dennis Schroder","Oklahoma City Thunder",85,353,53.1,321,0.909,353,144,209,40.8,44.9,0.01,1.1,40.8,265,115,150,43.4,88,29,59,33,0.25
146,20,"Jodie Meeks","Toronto Raptors",22,11,28.2,10,0.909,11,4,7,36.4,45.5,0,0,36.4,8,2,6,25,3,2,1,66.7,0.27
148,7,"Dwayne Bacon","Charlotte Hornets",43,87,58.4,79,0.908,87,33,54,37.9,45.4,0,0,37.9,60,20,40,33.3,27,13,14,48.1,0.31
149,25,"Justin Jackson","Sacramento Kings",52,42,21.8,38,0.905,42,16,26,38.1,45.2,0,0,38.1,29,10,19,34.5,13,6,7,46.2,0.31
149,6,"CJ Miles","Memphis Grizzlies",13,21,26.6,19,0.905,21,8,13,38.1,45.2,0,0,38.1,10,5,5,50,11,3,8,27.3,0.52
151,18,"Marco Belinelli","San Antonio Spurs",86,252,43.5,227,0.901,252,91,161,36.1,44.8,0,0.4,36.1,116,47,69,40.5,136,44,92,32.4,0.54
152,11,"Abdel Nader","Oklahoma City Thunder",64,10,9.2,9,0.9,10,4,6,40,45,0,0,40,6,3,3,50,4,1,3,25,0.4
152,4,"Victor Oladipo","Indiana Pacers",36,269,67.4,242,0.9,269,106,163,39.4,45,0,0,39.4,168,76,92,45.2,101,30,71,29.7,0.38
154,26,"Spencer Dinwiddie","Brooklyn Nets",73,237,52.7,212,0.895,237,76,161,32.1,44.1,0.02,2.1,32.1,50,19,31,38,187,57,130,30.5,0.79
155,23,"Lou Williams","Los Angeles Clippers",81,527,74.2,471,0.894,527,203,324,38.5,43.5,0.02,2.5,38.5,380,150,230,39.5,147,53,94,36.1,0.28
155,40,"Harrison Barnes","Sacramento Kings",28,47,28.7,42,0.894,47,18,29,38.3,44.7,0,0,38.3,30,12,18,40,17,6,11,35.3,0.36
157,8,"Mario Hezonja","New York Knicks",58,101,44.1,90,0.891,101,40,61,39.6,44.6,0,0,39.6,65,30,35,46.2,36,10,26,27.8,0.36
157,1,"Rodney Hood","Cleveland Cavaliers",45,183,59,163,0.891,183,73,110,39.9,44,0.01,1.1,39.9,137,58,79,42.3,46,15,31,32.6,0.25
159,12,"Taurean Prince","Atlanta Hawks",55,182,44.2,162,0.89,182,67,115,36.8,44.5,0,0,36.8,91,39,52,42.9,91,28,63,30.8,0.5
160,0,"Isaiah Thomas","Denver Nuggets",12,26,47.3,23,0.885,26,9,17,34.6,44.2,0.08,7.7,34.6,8,4,4,50,18,5,13,27.8,0.69
161,51,"Ryan Arcidiacono","Chicago Bulls",81,102,37.4,90,0.882,102,38,64,37.3,43.1,0.02,2,37.3,52,26,26,50,50,12,38,24,0.49
162,4,"Dennis Smith Jr.","New York Knicks",21,101,71.1,89,0.881,101,36,65,35.6,43.1,0.02,2,35.6,58,21,37,36.2,43,15,28,34.9,0.43
163,42,"Al Horford","Boston Celtics",77,25,6,22,0.88,25,10,15,40,42,0.08,8,40,23,9,14,39.1,2,1,1,50,0.08
164,1,"Iman Shumpert","Houston Rockets",28,33,30,29,0.879,33,11,22,33.3,43.9,0,0,33.3,12,4,8,33.3,21,7,14,33.3,0.64
